 slim_762431679 slim_762431704 slim_762431686 slim_762431689 slim_762431693 slim_762431717 slim_762431671 slim_762431674 slim_762431707 slim_762431725 slim_762431708 slim_762431710 slim_762431702 slim_762431712 slim_762431678 slim_762431690 slim_762431715 slim_762431698 slim_762431716 slim_762431699 slim_762431711 slim_762431726 slim_762431696 slim_762431720 slim_762431687 slim_762431685 slim_762431691 slim_762431680 slim_762431705 slim_762431669 slim_762431681 slim_762431722 slim_762431713 slim_762431718 slim_762431701 slim_762431723 slim_762431700 slim_762431688 slim_762431684 slim_762431694 slim_762431719 slim_762431727 slim_762431677 slim_762431683 slim_762431670 slim_762431695 slim_762431692 slim_762431724 slim_762431673 slim_762431697 slim_762431714 slim_762431675 slim_762431709 slim_762431706 slim_762431721 slim_762431676 slim_762431703 slim_762431672 slim_762431682
32 2e-06 2.3e-06 1.8e-06 1.7e-06 2.55e-06 2.35e-06 2.2e-06 1.85e-06 1.95e-06 2.15e-06 1.95e-06 2.15e-06 2.25e-06 2.5e-06 1.65e-06 2.05e-06 2.95e-06 2.25e-06 2.55e-06 2e-06 2.15e-06 1.95e-06 2.6e-06 2.25e-06 2.3e-06 2.25e-06 2e-06 1.95e-06 2.25e-06 2e-06 2e-06 2.3e-06 2.8e-06 2.05e-06 1.85e-06 2.05e-06 2.35e-06 1.9e-06 1.85e-06 2.55e-06 2.05e-06 1.9e-06 1.85e-06 1.95e-06 1.9e-06 2.25e-06 2.35e-06 2.35e-06 2.35e-06 2.1e-06 1.75e-06 1.6e-06 2e-06 1.8e-06 2.45e-06 1.95e-06 1.85e-06 1.9e-06 1.95e-06
33 1.8e-06 2.5e-06 1.85e-06 1.5e-06 2.3e-06 2.45e-06 2.15e-06 1.9e-06 2.15e-06 2.25e-06 2.15e-06 2.05e-06 1.85e-06 2.4e-06 1.65e-06 1.75e-06 2.4e-06 2.35e-06 2.8e-06 2.05e-06 2.1e-06 2.15e-06 2.25e-06 2.45e-06 1.65e-06 1.45e-06 2.1e-06 1.95e-06 2.35e-06 2.2e-06 1.8e-06 2.4e-06 2.05e-06 2.8e-06 2.05e-06 1.95e-06 2.25e-06 1.75e-06 1.85e-06 2.7e-06 1.75e-06 1.85e-06 2.05e-06 1.75e-06 2.2e-06 2.3e-06 2.55e-06 2.2e-06 2e-06 1.8e-06 2.1e-06 1.9e-06 2e-06 2.1e-06 1.95e-06 2.15e-06 2.25e-06 2.05e-06 1.65e-06
34 1.85e-06 2.05e-06 1.8e-06 1.7e-06 2.35e-06 1.95e-06 1.9e-06 1.7e-06 1.55e-06 1.5e-06 1.55e-06 1.55e-06 1.85e-06 2.35e-06 1.5e-06 1.85e-06 2.65e-06 1.9e-06 2.55e-06 1.9e-06 2.05e-06 1.7e-06 2.2e-06 2.05e-06 2.1e-06 2.05e-06 1.45e-06 1.85e-06 2.05e-06 1.65e-06 1.8e-06 1.95e-06 1.85e-06 2.05e-06 2.6e-06 1.8e-06 1.7e-06 1.8e-06 1.6e-06 2.1e-06 1.85e-06 1.7e-06 1.75e-06 1.75e-06 1.75e-06 1.9e-06 2.15e-06 2e-06 1.9e-06 1.85e-06 1.95e-06 1.6e-06 1.7e-06 1.4e-06 2.05e-06 1.55e-06 1.65e-06 1.8e-06 1.65e-06
35 1.85e-06 2.4e-06 1.55e-06 1.6e-06 2.25e-06 2.1e-06 2.05e-06 1.9e-06 1.85e-06 1.75e-06 1.9e-06 1.75e-06 1.8e-06 2.45e-06 1.6e-06 1.85e-06 2.55e-06 2.1e-06 2.8e-06 2.15e-06 2.1e-06 1.7e-06 2.25e-06 2.35e-06 1.85e-06 1.8e-06 1.85e-06 1.4e-06 2.35e-06 1.45e-06 1.95e-06 2.15e-06 2.05e-06 1.95e-06 1.8e-06 2.7e-06 1.85e-06 1.9e-06 1.75e-06 2.4e-06 2e-06 1.85e-06 1.8e-06 1.9e-06 1.7e-06 2.05e-06 2.45e-06 2.15e-06 1.85e-06 1.75e-06 2.25e-06 1.9e-06 2e-06 1.8e-06 2e-06 1.9e-06 2.2e-06 2.15e-06 1.85e-06
36 2.05e-06 2.45e-06 2.05e-06 2.1e-06 2.7e-06 2e-06 1.65e-06 1.95e-06 1.55e-06 1.05e-06 1.35e-06 1.25e-06 1.45e-06 2.55e-06 1.95e-06 2.25e-06 2.7e-06 1.55e-06 3.05e-06 2.15e-06 2.4e-06 2.05e-06 2.1e-06 2.35e-06 2.3e-06 2.1e-06 1.5e-06 2e-06 2.4e-06 1.5e-06 2e-06 1.6e-06 2.35e-06 2.25e-06 1.7e-06 1.85e-06 1.7e-06 2.45e-06 1.8e-06 1.7e-06 2.05e-06 2.05e-06 1.35e-06 1.95e-06 1.85e-06 1.5e-06 2.5e-06 1.75e-06 1.65e-06 2e-06 2.6e-06 2.05e-06 1.8e-06 1.5e-06 1.55e-06 1.3e-06 1.95e-06 2.15e-06 2.1e-06
37 1.65e-06 2.4e-06 1.65e-06 1.55e-06 1.7e-06 2.8e-06 2.25e-06 2e-06 2.55e-06 2.35e-06 2.15e-06 2.5e-06 1.7e-06 2.5e-06 1.45e-06 1.15e-06 2.5e-06 2.2e-06 2.35e-06 2.45e-06 1.95e-06 1.75e-06 2.4e-06 2.6e-06 1.2e-06 1.45e-06 1.5e-06 1.95e-06 2.2e-06 2.55e-06 1.85e-06 2.25e-06 1.9e-06 1.75e-06 1.8e-06 1.9e-06 2.45e-06 1.4e-06 1.9e-06 2.7e-06 1.9e-06 1.45e-06 2.3e-06 1.8e-06 2.35e-06 2.35e-06 2.45e-06 2.8e-06 1.9e-06 1.7e-06 1.8e-06 1.8e-06 2.05e-06 2.4e-06 1.95e-06 2.05e-06 2.3e-06 2.35e-06 1.15e-06
38 2e-06 2.2e-06 1.75e-06 1.5e-06 2.2e-06 1.8e-06 1.9e-06 2e-06 1.6e-06 1.55e-06 1.85e-06 1.5e-06 1.8e-06 2.35e-06 1.4e-06 2e-06 2.55e-06 2.2e-06 2.75e-06 1.95e-06 1.95e-06 2e-06 2.25e-06 2.2e-06 1.9e-06 1.8e-06 1.8e-06 1.65e-06 2.1e-06 1.55e-06 1.9e-06 2.25e-06 1.85e-06 1.85e-06 1.6e-06 1.75e-06 1.8e-06 1.9e-06 2.3e-06 2.4e-06 1.95e-06 1.8e-06 1.65e-06 1.85e-06 1.95e-06 1.9e-06 2.3e-06 1.95e-06 1.8e-06 1.7e-06 2.05e-06 1.75e-06 1.95e-06 1.55e-06 1.95e-06 1.85e-06 2.15e-06 1.95e-06 1.85e-06
39 2.3e-06 2.2e-06 2.5e-06 2.55e-06 2.7e-06 2.1e-06 1.95e-06 2.1e-06 2e-06 1.75e-06 1.65e-06 2.05e-06 2.05e-06 2.35e-06 2.35e-06 2.55e-06 2.8e-06 1.9e-06 2.9e-06 2.2e-06 2.35e-06 2.35e-06 1.95e-06 2.05e-06 2.8e-06 2.65e-06 1.9e-06 2.55e-06 2.15e-06 2.15e-06 2.25e-06 1.95e-06 2.55e-06 2.7e-06 2.1e-06 2.4e-06 1.7e-06 2.7e-06 2.4e-06 3e-06 2.3e-06 2.25e-06 1.85e-06 2.2e-06 2.1e-06 1.9e-06 2.25e-06 2.25e-06 2.4e-06 2.4e-06 2.6e-06 2.25e-06 1.9e-06 1.85e-06 2.2e-06 1.6e-06 1.9e-06 2.1e-06 2.4e-06
40 1.55e-06 2.2e-06 2.15e-06 1.9e-06 2.45e-06 2.5e-06 2.2e-06 1.65e-06 1.85e-06 2.15e-06 1.7e-06 2e-06 1.75e-06 2.15e-06 1.9e-06 1.6e-06 2.35e-06 2e-06 2.75e-06 1.9e-06 2.4e-06 2.05e-06 2.2e-06 2.15e-06 1.7e-06 1.4e-06 1.8e-06 2.15e-06 2.05e-06 2.25e-06 1.4e-06 2.05e-06 2.05e-06 1.75e-06 1.85e-06 2e-06 2.05e-06 1.9e-06 1.95e-06 2.3e-06 2.7e-06 1.6e-06 2e-06 1.35e-06 1.9e-06 2.25e-06 2.25e-06 2.2e-06 1.95e-06 1.9e-06 2.2e-06 1.75e-06 1.6e-06 1.7e-06 1.8e-06 1.75e-06 1.6e-06 1.8e-06 1.45e-06
41 1.45e-06 2.15e-06 1.75e-06 1.75e-06 2.15e-06 2.45e-06 2.05e-06 1.35e-06 1.8e-06 2.05e-06 1.6e-06 2.05e-06 1.85e-06 2.3e-06 1.7e-06 1.5e-06 2.55e-06 1.8e-06 2.6e-06 1.8e-06 2.2e-06 1.75e-06 2.3e-06 2.1e-06 1.6e-06 1.75e-06 1.65e-06 2e-06 2e-06 2.05e-06 1.55e-06 1.85e-06 1.9e-06 1.85e-06 1.7e-06 1.85e-06 2.05e-06 1.45e-06 1.8e-06 2.25e-06 1.6e-06 2.4e-06 1.95e-06 1.5e-06 1.7e-06 2.1e-06 2.2e-06 2.2e-06 1.7e-06 2e-06 1.95e-06 1.65e-06 1.65e-06 1.65e-06 2.05e-06 1.6e-06 1.45e-06 1.7e-06 1.5e-06
42 2e-06 2.3e-06 1.8e-06 1.8e-06 2.6e-06 2e-06 1.6e-06 1.8e-06 1.55e-06 1.25e-06 1.4e-06 1.65e-06 1.6e-06 2.45e-06 1.75e-06 2.25e-06 2.8e-06 1.7e-06 3e-06 1.9e-06 2.2e-06 1.95e-06 2.3e-06 2.2e-06 2.3e-06 2.15e-06 1.65e-06 1.8e-06 2.25e-06 1.5e-06 1.95e-06 1.75e-06 1.85e-06 2.05e-06 1.75e-06 1.8e-06 1.35e-06 2.3e-06 1.65e-06 1.85e-06 2e-06 1.95e-06 2.2e-06 1.9e-06 1.7e-06 1.55e-06 2.35e-06 1.95e-06 2e-06 2e-06 2.3e-06 1.65e-06 1.85e-06 1.5e-06 1.8e-06 1.35e-06 1.8e-06 1.9e-06 2.1e-06
43 1.45e-06 2.1e-06 2.05e-06 1.8e-06 2.35e-06 2.4e-06 2.1e-06 1.55e-06 1.75e-06 2.05e-06 1.6e-06 1.9e-06 1.65e-06 2.05e-06 1.8e-06 1.5e-06 2.25e-06 1.9e-06 2.65e-06 1.8e-06 2.3e-06 1.95e-06 2.1e-06 2.05e-06 1.6e-06 1.3e-06 1.7e-06 2.05e-06 1.95e-06 2.15e-06 1.3e-06 1.95e-06 1.95e-06 1.75e-06 1.75e-06 1.9e-06 1.95e-06 1.8e-06 1.85e-06 2.2e-06 1.35e-06 1.5e-06 1.9e-06 2.5e-06 1.8e-06 2.15e-06 2.15e-06 2.1e-06 1.85e-06 1.8e-06 2.1e-06 1.65e-06 1.5e-06 1.6e-06 1.7e-06 1.65e-06 1.5e-06 1.7e-06 1.35e-06
44 1.8e-06 2.15e-06 1.5e-06 1.95e-06 2.9e-06 2e-06 2e-06 1.15e-06 1.25e-06 1.75e-06 1.4e-06 1.7e-06 2.4e-06 2.45e-06 1.95e-06 2.35e-06 3.1e-06 1.75e-06 3e-06 1.5e-06 2.35e-06 1.6e-06 2.55e-06 1.85e-06 2.65e-06 2.7e-06 2.15e-06 1.75e-06 2.15e-06 1.1e-06 1.85e-06 1.8e-06 1.9e-06 2.2e-06 1.75e-06 1.7e-06 1.85e-06 2.35e-06 1.95e-06 2.1e-06 1.9e-06 1.7e-06 1.7e-06 1.8e-06 1.9e-06 1.95e-06 2.2e-06 1.8e-06 2.05e-06 2.55e-06 2.15e-06 1.75e-06 1.7e-06 1.1e-06 2.6e-06 1.55e-06 1.15e-06 1.4e-06 2.4e-06
45 2.25e-06 2.3e-06 1.95e-06 2e-06 2.5e-06 1.95e-06 1.45e-06 1.95e-06 1.75e-06 1.45e-06 1.6e-06 1.8e-06 1.85e-06 2.45e-06 1.95e-06 2.45e-06 2.85e-06 1.9e-06 2.95e-06 1.8e-06 2.1e-06 2.15e-06 2.3e-06 2.15e-06 2.5e-06 2.45e-06 1.8e-06 2.1e-06 2.2e-06 1.75e-06 2.2e-06 1.95e-06 2.25e-06 2.3e-06 1.9e-06 2.05e-06 1.5e-06 2.35e-06 1.9e-06 1.9e-06 2.25e-06 2.1e-06 1.55e-06 2.15e-06 1.95e-06 2.6e-06 2.3e-06 1.75e-06 2.1e-06 2.25e-06 2.1e-06 2.05e-06 2.05e-06 1.7e-06 2.05e-06 1.55e-06 2e-06 1.75e-06 2.3e-06
46 2.35e-06 1.9e-06 2.4e-06 2.25e-06 2.2e-06 2.1e-06 2.25e-06 2.05e-06 2.1e-06 2.4e-06 2.1e-06 2.25e-06 2.55e-06 2.25e-06 2e-06 2.45e-06 2.7e-06 2.5e-06 2.65e-06 1.95e-06 2.1e-06 2.4e-06 2.15e-06 1.9e-06 2.7e-06 2.6e-06 2.25e-06 2.5e-06 1.9e-06 2.4e-06 2.2e-06 2.55e-06 2.35e-06 2.55e-06 2.15e-06 2.45e-06 2.5e-06 2.45e-06 2.3e-06 2.25e-06 2.25e-06 2.2e-06 2.35e-06 2.15e-06 2.2e-06 2.3e-06 3.5e-06 2.3e-06 2.6e-06 2.35e-06 2.2e-06 2.15e-06 2e-06 1.95e-06 2.7e-06 2.15e-06 2e-06 1.85e-06 2.3e-06
47 2.25e-06 2.3e-06 2.1e-06 1.95e-06 2.85e-06 1.75e-06 1.75e-06 1.65e-06 1.5e-06 1.85e-06 1.85e-06 1.4e-06 2.45e-06 2.4e-06 2e-06 2.7e-06 2.8e-06 2.2e-06 3.05e-06 1.45e-06 2.2e-06 2.35e-06 2.2e-06 1.95e-06 2.8e-06 2.6e-06 2.4e-06 2.2e-06 2.25e-06 1.6e-06 2.15e-06 2.25e-06 2.35e-06 2.2e-06 2e-06 2.15e-06 1.75e-06 2.8e-06 1.95e-06 2.25e-06 2.2e-06 2.2e-06 1.95e-06 2.1e-06 1.8e-06 1.75e-06 2.3e-06 2.3e-06 2.05e-06 2.4e-06 2.1e-06 2.15e-06 1.95e-06 1.45e-06 2.5e-06 1.95e-06 1.85e-06 1.4e-06 2.6e-06
48 1.8e-06 2.55e-06 1.95e-06 1.95e-06 2.3e-06 2.35e-06 2.15e-06 1.9e-06 1.95e-06 1.85e-06 1.9e-06 1.65e-06 1.75e-06 2.55e-06 1.85e-06 1.8e-06 2.5e-06 2e-06 2.9e-06 2.25e-06 2.35e-06 2.05e-06 2.2e-06 2.5e-06 1.7e-06 1.7e-06 1.85e-06 2e-06 2.4e-06 1.9e-06 1.9e-06 2.05e-06 2.35e-06 2e-06 1.9e-06 1.85e-06 1.65e-06 1.9e-06 1.8e-06 2.4e-06 1.95e-06 1.7e-06 2e-06 1.85e-06 2.05e-06 2.1e-06 2.6e-06 2.05e-06 2.9e-06 1.95e-06 2.45e-06 2.1e-06 1.95e-06 1.9e-06 1.85e-06 1.9e-06 2.2e-06 2.25e-06 1.8e-06
49 1.95e-06 2.3e-06 2e-06 1.5e-06 1.9e-06 2.15e-06 2.15e-06 2.4e-06 2.3e-06 2e-06 2.15e-06 1.8e-06 1.5e-06 2.25e-06 1.3e-06 1.5e-06 2.1e-06 2.35e-06 2.5e-06 2.45e-06 1.75e-06 2.15e-06 1.5e-06 2.35e-06 1.5e-06 1.2e-06 1.6e-06 1.75e-06 2.2e-06 2.35e-06 1.85e-06 2.4e-06 2.1e-06 1.8e-06 1.85e-06 1.75e-06 2e-06 1.7e-06 1.7e-06 2.4e-06 1.9e-06 2e-06 2e-06 1.8e-06 2.55e-06 2.25e-06 2.35e-06 2.4e-06 1.95e-06 1.7e-06 2.2e-06 1.9e-06 1.7e-06 2.25e-06 1.55e-06 2.1e-06 2.65e-06 2.45e-06 1.35e-06
50 2.15e-06 2.2e-06 1.9e-06 1.7e-06 2.3e-06 2.25e-06 1.95e-06 1.85e-06 2.15e-06 2.4e-06 2.15e-06 2.3e-06 2.45e-06 2.4e-06 1.65e-06 2.1e-06 2.85e-06 2.45e-06 2.35e-06 1.75e-06 1.9e-06 2.1e-06 2.45e-06 2.1e-06 2.35e-06 2.4e-06 2.1e-06 2.2e-06 2.1e-06 2.3e-06 2.15e-06 2.5e-06 1.75e-06 2.1e-06 1.95e-06 2.25e-06 2.6e-06 1.8e-06 2.05e-06 2.6e-06 2.2e-06 1.95e-06 2.3e-06 2.1e-06 2.15e-06 2.1e-06 2.2e-06 2.1e-06 2.45e-06 2.2e-06 2.7e-06 1.9e-06 2.1e-06 2e-06 2.65e-06 2.15e-06 2e-06 1.6e-06 2e-06
51 1.75e-06 2.1e-06 1.8e-06 1.65e-06 2.4e-06 2.25e-06 2e-06 1.6e-06 1.7e-06 1.95e-06 1.65e-06 1.95e-06 1.95e-06 2.3e-06 1.6e-06 1.8e-06 2.65e-06 2e-06 2.6e-06 1.75e-06 2.1e-06 1.75e-06 2.3e-06 2.05e-06 2.05e-06 1.95e-06 1.65e-06 1.9e-06 2.05e-06 1.95e-06 1.7e-06 2.05e-06 1.6e-06 1.9e-06 1.6e-06 1.9e-06 2.05e-06 1.8e-06 1.75e-06 2.25e-06 1.75e-06 1.65e-06 1.65e-06 1.65e-06 1.75e-06 2.05e-06 2.15e-06 2.15e-06 2.1e-06 1.9e-06 1.9e-06 2.6e-06 1.7e-06 1.6e-06 2.15e-06 1.65e-06 1.55e-06 1.7e-06 1.6e-06
52 1.7e-06 1.9e-06 1.95e-06 1.9e-06 2.45e-06 2.05e-06 2e-06 1.4e-06 1.55e-06 1.9e-06 1.45e-06 1.65e-06 1.9e-06 2.15e-06 1.65e-06 1.8e-06 2.45e-06 1.8e-06 2.6e-06 1.65e-06 2e-06 1.95e-06 1.6e-06 1.7e-06 2.1e-06 1.9e-06 1.7e-06 2.15e-06 1.9e-06 2e-06 1.5e-06 1.85e-06 2e-06 2e-06 1.7e-06 2e-06 1.8e-06 2.05e-06 1.95e-06 1.9e-06 1.6e-06 1.65e-06 1.85e-06 1.5e-06 1.7e-06 2.05e-06 2e-06 1.95e-06 1.95e-06 1.7e-06 2.1e-06 1.7e-06 2.3e-06 1.45e-06 1.95e-06 1.55e-06 1.35e-06 1.6e-06 1.7e-06
53 1.8e-06 1.85e-06 1.75e-06 1.75e-06 2.85e-06 1.6e-06 1.75e-06 1.1e-06 8.5e-07 1.35e-06 1.15e-06 1.2e-06 2.2e-06 2.25e-06 1.7e-06 2.35e-06 2.9e-06 1.65e-06 2.85e-06 1.25e-06 2.2e-06 1.8e-06 2.3e-06 1.6e-06 2.65e-06 2.55e-06 1.85e-06 1.85e-06 1.9e-06 1.1e-06 1.65e-06 1.7e-06 1.8e-06 2.1e-06 1.4e-06 1.8e-06 1.5e-06 2.4e-06 1.55e-06 1.85e-06 1.7e-06 1.65e-06 1.5e-06 1.6e-06 1.1e-06 1.7e-06 1.95e-06 1.45e-06 1.9e-06 2.25e-06 2e-06 1.6e-06 1.45e-06 1.4e-06 2.35e-06 1.3e-06 9.5e-07 1.15e-06 2.25e-06
54 1.85e-06 2.65e-06 2.35e-06 2.1e-06 2.25e-06 2.65e-06 2.05e-06 2.55e-06 2.4e-06 1.75e-06 1.95e-06 2e-06 1.05e-06 2.35e-06 1.95e-06 1.55e-06 2.15e-06 1.85e-06 2.9e-06 2.7e-06 2.45e-06 2.3e-06 2e-06 2.8e-06 1.4e-06 9.5e-07 1.5e-06 2.15e-06 2.45e-06 2.45e-06 1.75e-06 1.9e-06 2.45e-06 1.95e-06 2.05e-06 2e-06 1.55e-06 1.95e-06 1.95e-06 2.2e-06 1.8e-06 2.05e-06 1.8e-06 1.7e-06 2.6e-06 2.05e-06 2.7e-06 2.5e-06 1.85e-06 1.55e-06 2.65e-06 2.15e-06 1.95e-06 2.35e-06 1.8e-06 1.8e-06 2.65e-06 2.7e-06 1.35e-06
55 1.75e-06 2.1e-06 1.9e-06 1.95e-06 2.6e-06 2.15e-06 1.6e-06 1.45e-06 1.45e-06 1.3e-06 1.1e-06 1.7e-06 1.6e-06 2.35e-06 1.85e-06 2e-06 2.8e-06 1.4e-06 2.8e-06 1.75e-06 2.3e-06 1.8e-06 2.25e-06 2e-06 2.25e-06 2.2e-06 1.35e-06 2.05e-06 2.05e-06 1.7e-06 1.7e-06 1.45e-06 1.95e-06 2.15e-06 1.55e-06 1.9e-06 1.3e-06 2.05e-06 1.85e-06 1.6e-06 1.75e-06 1.6e-06 1.35e-06 1.65e-06 1.55e-06 1.55e-06 2.15e-06 1.95e-06 1.9e-06 2.1e-06 2.15e-06 1.65e-06 1.55e-06 1.3e-06 1.8e-06 2.1e-06 1.25e-06 1.65e-06 1.85e-06
56 1.65e-06 1.9e-06 2e-06 2.05e-06 3.1e-06 2.3e-06 2e-06 8e-07 1.15e-06 1.95e-06 1.1e-06 1.9e-06 2.45e-06 2.35e-06 2.1e-06 2.25e-06 3.15e-06 1.6e-06 2.9e-06 1.2e-06 2.55e-06 1.85e-06 2.6e-06 1.6e-06 2.75e-06 2.75e-06 1.95e-06 2.35e-06 1.95e-06 1.8e-06 1.5e-06 1.65e-06 1.85e-06 2.25e-06 1.65e-06 2.2e-06 1.95e-06 2.3e-06 2.15e-06 1.9e-06 1.6e-06 1.45e-06 1.8e-06 1.5e-06 1.15e-06 2e-06 2e-06 1.85e-06 2.2e-06 2.65e-06 2e-06 1.55e-06 1.35e-06 9.5e-07 2.65e-06 1.25e-06 6e-07 1.05e-06 2.15e-06
57 1.9e-06 1.85e-06 1.9e-06 1.75e-06 2.7e-06 1.85e-06 1.65e-06 1.05e-06 1.3e-06 2.05e-06 1.5e-06 1.8e-06 2.55e-06 2.15e-06 1.85e-06 2.4e-06 2.85e-06 2e-06 2.75e-06 9.5e-07 2.05e-06 2.05e-06 2.3e-06 1.5e-06 2.7e-06 2.65e-06 2.2e-06 2.2e-06 1.8e-06 1.75e-06 1.75e-06 2.05e-06 1.9e-06 2.05e-06 1.8e-06 2.15e-06 2.15e-06 2.35e-06 1.95e-06 2.1e-06 1.8e-06 1.7e-06 1.9e-06 1.7e-06 1.4e-06 1.75e-06 1.85e-06 1.4e-06 2.25e-06 2.45e-06 1.6e-06 1.7e-06 1.6e-06 1.15e-06 2.7e-06 1.65e-06 1.05e-06 1.6e-06 2.3e-06
58 1.45e-06 2.25e-06 2.05e-06 1.7e-06 1.8e-06 2.7e-06 2.2e-06 2.1e-06 2.4e-06 2.2e-06 1.95e-06 2.2e-06 1.25e-06 2.1e-06 1.55e-06 9.5e-07 1.95e-06 2.1e-06 2.3e-06 2.4e-06 2.1e-06 1.8e-06 1.95e-06 2.45e-06 1e-06 7.5e-07 1.25e-06 2e-06 2.05e-06 2.65e-06 1.4e-06 2.15e-06 1.95e-06 1.65e-06 1.65e-06 1.85e-06 2.1e-06 1.15e-06 1.85e-06 2.4e-06 1.45e-06 1.5e-06 2.1e-06 1.35e-06 2.4e-06 2.3e-06 2.3e-06 2.6e-06 1.8e-06 1.35e-06 2e-06 1.6e-06 1.7e-06 2.25e-06 1.35e-06 1.85e-06 2.15e-06 2.3e-06 1.4e-06
