 slim_762443648 slim_762443651 slim_762443636 slim_762443665 slim_762443626 slim_762443668 slim_762443654 slim_762443656 slim_762443638 slim_762443625 slim_762443643 slim_762443653 slim_762443667 slim_762443620 slim_762443632 slim_762443641 slim_762443630 slim_762443619 slim_762443629 slim_762443664 slim_762443650 slim_762443637 slim_762443659 slim_762443635 slim_762443647 slim_762443657 slim_762443663 slim_762443634 slim_762443646 slim_762443627 slim_762443662 slim_762443622 slim_762443631 slim_762443639 slim_762443660 slim_762443618 slim_762443661 slim_762443652 slim_762443655 slim_762443623 slim_762443658 slim_762443666 slim_762443640 slim_762443621 slim_762443645 slim_762443649 slim_762443633 slim_762443628 slim_762443642 slim_762443644 slim_762443624
37 1.9e-06 2.1e-06 1.35e-06 2.2e-06 1.5e-06 1.6e-06 1.65e-06 2.65e-06 1.45e-06 2.25e-06 1.5e-06 1.6e-06 2.6e-06 1.4e-06 1.3e-06 1.5e-06 1.65e-06 2.25e-06 1.65e-06 1.5e-06 2.6e-06 1.7e-06 1.85e-06 2.1e-06 1.55e-06 1.65e-06 2.15e-06 1.5e-06 1.45e-06 2.15e-06 2.05e-06 2.25e-06 2e-06 2.15e-06 1.4e-06 1.75e-06 1.55e-06 2.4e-06 2.55e-06 1.85e-06 1.75e-06 1.95e-06 1.65e-06 1.55e-06 2.25e-06 1.3e-06 1.55e-06 2.35e-06 1.4e-06 1.75e-06 1.55e-06
38 2.45e-06 2.1e-06 2.25e-06 2.1e-06 2.3e-06 2.35e-06 2.55e-06 1.8e-06 2.5e-06 2.5e-06 2.55e-06 2.25e-06 1.75e-06 2.55e-06 2.35e-06 2.2e-06 2.35e-06 2.15e-06 2.45e-06 2.55e-06 1.75e-06 2.25e-06 2.2e-06 2.1e-06 2.7e-06 2.7e-06 2.15e-06 2.45e-06 2.55e-06 2.05e-06 2.4e-06 2.55e-06 2.6e-06 2.2e-06 2.6e-06 2.5e-06 2.25e-06 2.55e-06 3.5e-06 2.7e-06 2.8e-06 2.8e-06 2.3e-06 2.45e-06 2.15e-06 2.55e-06 2.4e-06 2.7e-06 2.5e-06 2.5e-06 2.4e-06
39 1.95e-06 2.15e-06 1.45e-06 2.1e-06 1.65e-06 1.5e-06 1.6e-06 2.85e-06 1.35e-06 2.4e-06 1.45e-06 1.6e-06 2.8e-06 1.5e-06 1.5e-06 1.45e-06 1.75e-06 2.65e-06 1.95e-06 1.45e-06 2.8e-06 1.75e-06 2.3e-06 2.1e-06 1.45e-06 1.95e-06 2.1e-06 1.6e-06 1.6e-06 2.2e-06 1.9e-06 2e-06 2e-06 2.35e-06 1.6e-06 2.1e-06 1.45e-06 1.85e-06 2.7e-06 1.5e-06 2e-06 1.15e-06 1.5e-06 1.25e-06 2.15e-06 1.95e-06 1.55e-06 1.65e-06 1.7e-06 2.1e-06 1.85e-06
40 2.2e-06 2.45e-06 1.55e-06 2.55e-06 1.7e-06 1.75e-06 1.85e-06 3.15e-06 1.6e-06 2.45e-06 1.7e-06 1.8e-06 3.1e-06 2e-06 1.5e-06 1.7e-06 1.85e-06 2.45e-06 2.2e-06 1.65e-06 3.1e-06 1.75e-06 2.25e-06 2.45e-06 1.7e-06 1.5e-06 2.5e-06 1.7e-06 1.65e-06 2.5e-06 2.35e-06 2.55e-06 2.25e-06 2.5e-06 1.8e-06 1.8e-06 1.7e-06 1.75e-06 2.8e-06 2e-06 2.8e-06 2.1e-06 1.75e-06 1.75e-06 2.45e-06 1.85e-06 1.75e-06 2.6e-06 1.6e-06 1.8e-06 1.65e-06
41 1.85e-06 2.3e-06 1.7e-06 1.9e-06 1.65e-06 1.55e-06 1.65e-06 2.95e-06 1.45e-06 2.55e-06 1.5e-06 1.55e-06 2.9e-06 1.75e-06 1.5e-06 1.4e-06 2.2e-06 2.75e-06 2.1e-06 1.5e-06 2.9e-06 2.05e-06 2.25e-06 2.3e-06 1.5e-06 2e-06 2.3e-06 1.7e-06 1.4e-06 2.3e-06 2.05e-06 1.75e-06 1.95e-06 2.3e-06 1.65e-06 2.05e-06 1.5e-06 1.95e-06 2.8e-06 1.15e-06 2.1e-06 1.5e-06 2e-06 1.5e-06 2.05e-06 1.75e-06 1.25e-06 1.65e-06 1.8e-06 2.05e-06 1.9e-06
42 2.2e-06 2.15e-06 1.25e-06 2.3e-06 1.7e-06 1.75e-06 1.8e-06 2.8e-06 1.6e-06 1.95e-06 1.65e-06 1.8e-06 2.75e-06 1.7e-06 1.6e-06 1.7e-06 1.4e-06 2.25e-06 2e-06 1.8e-06 2.75e-06 1.3e-06 2.05e-06 2.1e-06 1.8e-06 1.65e-06 2.15e-06 1.6e-06 1.9e-06 2.25e-06 2.05e-06 2.35e-06 2.3e-06 2.45e-06 1.8e-06 1.9e-06 1.7e-06 1.65e-06 2.3e-06 1.5e-06 1.75e-06 2e-06 1.9e-06 1.5e-06 2.2e-06 2e-06 1.75e-06 2.35e-06 1.55e-06 1.9e-06 1.35e-06
43 1.6e-06 1.75e-06 1.4e-06 1.95e-06 1.3e-06 1.2e-06 9.5e-07 2.55e-06 9.5e-07 2.3e-06 1.05e-06 1.05e-06 2.5e-06 1.15e-06 1.1e-06 9e-07 1.7e-06 2.35e-06 1.55e-06 1.15e-06 2.5e-06 1.7e-06 1.75e-06 1.75e-06 1.1e-06 1.7e-06 1.8e-06 1.15e-06 9e-07 2e-06 1.6e-06 1.9e-06 1.65e-06 1.7e-06 1.25e-06 1.45e-06 1.2e-06 1.55e-06 2.45e-06 1.25e-06 1.75e-06 1.5e-06 1.5e-06 1.6e-06 1.95e-06 1.4e-06 1.3e-06 1.95e-06 1.25e-06 1.45e-06 1.6e-06
44 1.75e-06 1.9e-06 1.85e-06 2.1e-06 1.75e-06 1.7e-06 2e-06 2.4e-06 2e-06 2.1e-06 2.05e-06 1.65e-06 2.35e-06 2.15e-06 2e-06 1.55e-06 2.4e-06 2.3e-06 2.4e-06 2.1e-06 2.35e-06 2.3e-06 2e-06 2.15e-06 2.2e-06 2.35e-06 2.2e-06 2e-06 2e-06 2e-06 1.7e-06 1.8e-06 1.9e-06 2.2e-06 2.2e-06 2.05e-06 1.65e-06 2.25e-06 2.15e-06 2.15e-06 2.45e-06 2.05e-06 2.2e-06 1.95e-06 2.3e-06 2.15e-06 1.9e-06 1.9e-06 2.1e-06 2.05e-06 2.25e-06
45 1.6e-06 2e-06 1.6e-06 2.15e-06 1.25e-06 1.4e-06 1.35e-06 2.75e-06 1.15e-06 2.5e-06 1.15e-06 1.35e-06 2.7e-06 1.25e-06 1e-06 1.25e-06 2e-06 2.4e-06 1.5e-06 1.25e-06 2.7e-06 2e-06 1.6e-06 2.05e-06 1.2e-06 1.7e-06 2.1e-06 1.2e-06 1e-06 2.15e-06 1.9e-06 2.1e-06 1.75e-06 2e-06 1.35e-06 1.65e-06 1.35e-06 1.3e-06 2.55e-06 1.95e-06 1.85e-06 1.75e-06 2e-06 1.4e-06 2.15e-06 1.6e-06 1.25e-06 2.35e-06 1.5e-06 1.65e-06 1.6e-06
46 1.6e-06 2.05e-06 1.35e-06 1.65e-06 1.05e-06 1.3e-06 1.4e-06 2.6e-06 1.15e-06 2.3e-06 1.2e-06 1.3e-06 2.55e-06 1.55e-06 7.5e-07 1.2e-06 1.7e-06 2.35e-06 1.75e-06 1.05e-06 2.55e-06 1.75e-06 1.85e-06 2e-06 1.25e-06 1.65e-06 2e-06 1.1e-06 1.1e-06 2e-06 1.85e-06 1.6e-06 1.7e-06 2e-06 1.5e-06 1.7e-06 1.2e-06 1.55e-06 2.4e-06 1.55e-06 1.75e-06 1.25e-06 1.75e-06 1.3e-06 1.9e-06 1.25e-06 1.4e-06 2.05e-06 1.4e-06 1.7e-06 1.55e-06
47 1.7e-06 2.25e-06 2e-06 2.2e-06 2.05e-06 1.85e-06 2.15e-06 2.6e-06 2e-06 2.25e-06 2.1e-06 1.9e-06 2.55e-06 2.05e-06 2.1e-06 1.75e-06 2.55e-06 2.7e-06 2.5e-06 2e-06 2.55e-06 2.4e-06 2.5e-06 2.35e-06 2.1e-06 2.55e-06 2.35e-06 2.25e-06 2.05e-06 2.2e-06 1.75e-06 1.75e-06 1.8e-06 2.4e-06 2e-06 2.45e-06 1.8e-06 2.35e-06 2.7e-06 1.65e-06 2.6e-06 1.65e-06 2.35e-06 1.95e-06 1.9e-06 2.35e-06 2.05e-06 2.8e-06 2.25e-06 2.45e-06 2.45e-06
48 1.85e-06 2.05e-06 1.25e-06 2.15e-06 1.35e-06 1.45e-06 1.35e-06 2.65e-06 1.3e-06 2.2e-06 1.4e-06 1.3e-06 2.6e-06 1.6e-06 1.15e-06 1.2e-06 1.55e-06 2.25e-06 1.85e-06 1.35e-06 2.6e-06 1.55e-06 1.9e-06 2.05e-06 1.4e-06 1.55e-06 2.1e-06 1.35e-06 1.15e-06 2.15e-06 2e-06 2.2e-06 1.9e-06 1.9e-06 1.4e-06 1.45e-06 1.4e-06 1.4e-06 2.5e-06 1.7e-06 1.6e-06 1.8e-06 1.55e-06 1.25e-06 2.1e-06 1.5e-06 1.4e-06 2.25e-06 2.2e-06 1.45e-06 1.45e-06
49 2.05e-06 2.1e-06 1.7e-06 2.3e-06 1.65e-06 1.65e-06 1.4e-06 2.75e-06 1.55e-06 2.4e-06 1.65e-06 1.35e-06 2.7e-06 1.75e-06 1.55e-06 1.25e-06 2.05e-06 1.95e-06 1.95e-06 1.75e-06 2.7e-06 1.9e-06 1.75e-06 2.15e-06 1.75e-06 1.75e-06 2.25e-06 1.6e-06 1.3e-06 2.3e-06 2.1e-06 2.35e-06 2.1e-06 1.9e-06 1.65e-06 1.1e-06 1.65e-06 1.75e-06 2.5e-06 2.1e-06 1.8e-06 2.05e-06 1.9e-06 1.45e-06 2.05e-06 1.65e-06 1.7e-06 2.45e-06 1.45e-06 2.1e-06 1.75e-06
50 1.95e-06 2.25e-06 1.35e-06 2.35e-06 1.5e-06 1.6e-06 1.7e-06 2.95e-06 1.45e-06 2.1e-06 1.45e-06 1.65e-06 2.9e-06 1.8e-06 1.3e-06 1.55e-06 1.65e-06 2.35e-06 2e-06 1.5e-06 2.9e-06 1.4e-06 1.9e-06 2.25e-06 1.5e-06 1.5e-06 2.3e-06 1.5e-06 1.45e-06 2.3e-06 2.15e-06 2.35e-06 2.1e-06 2.35e-06 1.65e-06 1.75e-06 1.55e-06 1.55e-06 2.4e-06 1.85e-06 1.65e-06 1.9e-06 1.35e-06 1.6e-06 2.25e-06 1.6e-06 1.55e-06 2.45e-06 1.45e-06 1.75e-06 2.4e-06
