 slim_762066326 slim_762066294 slim_762066332 slim_762066304 slim_762066317 slim_762066313 slim_762066295 slim_762066307 slim_762066310 slim_762066338 slim_762066301 slim_762066299 slim_762066303 slim_762066346 slim_762066341 slim_762066320 slim_762066336 slim_762066296 slim_762066324 slim_762066342 slim_762066318 slim_762066314 slim_762066302 slim_762066311 slim_762066347 slim_762066344 slim_762066334 slim_762066337 slim_762066333 slim_762066306 slim_762066345 slim_762066348 slim_762066315 slim_762066343 slim_762066312 slim_762066321 slim_762066319 slim_762066300 slim_762066316 slim_762066297 slim_762066329 slim_762066327 slim_762066335 slim_762066339 slim_762066330 slim_762066328 slim_762066309 slim_762066331 slim_762066325 slim_762066298 slim_762066322 slim_762066340 slim_762066308 slim_762066349 slim_762066323 slim_762066305
34 1.3e-06 2.05e-06 1.15e-06 1.8e-06 1.7e-06 1.7e-06 1.3e-06 1.85e-06 1.8e-06 1.4e-06 1.7e-06 1.35e-06 1.4e-06 1.9e-06 1.7e-06 1.15e-06 1.75e-06 1.55e-06 1.4e-06 1.7e-06 1.1e-06 1.55e-06 1.5e-06 1.35e-06 1.5e-06 1.8e-06 1.2e-06 1.6e-06 1.35e-06 1.2e-06 1.55e-06 2.1e-06 1.1e-06 1.5e-06 1.8e-06 1.1e-06 2e-06 1.45e-06 1.35e-06 1.55e-06 1.6e-06 2.15e-06 1.6e-06 1.8e-06 1.35e-06 1.5e-06 1.5e-06 1.65e-06 1.4e-06 1.6e-06 1.3e-06 1.5e-06 1.6e-06 1.85e-06 1.25e-06 1.55e-06
35 1.1e-06 2e-06 1.1e-06 1.45e-06 1.7e-06 1.65e-06 1.25e-06 1.65e-06 1.65e-06 1.4e-06 1.5e-06 1.4e-06 1.25e-06 1.9e-06 1.5e-06 9.5e-07 1.75e-06 1.15e-06 1.45e-06 1.45e-06 1.15e-06 1.3e-06 1.3e-06 1.4e-06 1.55e-06 1.8e-06 1.1e-06 1.6e-06 1.15e-06 1.15e-06 1.35e-06 1.95e-06 1.15e-06 1.3e-06 1.1e-06 1.8e-06 2e-06 1.25e-06 1.4e-06 1.15e-06 1.25e-06 2.1e-06 1.4e-06 1.6e-06 1.2e-06 1.5e-06 1.5e-06 1.25e-06 1.4e-06 1.4e-06 1.2e-06 1.35e-06 1.65e-06 1.65e-06 1.25e-06 1.35e-06
36 2.15e-06 2.3e-06 2e-06 2.4e-06 2.2e-06 1.8e-06 1.9e-06 1.65e-06 2.05e-06 1.6e-06 2.15e-06 2.2e-06 1.85e-06 2.15e-06 2.15e-06 2.05e-06 1.65e-06 2.35e-06 2e-06 2.25e-06 1.8e-06 2e-06 2.1e-06 1.8e-06 2.1e-06 1.9e-06 2e-06 2e-06 2.1e-06 1.9e-06 2e-06 2.5e-06 2e-06 2e-06 2e-06 2e-06 2.2e-06 2e-06 1.45e-06 2e-06 2.3e-06 2.5e-06 2.2e-06 2.2e-06 2e-06 2.15e-06 1.75e-06 2.1e-06 1.95e-06 1.85e-06 2.2e-06 2.2e-06 1.4e-06 1.65e-06 1.85e-06 1.65e-06
37 1.45e-06 1.85e-06 1.4e-06 1.55e-06 1.75e-06 1.45e-06 1.45e-06 1.65e-06 1.5e-06 1.7e-06 1.5e-06 1.65e-06 1.3e-06 1.7e-06 1.55e-06 1.25e-06 1.75e-06 1.35e-06 1.55e-06 1.55e-06 1.4e-06 1.35e-06 1.5e-06 1.4e-06 1.6e-06 1.55e-06 1.35e-06 1.6e-06 1.35e-06 1.4e-06 1.35e-06 1.85e-06 1.5e-06 1.45e-06 1.45e-06 1.25e-06 2e-06 2.3e-06 1.6e-06 1.2e-06 1.45e-06 2e-06 1.4e-06 1.65e-06 1.45e-06 1.65e-06 1.45e-06 1.3e-06 1.5e-06 1.45e-06 1.55e-06 1.55e-06 1.7e-06 1.7e-06 1.4e-06 1.55e-06
38 1.55e-06 2.5e-06 1.35e-06 2e-06 2.3e-06 2.05e-06 1e-06 1.75e-06 2.25e-06 1.2e-06 1.8e-06 1.15e-06 1.4e-06 2.35e-06 1.8e-06 1.45e-06 1.45e-06 1.35e-06 2.05e-06 1.85e-06 1.25e-06 1.6e-06 1.2e-06 1.35e-06 1.6e-06 2.15e-06 1.05e-06 1.65e-06 1.55e-06 1.45e-06 1.65e-06 2.65e-06 1.25e-06 2.05e-06 1.35e-06 1.4e-06 1.45e-06 1.6e-06 1.1e-06 1.65e-06 2.25e-06 2.7e-06 1.75e-06 1.95e-06 2e-06 2.1e-06 1.45e-06 1.75e-06 1.95e-06 2e-06 2.1e-06 2.15e-06 1.45e-06 1.75e-06 1.9e-06 8.5e-07
39 1.25e-06 1.8e-06 1.5e-06 1.2e-06 1.85e-06 1.4e-06 1.4e-06 1.6e-06 1.4e-06 1.7e-06 1.3e-06 1.75e-06 1.1e-06 1.75e-06 1.3e-06 1.2e-06 1.8e-06 1.1e-06 1.55e-06 1.4e-06 1.5e-06 1.15e-06 1.3e-06 1.5e-06 1.7e-06 1.55e-06 1.25e-06 1.65e-06 1.35e-06 1.4e-06 1.15e-06 1.75e-06 1.55e-06 1.2e-06 1.55e-06 1.15e-06 2e-06 1.2e-06 1.65e-06 1.5e-06 1.25e-06 2e-06 1.4e-06 1.45e-06 1.4e-06 1.7e-06 1.5e-06 8.5e-07 1.5e-06 1.25e-06 1.45e-06 1.4e-06 1.75e-06 1.6e-06 1.3e-06 1.45e-06
40 1.3e-06 2e-06 1.6e-06 1.45e-06 1.4e-06 1.7e-06 1.95e-06 1.95e-06 1.55e-06 1.75e-06 1.75e-06 2.3e-06 1.65e-06 1.95e-06 1.75e-06 1.25e-06 2.1e-06 1.7e-06 1.45e-06 1.8e-06 1.35e-06 1.7e-06 1.9e-06 1.95e-06 2.05e-06 1.9e-06 1.7e-06 2e-06 1.15e-06 1.15e-06 1.6e-06 1.8e-06 1.65e-06 1.15e-06 1.6e-06 1.25e-06 2.3e-06 1.45e-06 2.25e-06 1.25e-06 4e-07 2.05e-06 1.75e-06 1.8e-06 4e-07 1.5e-06 1.95e-06 1.35e-06 1.45e-06 1e-06 6.5e-07 1.2e-06 2.1e-06 2e-06 1.25e-06 2.1e-06
41 2.15e-06 1.05e-06 2.25e-06 1.65e-06 1.35e-06 1.3e-06 2.15e-06 2.4e-06 9.5e-07 2.4e-06 2.15e-06 2.45e-06 2e-06 1.15e-06 2.2e-06 2.15e-06 1.75e-06 2.5e-06 1.45e-06 1.6e-06 2.1e-06 2.05e-06 2.25e-06 1.85e-06 1.6e-06 1.55e-06 2.35e-06 1.35e-06 2.3e-06 2.05e-06 1.9e-06 8.5e-07 2.1e-06 1.6e-06 2.15e-06 2.1e-06 2.5e-06 2e-06 2.7e-06 2e-06 2.05e-06 1.1e-06 1.65e-06 1.4e-06 1.85e-06 1.25e-06 1.65e-06 1.9e-06 1.45e-06 1.75e-06 1.7e-06 1.25e-06 2.2e-06 2.4e-06 1.45e-06 2.85e-06
42 1.6e-06 1.75e-06 1.55e-06 1.4e-06 1.7e-06 1.6e-06 1.5e-06 1.8e-06 1.35e-06 1.9e-06 1.7e-06 1.65e-06 1.45e-06 1.6e-06 1.75e-06 1.4e-06 1.65e-06 1.35e-06 1.65e-06 1.45e-06 1.6e-06 1.5e-06 1.5e-06 1.5e-06 1.45e-06 1.75e-06 1.55e-06 1.4e-06 1.55e-06 1.65e-06 1.5e-06 1.45e-06 1.65e-06 1.6e-06 1.6e-06 1.4e-06 2.2e-06 1.4e-06 1.75e-06 1.4e-06 1.75e-06 1.65e-06 2.5e-06 1.4e-06 1.75e-06 1.55e-06 1.5e-06 1.4e-06 1.6e-06 1.7e-06 1.7e-06 1.45e-06 1.85e-06 1.85e-06 1.55e-06 1.7e-06
43 1.65e-06 1.65e-06 1.85e-06 1.25e-06 1.5e-06 1.6e-06 1.35e-06 2e-06 1.2e-06 2e-06 1.8e-06 1.75e-06 1.6e-06 1.5e-06 1.8e-06 1.65e-06 1.6e-06 1.45e-06 1.6e-06 1.5e-06 1.7e-06 1.7e-06 1.3e-06 1.65e-06 1.45e-06 1.85e-06 1.65e-06 1.15e-06 1.8e-06 1.65e-06 1.55e-06 1.15e-06 1.85e-06 1.55e-06 1.8e-06 1.6e-06 2.2e-06 1.65e-06 1.95e-06 1.45e-06 1.8e-06 1.4e-06 1.4e-06 1.9e-06 1.7e-06 1.5e-06 1.35e-06 1.35e-06 1.6e-06 1.65e-06 1.6e-06 1.35e-06 1.95e-06 2e-06 1.5e-06 1.95e-06
44 1.25e-06 1.8e-06 1.45e-06 1.55e-06 1.1e-06 1.5e-06 1.75e-06 1.9e-06 1.45e-06 1.5e-06 1.7e-06 2.05e-06 1.6e-06 1.7e-06 1.7e-06 1.25e-06 1.85e-06 1.9e-06 1.2e-06 1.8e-06 1.05e-06 1.7e-06 1.85e-06 1.7e-06 1.8e-06 1.65e-06 1.55e-06 1.75e-06 1.15e-06 9e-07 1.55e-06 1.7e-06 1.4e-06 1.1e-06 1.35e-06 1.2e-06 2e-06 1.45e-06 2e-06 1.4e-06 4e-07 1.85e-06 1.75e-06 1.7e-06 5e-07 1.25e-06 1.7e-06 1.5e-06 1.2e-06 9e-07 5.5e-07 1.1e-06 1.8e-06 1.9e-06 1.05e-06 2.05e-06
45 1.4e-06 1.4e-06 1.5e-06 1.6e-06 1.15e-06 1.3e-06 1.7e-06 2.15e-06 1.1e-06 1.65e-06 1.8e-06 2e-06 1.7e-06 1.2e-06 1.85e-06 1.55e-06 1.55e-06 2.15e-06 1.1e-06 1.75e-06 1.5e-06 1.85e-06 1.85e-06 1.55e-06 1.45e-06 1.4e-06 1.8e-06 1.25e-06 1.75e-06 1.45e-06 1.6e-06 1.15e-06 1.5e-06 1.15e-06 1.5e-06 1.5e-06 2.15e-06 1.65e-06 2.1e-06 1.7e-06 1.5e-06 1.25e-06 1.55e-06 1.5e-06 1.25e-06 1.6e-06 1.4e-06 1.7e-06 1.05e-06 1.4e-06 1.15e-06 1e-06 1.9e-06 2.15e-06 1.05e-06 2.3e-06
46 1.5e-06 1.6e-06 1.5e-06 1.6e-06 1.55e-06 1.15e-06 1.15e-06 1.85e-06 1.2e-06 1.55e-06 1.6e-06 1.55e-06 1.4e-06 1.35e-06 1.65e-06 1.55e-06 1.4e-06 1.65e-06 1.4e-06 1.65e-06 1.45e-06 1.55e-06 1.25e-06 1.15e-06 1.35e-06 1.35e-06 1.45e-06 1.05e-06 1.7e-06 1.5e-06 1.35e-06 1.55e-06 1.5e-06 1.5e-06 1.5e-06 1.5e-06 1.75e-06 1.45e-06 1.45e-06 1.5e-06 1.95e-06 1.65e-06 1.5e-06 1.35e-06 1.7e-06 1.4e-06 1.7e-06 1.5e-06 1.35e-06 1.6e-06 1.6e-06 1.5e-06 1.6e-06 1.85e-06 1.35e-06 1.65e-06
47 1.3e-06 1.8e-06 1.6e-06 1.15e-06 1.85e-06 1.45e-06 1.4e-06 1.7e-06 1.35e-06 1.8e-06 1.4e-06 1.75e-06 1.2e-06 1.75e-06 1.4e-06 1.3e-06 1.8e-06 1.1e-06 1.6e-06 1.4e-06 1.6e-06 1.25e-06 1.25e-06 1.55e-06 1.7e-06 1.65e-06 1.35e-06 1.6e-06 1.45e-06 1.5e-06 1.2e-06 1.65e-06 1.65e-06 1.25e-06 1.65e-06 1.25e-06 2.1e-06 1.3e-06 1.75e-06 8.5e-07 1.35e-06 1.9e-06 1.4e-06 1.35e-06 1.5e-06 1.7e-06 1.5e-06 1.7e-06 1.55e-06 1.35e-06 1.5e-06 1.4e-06 1.85e-06 1.7e-06 1.35e-06 1.55e-06
48 1.5e-06 1.3e-06 1.45e-06 1.75e-06 1.25e-06 1e-06 1.7e-06 1.95e-06 1.15e-06 1.55e-06 1.55e-06 1.95e-06 1.45e-06 1.1e-06 1.65e-06 1.45e-06 1.6e-06 2.1e-06 8.5e-07 1.75e-06 1.4e-06 1.55e-06 1.9e-06 1.4e-06 1.5e-06 9.5e-07 1.75e-06 1.4e-06 1.65e-06 1.4e-06 1.4e-06 1.4e-06 1.35e-06 1.05e-06 1.4e-06 1.4e-06 1.95e-06 1.5e-06 1.95e-06 1.5e-06 1.45e-06 1.45e-06 1.6e-06 1.6e-06 1.2e-06 1.05e-06 1.35e-06 1.55e-06 1.5e-06 1.2e-06 1.15e-06 1.1e-06 1.7e-06 1.95e-06 8.5e-07 2.15e-06
49 1.55e-06 1.55e-06 1.65e-06 1.65e-06 1.35e-06 1.15e-06 1.95e-06 1.8e-06 1.25e-06 1.65e-06 1.6e-06 2.25e-06 1.4e-06 1.45e-06 1.6e-06 1.45e-06 1.75e-06 2e-06 1.2e-06 1.75e-06 1.4e-06 1.5e-06 2e-06 1.6e-06 1.8e-06 1.25e-06 1.85e-06 1.75e-06 1.5e-06 1.35e-06 1.45e-06 1.6e-06 1.65e-06 1.05e-06 1.6e-06 1.4e-06 1.85e-06 1.45e-06 2e-06 1.25e-06 1e-06 1.75e-06 1.7e-06 1.65e-06 9e-07 1.4e-06 1.6e-06 1.35e-06 1.2e-06 1.7e-06 1.1e-06 1.25e-06 1.75e-06 1.8e-06 1e-06 2e-06
50 1.2e-06 1.75e-06 1.45e-06 1.45e-06 1.2e-06 1.5e-06 1.7e-06 2.05e-06 1.35e-06 1.55e-06 1.75e-06 2e-06 1.65e-06 1.65e-06 1.75e-06 1.25e-06 1.85e-06 1.85e-06 1.1e-06 1.75e-06 1.25e-06 1.75e-06 1.75e-06 1.7e-06 1.75e-06 1.7e-06 1.6e-06 1.6e-06 1.3e-06 1.1e-06 1.55e-06 1.55e-06 1.4e-06 1.1e-06 1.3e-06 1.2e-06 2.2e-06 1.55e-06 2.1e-06 1.45e-06 6.5e-07 1.7e-06 1.7e-06 1.6e-06 5.5e-07 1.15e-06 1.6e-06 1.5e-06 1.15e-06 1.1e-06 1e-06 1e-06 1.95e-06 2.05e-06 1e-06 2.15e-06
51 1.35e-06 1.4e-06 1.55e-06 1.3e-06 1.2e-06 1.3e-06 1.7e-06 2e-06 1e-06 1.7e-06 1.7e-06 2e-06 1.55e-06 1.3e-06 1.7e-06 1.4e-06 1.65e-06 1.85e-06 1.15e-06 1.55e-06 1.5e-06 1.65e-06 1.75e-06 1.6e-06 1.5e-06 1.5e-06 1.7e-06 1.35e-06 1.6e-06 1.4e-06 1.5e-06 1.05e-06 1.5e-06 1.1e-06 1.5e-06 1.35e-06 2.2e-06 1.55e-06 2.15e-06 1.4e-06 1.2e-06 1.25e-06 1.45e-06 1.35e-06 1.1e-06 1e-06 1.5e-06 1.4e-06 1.1e-06 1.25e-06 1e-06 1.6e-06 1.9e-06 2e-06 1.05e-06 2.2e-06
52 1.9e-06 2.05e-06 1.7e-06 2.1e-06 1.95e-06 1.6e-06 1.7e-06 1.5e-06 1.8e-06 1.7e-06 1.9e-06 1.8e-06 1.5e-06 1.9e-06 1.9e-06 1.7e-06 1.75e-06 2e-06 1.75e-06 1.9e-06 1.45e-06 1.7e-06 1.9e-06 1.45e-06 1.7e-06 1.7e-06 1.7e-06 1.8e-06 1.8e-06 1.65e-06 1.75e-06 2.2e-06 1.6e-06 1.8e-06 1.6e-06 1.65e-06 1.4e-06 1.7e-06 1.45e-06 1.75e-06 2.1e-06 2.2e-06 1.85e-06 1.95e-06 1.8e-06 1.9e-06 1.6e-06 1.85e-06 1.7e-06 1.75e-06 1.95e-06 1.9e-06 2.4e-06 1.5e-06 1.6e-06 1.7e-06
53 1.95e-06 2.25e-06 1.85e-06 2e-06 2.2e-06 1.8e-06 1.9e-06 1.5e-06 1.9e-06 1.95e-06 1.95e-06 2.05e-06 1.6e-06 2.15e-06 1.95e-06 1.7e-06 2e-06 1.8e-06 2e-06 1.85e-06 1.75e-06 1.65e-06 1.95e-06 1.75e-06 2e-06 1.95e-06 1.85e-06 2.05e-06 1.8e-06 1.85e-06 1.8e-06 2.3e-06 1.9e-06 1.85e-06 1.85e-06 1.65e-06 1.65e-06 1.7e-06 1.75e-06 1.6e-06 2e-06 2.4e-06 1.85e-06 2e-06 1.9e-06 2.15e-06 1.85e-06 1.7e-06 1.95e-06 1.8e-06 2.05e-06 2e-06 1.5e-06 2.9e-06 1.8e-06 1.7e-06
54 1.4e-06 1.3e-06 1.35e-06 1.65e-06 1.2e-06 9.5e-07 1.7e-06 1.8e-06 1.1e-06 1.5e-06 1.5e-06 1.95e-06 1.3e-06 1.15e-06 1.5e-06 1.3e-06 1.6e-06 2e-06 8e-07 1.65e-06 1.3e-06 1.45e-06 1.85e-06 1.35e-06 1.5e-06 1e-06 1.7e-06 1.45e-06 1.5e-06 1.3e-06 1.35e-06 1.4e-06 1.35e-06 8.5e-07 1.25e-06 1.25e-06 1.85e-06 1.4e-06 1.9e-06 1.3e-06 1.25e-06 1.45e-06 1.55e-06 1.5e-06 1.05e-06 1.05e-06 1.35e-06 1.35e-06 8.5e-07 1e-06 1e-06 1.05e-06 1.6e-06 1.8e-06 1.2e-06 2.05e-06
55 1.55e-06 2.65e-06 1.45e-06 1.85e-06 2.5e-06 2.2e-06 1.15e-06 1.7e-06 2.3e-06 1.4e-06 1.8e-06 1.35e-06 1.45e-06 2.55e-06 1.8e-06 1.4e-06 1.65e-06 1.1e-06 2.25e-06 1.75e-06 1.5e-06 1.5e-06 1.2e-06 1.6e-06 1.85e-06 2.35e-06 1.15e-06 1.85e-06 1.5e-06 1.6e-06 1.65e-06 2.7e-06 1.55e-06 2.05e-06 1.55e-06 1.35e-06 1.65e-06 1.55e-06 8.5e-07 1.45e-06 2.1e-06 2.85e-06 1.7e-06 1.95e-06 2.05e-06 2.3e-06 1.65e-06 1.55e-06 2.15e-06 2e-06 2.15e-06 2.2e-06 1.7e-06 1.7e-06 2.05e-06 1.5e-06
