 slim_762277432 slim_762277450 slim_762277431 slim_762277418 slim_762277430 slim_762277441 slim_762277449 slim_762277455 slim_762277411 slim_762277454 slim_762277425 slim_762277410 slim_762277429 slim_762277453 slim_762277413 slim_762277415 slim_762277445 slim_762277416 slim_762277434 slim_762277407 slim_762277433 slim_762277408 slim_762277414 slim_762277439 slim_762277451 slim_762277444 slim_762277447 slim_762277419 slim_762277436 slim_762277442 slim_762277452 slim_762277427 slim_762277417 slim_762277421 slim_762277409 slim_762277457 slim_762277424 slim_762277448 slim_762277423 slim_762277428 slim_762277422 slim_762277435 slim_762277426 slim_762277437 slim_762277420 slim_762277443 slim_762277440 slim_762277412 slim_762277438 slim_762277456 slim_762277446
37 1.7e-06 2.1e-06 1.7e-06 2.5e-06 2.25e-06 2.55e-06 1.4e-06 1.05e-06 1.4e-06 2.25e-06 2.4e-06 1.85e-06 1.75e-06 2.05e-06 1.35e-06 1.3e-06 2e-06 2.7e-06 1.6e-06 2.15e-06 2.1e-06 2.75e-06 2.25e-06 2.25e-06 2.8e-06 2.75e-06 1.4e-06 2.5e-06 2.4e-06 2.55e-06 2.1e-06 2.1e-06 1.7e-06 1.9e-06 2.4e-06 2.8e-06 1.85e-06 2e-07 2.1e-06 2.7e-06 2.65e-06 1.4e-06 1.35e-06 1e-06 1.75e-06 1.55e-06 2.3e-06 1.5e-07 2.1e-06 2.35e-06 1.55e-06
38 2.15e-06 1.95e-06 2.05e-06 2.45e-06 2.45e-06 2.1e-06 2.6e-06 2.15e-06 2.25e-06 2.2e-06 2.15e-06 2.25e-06 2.15e-06 1.95e-06 2.25e-06 2.3e-06 2.55e-06 2.05e-06 2.05e-06 2.3e-06 2.15e-06 2.1e-06 2.3e-06 2.25e-06 2.15e-06 2.1e-06 2.1e-06 2.1e-06 2.45e-06 2.05e-06 2.2e-06 2.15e-06 2.1e-06 2.3e-06 2.2e-06 2.15e-06 2.35e-06 2.1e-06 3.8e-06 2e-06 2e-06 2.1e-06 2.1e-06 2.1e-06 2.15e-06 2.2e-06 2.1e-06 2.1e-06 2.15e-06 2.4e-06 2.25e-06
39 1.7e-06 1.95e-06 2.9e-06 2.1e-06 3.5e-06 2.85e-06 2.8e-06 1.95e-06 3.2e-06 2.1e-06 2.6e-06 1.5e-06 2.05e-06 3.25e-06 3.25e-06 3.2e-06 3e-06 1.45e-06 3.5e-06 2.95e-06 3.2e-06 9e-07 3.05e-06 3.15e-06 1.55e-06 1.5e-06 2.75e-06 1.35e-06 1.7e-06 1.25e-06 1.75e-06 1.8e-06 1.35e-06 1.55e-06 2.5e-06 9.5e-07 2.85e-06 2.7e-06 2e-06 2e-07 1.45e-06 2.75e-06 3.05e-06 3.2e-06 1.4e-06 2.85e-06 3.2e-06 2.7e-06 1.95e-06 1.6e-06 2.9e-06
40 2.05e-06 2e-06 2e-06 2.3e-06 2.4e-06 1.55e-06 2.6e-06 2.6e-06 2.5e-06 2.1e-06 1.5e-06 2.1e-06 2.05e-06 1.95e-06 2.6e-06 2.65e-06 2.4e-06 1.4e-06 2.5e-06 2e-06 2.15e-06 1.55e-06 2.1e-06 2.1e-06 1.45e-06 1.5e-06 2e-06 1.6e-06 2.15e-06 1.45e-06 1.95e-06 1.9e-06 2e-06 2.2e-06 1.65e-06 1.6e-06 2.2e-06 2.65e-06 2e-06 1.45e-06 2.7e-06 2e-06 2.4e-06 2.55e-06 2.05e-06 2.15e-06 1.9e-06 2.65e-06 2.15e-06 2.1e-06 2.15e-06
41 2.1e-06 2.1e-06 1.45e-06 2.5e-06 1.8e-06 1.45e-06 1.95e-06 2.15e-06 1.65e-06 2.2e-06 1.45e-06 2.3e-06 1.95e-06 1.4e-06 1.7e-06 1.75e-06 1.95e-06 2.05e-06 1.6e-06 1.65e-06 1.65e-06 2.5e-06 1.75e-06 1.7e-06 2.1e-06 2.15e-06 1.35e-06 2.2e-06 2.55e-06 2.15e-06 2.15e-06 2.1e-06 2.2e-06 2.4e-06 1.65e-06 2.55e-06 1.75e-06 1.4e-06 2.1e-06 2.75e-06 2e-06 2.7e-06 1.6e-06 1.5e-06 2.25e-06 1.55e-06 1.5e-06 1.4e-06 2.25e-06 2.5e-06 1.5e-06
42 2.05e-06 2.1e-06 1.55e-06 2.65e-06 1.95e-06 1.95e-06 2.1e-06 2.1e-06 1.4e-06 2.35e-06 1.9e-06 2.25e-06 1.9e-06 1.45e-06 1.3e-06 1.35e-06 1.9e-06 2.45e-06 1.4e-06 1.7e-06 1.7e-06 2.8e-06 1.75e-06 1.75e-06 2.55e-06 2.5e-06 1.6e-06 2.65e-06 2.7e-06 2.5e-06 2.15e-06 2.1e-06 2.1e-06 2.3e-06 2.15e-06 2.85e-06 1.7e-06 1.35e-06 2.1e-06 3.05e-06 2.4e-06 1.6e-06 1.9e-06 1.3e-06 2.15e-06 1.7e-06 1.65e-06 1.35e-06 2.3e-06 2.65e-06 1.75e-06
43 2.05e-06 2.1e-06 1.55e-06 2.6e-06 1.9e-06 1.9e-06 2e-06 1.8e-06 1.25e-06 2.3e-06 2e-06 2.3e-06 1.9e-06 1.45e-06 1.05e-06 1.15e-06 1.95e-06 2.6e-06 1.3e-06 1.85e-06 1.7e-06 2.95e-06 1.75e-06 1.6e-06 2.7e-06 2.65e-06 1.5e-06 2.6e-06 2.75e-06 2.65e-06 2.3e-06 2.25e-06 2.15e-06 2.35e-06 2.1e-06 3e-06 1.75e-06 1e-06 2.1e-06 3.2e-06 2.55e-06 1.5e-06 1.3e-06 1.8e-06 2.2e-06 1.6e-06 1.65e-06 1e-06 2.3e-06 2.7e-06 1.65e-06
44 1.55e-06 2.1e-06 2.4e-06 2.3e-06 3e-06 2.7e-06 2.3e-06 1.7e-06 2.1e-06 2.25e-06 2.55e-06 1.45e-06 1.8e-06 2.75e-06 2.1e-06 2.05e-06 2.3e-06 2.05e-06 2.75e-06 2.6e-06 2.75e-06 1.8e-06 2.6e-06 2.65e-06 2.15e-06 2.1e-06 2.25e-06 1.9e-06 2.05e-06 1.9e-06 1.95e-06 2e-06 1.35e-06 1.55e-06 2.45e-06 1.85e-06 2.15e-06 1.75e-06 2.15e-06 1.4e-06 2.05e-06 2.25e-06 2.15e-06 2.2e-06 2.7e-06 2.35e-06 2.75e-06 1.75e-06 2.1e-06 1.95e-06 2.4e-06
45 2.2e-06 2.2e-06 1.6e-06 2.65e-06 1.8e-06 1.55e-06 2.1e-06 2.3e-06 1.75e-06 2.3e-06 1.55e-06 2.45e-06 2.05e-06 1.5e-06 1.8e-06 1.85e-06 2.05e-06 2.2e-06 1.7e-06 1.75e-06 1.75e-06 2.6e-06 1.8e-06 1.75e-06 2.3e-06 2.25e-06 1.55e-06 2.3e-06 2.65e-06 2.2e-06 2.25e-06 2.2e-06 2.3e-06 2.5e-06 1.75e-06 2.65e-06 1.85e-06 1.55e-06 2.2e-06 2.85e-06 2.15e-06 1.55e-06 1.7e-06 1.6e-06 2.35e-06 2.9e-06 1.6e-06 1.55e-06 2.3e-06 2.6e-06 1.7e-06
46 2.5e-06 2.1e-06 1.3e-06 2.45e-06 1.4e-06 6e-07 2.5e-06 2.9e-06 1.55e-06 2.2e-06 9.5e-07 2.85e-06 2.2e-06 8e-07 1.7e-06 1.85e-06 1.85e-06 1.95e-06 1.35e-06 1.3e-06 1.2e-06 2.7e-06 1.35e-06 1.2e-06 2.05e-06 2e-06 1.5e-06 2.2e-06 2.85e-06 2.15e-06 2.3e-06 2.2e-06 2.7e-06 2.9e-06 1.2e-06 2.75e-06 1.7e-06 2.3e-06 2.1e-06 3.2e-06 1.9e-06 1.5e-06 1.65e-06 1.65e-06 2.75e-06 1.6e-06 1.2e-06 2.3e-06 2.35e-06 2.8e-06 1.65e-06
47 1.7e-06 2.1e-06 1.7e-06 2.5e-06 2.25e-06 2.55e-06 1.45e-06 1e-06 1.4e-06 2.2e-06 2.4e-06 1.85e-06 1.75e-06 2.05e-06 1.35e-06 1.3e-06 2e-06 2.7e-06 1.6e-06 2.15e-06 2.1e-06 2.75e-06 2.25e-06 2.25e-06 2.8e-06 2.75e-06 1.4e-06 2.5e-06 2.4e-06 2.55e-06 2.1e-06 2.1e-06 1.7e-06 1.9e-06 2.4e-06 2.8e-06 1.85e-06 1.5e-07 2.1e-06 2.7e-06 2.65e-06 1.4e-06 1.35e-06 1e-06 1.75e-06 1.55e-06 2.3e-06 2e-07 2.1e-06 2.35e-06 1.55e-06
48 2.35e-06 2.1e-06 2.2e-06 2.55e-06 2.65e-06 2.35e-06 2.7e-06 2.1e-06 2.4e-06 2.2e-06 2.25e-06 2.2e-06 2.4e-06 2.3e-06 2.45e-06 2.4e-06 2.6e-06 2.15e-06 2.15e-06 2.45e-06 2.2e-06 2.3e-06 2.2e-06 2.2e-06 2.25e-06 2.2e-06 2.25e-06 1.9e-06 2.55e-06 1.85e-06 2.3e-06 2.35e-06 2.05e-06 2.25e-06 1.85e-06 2.35e-06 2.45e-06 2.1e-06 2.15e-06 1.95e-06 2.15e-06 2.25e-06 2.3e-06 2.3e-06 2.1e-06 2.3e-06 2.35e-06 2.1e-06 3.6e-06 2.45e-06 2.4e-06
49 2.05e-06 2.35e-06 2.65e-06 2.5e-06 3e-06 2.65e-06 2.15e-06 2.25e-06 2.7e-06 2.45e-06 2.6e-06 2.05e-06 2.15e-06 2.85e-06 2.75e-06 2.75e-06 2.65e-06 2.1e-06 3e-06 2.75e-06 2.95e-06 1.85e-06 2.85e-06 2.9e-06 2.2e-06 2.15e-06 2.5e-06 2.1e-06 1.65e-06 2.05e-06 2.15e-06 2.2e-06 1.9e-06 2.1e-06 2.6e-06 1.9e-06 2.6e-06 2.35e-06 2.4e-06 1.6e-06 2.1e-06 2.5e-06 2.65e-06 2.7e-06 1.95e-06 2.6e-06 2.8e-06 2.35e-06 2.45e-06 3.1e-06 2.65e-06
50 2.25e-06 2.25e-06 1.6e-06 2.65e-06 1.95e-06 1.6e-06 2.1e-06 2.3e-06 1.8e-06 2.35e-06 1.6e-06 2.45e-06 2.1e-06 1.55e-06 1.85e-06 1.9e-06 2.1e-06 2.2e-06 1.75e-06 1.8e-06 1.8e-06 2.65e-06 1.9e-06 1.85e-06 2.25e-06 2.3e-06 1.5e-06 2.35e-06 2.7e-06 2.3e-06 2.3e-06 2.25e-06 2.35e-06 2.55e-06 1.8e-06 2.7e-06 1.9e-06 1.55e-06 2.25e-06 2.9e-06 2.15e-06 1.5e-06 1.75e-06 1.65e-06 2.4e-06 1.7e-06 1.65e-06 1.55e-06 2.4e-06 2.65e-06 3e-06
