 slim_762135166 slim_762135167 slim_762135147 slim_762135119 slim_762135150 slim_762135122 slim_762135145 slim_762135148 slim_762135142 slim_762135136 slim_762135128 slim_762135124 slim_762135117 slim_762135130 slim_762135146 slim_762135111 slim_762135135 slim_762135156 slim_762135123 slim_762135134 slim_762135113 slim_762135164 slim_762135112 slim_762135110 slim_762135143 slim_762135120 slim_762135118 slim_762135131 slim_762135129 slim_762135137 slim_762135158 slim_762135152 slim_762135126 slim_762135157 slim_762135168 slim_762135159 slim_762135165 slim_762135151 slim_762135132 slim_762135144 slim_762135125 slim_762135153 slim_762135163 slim_762135114 slim_762135138 slim_762135149 slim_762135154 slim_762135115 slim_762135127 slim_762135116 slim_762135160 slim_762135170 slim_762135133 slim_762135141 slim_762135139 slim_762135140 slim_762135155 slim_762135169 slim_762135162 slim_762135161 slim_762135121
31 1.55e-06 1.75e-06 1.45e-06 1.45e-06 1.8e-06 1.45e-06 1.45e-06 1.35e-06 1.35e-06 1.45e-06 1.45e-06 1.75e-06 2e-06 1.5e-06 1.6e-06 1.8e-06 1.3e-06 1.6e-06 1.35e-06 1.55e-06 1.9e-06 1.6e-06 1.5e-06 1.55e-06 1.5e-06 1.1e-06 1.7e-06 1.1e-06 1.55e-06 1.55e-06 1.6e-06 2.1e-06 1.6e-06 1.65e-06 1.95e-06 1.6e-06 1.55e-06 1.45e-06 2.45e-06 1.3e-06 1.6e-06 1.65e-06 1.3e-06 1.7e-06 1.55e-06 1.8e-06 1.6e-06 1.9e-06 1.55e-06 1.65e-06 1.35e-06 1.8e-06 1.4e-06 1.45e-06 1.6e-06 1.5e-06 1.7e-06 1.8e-06 1.65e-06 1.3e-06 1.2e-06
32 1.2e-06 1.1e-06 1.1e-06 1.4e-06 1.55e-06 1.45e-06 1.1e-06 1.5e-06 1.75e-06 1.2e-06 1.65e-06 8.5e-07 1.2e-06 6e-07 1.25e-06 1.45e-06 1.25e-06 1.55e-06 1.35e-06 7.5e-07 1.2e-06 1.7e-06 1.15e-06 1.25e-06 1.25e-06 1.6e-06 1.2e-06 1.5e-06 1.3e-06 1.5e-06 8.5e-07 1.6e-06 1.1e-06 8.5e-07 1.1e-06 1.4e-06 1.35e-06 1.1e-06 2.2e-06 1.35e-06 7.5e-07 1e-06 1.2e-06 1.45e-06 6.5e-07 1e-06 8.5e-07 1.3e-06 1.5e-06 1.85e-06 1.15e-06 1.1e-06 1.25e-06 1.2e-06 9.5e-07 1.5e-06 1e-06 1.1e-06 7.5e-07 1.35e-06 1.65e-06
33 1.45e-06 7.5e-07 1.35e-06 1.25e-06 1.6e-06 1.55e-06 1e-06 1.35e-06 1.9e-06 1.05e-06 1.6e-06 9e-07 1.4e-06 1e-06 1.15e-06 1.6e-06 1.3e-06 1.6e-06 1.35e-06 1e-06 1.4e-06 1.7e-06 1.1e-06 1.15e-06 1.2e-06 1.55e-06 1.4e-06 1.3e-06 1.3e-06 1.35e-06 8.5e-07 1.65e-06 8.5e-07 1.1e-06 1.05e-06 1.15e-06 1.2e-06 1.35e-06 2.15e-06 1.45e-06 7e-07 9.5e-07 1.05e-06 1.5e-06 1.05e-06 1.35e-06 7e-07 1.4e-06 1.35e-06 1.8e-06 1.5e-06 9e-07 1.15e-06 1.35e-06 8e-07 1.7e-06 9.5e-07 9e-07 1.1e-06 1.15e-06 1.55e-06
34 1.55e-06 1e-06 1.45e-06 1.5e-06 1.75e-06 1.7e-06 1.1e-06 1.6e-06 2.1e-06 1.2e-06 1.75e-06 1.3e-06 1.7e-06 1.15e-06 1.25e-06 1.8e-06 1.5e-06 1.8e-06 1.5e-06 1.1e-06 1.65e-06 1.8e-06 1.15e-06 1.2e-06 1.35e-06 1.75e-06 1.45e-06 1.6e-06 1.55e-06 1.6e-06 1.1e-06 1.95e-06 1.1e-06 1.05e-06 1.3e-06 1.4e-06 1.35e-06 1.45e-06 2.45e-06 1.7e-06 1.05e-06 1.05e-06 1.3e-06 1.65e-06 1.2e-06 1.45e-06 8e-07 1.6e-06 1.6e-06 1.95e-06 1.55e-06 8e-07 1.35e-06 1.75e-06 1.15e-06 1.95e-06 1.1e-06 8e-07 1.25e-06 1.45e-06 1.8e-06
35 1.55e-06 1.15e-06 1.45e-06 1.3e-06 1.25e-06 1.8e-06 1e-06 7.5e-07 1.6e-06 1.4e-06 1.15e-06 1.6e-06 1.85e-06 1.3e-06 1.1e-06 1.35e-06 1.8e-06 1.95e-06 1.75e-06 1.35e-06 1.75e-06 7.5e-07 1e-06 8.5e-07 9e-07 1.45e-06 1.45e-06 8.5e-07 1.55e-06 1.4e-06 1.05e-06 1.6e-06 1.4e-06 1.15e-06 1.4e-06 1.4e-06 1.4e-06 1.45e-06 2.6e-06 1.9e-06 1.45e-06 1.4e-06 1.1e-06 1.25e-06 1.35e-06 1.55e-06 1.3e-06 1.65e-06 1.4e-06 1.3e-06 1.7e-06 1e-06 1.35e-06 2e-06 1.1e-06 2e-06 1.4e-06 1e-06 1.4e-06 1.3e-06 1.4e-06
36 1.15e-06 1.05e-06 1.1e-06 1.25e-06 1.55e-06 1.45e-06 1.25e-06 1.4e-06 1.8e-06 8.5e-07 1.2e-06 1.4e-06 1.5e-06 1.25e-06 1.4e-06 1.75e-06 1.4e-06 1.4e-06 1.4e-06 1.35e-06 1.6e-06 1.75e-06 1.2e-06 1.25e-06 1.2e-06 1.4e-06 1.45e-06 1.35e-06 1e-06 1.25e-06 1.25e-06 1.55e-06 1.35e-06 1.2e-06 1.35e-06 1.4e-06 1.4e-06 1.1e-06 2.3e-06 1.55e-06 1.3e-06 1.25e-06 1.3e-06 1.6e-06 1.3e-06 1.4e-06 1.15e-06 1.4e-06 1.35e-06 1.45e-06 1.45e-06 1.2e-06 7.5e-07 1.6e-06 1.15e-06 1.65e-06 1.25e-06 1.2e-06 1.35e-06 1.3e-06 1.4e-06
37 1e-06 1.45e-06 8.5e-07 1.35e-06 1.6e-06 1.4e-06 1.3e-06 1.4e-06 1.6e-06 1.1e-06 1.25e-06 1.4e-06 1.5e-06 9e-07 1.45e-06 1.55e-06 1.4e-06 1.55e-06 1.45e-06 1.15e-06 1.45e-06 1.6e-06 1.2e-06 1.3e-06 1.25e-06 1.4e-06 1.3e-06 1.4e-06 1.1e-06 1.45e-06 1.1e-06 1.45e-06 1.1e-06 1.35e-06 1.45e-06 1.45e-06 1.1e-06 1.7e-06 2.35e-06 1.5e-06 1.4e-06 1.35e-06 1.4e-06 1.5e-06 9.5e-07 1.25e-06 1.35e-06 1.5e-06 1.45e-06 1.4e-06 1.15e-06 1.3e-06 9e-07 1.5e-06 1.2e-06 1.5e-06 1.35e-06 1.3e-06 1.05e-06 1.45e-06 1.45e-06
38 2.45e-06 2.25e-06 2.35e-06 2.45e-06 2.8e-06 2.5e-06 2.2e-06 2.5e-06 2.75e-06 2e-06 2.5e-06 2.3e-06 2.45e-06 2.35e-06 2.35e-06 2.5e-06 2.2e-06 2.55e-06 2.2e-06 2.15e-06 2.35e-06 2.85e-06 2.45e-06 2.5e-06 2.5e-06 2.4e-06 2.35e-06 2.35e-06 2.35e-06 2.55e-06 2.45e-06 2.45e-06 2.2e-06 2.15e-06 2.45e-06 2.6e-06 2.3e-06 2.35e-06 3.4e-06 2.25e-06 1.85e-06 2.15e-06 2.05e-06 2.7e-06 2.4e-06 2.65e-06 1.85e-06 2.65e-06 2.55e-06 2.65e-06 2.5e-06 2.55e-06 2.2e-06 2.3e-06 2.35e-06 2.6e-06 2.2e-06 2.55e-06 2.5e-06 2.05e-06 2.45e-06
39 1.6e-06 1.55e-06 1.5e-06 1.55e-06 2e-06 1.35e-06 1.5e-06 1.8e-06 1.55e-06 1.3e-06 1.8e-06 1.45e-06 1.85e-06 1.4e-06 1.65e-06 2e-06 1e-06 1.45e-06 1e-06 1.35e-06 1.75e-06 2.15e-06 1.65e-06 1.75e-06 1.7e-06 1.4e-06 1.8e-06 1.75e-06 1.55e-06 1.65e-06 1.6e-06 1.3e-06 1.35e-06 1.45e-06 1.7e-06 1.9e-06 1.55e-06 1.5e-06 2.25e-06 1.8e-06 1.2e-06 1.4e-06 1.45e-06 1.9e-06 1.45e-06 1.7e-06 1.15e-06 1.75e-06 1.65e-06 2e-06 1.3e-06 1.8e-06 1.4e-06 1.15e-06 1.55e-06 1.35e-06 1.4e-06 1.8e-06 1.55e-06 1.35e-06 1.4e-06
40 1.5e-06 9e-07 1.4e-06 1.4e-06 1.65e-06 1.5e-06 1e-06 1.5e-06 1.9e-06 1e-06 1.7e-06 8e-07 1.45e-06 1.05e-06 1.15e-06 1.7e-06 1.15e-06 1.6e-06 1.15e-06 7.5e-07 1.4e-06 1.85e-06 1.25e-06 1.3e-06 1.3e-06 1.55e-06 1.5e-06 1.35e-06 1.35e-06 1.5e-06 1.15e-06 1.6e-06 7.5e-07 7e-07 1.05e-06 1.45e-06 1.3e-06 1.4e-06 1.85e-06 1.2e-06 6e-07 8e-07 8e-07 1.55e-06 1.1e-06 1.35e-06 4e-07 1.35e-06 1.5e-06 1.9e-06 1.5e-06 1.2e-06 1.2e-06 1.15e-06 1.05e-06 1.6e-06 8.5e-07 1.2e-06 1.15e-06 9e-07 1.6e-06
41 1.45e-06 9.5e-07 1.35e-06 1.15e-06 1.45e-06 1.25e-06 1.1e-06 1.5e-06 1.95e-06 1.1e-06 1.7e-06 9.5e-07 1.3e-06 9e-07 1.2e-06 1.65e-06 1.3e-06 1.6e-06 1.25e-06 9e-07 1.15e-06 1.85e-06 1.15e-06 1.25e-06 1.3e-06 1.5e-06 1.4e-06 1.35e-06 1.2e-06 1.25e-06 1.05e-06 1.65e-06 1e-06 9.5e-07 1.05e-06 1.4e-06 1.25e-06 1.35e-06 2.15e-06 1.4e-06 8e-07 1.2e-06 1e-06 1.3e-06 9.5e-07 1.1e-06 6.5e-07 9.5e-07 1.25e-06 1.9e-06 1.4e-06 1.1e-06 1.2e-06 1.5e-06 9e-07 1.45e-06 7.5e-07 1.1e-06 9.5e-07 1.1e-06 1.55e-06
42 1.5e-06 1.1e-06 1.4e-06 1.25e-06 1.35e-06 1.55e-06 9e-07 9.5e-07 1.65e-06 1.15e-06 1.3e-06 1.3e-06 1.7e-06 1.25e-06 1.05e-06 1.5e-06 1.45e-06 1.75e-06 1.35e-06 9.5e-07 1.55e-06 1.2e-06 1.05e-06 1.05e-06 1.05e-06 1.2e-06 1.45e-06 6e-07 1.4e-06 1.35e-06 1.2e-06 1.3e-06 1.2e-06 1.05e-06 1.3e-06 1.1e-06 1.3e-06 1.4e-06 2.05e-06 1.45e-06 8e-07 1e-06 1.1e-06 1.25e-06 1.3e-06 1.45e-06 8e-07 1.4e-06 1.35e-06 1.5e-06 1.6e-06 1.2e-06 1.2e-06 1.6e-06 1.15e-06 1.7e-06 1.1e-06 1.2e-06 1.35e-06 7.5e-07 1.35e-06
43 1.6e-06 1.55e-06 1.5e-06 1.25e-06 1.2e-06 1.55e-06 1.25e-06 1.1e-06 1.8e-06 1.6e-06 1.45e-06 1.55e-06 1.75e-06 1.2e-06 1.2e-06 1.55e-06 1.9e-06 2.05e-06 1.8e-06 1.35e-06 1.45e-06 1.2e-06 1.2e-06 1.2e-06 1.2e-06 1.6e-06 1.55e-06 1.1e-06 1.5e-06 1.35e-06 1.3e-06 1.7e-06 1.45e-06 1.5e-06 1.65e-06 1.25e-06 1.6e-06 1.5e-06 2.7e-06 1.9e-06 1.55e-06 1.3e-06 1.25e-06 1.9e-06 1.25e-06 1.25e-06 1.45e-06 1.1e-06 1.35e-06 1.65e-06 1.7e-06 1.4e-06 1.5e-06 2.05e-06 1.3e-06 1.7e-06 1.25e-06 1.4e-06 1.25e-06 1.45e-06 1.65e-06
44 1.05e-06 1.2e-06 9.5e-07 1.2e-06 1.35e-06 1.25e-06 1.2e-06 1.45e-06 1.7e-06 1.3e-06 1.6e-06 9.5e-07 1e-06 3e-07 1.35e-06 1.3e-06 1.35e-06 1.5e-06 1.45e-06 7.5e-07 9e-07 1.65e-06 1.05e-06 1.2e-06 1.2e-06 1.55e-06 1.05e-06 1.45e-06 1.15e-06 1.3e-06 7e-07 1.55e-06 6.5e-07 1.05e-06 1.2e-06 1.35e-06 1.3e-06 9.5e-07 2.4e-06 1.45e-06 1.1e-06 9.5e-07 1.3e-06 1.25e-06 6e-07 7e-07 1.1e-06 9.5e-07 1.3e-06 1.8e-06 1e-06 1.05e-06 1.2e-06 1.4e-06 7.5e-07 1.3e-06 9.5e-07 1.05e-06 5e-07 1.45e-06 1.6e-06
45 1.35e-06 1.3e-06 1.25e-06 1.25e-06 1.2e-06 1.3e-06 1.4e-06 1.6e-06 1.95e-06 1.55e-06 1.8e-06 1.2e-06 1.1e-06 6.5e-07 1.55e-06 1.55e-06 1.65e-06 1.65e-06 1.65e-06 1e-06 1e-06 1.8e-06 1.25e-06 1.4e-06 1.4e-06 1.75e-06 1.35e-06 1.6e-06 1.35e-06 1.25e-06 1e-06 1.8e-06 1e-06 1.35e-06 1.45e-06 1.55e-06 1.4e-06 1.25e-06 2.65e-06 1.7e-06 1.35e-06 1.1e-06 1.45e-06 1.25e-06 7e-07 1.3e-06 1.3e-06 6.5e-07 1.35e-06 2e-06 1.3e-06 1.3e-06 1.45e-06 1.75e-06 1.05e-06 1.4e-06 1e-06 1.3e-06 7.5e-07 1.6e-06 1.8e-06
46 1.45e-06 7e-07 1.35e-06 1.25e-06 1.55e-06 1.35e-06 8.5e-07 1.4e-06 1.85e-06 8.5e-07 1.6e-06 9e-07 1.45e-06 1.05e-06 1e-06 1.65e-06 1.05e-06 1.5e-06 1e-06 7.5e-07 1.35e-06 1.75e-06 1.1e-06 1.15e-06 1.2e-06 1.45e-06 1.4e-06 1.35e-06 1.3e-06 1.35e-06 1.05e-06 1.6e-06 8.5e-07 7e-07 8e-07 1.3e-06 1.15e-06 1.35e-06 1.85e-06 1.15e-06 4e-07 6.5e-07 8e-07 1.45e-06 1.1e-06 1.3e-06 4e-07 1.25e-06 1.35e-06 1.8e-06 1.4e-06 1e-06 1.1e-06 1.25e-06 9.5e-07 1.55e-06 7e-07 1e-06 1.15e-06 9e-07 1.45e-06
47 1.6e-06 1.3e-06 1.5e-06 1e-06 1.05e-06 1.1e-06 1.5e-06 1.65e-06 2.15e-06 1.55e-06 1.9e-06 1.15e-06 1.15e-06 9e-07 1.65e-06 1.75e-06 1.75e-06 1.75e-06 1.65e-06 1.2e-06 8.5e-07 2e-06 1.35e-06 1.5e-06 1.5e-06 1.8e-06 1.6e-06 1.6e-06 1.25e-06 1e-06 1.25e-06 1.9e-06 1.3e-06 1.4e-06 1.6e-06 1.65e-06 1.4e-06 1.5e-06 2.65e-06 1.75e-06 1.35e-06 9.5e-07 1.4e-06 1.1e-06 9.5e-07 6.5e-07 1.25e-06 3e-07 1.1e-06 2.1e-06 1.6e-06 1.45e-06 1.45e-06 1.9e-06 1.05e-06 1.25e-06 7.5e-07 1.45e-06 9e-07 1.5e-06 1.8e-06
48 1.55e-06 1.35e-06 1.45e-06 9.5e-07 1.45e-06 1.25e-06 1.35e-06 1.35e-06 1.8e-06 1.35e-06 1.55e-06 1.4e-06 1.65e-06 1.25e-06 1.5e-06 1.75e-06 1.55e-06 1.7e-06 1.5e-06 1.45e-06 1.4e-06 1.7e-06 1.25e-06 1.35e-06 1.4e-06 1.4e-06 1.6e-06 1.3e-06 1.3e-06 1.05e-06 1.3e-06 1.55e-06 1.5e-06 1.35e-06 1.6e-06 1.4e-06 1.35e-06 1.45e-06 2.55e-06 1.65e-06 1.5e-06 1.25e-06 1.35e-06 1.35e-06 1.3e-06 1.35e-06 1.35e-06 1.1e-06 1.9e-06 1.75e-06 1.5e-06 1.35e-06 1.3e-06 1.75e-06 1.15e-06 1.45e-06 1.15e-06 1.35e-06 1.3e-06 1.25e-06 1.4e-06
49 1.55e-06 1.85e-06 1.4e-06 1.65e-06 1.65e-06 1.95e-06 1.45e-06 1.1e-06 1.65e-06 1.45e-06 1.1e-06 2.05e-06 2.3e-06 1.75e-06 1.55e-06 1.75e-06 1.95e-06 2.1e-06 1.9e-06 1.8e-06 2.2e-06 1.1e-06 1.45e-06 1.3e-06 1.25e-06 1.55e-06 1.8e-06 1.2e-06 1.55e-06 1.75e-06 1.7e-06 1.65e-06 1.85e-06 1.8e-06 1.95e-06 1.3e-06 1.45e-06 1.4e-06 2.65e-06 2e-06 1.9e-06 1.9e-06 1.5e-06 1.65e-06 1.8e-06 2e-06 1.8e-06 2.1e-06 1.75e-06 2.1e-06 1.85e-06 1.7e-06 1.25e-06 2.1e-06 1.75e-06 2.1e-06 1.9e-06 1.7e-06 1.85e-06 1.6e-06 1.5e-06
50 1.25e-06 1.55e-06 1.15e-06 1.4e-06 1.8e-06 1.15e-06 1.45e-06 1.7e-06 1.5e-06 1.35e-06 1.65e-06 1.45e-06 1.55e-06 9.5e-07 1.6e-06 1.7e-06 1.15e-06 1.4e-06 1.2e-06 1.2e-06 1.5e-06 1.9e-06 1.4e-06 1.55e-06 1.55e-06 1.25e-06 1.4e-06 1.7e-06 1.4e-06 1.5e-06 1.2e-06 1.35e-06 1.15e-06 1.5e-06 1.55e-06 1.7e-06 1.45e-06 1.15e-06 2.5e-06 1.3e-06 1.5e-06 1.4e-06 1.6e-06 1.7e-06 1e-06 1.3e-06 1.4e-06 1.6e-06 1.5e-06 1.85e-06 1.7e-06 1.5e-06 1.35e-06 1.3e-06 1.35e-06 1.3e-06 1.4e-06 1.5e-06 1.1e-06 1.55e-06 1.3e-06
51 1.4e-06 8.5e-07 1.3e-06 1.25e-06 1.5e-06 1.65e-06 1e-06 1.25e-06 1.95e-06 1.2e-06 1.5e-06 1.3e-06 1.55e-06 1e-06 1.15e-06 1.55e-06 1.6e-06 1.75e-06 1.6e-06 1.1e-06 1.5e-06 1.45e-06 9.5e-07 9.5e-07 1.1e-06 1.6e-06 1.3e-06 1.25e-06 1.4e-06 1.35e-06 8e-07 1.8e-06 1.1e-06 9e-07 8e-07 1e-06 1.2e-06 1.3e-06 2.55e-06 1.8e-06 1.2e-06 1.1e-06 1.2e-06 1.4e-06 1.05e-06 1.3e-06 1e-06 1.45e-06 1.35e-06 1.7e-06 1.5e-06 1e-06 1.2e-06 1.85e-06 8.5e-07 1.9e-06 1.1e-06 5e-07 1.1e-06 1.35e-06 1.65e-06
52 1e-06 1.2e-06 9e-07 1.2e-06 1.6e-06 1.35e-06 1.2e-06 1.3e-06 1.65e-06 7.5e-07 1.05e-06 1.3e-06 1.55e-06 1.15e-06 1.35e-06 1.65e-06 1.3e-06 1.45e-06 1.3e-06 1.25e-06 1.5e-06 1.65e-06 1.15e-06 1.2e-06 1.05e-06 1.3e-06 1.4e-06 1.25e-06 8.5e-07 1.3e-06 1.2e-06 1.4e-06 1.25e-06 1.15e-06 1.35e-06 1.35e-06 7.5e-07 9e-07 2.2e-06 1.4e-06 1.2e-06 1.2e-06 1.2e-06 1.5e-06 1.2e-06 1.45e-06 1.1e-06 1.45e-06 1.3e-06 1.25e-06 1.35e-06 1.2e-06 1e-06 1.45e-06 1.1e-06 1.5e-06 1.2e-06 1.2e-06 1.25e-06 1.2e-06 1.3e-06
53 1.6e-06 1.6e-06 1.5e-06 1.65e-06 2.15e-06 1.45e-06 1.6e-06 1.95e-06 1.7e-06 1.35e-06 1.9e-06 1.3e-06 1.8e-06 1.35e-06 1.75e-06 2.05e-06 1.1e-06 1.4e-06 1.2e-06 1.4e-06 1.8e-06 2.3e-06 1.75e-06 1.85e-06 1.8e-06 1.5e-06 1.8e-06 1.9e-06 1.55e-06 1.75e-06 1.6e-06 1.45e-06 1.2e-06 1.35e-06 1.75e-06 2e-06 1.6e-06 1.5e-06 2.3e-06 1.15e-06 1.15e-06 1.5e-06 1.6e-06 2.05e-06 1.4e-06 1.75e-06 1.25e-06 1.9e-06 1.75e-06 2.1e-06 1.3e-06 1.85e-06 1.45e-06 1.9e-06 1.55e-06 1.35e-06 1.5e-06 1.85e-06 1.5e-06 1.5e-06 1.5e-06
54 1.3e-06 8.5e-07 1.2e-06 1.05e-06 1.4e-06 1.35e-06 1.1e-06 1.3e-06 1.85e-06 1.15e-06 1.55e-06 1e-06 1.2e-06 7e-07 1.25e-06 1.45e-06 1.4e-06 1.55e-06 1.45e-06 1e-06 1.1e-06 1.65e-06 1e-06 1.1e-06 1.15e-06 1.5e-06 1.25e-06 1.25e-06 1.15e-06 1.15e-06 7.5e-07 1.6e-06 9.5e-07 8e-07 1.15e-06 1.1e-06 1.15e-06 1.2e-06 2.35e-06 1.55e-06 1.05e-06 9e-07 1.15e-06 1.3e-06 7.5e-07 1.05e-06 9.5e-07 1.05e-06 1.15e-06 1.75e-06 1.35e-06 8.5e-07 1.1e-06 1.55e-06 1e-06 1.5e-06 9e-07 8.5e-07 8.5e-07 1.25e-06 1.5e-06
55 1.6e-06 1.8e-06 1.5e-06 1.35e-06 1.8e-06 1.15e-06 1.75e-06 1.9e-06 1.75e-06 1.55e-06 1.9e-06 1.5e-06 1.7e-06 1.25e-06 1.9e-06 2e-06 1.35e-06 1.5e-06 1.35e-06 1.5e-06 1.45e-06 2.25e-06 1.7e-06 1.85e-06 1.8e-06 1.5e-06 1.8e-06 1.85e-06 1.45e-06 1.45e-06 1.6e-06 1.5e-06 1.5e-06 1.7e-06 1.95e-06 2e-06 1.65e-06 1.5e-06 2.6e-06 1.35e-06 1.6e-06 1.45e-06 1.7e-06 1.7e-06 1.3e-06 1.4e-06 1.55e-06 1.25e-06 1.45e-06 2.1e-06 1.3e-06 1.9e-06 1.5e-06 1.35e-06 1.5e-06 2.2e-06 1.35e-06 1.9e-06 1.35e-06 1.6e-06 1.5e-06
56 1.45e-06 9.5e-07 1.35e-06 1.05e-06 1.35e-06 1.15e-06 1.1e-06 1.5e-06 1.95e-06 1.1e-06 1.7e-06 9.5e-07 1.3e-06 9e-07 1.25e-06 1.65e-06 1.3e-06 1.6e-06 1.25e-06 9.5e-07 1.05e-06 1.85e-06 1.15e-06 1.25e-06 1.3e-06 1.55e-06 1.4e-06 1.45e-06 1.2e-06 1.15e-06 1.05e-06 1.7e-06 1e-06 9.5e-07 1.1e-06 1.4e-06 1.25e-06 1.35e-06 2.2e-06 1.4e-06 8.5e-07 7.5e-07 1.1e-06 1.25e-06 9.5e-07 1e-06 7e-07 7.5e-07 1.15e-06 1.9e-06 1.4e-06 1.1e-06 1.2e-06 1.5e-06 9e-07 1.35e-06 1.2e-06 1.1e-06 9.5e-07 1.2e-06 1.55e-06
57 1.4e-06 8.5e-07 1.3e-06 1.25e-06 1.5e-06 1.65e-06 1e-06 1.25e-06 1.95e-06 1.2e-06 1.5e-06 1.3e-06 1.55e-06 1e-06 1.15e-06 1.55e-06 1.6e-06 1.75e-06 1.6e-06 1.1e-06 1.5e-06 1.45e-06 9.5e-07 9.5e-07 1.1e-06 1.6e-06 1.3e-06 1.25e-06 1.4e-06 1.35e-06 8e-07 1.8e-06 1.1e-06 9e-07 8e-07 1e-06 1.2e-06 1.3e-06 2.55e-06 1.8e-06 1.2e-06 1.1e-06 1.2e-06 1.4e-06 1.05e-06 1.3e-06 1e-06 1.45e-06 1.35e-06 1.7e-06 1.5e-06 5e-07 1.2e-06 1.85e-06 8.5e-07 1.9e-06 1.1e-06 1e-06 1.1e-06 1.35e-06 1.65e-06
58 1.15e-06 1.25e-06 1.05e-06 1.2e-06 1.35e-06 1.25e-06 1.25e-06 1.5e-06 1.8e-06 1.35e-06 1.65e-06 8.5e-07 1e-06 4.5e-07 1.4e-06 1.4e-06 1.45e-06 1.6e-06 1.5e-06 8.5e-07 9.5e-07 1.7e-06 1.1e-06 1.25e-06 1.25e-06 1.6e-06 1.15e-06 1.5e-06 1.05e-06 1.3e-06 8e-07 1.65e-06 7.5e-07 1.1e-06 1.25e-06 1.4e-06 1.35e-06 1.05e-06 2.5e-06 1.55e-06 1.15e-06 9.5e-07 1.35e-06 1.25e-06 5e-07 7.5e-07 1.15e-06 9e-07 1.3e-06 1.85e-06 1.1e-06 1.1e-06 1.25e-06 1.5e-06 8.5e-07 1.35e-06 9.5e-07 1.1e-06 9e-07 1.5e-06 1.65e-06
59 1.55e-06 1.2e-06 1.45e-06 1.15e-06 1.55e-06 1.45e-06 1.1e-06 1.15e-06 1.65e-06 1.15e-06 1.4e-06 1.35e-06 1.8e-06 1.4e-06 1.25e-06 1.7e-06 1.35e-06 1.65e-06 1.25e-06 1.1e-06 1.65e-06 1.5e-06 1.2e-06 1.25e-06 1.25e-06 1.2e-06 1.65e-06 9e-07 1.4e-06 1.25e-06 1.35e-06 1.3e-06 1.35e-06 1.15e-06 1.45e-06 1.3e-06 1.3e-06 1.45e-06 2.05e-06 1.35e-06 9e-07 1.1e-06 7.5e-07 1.45e-06 1.45e-06 1.6e-06 9e-07 1.5e-06 1.25e-06 1.6e-06 1.55e-06 1.35e-06 1.2e-06 1.5e-06 1.25e-06 1.6e-06 1.2e-06 1.35e-06 1.5e-06 1.3e-06 1.3e-06
60 1.55e-06 1.55e-06 1.45e-06 1.3e-06 1.65e-06 1.3e-06 1.35e-06 1.2e-06 1.35e-06 1.3e-06 1.3e-06 1.7e-06 1.95e-06 1.55e-06 1.5e-06 1.7e-06 1.3e-06 1.55e-06 1.25e-06 1.6e-06 1.85e-06 1.4e-06 1.4e-06 1.35e-06 1.35e-06 1.05e-06 1.65e-06 1.2e-06 1.45e-06 1.4e-06 1.55e-06 1.2e-06 1.65e-06 1.55e-06 1.8e-06 1.4e-06 1.4e-06 1.45e-06 2.45e-06 1.4e-06 1.6e-06 1.55e-06 1.35e-06 1.65e-06 1.6e-06 1.8e-06 1.45e-06 1.8e-06 1.4e-06 1.5e-06 1.3e-06 1.65e-06 1.3e-06 1.5e-06 1.5e-06 1.5e-06 1.55e-06 1.65e-06 1.65e-06 1.3e-06 1.9e-06
