 slim_762476961 slim_762476970 slim_762476960 slim_762476952 slim_762476924 slim_762476963 slim_762476969 slim_762476948 slim_762476951 slim_762476959 slim_762476973 slim_762476971 slim_762476939 slim_762476955 slim_762476958 slim_762476927 slim_762476949 slim_762476972 slim_762476943 slim_762476922 slim_762476921 slim_762476937 slim_762476975 slim_762476977 slim_762476950 slim_762476957 slim_762476923 slim_762476934 slim_762476926 slim_762476936 slim_762476965 slim_762476935 slim_762476978 slim_762476941 slim_762476945 slim_762476947 slim_762476944 slim_762476920 slim_762476931 slim_762476928 slim_762476925 slim_762476940 slim_762476946 slim_762476933 slim_762476976 slim_762476932 slim_762476929 slim_762476962 slim_762476930 slim_762476919 slim_762476938 slim_762476964 slim_762476967 slim_762476942 slim_762476979 slim_762476974 slim_762476954 slim_762476966 slim_762476953 slim_762476956 slim_762476968
31 1.75e-06 1.7e-06 2.45e-06 2.5e-06 2.65e-06 2.2e-06 1.15e-06 9.5e-07 2.65e-06 2.2e-06 2.3e-06 1.15e-06 1.5e-06 1.65e-06 2.25e-06 1.35e-06 2e-06 1.85e-06 2.55e-06 2.5e-06 2.05e-06 2.25e-06 1.35e-06 1.8e-06 2.3e-06 2.65e-06 2.7e-06 2.4e-06 2.65e-06 1.05e-06 1.3e-06 1e-07 1.35e-06 1e-06 2.55e-06 1.9e-06 1.35e-06 2.25e-06 1.45e-06 1e-07 2.25e-06 1.3e-06 1.35e-06 8.5e-07 2.05e-06 2e-06 1.4e-06 1.2e-06 2.65e-06 2e-06 2.1e-06 1.2e-06 1.3e-06 1.05e-06 2.3e-06 1.25e-06 2.15e-06 2.3e-06 2.6e-06 1.65e-06 2.2e-06
32 1.85e-06 2.1e-06 2.45e-06 2.1e-06 2.5e-06 2.45e-06 1.65e-06 1.45e-06 2.15e-06 2e-06 2.25e-06 1.65e-06 1.85e-06 2e-06 2.35e-06 1.85e-06 2.1e-06 2.1e-06 1.8e-06 2e-06 1.95e-06 1.8e-06 1.8e-06 1.85e-06 2.4e-06 2.4e-06 2.75e-06 2.4e-06 2.05e-06 1.8e-06 2e-06 1.35e-06 2.6e-06 1.65e-06 2.75e-06 1.4e-06 1.75e-06 2.25e-06 2.1e-06 1.35e-06 2.35e-06 1.7e-06 2e-06 1.6e-06 1.5e-06 2.25e-06 2.1e-06 1.9e-06 2.8e-06 2.05e-06 2.1e-06 1.95e-06 1.35e-06 1.7e-06 2.4e-06 1.35e-06 2.35e-06 2.25e-06 2.15e-06 1.9e-06 2.45e-06
33 1.25e-06 1.7e-06 1.95e-06 2.15e-06 2e-06 1.8e-06 1.25e-06 1.35e-06 2.2e-06 1.5e-06 1.85e-06 1.25e-06 1.45e-06 1.5e-06 1.9e-06 1.5e-06 1.65e-06 1.6e-06 2e-06 2.15e-06 1.6e-06 1.8e-06 1.3e-06 1.55e-06 1.85e-06 1.9e-06 2.15e-06 1.9e-06 2.15e-06 1.3e-06 1.6e-06 1e-06 1.65e-06 1.9e-06 2.2e-06 1.7e-06 1.4e-06 1.75e-06 1.6e-06 1e-06 1.8e-06 1.35e-06 1.6e-06 1.2e-06 1.8e-06 1.7e-06 1.6e-06 1.5e-06 2.25e-06 1.6e-06 1.6e-06 1.45e-06 1.6e-06 1.25e-06 1.95e-06 1.6e-06 1.8e-06 1.75e-06 2.25e-06 1.65e-06 1.9e-06
34 1.8e-06 1.25e-06 9.5e-07 2.35e-06 2.4e-06 8e-07 2.05e-06 2.35e-06 1.95e-06 1.95e-06 1.75e-06 2.05e-06 2.2e-06 2.2e-06 1.05e-06 2.45e-06 1.55e-06 1.6e-06 2.4e-06 1.6e-06 1.9e-06 2.5e-06 2.25e-06 2.15e-06 2.35e-06 2.3e-06 1.5e-06 2.25e-06 2.7e-06 1.6e-06 2.1e-06 2.55e-06 2.75e-06 2.2e-06 4e-07 2.5e-06 2.35e-06 2.1e-06 1.45e-06 2.55e-06 2.3e-06 2.3e-06 1.4e-06 2.25e-06 2.6e-06 1e-06 1.4e-06 2e-06 3e-07 2.05e-06 1.45e-06 1.7e-06 2.7e-06 2.25e-06 1.5e-06 2.7e-06 9.5e-07 1.95e-06 1.7e-06 2.45e-06 1.2e-06
35 1.55e-06 2e-06 2.05e-06 1.8e-06 1.95e-06 2.25e-06 1.7e-06 1.45e-06 1.65e-06 1.4e-06 1.9e-06 1.7e-06 1.75e-06 2e-06 2.2e-06 1.85e-06 1.95e-06 2.05e-06 1.25e-06 1.6e-06 1.55e-06 1.4e-06 1.65e-06 1.35e-06 2.2e-06 1.8e-06 2.35e-06 2.1e-06 1.5e-06 2e-06 2.25e-06 1.9e-06 1.4e-06 1.7e-06 2.5e-06 1.5e-06 1.7e-06 1.85e-06 2.25e-06 1.9e-06 2.15e-06 1.65e-06 2.2e-06 1.95e-06 8.5e-07 2.15e-06 2.25e-06 2.1e-06 2.55e-06 1.8e-06 1.75e-06 2.1e-06 1.35e-06 1.85e-06 2.25e-06 1.35e-06 2.2e-06 1.95e-06 1.8e-06 1.65e-06 2.35e-06
36 1.4e-06 1.85e-06 2.05e-06 1.95e-06 2.05e-06 2.05e-06 1.4e-06 1.45e-06 2.2e-06 1.55e-06 1.85e-06 1.4e-06 1.6e-06 1.65e-06 2e-06 1.65e-06 1.75e-06 1.7e-06 1.75e-06 2.15e-06 1.55e-06 1.85e-06 1.55e-06 1.6e-06 2e-06 1.75e-06 2.3e-06 2e-06 2.15e-06 1.6e-06 1.6e-06 1.35e-06 1.75e-06 1.4e-06 2.35e-06 1.7e-06 2.6e-06 1.8e-06 1.85e-06 1.35e-06 1.95e-06 1.3e-06 1.85e-06 1.45e-06 1.8e-06 1.85e-06 1.85e-06 1.7e-06 2.4e-06 1.65e-06 1.7e-06 1.75e-06 1.7e-06 1.5e-06 2.05e-06 1.7e-06 1.95e-06 1.65e-06 2.3e-06 1.7e-06 2.05e-06
37 1.05e-06 1.85e-06 1.75e-06 2e-06 1.35e-06 1.75e-06 1.4e-06 2.05e-06 2e-06 1.15e-06 1.4e-06 1.4e-06 1.65e-06 1.6e-06 1.65e-06 1.9e-06 1.45e-06 1.3e-06 1.85e-06 2.05e-06 1.05e-06 1.75e-06 1.75e-06 1.35e-06 1.35e-06 1.05e-06 1.5e-06 1.25e-06 1.65e-06 1.95e-06 2.1e-06 2.25e-06 2.25e-06 1.75e-06 2.1e-06 1.85e-06 1.8e-06 1.6e-06 2.1e-06 2.25e-06 1.2e-06 1.75e-06 2.15e-06 1.8e-06 1.9e-06 1.55e-06 2.15e-06 1.9e-06 2.1e-06 1.3e-06 1.4e-06 2e-06 2.2e-06 1.85e-06 1.75e-06 2.25e-06 1.6e-06 1.55e-06 2.25e-06 1.8e-06 1.75e-06
38 1.7e-06 1.5e-06 1.65e-06 2.3e-06 2.45e-06 1.45e-06 1.65e-06 1.7e-06 2.25e-06 2e-06 2e-06 1.65e-06 1.9e-06 1.9e-06 1.6e-06 1.95e-06 1.75e-06 1.7e-06 2.4e-06 2e-06 1.95e-06 2.3e-06 1.8e-06 1.95e-06 2.25e-06 2.35e-06 2e-06 2.25e-06 2.6e-06 1.35e-06 1.7e-06 1.45e-06 2.1e-06 1.6e-06 1.45e-06 2.25e-06 1.85e-06 2.1e-06 2.6e-06 1.45e-06 2.2e-06 1.8e-06 1.4e-06 1.6e-06 2.3e-06 1.45e-06 1.45e-06 1.65e-06 1.4e-06 2e-06 1.75e-06 1.5e-06 2.05e-06 1.7e-06 1.9e-06 2.1e-06 1.55e-06 2.05e-06 2.1e-06 2.1e-06 1.65e-06
39 1.75e-06 1.7e-06 2.45e-06 2.5e-06 2.65e-06 2.2e-06 1.15e-06 9.5e-07 2.65e-06 2.2e-06 2.3e-06 1.15e-06 1.5e-06 1.65e-06 2.25e-06 1.35e-06 2e-06 1.85e-06 2.55e-06 2.5e-06 2.05e-06 2.25e-06 1.35e-06 1.8e-06 2.3e-06 2.65e-06 2.7e-06 2.4e-06 2.65e-06 1.05e-06 1.3e-06 1e-07 1.35e-06 1e-06 2.55e-06 1.9e-06 1.35e-06 2.25e-06 1.45e-06 1e-07 2.25e-06 1.3e-06 1.35e-06 8.5e-07 2.05e-06 2e-06 1.4e-06 1.2e-06 2.65e-06 2e-06 2.1e-06 1.2e-06 1.3e-06 1.05e-06 2.3e-06 1.25e-06 2.15e-06 2.3e-06 2.6e-06 1.65e-06 2.2e-06
40 1.25e-06 2e-06 2e-06 2.15e-06 1.65e-06 1.9e-06 1.5e-06 2.2e-06 2.3e-06 1.45e-06 1.7e-06 1.5e-06 1.75e-06 1.75e-06 1.8e-06 2.05e-06 1.45e-06 1.5e-06 2.1e-06 2.3e-06 1.4e-06 1.95e-06 1.95e-06 1.7e-06 1.35e-06 1.4e-06 1.75e-06 1.45e-06 1.95e-06 2e-06 2.1e-06 2.25e-06 2.35e-06 1.8e-06 2.3e-06 2.15e-06 1.95e-06 1.2e-06 2.2e-06 2.25e-06 2.2e-06 1.9e-06 2.25e-06 1.65e-06 2.2e-06 1.7e-06 2.25e-06 2.05e-06 2.3e-06 1.5e-06 1.6e-06 2.1e-06 2.35e-06 1.9e-06 1.7e-06 2.4e-06 1.8e-06 1.65e-06 2.45e-06 2.1e-06 1.9e-06
41 1.35e-06 1.8e-06 2e-06 1.9e-06 2e-06 2e-06 1.35e-06 1.4e-06 2.15e-06 1.5e-06 1.8e-06 1.35e-06 1.55e-06 1.6e-06 1.95e-06 1.6e-06 1.7e-06 1.65e-06 1.7e-06 2.1e-06 1.5e-06 1.8e-06 1.5e-06 1.55e-06 1.95e-06 1.7e-06 2.25e-06 1.95e-06 2.1e-06 1.55e-06 1.55e-06 1.3e-06 1.7e-06 1.35e-06 2.3e-06 1.65e-06 1.3e-06 1.75e-06 1.8e-06 1.3e-06 1.9e-06 2.5e-06 1.8e-06 1.4e-06 1.75e-06 1.8e-06 1.8e-06 1.65e-06 2.35e-06 1.6e-06 1.65e-06 1.7e-06 1.65e-06 1.45e-06 2e-06 1.65e-06 1.9e-06 1.6e-06 2.25e-06 1.65e-06 2e-06
42 1.75e-06 1.45e-06 1.65e-06 2.4e-06 2.5e-06 1.45e-06 1.6e-06 1.65e-06 2.3e-06 2.05e-06 2e-06 1.6e-06 1.85e-06 1.9e-06 1.6e-06 1.9e-06 1.75e-06 1.7e-06 2.45e-06 2e-06 1.95e-06 2.35e-06 1.8e-06 1.95e-06 2.3e-06 2.45e-06 2.05e-06 2.3e-06 2.65e-06 1.3e-06 1.7e-06 1.35e-06 2e-06 1.6e-06 1.4e-06 2.2e-06 1.85e-06 2.15e-06 1.4e-06 1.35e-06 2.25e-06 1.8e-06 2.6e-06 1.55e-06 2.3e-06 1.45e-06 1.45e-06 1.6e-06 1.4e-06 2e-06 1.75e-06 1.45e-06 2e-06 1.65e-06 1.9e-06 2e-06 1.55e-06 2.1e-06 2.1e-06 2.05e-06 1.65e-06
43 1.3e-06 1.55e-06 2.1e-06 2.1e-06 2.2e-06 1.85e-06 9e-07 1.35e-06 2.4e-06 1.75e-06 1.75e-06 9e-07 1.25e-06 1.45e-06 1.75e-06 1.45e-06 1.4e-06 1.3e-06 2.2e-06 2.25e-06 1.5e-06 1.9e-06 1.55e-06 1.6e-06 1.7e-06 2.2e-06 2.35e-06 1.9e-06 2.4e-06 1.25e-06 1.35e-06 8.5e-07 1.6e-06 1.2e-06 2.25e-06 1.95e-06 1.45e-06 1.8e-06 1.6e-06 8.5e-07 1.65e-06 1.4e-06 1.55e-06 1.6e-06 2.05e-06 1.55e-06 1.6e-06 1.3e-06 2.3e-06 1.45e-06 1.65e-06 1.4e-06 1.6e-06 1.15e-06 1.7e-06 1.6e-06 1.7e-06 1.7e-06 2.35e-06 1.75e-06 1.75e-06
44 1.6e-06 2.1e-06 2.1e-06 1.85e-06 2e-06 2.3e-06 1.8e-06 1.55e-06 1.7e-06 1.45e-06 1.95e-06 1.8e-06 1.85e-06 2.05e-06 2.25e-06 1.95e-06 2e-06 2.1e-06 1.3e-06 1.65e-06 1.6e-06 1.45e-06 1.75e-06 1.3e-06 2.25e-06 1.85e-06 2.4e-06 2.15e-06 1.55e-06 2.1e-06 2.35e-06 2.05e-06 1.5e-06 1.8e-06 2.6e-06 8.5e-07 1.8e-06 1.9e-06 2.3e-06 2.05e-06 2.2e-06 1.75e-06 2.3e-06 2.05e-06 1.6e-06 2.2e-06 2.35e-06 2.2e-06 2.6e-06 1.85e-06 1.8e-06 2.2e-06 1.45e-06 1.95e-06 2.3e-06 1.5e-06 2.25e-06 2e-06 1.85e-06 1.75e-06 2.4e-06
45 1.15e-06 1.15e-06 1.2e-06 1.95e-06 1.95e-06 1e-06 1.15e-06 1.95e-06 1.95e-06 1.5e-06 1.3e-06 1.15e-06 1.45e-06 1.6e-06 1.05e-06 1.9e-06 1.2e-06 9.5e-07 2e-06 1.65e-06 1.25e-06 1.9e-06 1.9e-06 1.6e-06 1.75e-06 1.9e-06 1.6e-06 1.75e-06 2.3e-06 1.4e-06 1.7e-06 2e-06 2.25e-06 1.7e-06 1e-06 2.15e-06 1.85e-06 1.55e-06 1.45e-06 2e-06 1.7e-06 1.8e-06 1.45e-06 1.55e-06 2.2e-06 1.7e-06 1.55e-06 1.55e-06 9.5e-07 1.3e-06 1.2e-06 1.55e-06 2.2e-06 1.65e-06 1.35e-06 2.25e-06 9.5e-07 1.45e-06 1.75e-06 2.05e-06 1.05e-06
46 1.75e-06 1.55e-06 1.75e-06 2.35e-06 2.5e-06 1.55e-06 1.65e-06 1.7e-06 2.25e-06 2.05e-06 2.05e-06 1.65e-06 1.9e-06 1.95e-06 1.7e-06 1.95e-06 1.8e-06 1.75e-06 2.45e-06 2.1e-06 2e-06 2.35e-06 1.8e-06 2e-06 2.3e-06 2.4e-06 2.1e-06 2.3e-06 2.65e-06 1.4e-06 1.7e-06 1.4e-06 2.1e-06 1.6e-06 1.4e-06 2.25e-06 1.85e-06 2.15e-06 1.45e-06 1.4e-06 2.25e-06 1.8e-06 1.45e-06 1.6e-06 2.35e-06 1.55e-06 2.7e-06 1.65e-06 1.55e-06 2.05e-06 1.8e-06 1.5e-06 2.05e-06 1.7e-06 1.9e-06 2.05e-06 1.55e-06 2.1e-06 2.2e-06 2.1e-06 1.75e-06
47 1.5e-06 1.55e-06 2e-06 2.1e-06 2.35e-06 1.8e-06 1.15e-06 1.6e-06 2.5e-06 1.9e-06 1.55e-06 1.15e-06 1.5e-06 1.65e-06 1.65e-06 1.7e-06 1.75e-06 1.15e-06 2.25e-06 2.2e-06 1.6e-06 2.1e-06 1.75e-06 1.7e-06 2.1e-06 2.35e-06 2.3e-06 2.1e-06 2.55e-06 1.55e-06 1.45e-06 1.2e-06 1.9e-06 1.5e-06 2e-06 2.1e-06 1.7e-06 1.9e-06 1.65e-06 1.2e-06 2.05e-06 1.65e-06 1.6e-06 1.3e-06 2.2e-06 1.55e-06 1.65e-06 2.3e-06 1.95e-06 1.65e-06 1.8e-06 1.4e-06 1.85e-06 1.45e-06 2.05e-06 1.85e-06 1.65e-06 1.9e-06 2.15e-06 1.9e-06 1.65e-06
48 1.8e-06 1.25e-06 8.5e-07 2.3e-06 2.4e-06 7e-07 2.1e-06 2.4e-06 2e-06 1.95e-06 1.65e-06 2.1e-06 2.25e-06 2.2e-06 9e-07 2.5e-06 1.55e-06 1.5e-06 2.35e-06 1.55e-06 1.9e-06 2.5e-06 2.3e-06 2.15e-06 2.35e-06 2.3e-06 1.45e-06 2.25e-06 2.7e-06 1.6e-06 2.1e-06 2.65e-06 2.8e-06 2.25e-06 3e-07 2.55e-06 2.4e-06 2.1e-06 1.4e-06 2.65e-06 2.3e-06 2.35e-06 1.4e-06 2.3e-06 2.6e-06 9.5e-07 1.55e-06 1.95e-06 2e-07 2.05e-06 1.45e-06 1.7e-06 2.75e-06 2.3e-06 1.55e-06 2.8e-06 1e-06 1.95e-06 1.55e-06 2.5e-06 1.05e-06
49 9e-07 1.6e-06 1.7e-06 1.85e-06 1.4e-06 1.65e-06 9.5e-07 1.85e-06 1.95e-06 9e-07 9.5e-07 9.5e-07 1.05e-06 1.15e-06 1.5e-06 1.35e-06 1.25e-06 9.5e-07 1.7e-06 1.95e-06 6.5e-07 1.35e-06 1.65e-06 1.3e-06 1.55e-06 1.6e-06 2e-06 1.55e-06 2e-06 1.75e-06 1.85e-06 2e-06 2.05e-06 1.6e-06 2.05e-06 1.8e-06 1.65e-06 1.3e-06 2e-06 2e-06 1.5e-06 1.6e-06 2e-06 1.45e-06 1.85e-06 1.3e-06 2.05e-06 1.65e-06 2.05e-06 1.3e-06 1.1e-06 1.85e-06 2e-06 1.35e-06 1.5e-06 2.05e-06 1.4e-06 1.1e-06 2.1e-06 1.55e-06 1.5e-06
50 1.05e-06 1.5e-06 1.1e-06 1.95e-06 1.5e-06 1.2e-06 1.35e-06 1.85e-06 1.75e-06 1e-06 1.2e-06 1.35e-06 1.3e-06 1.35e-06 1.3e-06 1.65e-06 1.05e-06 1.25e-06 1.7e-06 1.65e-06 9.5e-07 1.45e-06 1.6e-06 1.4e-06 1.65e-06 1.55e-06 1.65e-06 1.6e-06 1.95e-06 1.55e-06 1.95e-06 2.1e-06 2.1e-06 1.6e-06 1.45e-06 1.75e-06 1.7e-06 1.4e-06 1.75e-06 2.1e-06 1.6e-06 1.65e-06 1.75e-06 1.65e-06 1.8e-06 1.2e-06 1.8e-06 1.8e-06 1.45e-06 1.1e-06 1.5e-06 1.7e-06 2.05e-06 1.45e-06 1.4e-06 2.1e-06 1.25e-06 1.1e-06 1.8e-06 1.6e-06 1.4e-06
51 1.6e-06 1.55e-06 1.7e-06 2.25e-06 2.35e-06 1.4e-06 1.45e-06 1.65e-06 2.4e-06 1.9e-06 1.8e-06 1.45e-06 1.7e-06 1.75e-06 1.65e-06 1.75e-06 1.7e-06 1.5e-06 2.35e-06 2.1e-06 1.8e-06 2.2e-06 1.65e-06 1.8e-06 2.15e-06 2.35e-06 2.1e-06 2.15e-06 2.55e-06 1.4e-06 1.55e-06 1.2e-06 1.95e-06 1.45e-06 1.7e-06 2.1e-06 1.75e-06 2e-06 1.5e-06 1.2e-06 2.1e-06 1.7e-06 1.45e-06 1.4e-06 2.2e-06 1.55e-06 1.5e-06 1.4e-06 1.7e-06 1.85e-06 1.7e-06 2.3e-06 1.9e-06 1.5e-06 2e-06 1.9e-06 1.65e-06 2e-06 2.05e-06 1.9e-06 1.7e-06
52 1.8e-06 2.05e-06 2.4e-06 2e-06 2.45e-06 2.4e-06 1.6e-06 1.35e-06 2.05e-06 1.95e-06 2.2e-06 1.6e-06 1.8e-06 1.95e-06 2.35e-06 1.8e-06 2.1e-06 2.05e-06 1.75e-06 1.95e-06 1.9e-06 1.7e-06 1.75e-06 1.8e-06 2.4e-06 2.35e-06 2.7e-06 2.4e-06 2e-06 1.75e-06 1.95e-06 1.3e-06 1.35e-06 1.6e-06 2.7e-06 1.35e-06 1.7e-06 2.2e-06 2.05e-06 1.3e-06 2.35e-06 1.65e-06 2e-06 1.6e-06 1.45e-06 2.2e-06 2.05e-06 1.85e-06 2.75e-06 2e-06 2.05e-06 1.9e-06 2.5e-06 1.65e-06 2.4e-06 1.3e-06 2.3e-06 2.2e-06 2.1e-06 1.85e-06 2.4e-06
53 1.35e-06 1.65e-06 2.05e-06 2.2e-06 2e-06 1.85e-06 1.1e-06 1.4e-06 2.35e-06 1.5e-06 1.6e-06 1.1e-06 1.1e-06 1.35e-06 1.85e-06 1.35e-06 1.65e-06 1.45e-06 2.1e-06 2.2e-06 1.35e-06 1.6e-06 1.45e-06 1.6e-06 1.95e-06 2.15e-06 2.35e-06 2e-06 2.35e-06 1.35e-06 1.6e-06 1.05e-06 1.7e-06 1.25e-06 2.25e-06 1.85e-06 1.5e-06 1.85e-06 1.7e-06 1.05e-06 1.9e-06 1.45e-06 1.65e-06 1.15e-06 1.95e-06 1.65e-06 1.7e-06 1.45e-06 2.3e-06 1.35e-06 1.45e-06 1.5e-06 1.65e-06 2e-06 1.95e-06 1.65e-06 1.75e-06 1.5e-06 2.3e-06 1.6e-06 1.85e-06
54 1.4e-06 1.65e-06 1.55e-06 2.25e-06 2e-06 1.45e-06 1.55e-06 2.15e-06 1.85e-06 1.55e-06 1.65e-06 1.55e-06 1.8e-06 1.75e-06 1.45e-06 2.05e-06 1.25e-06 1.5e-06 2.2e-06 2e-06 1.4e-06 2.1e-06 2.05e-06 1.8e-06 1.8e-06 2e-06 1.95e-06 1.9e-06 2.4e-06 1.7e-06 2.1e-06 2.3e-06 2.4e-06 1.95e-06 1.5e-06 2.25e-06 2.05e-06 1.75e-06 1.9e-06 2.3e-06 1.7e-06 2e-06 1.9e-06 1.7e-06 2.3e-06 1.35e-06 1.9e-06 2.05e-06 1.55e-06 1.5e-06 1.4e-06 2e-06 2.4e-06 1.95e-06 2.3e-06 2.45e-06 1.35e-06 1.65e-06 2.2e-06 2.1e-06 1.55e-06
55 1.85e-06 2.05e-06 2.45e-06 2.1e-06 2.5e-06 2.45e-06 1.6e-06 1.4e-06 2.15e-06 2e-06 2.25e-06 1.6e-06 1.8e-06 2e-06 2.4e-06 1.8e-06 2.15e-06 2.1e-06 1.8e-06 2e-06 1.95e-06 1.8e-06 1.7e-06 1.85e-06 2.45e-06 2.4e-06 2.75e-06 2.45e-06 2.05e-06 1.75e-06 1.95e-06 1.25e-06 1.35e-06 1.6e-06 2.7e-06 1.35e-06 1.7e-06 2.25e-06 2.1e-06 1.25e-06 2.4e-06 1.65e-06 2e-06 1.6e-06 1.5e-06 2.25e-06 2.05e-06 1.85e-06 2.8e-06 2.05e-06 2.1e-06 1.9e-06 1.3e-06 1.65e-06 2.45e-06 2.4e-06 2.35e-06 2.25e-06 2.15e-06 1.8e-06 2.45e-06
56 1.25e-06 1.25e-06 1.25e-06 2.05e-06 2e-06 1.05e-06 1.3e-06 2.05e-06 1.9e-06 1.55e-06 1.35e-06 1.3e-06 1.55e-06 1.7e-06 1.1e-06 2e-06 1.3e-06 1.05e-06 2.05e-06 1.7e-06 1.3e-06 1.95e-06 1.95e-06 1.65e-06 1.85e-06 1.95e-06 1.65e-06 1.8e-06 2.35e-06 1.5e-06 1.85e-06 2.15e-06 2.35e-06 1.8e-06 9.5e-07 2.2e-06 1.95e-06 1.6e-06 1.55e-06 2.15e-06 1.8e-06 1.9e-06 1.55e-06 1.7e-06 2.25e-06 9.5e-07 1.55e-06 1.65e-06 1e-06 1.4e-06 1.25e-06 1.65e-06 2.3e-06 1.75e-06 1.35e-06 2.35e-06 1.8e-06 1.5e-06 1.8e-06 2.1e-06 1.15e-06
57 1.15e-06 1.75e-06 1.7e-06 1.7e-06 1.6e-06 1.65e-06 1.35e-06 2.05e-06 2.05e-06 1.1e-06 1.2e-06 1.35e-06 1.25e-06 1.45e-06 1.55e-06 1.75e-06 1.35e-06 1.25e-06 1.55e-06 1.95e-06 1e-06 1.4e-06 1.8e-06 1.6e-06 1.7e-06 1.5e-06 2e-06 1.7e-06 2.1e-06 1.9e-06 1.8e-06 2.3e-06 2.25e-06 1.75e-06 1.95e-06 1.95e-06 1.65e-06 1.55e-06 2.05e-06 2.3e-06 1.65e-06 1.6e-06 2.1e-06 1.7e-06 2e-06 1.45e-06 2.1e-06 1.9e-06 1.95e-06 1.1e-06 1.1e-06 2e-06 2.2e-06 1.5e-06 1.65e-06 2.25e-06 1.5e-06 1.5e-06 2.05e-06 1.8e-06 1.65e-06
58 1.9e-06 1.9e-06 1.45e-06 1.9e-06 2.45e-06 1.65e-06 2.1e-06 2.25e-06 2e-06 1.95e-06 1.85e-06 2.1e-06 2.2e-06 2.3e-06 1.7e-06 2.45e-06 1.95e-06 1.8e-06 1.6e-06 1.55e-06 1.95e-06 1.95e-06 2.3e-06 2.1e-06 2.5e-06 2.3e-06 2.15e-06 2.4e-06 2.15e-06 2.15e-06 2.25e-06 2.6e-06 2.15e-06 2.25e-06 1.7e-06 1.8e-06 2.3e-06 2.25e-06 2.1e-06 2.6e-06 2.45e-06 2.25e-06 2.1e-06 2.35e-06 1.85e-06 1.75e-06 2.2e-06 2.15e-06 1.55e-06 2.1e-06 1.8e-06 2.05e-06 2.1e-06 2.3e-06 2.2e-06 2.15e-06 1.8e-06 2.05e-06 2.5e-06 2.4e-06 1.85e-06
59 1.55e-06 2.05e-06 2.05e-06 2.3e-06 1.7e-06 2.15e-06 1.7e-06 1.6e-06 2.1e-06 1.3e-06 1.65e-06 1.7e-06 1.7e-06 1.55e-06 2.1e-06 1.55e-06 1.85e-06 1.9e-06 2e-06 2.2e-06 1.3e-06 1.8e-06 1.35e-06 1.55e-06 2.15e-06 1.95e-06 2.35e-06 2.05e-06 2.15e-06 1.85e-06 2.1e-06 1.65e-06 1.9e-06 1.65e-06 2.45e-06 1.65e-06 1.7e-06 1.8e-06 2.1e-06 1.65e-06 2.1e-06 1.65e-06 2.05e-06 1.75e-06 1.75e-06 2.05e-06 2.1e-06 1.9e-06 2.5e-06 1.55e-06 1.6e-06 1.9e-06 1.85e-06 1.6e-06 2.1e-06 1.8e-06 2.1e-06 1.8e-06 2.4e-06 2.2e-06 2.25e-06
60 1.35e-06 1.35e-06 1.35e-06 2.1e-06 2.15e-06 1.15e-06 1.35e-06 2.15e-06 2.15e-06 1.7e-06 1.4e-06 1.35e-06 1.65e-06 1.8e-06 1.15e-06 2.1e-06 1.4e-06 1.05e-06 2.15e-06 1.8e-06 1.45e-06 2.1e-06 2.1e-06 1.8e-06 1.95e-06 2.1e-06 1.75e-06 1.95e-06 2.5e-06 1.6e-06 1.85e-06 2.2e-06 2.45e-06 1.9e-06 1.2e-06 2.35e-06 2.05e-06 1.75e-06 1.65e-06 2.2e-06 1.9e-06 2e-06 1.65e-06 1.75e-06 2.4e-06 1.05e-06 1.75e-06 1.65e-06 1.05e-06 1.5e-06 1.4e-06 1.7e-06 2.4e-06 1.85e-06 1.55e-06 2.45e-06 1.15e-06 1.65e-06 1.85e-06 2.25e-06 2.1e-06
