 slim_762000337 slim_762000357 slim_762000376 slim_762000347 slim_762000380 slim_762000360 slim_762000331 slim_762000327 slim_762000378 slim_762000344 slim_762000332 slim_762000372 slim_762000338 slim_762000361 slim_762000358 slim_762000377 slim_762000354 slim_762000350 slim_762000371 slim_762000329 slim_762000336 slim_762000379 slim_762000345 slim_762000375 slim_762000381 slim_762000370 slim_762000368 slim_762000326 slim_762000346 slim_762000382 slim_762000365 slim_762000362 slim_762000328 slim_762000340 slim_762000363 slim_762000353 slim_762000343 slim_762000330 slim_762000369 slim_762000334 slim_762000356 slim_762000364 slim_762000341 slim_762000374 slim_762000342 slim_762000373 slim_762000367 slim_762000348 slim_762000335 slim_762000355 slim_762000333 slim_762000351 slim_762000359 slim_762000339 slim_762000352 slim_762000349 slim_762000366
33 2.7e-06 2.4e-06 2.6e-06 1.65e-06 2.1e-06 1.1e-06 2e-06 2.45e-06 1.95e-06 2.1e-06 1.9e-06 1.65e-06 2.3e-06 2.6e-06 2.05e-06 1.65e-06 2.05e-06 1.45e-06 2.5e-06 2.25e-06 1.8e-06 2.3e-06 1.3e-06 2.3e-06 1.7e-06 1.9e-06 2.05e-06 2.15e-06 1.95e-06 1.8e-06 1.2e-06 1.75e-06 1.9e-06 2e-06 1.5e-06 1.95e-06 1.6e-06 2.55e-06 1.05e-06 2.15e-06 1.55e-06 3.05e-06 2.55e-06 1.95e-06 2.45e-06 1.8e-06 1e-06 2.05e-06 2.1e-06 1.85e-06 1.55e-06 1.85e-06 1.6e-06 2.65e-06 2.5e-06 1.85e-06 1.85e-06
34 2.7e-06 2.25e-06 2.6e-06 1.25e-06 2.2e-06 1.05e-06 1.35e-06 2.1e-06 1.5e-06 1.85e-06 1.05e-06 1.3e-06 2.15e-06 2.45e-06 1.75e-06 9e-07 1.55e-06 1.65e-06 2.15e-06 1.85e-06 1.65e-06 2.3e-06 1.1e-06 2.45e-06 1.65e-06 1.6e-06 1.45e-06 2e-06 2.35e-06 1.75e-06 1.15e-06 1.3e-06 1.6e-06 1.5e-06 1.1e-06 1.65e-06 9e-07 2.55e-06 9e-07 1.75e-06 1.4e-06 2.5e-06 2.4e-06 2.4e-06 2.65e-06 1.25e-06 1e-06 2.05e-06 2.1e-06 1.95e-06 1.2e-06 1.35e-06 1.55e-06 2.45e-06 2.25e-06 1.7e-06 1.9e-06
35 2.25e-06 1.7e-06 2.15e-06 1.8e-06 1.65e-06 1.95e-06 1.9e-06 2.35e-06 1.65e-06 1.65e-06 2.05e-06 1.6e-06 2.6e-06 2.2e-06 1.7e-06 2.05e-06 1.3e-06 2.05e-06 1.8e-06 1.75e-06 1.6e-06 2.25e-06 1.75e-06 2.45e-06 2e-06 1.5e-06 1.65e-06 1.7e-06 2.15e-06 1.65e-06 2.05e-06 1.4e-06 1.75e-06 1.95e-06 1.65e-06 2.3e-06 1.8e-06 2.45e-06 1.8e-06 1.65e-06 1.75e-06 2.4e-06 2.55e-06 2e-06 2.7e-06 1.5e-06 1.9e-06 1.95e-06 1.5e-06 2.1e-06 1.9e-06 1.9e-06 1.85e-06 2.4e-06 2.6e-06 1.65e-06 2.3e-06
36 3e-06 2.6e-06 2.9e-06 1.35e-06 2.5e-06 1.2e-06 1.6e-06 2.4e-06 1.8e-06 1.8e-06 1.3e-06 1.65e-06 2.45e-06 2.55e-06 2.05e-06 1.15e-06 1.9e-06 1.85e-06 2.5e-06 2.2e-06 1.95e-06 2.6e-06 9.5e-07 2.65e-06 1.95e-06 1.95e-06 1.75e-06 2.35e-06 2.5e-06 1.95e-06 1.3e-06 1.65e-06 1.8e-06 1.6e-06 9e-07 1.8e-06 1.6e-06 2.85e-06 1.15e-06 2.05e-06 1.65e-06 2.8e-06 2.65e-06 2.55e-06 2.95e-06 1.35e-06 1.15e-06 2.3e-06 2.4e-06 2.2e-06 1.4e-06 1.65e-06 1.8e-06 2.75e-06 2.5e-06 1.95e-06 2.15e-06
37 1.95e-06 1.95e-06 1.85e-06 3.05e-06 1.95e-06 2.75e-06 2.75e-06 2.15e-06 2.55e-06 2.5e-06 3.1e-06 2.15e-06 2.15e-06 2.6e-06 2.65e-06 3e-06 2.35e-06 2.25e-06 2.2e-06 2.25e-06 2.4e-06 2.25e-06 2.7e-06 1.8e-06 2.15e-06 2.35e-06 2.65e-06 1.6e-06 1.85e-06 2.1e-06 2.85e-06 2.1e-06 2.3e-06 2.55e-06 2.55e-06 2.45e-06 2.85e-06 2.9e-06 2.6e-06 2.3e-06 2.35e-06 2.85e-06 2.1e-06 2.2e-06 1.65e-06 2.6e-06 2.7e-06 2.05e-06 1.85e-06 2.55e-06 2.6e-06 2.2e-06 2.2e-06 2.1e-06 2.4e-06 2.25e-06 2.1e-06
38 2.75e-06 2.3e-06 2.65e-06 1.4e-06 2.2e-06 2e-07 1.4e-06 2.25e-06 1.55e-06 1.85e-06 1.35e-06 1.35e-06 2.15e-06 2.65e-06 1.8e-06 1.2e-06 1.7e-06 1.2e-06 2.3e-06 2e-06 1.65e-06 2.3e-06 6.5e-07 2.3e-06 1.6e-06 1.6e-06 1.75e-06 2.05e-06 2.3e-06 1.75e-06 3e-07 1.4e-06 1.45e-06 1.05e-06 9e-07 1.8e-06 1.15e-06 2.6e-06 2e-07 1.8e-06 1.05e-06 2.6e-06 2.5e-06 2.35e-06 2.65e-06 1.4e-06 1.5e-07 2.15e-06 2.15e-06 1.5e-06 8e-07 1.55e-06 1.15e-06 2.6e-06 2.3e-06 1.8e-06 1.5e-06
39 2.2e-06 1.7e-06 2.1e-06 2.25e-06 1.8e-06 1.95e-06 1.45e-06 2.3e-06 1.75e-06 1.8e-06 2.15e-06 1.7e-06 2.5e-06 2.5e-06 1.85e-06 2.2e-06 1.55e-06 2.1e-06 1.85e-06 1.7e-06 1.8e-06 2.2e-06 1.9e-06 2.3e-06 2.1e-06 1.65e-06 1.85e-06 1.7e-06 2.35e-06 1.7e-06 2.05e-06 1.55e-06 1.4e-06 2.15e-06 1.75e-06 1.65e-06 2.05e-06 2.3e-06 1.8e-06 1.7e-06 1.8e-06 2.35e-06 2.45e-06 2.3e-06 2.55e-06 1.45e-06 1.9e-06 2.15e-06 1.65e-06 2.15e-06 1.35e-06 1.9e-06 1.85e-06 2.3e-06 2.45e-06 1.95e-06 2.3e-06
40 2.4e-06 2e-06 2.3e-06 1.95e-06 1.95e-06 1.05e-06 1.75e-06 2.35e-06 1.65e-06 1.9e-06 1.9e-06 1.3e-06 2.4e-06 2.75e-06 1.85e-06 1.8e-06 1.7e-06 1.65e-06 2.2e-06 1.8e-06 1.7e-06 2.4e-06 1.3e-06 2.05e-06 1.95e-06 1.7e-06 1.8e-06 1.75e-06 2.3e-06 1.75e-06 1.2e-06 1.35e-06 1.4e-06 1.55e-06 1.4e-06 1.75e-06 1.65e-06 2.35e-06 1.05e-06 1.8e-06 2e-06 2.85e-06 2.5e-06 2.1e-06 2.55e-06 1.7e-06 1.05e-06 2.15e-06 1.7e-06 1.9e-06 1.35e-06 1.7e-06 1.45e-06 2.55e-06 2.45e-06 2e-06 1.9e-06
41 2.6e-06 2.75e-06 2.5e-06 2.85e-06 2.45e-06 2.75e-06 2.5e-06 2.5e-06 2.55e-06 2.7e-06 2.7e-06 2.75e-06 2.85e-06 2.3e-06 2.6e-06 2.8e-06 2.25e-06 2.7e-06 2.4e-06 2.55e-06 2.6e-06 2.6e-06 2.75e-06 2.9e-06 2.7e-06 2.5e-06 2.6e-06 2.9e-06 2.75e-06 2.8e-06 2.85e-06 2.6e-06 2.85e-06 3.05e-06 2.5e-06 2.4e-06 2.8e-06 2.85e-06 2.6e-06 2.35e-06 2.85e-06 3.1e-06 2.45e-06 3.1e-06 2.7e-06 2.55e-06 2.7e-06 2.45e-06 2.65e-06 2.6e-06 2.65e-06 2.9e-06 2.85e-06 2.1e-06 2.65e-06 2.3e-06 2.8e-06
42 2.25e-06 2.65e-06 2.15e-06 2.8e-06 2.2e-06 2.65e-06 2.7e-06 2e-06 2.7e-06 2.75e-06 2.9e-06 2.4e-06 2.3e-06 2.55e-06 2.7e-06 2.7e-06 2.35e-06 2.25e-06 2.4e-06 2.1e-06 2.6e-06 2.45e-06 2.6e-06 2.05e-06 2.25e-06 2.6e-06 2.7e-06 2.4e-06 1.95e-06 2.5e-06 2.75e-06 2.3e-06 2.4e-06 2.55e-06 2.4e-06 2.55e-06 2.65e-06 2.1e-06 2.5e-06 2.45e-06 2.5e-06 2.45e-06 3.1e-06 2.4e-06 1.8e-06 2.5e-06 2.6e-06 1.9e-06 2.45e-06 2.55e-06 2.55e-06 2.6e-06 2.55e-06 1.75e-06 2.35e-06 2.2e-06 2.35e-06
43 2.25e-06 2.1e-06 2.1e-06 2.55e-06 1.5e-06 2.5e-06 2.7e-06 2.5e-06 2.25e-06 2.35e-06 2.9e-06 1.95e-06 2.55e-06 2.65e-06 2.25e-06 2.7e-06 2.1e-06 1.85e-06 2.35e-06 2.05e-06 2.05e-06 2.25e-06 2.4e-06 2.05e-06 1.8e-06 2.1e-06 2.35e-06 1.85e-06 1.25e-06 1.85e-06 2.6e-06 1.65e-06 2.1e-06 1.95e-06 2.4e-06 2e-06 2.55e-06 2.2e-06 2.35e-06 2.3e-06 2.1e-06 3.1e-06 2.4e-06 2.4e-06 1.95e-06 2.35e-06 2.45e-06 1.75e-06 1.75e-06 2.15e-06 2.5e-06 2.25e-06 2.2e-06 2.45e-06 2.75e-06 1.85e-06 2.25e-06
44 1.7e-06 2.6e-06 1.7e-06 3.1e-06 1.7e-06 2.8e-06 2.95e-06 1.95e-06 2.75e-06 2.85e-06 3.2e-06 2.45e-06 1.85e-06 2.35e-06 2.85e-06 3.05e-06 2.6e-06 1.85e-06 2.7e-06 2.45e-06 2.7e-06 2.25e-06 2.8e-06 1.65e-06 1.85e-06 2.65e-06 2.85e-06 2.35e-06 1e-06 2.65e-06 2.9e-06 2.35e-06 2.6e-06 2.45e-06 2.65e-06 2.7e-06 2.95e-06 1.65e-06 2.65e-06 2.55e-06 2.55e-06 2.7e-06 1.8e-06 1.95e-06 1.6e-06 2.8e-06 2.75e-06 1.75e-06 2.45e-06 2.15e-06 2.75e-06 2.65e-06 2.6e-06 1.8e-06 2.15e-06 1.9e-06 2e-06
45 2.75e-06 2.3e-06 2.65e-06 1.45e-06 2.3e-06 1.5e-06 1.35e-06 2.2e-06 1.95e-06 1.85e-06 1.75e-06 1.65e-06 2.45e-06 2.3e-06 2.05e-06 1.65e-06 1.7e-06 1.95e-06 2.2e-06 1.9e-06 1.85e-06 2.3e-06 1.3e-06 2.55e-06 2e-06 1.9e-06 1.95e-06 2.05e-06 2.4e-06 1.6e-06 1.6e-06 1.5e-06 1.6e-06 1.8e-06 1.25e-06 1.5e-06 1.35e-06 2.6e-06 1.4e-06 1.45e-06 1.7e-06 2.55e-06 2.5e-06 2.35e-06 2.8e-06 1.6e-06 1.45e-06 2e-06 2.05e-06 2.3e-06 1.2e-06 1.85e-06 1.8e-06 2.5e-06 2.5e-06 1.75e-06 2.2e-06
46 2.85e-06 2.45e-06 2.75e-06 1.45e-06 2.35e-06 1.5e-07 1.45e-06 2.35e-06 1.65e-06 1.9e-06 1.4e-06 1.45e-06 2.25e-06 2.7e-06 1.9e-06 1.25e-06 1.85e-06 1.2e-06 2.45e-06 2.15e-06 1.75e-06 2.4e-06 6e-07 2.3e-06 1.75e-06 1.75e-06 1.85e-06 2.2e-06 2.45e-06 1.85e-06 2.5e-07 1.55e-06 1.5e-06 1e-06 1e-06 1.9e-06 1.15e-06 2.7e-06 1.5e-07 1.9e-06 1.05e-06 2.7e-06 2.6e-06 2.45e-06 2.75e-06 1.45e-06 1e-07 2.25e-06 2.25e-06 1.55e-06 8e-07 1.65e-06 1.15e-06 2.7e-06 2.35e-06 1.9e-06 1.55e-06
47 2.3e-06 2.05e-06 2.2e-06 2.25e-06 1.6e-06 2.3e-06 2.45e-06 2.15e-06 2.3e-06 2.3e-06 2.6e-06 1.95e-06 2.3e-06 2.35e-06 2.35e-06 2.4e-06 2e-06 1.7e-06 1.8e-06 1.75e-06 2.1e-06 2.05e-06 2.25e-06 2.2e-06 1.6e-06 2.1e-06 2.3e-06 1.75e-06 1.2e-06 1.9e-06 2.4e-06 1.85e-06 2.15e-06 2.05e-06 2.05e-06 1.95e-06 2.3e-06 2.05e-06 2.15e-06 2.15e-06 2.15e-06 2.45e-06 1.9e-06 1.75e-06 1.75e-06 2e-06 2.25e-06 2.2e-06 1.9e-06 2.05e-06 2.25e-06 2.1e-06 2.05e-06 1.9e-06 2.55e-06 1.5e-06 1.95e-06
48 2e-06 1.05e-06 1.9e-06 2.4e-06 1.45e-06 2.3e-06 2.15e-06 2.4e-06 1.7e-06 1.75e-06 2.5e-06 1.45e-06 2.55e-06 2.65e-06 1.7e-06 2.45e-06 1.4e-06 2.15e-06 1.45e-06 1.55e-06 1.35e-06 1.9e-06 2.25e-06 2.1e-06 2e-06 1.45e-06 1.8e-06 8.5e-07 2.1e-06 1.3e-06 2.4e-06 1.4e-06 1.6e-06 2.1e-06 2.1e-06 1.5e-06 2.4e-06 1.85e-06 2.15e-06 1.65e-06 1.7e-06 2.65e-06 2.45e-06 1.75e-06 2.45e-06 2.05e-06 2.25e-06 1.9e-06 1.4e-06 2.25e-06 2.15e-06 1.6e-06 1.6e-06 2.3e-06 2.65e-06 1.9e-06 2.15e-06
49 2.4e-06 2.35e-06 2.25e-06 2.35e-06 1.75e-06 1.55e-06 2.25e-06 2.5e-06 2e-06 2.25e-06 2.3e-06 2e-06 2.45e-06 2.6e-06 2.1e-06 2.25e-06 2e-06 1.6e-06 2.4e-06 2.35e-06 2.1e-06 2.35e-06 1.85e-06 2.3e-06 1.8e-06 1.95e-06 2.15e-06 2.35e-06 1.7e-06 2.35e-06 1.65e-06 1.95e-06 2.15e-06 1.85e-06 1.95e-06 2.1e-06 2.2e-06 2.55e-06 1.5e-06 2.15e-06 1.9e-06 2.6e-06 2.55e-06 2.15e-06 2.15e-06 2.3e-06 1.55e-06 2.05e-06 2.25e-06 3e-06 1.95e-06 2.25e-06 2e-06 2.45e-06 2.5e-06 1.8e-06 1.95e-06
50 2.75e-06 2.35e-06 2.65e-06 1.7e-06 2.35e-06 8.5e-07 1.25e-06 2.3e-06 1.8e-06 1.95e-06 1.65e-06 1.55e-06 2.35e-06 2.7e-06 2e-06 1.55e-06 1.85e-06 1.65e-06 2.35e-06 1.9e-06 1.85e-06 2.35e-06 1.05e-06 2.35e-06 1.95e-06 1.85e-06 1.95e-06 2.1e-06 2.55e-06 1.75e-06 9.5e-07 1.55e-06 1.3e-06 1.55e-06 1.2e-06 1.9e-06 1.4e-06 2.6e-06 8e-07 1.35e-06 1.35e-06 2.65e-06 2.55e-06 2.5e-06 2.75e-06 1.2e-06 8e-07 2.25e-06 2.15e-06 1.95e-06 1.5e-06 1.75e-06 1.5e-06 2.6e-06 2.4e-06 2e-06 1.9e-06
51 2.6e-06 1.7e-06 2.5e-06 1.9e-06 2.05e-06 1.7e-06 1.9e-06 2.45e-06 1.6e-06 1.95e-06 1.8e-06 1.4e-06 2.3e-06 2.8e-06 1.9e-06 1.6e-06 1.8e-06 1.95e-06 1.9e-06 1.95e-06 1.65e-06 2.25e-06 1.75e-06 2.4e-06 1.75e-06 1.6e-06 1.75e-06 1.35e-06 2.3e-06 1.55e-06 1.8e-06 1.55e-06 1.75e-06 1.85e-06 1.35e-06 1.9e-06 1.65e-06 2.2e-06 1.55e-06 1.9e-06 1.7e-06 2.9e-06 2.6e-06 2.25e-06 2.65e-06 1.85e-06 1.65e-06 2.1e-06 1.6e-06 2.25e-06 1.75e-06 2.4e-06 1.55e-06 2.65e-06 2.6e-06 2.05e-06 2e-06
52 2.55e-06 1.45e-06 2.45e-06 2e-06 2e-06 1.25e-06 1.9e-06 2.4e-06 1.8e-06 1.75e-06 2.05e-06 1.45e-06 2.35e-06 2.8e-06 1.95e-06 1.9e-06 1.75e-06 1.65e-06 1.75e-06 1.9e-06 1.7e-06 2.2e-06 1.45e-06 2.25e-06 1.8e-06 1.65e-06 1.95e-06 1.2e-06 2.25e-06 1.55e-06 1.35e-06 1.5e-06 1.6e-06 1.6e-06 1.55e-06 1.85e-06 1.8e-06 2.2e-06 1.15e-06 1.85e-06 1.45e-06 2.85e-06 2.55e-06 2.2e-06 2.6e-06 1.8e-06 1.15e-06 2.05e-06 1.6e-06 2e-06 1.5e-06 1.55e-06 2.3e-06 2.6e-06 2.6e-06 2e-06 1.75e-06
53 2.1e-06 2.5e-06 2e-06 2.9e-06 2.05e-06 2.75e-06 2.6e-06 1.95e-06 2.6e-06 2.65e-06 2.85e-06 2.45e-06 2.35e-06 2.4e-06 2.65e-06 2.85e-06 2.25e-06 2.3e-06 2.25e-06 2.1e-06 2.5e-06 2.35e-06 2.7e-06 2.1e-06 2.3e-06 2.5e-06 2.6e-06 2.4e-06 1.95e-06 2.55e-06 2.85e-06 2.3e-06 2.5e-06 2.65e-06 2.45e-06 2.4e-06 2.75e-06 2.1e-06 2.6e-06 2.3e-06 2.55e-06 2.1e-06 1.75e-06 2.45e-06 1.8e-06 2.5e-06 2.7e-06 1.9e-06 2.3e-06 2.45e-06 2.6e-06 2.65e-06 2.6e-06 3.1e-06 2.25e-06 2.05e-06 2.4e-06
54 2.4e-06 2.85e-06 2.3e-06 2.65e-06 2.45e-06 2.4e-06 2.05e-06 2.3e-06 2.55e-06 2.7e-06 2.2e-06 2.45e-06 2.4e-06 2.55e-06 2.55e-06 2.45e-06 2.55e-06 2.35e-06 2.9e-06 2.75e-06 2.6e-06 2.6e-06 2.4e-06 2.25e-06 2.45e-06 2.6e-06 2.65e-06 2.75e-06 2.4e-06 2.7e-06 2.5e-06 2.4e-06 2.55e-06 2.5e-06 2.25e-06 2.6e-06 2.5e-06 2.4e-06 2.3e-06 2.45e-06 2.45e-06 2.65e-06 2.35e-06 2.75e-06 2.15e-06 2.5e-06 2.35e-06 2.55e-06 2.65e-06 2.5e-06 2.4e-06 2.6e-06 2.6e-06 2.25e-06 3.6e-06 2.3e-06 2.45e-06
55 2.25e-06 2.1e-06 2.15e-06 1.9e-06 1.55e-06 1.95e-06 2.05e-06 2.1e-06 2e-06 2.05e-06 2.1e-06 1.85e-06 2.25e-06 2.1e-06 2.05e-06 2.05e-06 1.7e-06 1.6e-06 2.05e-06 2e-06 1.85e-06 2e-06 1.9e-06 2.3e-06 1.55e-06 1.85e-06 2e-06 2e-06 1.35e-06 1.95e-06 2.05e-06 1.7e-06 2.1e-06 1.85e-06 1.7e-06 1.65e-06 1.95e-06 2.25e-06 1.8e-06 1.95e-06 2e-06 2.3e-06 2.2e-06 1.85e-06 1.9e-06 1.75e-06 1.9e-06 1.5e-06 1.9e-06 1.8e-06 2e-06 2.05e-06 2e-06 2.05e-06 2.3e-06 2.5e-06 1.95e-06
56 2.45e-06 2.2e-06 2.35e-06 2.35e-06 2.05e-06 1.6e-06 2.3e-06 2.3e-06 2.25e-06 2.3e-06 2.4e-06 1.9e-06 2.15e-06 2.65e-06 2.4e-06 2.25e-06 2.2e-06 1.65e-06 2.25e-06 2.3e-06 2.15e-06 2.05e-06 1.8e-06 2.15e-06 1.75e-06 2.1e-06 2.4e-06 1.85e-06 1.8e-06 2.05e-06 1.65e-06 1.95e-06 2.1e-06 1.85e-06 1.9e-06 2.3e-06 2.15e-06 2.1e-06 1.5e-06 2.3e-06 1.9e-06 2.8e-06 2.35e-06 2.25e-06 2e-06 2.2e-06 1.55e-06 1.95e-06 2.15e-06 1.95e-06 1.9e-06 2e-06 1.75e-06 2.4e-06 2.45e-06 1.95e-06 3e-06
