 slim_762225452 slim_762225461 slim_762225460 slim_762225445 slim_762225446 slim_762225467 slim_762225473 slim_762225441 slim_762225444 slim_762225456 slim_762225453 slim_762225485 slim_762225469 slim_762225449 slim_762225451 slim_762225457 slim_762225487 slim_762225462 slim_762225484 slim_762225472 slim_762225478 slim_762225455 slim_762225439 slim_762225476 slim_762225436 slim_762225458 slim_762225489 slim_762225440 slim_762225443 slim_762225474 slim_762225450 slim_762225486 slim_762225447 slim_762225477 slim_762225437 slim_762225459 slim_762225463 slim_762225438 slim_762225464 slim_762225481 slim_762225483 slim_762225471 slim_762225475 slim_762225488 slim_762225465 slim_762225490 slim_762225482 slim_762225454 slim_762225468 slim_762225435 slim_762225448 slim_762225442 slim_762225466 slim_762225470 slim_762225480 slim_762225479
34 1.75e-06 1.7e-06 1.5e-06 1.3e-06 2.5e-06 1.25e-06 2.7e-06 2.15e-06 1.6e-06 1.7e-06 1.75e-06 1.7e-06 1.25e-06 2.2e-06 9.5e-07 1.4e-06 1.15e-06 2e-06 2.35e-06 1.2e-06 1.45e-06 1.3e-06 1.9e-06 2.25e-06 1.3e-06 1.85e-06 1.65e-06 2.4e-06 2e-06 1.8e-06 1.9e-06 1.25e-06 1.7e-06 1.15e-06 1.2e-06 1.3e-06 8e-07 1.9e-06 9.5e-07 2.5e-06 1.8e-06 1.15e-06 1.3e-06 1.7e-06 2.1e-06 1.8e-06 9e-07 1.35e-06 2.2e-06 1.65e-06 2.05e-06 1e-06 2.15e-06 9.5e-07 1.8e-06 1.5e-06
35 1.75e-06 1.7e-06 1.45e-06 1.35e-06 2.05e-06 1e-06 2.65e-06 2.25e-06 2e-06 1.9e-06 1.9e-06 1.85e-06 1.35e-06 1.65e-06 9e-07 1.05e-06 1.35e-06 2.15e-06 2.1e-06 1.6e-06 1.65e-06 1.6e-06 1.75e-06 1.9e-06 1.5e-06 1.4e-06 1.4e-06 2.6e-06 2.25e-06 1.35e-06 1.55e-06 6.5e-07 1.8e-06 1.45e-06 1.3e-06 4e-07 1.05e-06 1.7e-06 1.05e-06 2.35e-06 1.65e-06 1.15e-06 9.5e-07 1.65e-06 2.1e-06 1.85e-06 1.35e-06 1.25e-06 1.95e-06 1.9e-06 2.15e-06 1.4e-06 1.8e-06 9.5e-07 1.8e-06 1.45e-06
36 1.4e-06 1.5e-06 1.35e-06 1.55e-06 2.2e-06 1.05e-06 2.5e-06 2e-06 1.7e-06 1.35e-06 1.7e-06 1.65e-06 1e-06 1.9e-06 7.5e-07 1.1e-06 8e-07 2.05e-06 2.2e-06 1.2e-06 1.75e-06 9.5e-07 1.7e-06 2.3e-06 1e-06 1.6e-06 1.65e-06 2.05e-06 2e-06 1.5e-06 1.6e-06 1.05e-06 1.3e-06 1.1e-06 8e-07 1.05e-06 7e-07 1.8e-06 7.5e-07 2.3e-06 1.6e-06 9.5e-07 1e-06 1.45e-06 1.9e-06 1.85e-06 6e-07 1.15e-06 2e-06 1.7e-06 1.75e-06 1.05e-06 1.85e-06 8e-07 1.85e-06 1.25e-06
37 1.4e-06 2.05e-06 1.45e-06 1.65e-06 2.3e-06 2e-06 2.4e-06 1.45e-06 1.95e-06 1.55e-06 2e-06 1.95e-06 1.55e-06 2.25e-06 1.8e-06 1.7e-06 2e-06 2e-06 2.6e-06 1.9e-06 1.6e-06 1.7e-06 1.95e-06 2.25e-06 1.7e-06 2e-06 1.7e-06 2.3e-06 2.15e-06 1.55e-06 2.2e-06 1.8e-06 1.45e-06 1.75e-06 1.9e-06 1.7e-06 1.8e-06 2.3e-06 1.8e-06 2.6e-06 1.85e-06 1.95e-06 1.6e-06 2e-06 1.75e-06 1.75e-06 1.8e-06 1.5e-06 1.35e-06 2.1e-06 1.8e-06 1.8e-06 2.45e-06 1.75e-06 1.4e-06 1.65e-06
38 1.55e-06 1.75e-06 1.35e-06 1.55e-06 2.25e-06 1.2e-06 2.6e-06 2.05e-06 1.8e-06 1.5e-06 1.8e-06 1.75e-06 1.15e-06 1.95e-06 9e-07 1.2e-06 1.1e-06 2.1e-06 2.25e-06 1.2e-06 1.75e-06 1.15e-06 1.5e-06 2.3e-06 1.2e-06 1.7e-06 1.6e-06 2.2e-06 2.05e-06 1.55e-06 1.7e-06 8e-07 1.5e-06 1.2e-06 9.5e-07 1.05e-06 7.5e-07 1.8e-06 1.2e-06 2.1e-06 1.4e-06 1e-06 1.15e-06 1.5e-06 1.95e-06 1.9e-06 8.5e-07 1.1e-06 2e-06 1.75e-06 1.9e-06 1.15e-06 1.95e-06 9e-07 1.85e-06 1.05e-06
39 2.25e-06 2.35e-06 2.3e-06 2.5e-06 2.2e-06 2.3e-06 2.3e-06 2.75e-06 2.6e-06 2.3e-06 2.55e-06 2.5e-06 2.3e-06 2.6e-06 2.35e-06 2.35e-06 2.25e-06 2.4e-06 2.15e-06 2.4e-06 2.55e-06 2.35e-06 2.05e-06 2.8e-06 2.2e-06 2.35e-06 2.75e-06 2.2e-06 2.45e-06 2.3e-06 2.45e-06 2.1e-06 2.15e-06 2.25e-06 2.5e-06 2.35e-06 2.3e-06 2.6e-06 2.1e-06 3.6e-06 1.85e-06 2.05e-06 2.2e-06 2.45e-06 2.1e-06 2.4e-06 2.3e-06 2.1e-06 2.5e-06 2.4e-06 2.25e-06 2.4e-06 2.25e-06 2.4e-06 2.35e-06 2.05e-06
40 1.45e-06 1.65e-06 1.55e-06 1.9e-06 2.15e-06 1.6e-06 1.75e-06 1.95e-06 2.25e-06 1.5e-06 2.1e-06 2.05e-06 1.55e-06 2.25e-06 1.65e-06 1.6e-06 1.55e-06 1.75e-06 2.15e-06 1.8e-06 1.8e-06 1.6e-06 1.3e-06 2.3e-06 1.45e-06 1.6e-06 2.15e-06 2.15e-06 2.2e-06 1.5e-06 2.1e-06 1.4e-06 1.35e-06 1.65e-06 1.8e-06 1.65e-06 1.6e-06 1.85e-06 1.4e-06 1.85e-06 2.2e-06 1.35e-06 1.45e-06 1.75e-06 1.3e-06 1.9e-06 1.6e-06 1.35e-06 1.7e-06 1.8e-06 1.45e-06 1.8e-06 2.25e-06 1.7e-06 1.55e-06 1.3e-06
41 1.9e-06 1.1e-06 1.65e-06 1.6e-06 2.5e-06 9e-07 2.15e-06 2.35e-06 2e-06 1.95e-06 2e-06 1.95e-06 1.45e-06 2.25e-06 1e-06 1.45e-06 9e-07 1.85e-06 2.1e-06 1.4e-06 1.75e-06 1.55e-06 1.4e-06 2.35e-06 1.35e-06 1.45e-06 1.75e-06 2.6e-06 2.3e-06 1.85e-06 1.95e-06 1e-06 1.8e-06 1.25e-06 1.15e-06 1.15e-06 9.5e-07 1.95e-06 1e-06 2.05e-06 1.35e-06 1.3e-06 1.25e-06 1.3e-06 1.7e-06 1.95e-06 1.15e-06 1.25e-06 2.15e-06 1.45e-06 1.85e-06 1.4e-06 2.15e-06 1.15e-06 1.95e-06 1.45e-06
42 1.15e-06 1.8e-06 1.3e-06 1.55e-06 1.8e-06 1.25e-06 2.1e-06 1.7e-06 1.95e-06 1.25e-06 1.8e-06 1.75e-06 1.1e-06 1.8e-06 1e-06 1.05e-06 1.35e-06 1.85e-06 2.05e-06 1.55e-06 1.55e-06 1.25e-06 1.55e-06 1.9e-06 1.15e-06 1.4e-06 1.65e-06 2e-06 2e-06 1.05e-06 1.6e-06 1.1e-06 1.1e-06 1.35e-06 1.3e-06 9.5e-07 1e-06 1.6e-06 1.15e-06 2.2e-06 1.45e-06 1.25e-06 1.7e-06 1.75e-06 1.5e-06 1.65e-06 1.25e-06 1.05e-06 1.5e-06 1.85e-06 1.5e-06 1.4e-06 1.85e-06 1.1e-06 1.35e-06 1.25e-06
43 2.25e-06 1.5e-06 2.05e-06 2e-06 2.9e-06 1.45e-06 2.5e-06 2.4e-06 2.4e-06 2.3e-06 2.4e-06 2.35e-06 1.9e-06 2.65e-06 1.6e-06 1.9e-06 1.35e-06 2.2e-06 2.6e-06 1.95e-06 2.15e-06 1.95e-06 1.8e-06 2.8e-06 1.8e-06 1.9e-06 2e-06 2.95e-06 2.65e-06 2.25e-06 2.4e-06 1.5e-06 2.15e-06 1.75e-06 1.7e-06 1.65e-06 1.45e-06 2e-06 1.5e-06 2.45e-06 1.75e-06 1.3e-06 1.75e-06 2.2e-06 2.1e-06 2.35e-06 1.65e-06 1.85e-06 2.15e-06 1.95e-06 2.2e-06 1.85e-06 2.6e-06 1.75e-06 2.3e-06 1.85e-06
44 9.5e-07 1.7e-06 1.5e-06 2.1e-06 1.9e-06 1.9e-06 1.15e-06 1.55e-06 2.35e-06 1e-06 2.05e-06 2e-06 1.45e-06 2.25e-06 2.05e-06 1.65e-06 1.75e-06 1.35e-06 2.25e-06 2.05e-06 1.7e-06 1.5e-06 1.25e-06 2.15e-06 1.35e-06 1.4e-06 2.5e-06 1.75e-06 2.05e-06 1.15e-06 2.15e-06 2.05e-06 8.5e-07 1.85e-06 2.1e-06 2.1e-06 1.9e-06 1.75e-06 1.95e-06 2.1e-06 1.3e-06 1.7e-06 1.5e-06 2.1e-06 1e-06 1.7e-06 1.85e-06 1.4e-06 1.25e-06 1.7e-06 7.5e-07 2e-06 2.35e-06 2e-06 1.1e-06 1.45e-06
45 1.45e-06 2.2e-06 1.6e-06 1.3e-06 2.1e-06 2e-06 2.05e-06 1.9e-06 1.45e-06 1.6e-06 1.95e-06 1.9e-06 1.6e-06 2.35e-06 1.85e-06 1.75e-06 2e-06 1.7e-06 2.35e-06 1.7e-06 1.25e-06 1.75e-06 2e-06 1.85e-06 1.75e-06 2e-06 2e-06 2.1e-06 1.85e-06 1.6e-06 2.2e-06 1.9e-06 1.5e-06 1.55e-06 1.8e-06 1.85e-06 1.85e-06 1.75e-06 1.9e-06 2.4e-06 1.9e-06 1.95e-06 1.65e-06 2.35e-06 1.7e-06 2.4e-06 1.85e-06 1.55e-06 1.7e-06 1.85e-06 1.8e-06 1.55e-06 2.25e-06 1.8e-06 1.2e-06 1.75e-06
46 1.2e-06 1.65e-06 1.2e-06 1.6e-06 2.1e-06 1.3e-06 2.5e-06 1.9e-06 1.65e-06 1e-06 1.6e-06 1.55e-06 1e-06 1.9e-06 1e-06 1.15e-06 8.5e-07 2.05e-06 2.25e-06 1.2e-06 1.8e-06 7e-07 1.75e-06 2.4e-06 1.05e-06 1.75e-06 1.8e-06 1.65e-06 1.9e-06 1.45e-06 1.65e-06 1.3e-06 1.15e-06 1.25e-06 9e-07 1.35e-06 6e-07 1.8e-06 8.5e-07 2.3e-06 1.6e-06 1.15e-06 1.25e-06 1.65e-06 1.85e-06 1.85e-06 6e-07 1.2e-06 1.95e-06 1.7e-06 1.55e-06 1.1e-06 1.8e-06 8e-07 1.85e-06 1.15e-06
47 1e-06 1.95e-06 1.25e-06 1.6e-06 1.9e-06 1.4e-06 2.1e-06 1.65e-06 1.95e-06 1.15e-06 1.75e-06 1.7e-06 1.05e-06 1.9e-06 1.1e-06 1.2e-06 1.45e-06 1.85e-06 2.1e-06 1.45e-06 1.55e-06 1.2e-06 1.45e-06 2e-06 1.2e-06 1.55e-06 1.7e-06 1.9e-06 1.95e-06 1.15e-06 1.7e-06 1.15e-06 1.05e-06 1.35e-06 1.35e-06 1.25e-06 1.15e-06 1.5e-06 1.1e-06 2.1e-06 1.35e-06 1.25e-06 1.05e-06 1.85e-06 1.4e-06 1.55e-06 1.2e-06 1.7e-06 1.35e-06 1.8e-06 1.45e-06 1.45e-06 1.95e-06 1.1e-06 1.25e-06 1.1e-06
48 9e-07 2.55e-06 1.5e-06 2.1e-06 1.9e-06 2.2e-06 1.95e-06 1.25e-06 2.45e-06 1.05e-06 2.1e-06 2.05e-06 1.4e-06 2.2e-06 2e-06 1.6e-06 2.2e-06 1.95e-06 2.5e-06 2.2e-06 1.8e-06 1.55e-06 1.8e-06 2.15e-06 1.55e-06 1.85e-06 2.1e-06 1.85e-06 2.15e-06 1.1e-06 2.1e-06 2e-06 9.5e-07 2.05e-06 2.2e-06 1.95e-06 2e-06 1.35e-06 2e-06 2.5e-06 1.7e-06 2.15e-06 1.5e-06 2.15e-06 1.25e-06 1.7e-06 1.95e-06 1.35e-06 1.3e-06 2.35e-06 1.3e-06 2.1e-06 2.35e-06 1.9e-06 1.1e-06 1.5e-06
49 2.1e-06 1.45e-06 1.85e-06 1.35e-06 2.75e-06 1.65e-06 2.05e-06 2.45e-06 1.7e-06 2.15e-06 2.1e-06 2.05e-06 1.9e-06 2.6e-06 1.75e-06 2.05e-06 1.6e-06 1.55e-06 2.45e-06 1.5e-06 1.55e-06 2e-06 1.75e-06 2.45e-06 1.8e-06 1.85e-06 2e-06 2.7e-06 2.1e-06 2.2e-06 2.45e-06 1.85e-06 2e-06 1.3e-06 1.65e-06 1.9e-06 1.7e-06 2.1e-06 1.75e-06 2.4e-06 1.8e-06 1.45e-06 1.85e-06 1.95e-06 1.7e-06 1.85e-06 1.7e-06 1.8e-06 2.35e-06 2.3e-06 1.9e-06 1.5e-06 2.6e-06 1.75e-06 1.9e-06 1.95e-06
50 7.5e-07 1.85e-06 1.35e-06 2.2e-06 1.8e-06 2e-06 1.3e-06 1.45e-06 2.3e-06 6.5e-07 2e-06 1.95e-06 1.35e-06 2.15e-06 2.05e-06 1.5e-06 1.65e-06 1.5e-06 2.35e-06 2.05e-06 1.85e-06 1.15e-06 1.4e-06 2.25e-06 1.25e-06 1.5e-06 2.55e-06 1.45e-06 2e-06 1e-06 2.05e-06 2.15e-06 6.5e-07 1.95e-06 2.05e-06 2.15e-06 1.75e-06 1.8e-06 1.9e-06 2.25e-06 1.45e-06 1.85e-06 1.5e-06 2.2e-06 7.5e-07 1.8e-06 1.55e-06 1.45e-06 1.3e-06 1.9e-06 1.3e-06 1.95e-06 2.25e-06 1.9e-06 1.2e-06 1.35e-06
51 1.65e-06 1.75e-06 1.4e-06 1e-06 2.3e-06 1.5e-06 2.5e-06 2e-06 1.2e-06 1.6e-06 1.7e-06 1.65e-06 1.35e-06 2.1e-06 1.25e-06 1.45e-06 1.35e-06 1.7e-06 2.35e-06 1.1e-06 1.25e-06 1.35e-06 1.9e-06 2.1e-06 1.4e-06 1.9e-06 1.6e-06 2.2e-06 1.65e-06 1.7e-06 1.9e-06 1.4e-06 1.6e-06 1.05e-06 1e-06 1.4e-06 1.05e-06 1.8e-06 1.15e-06 2.4e-06 1.8e-06 1.4e-06 1.4e-06 1.85e-06 2e-06 1.55e-06 1.1e-06 1.45e-06 2.1e-06 1.5e-06 1.95e-06 1.8e-06 2.1e-06 1.2e-06 1.6e-06 1.5e-06
52 1.9e-06 2.65e-06 2.05e-06 2.3e-06 1.75e-06 2.15e-06 2.75e-06 2.5e-06 2.35e-06 1.9e-06 2.25e-06 2.2e-06 1.9e-06 2.15e-06 2e-06 1.85e-06 2.1e-06 2.6e-06 2.15e-06 2.25e-06 2.45e-06 1.9e-06 2.4e-06 2.5e-06 2e-06 2.2e-06 2.45e-06 1.8e-06 2.25e-06 1.85e-06 1.95e-06 1.9e-06 1.9e-06 2.2e-06 2.15e-06 1.8e-06 1.85e-06 2.45e-06 1.95e-06 2.25e-06 2.25e-06 2.15e-06 1.85e-06 2.6e-06 2.35e-06 2.25e-06 1.8e-06 1.95e-06 2.35e-06 2.6e-06 2.25e-06 2.1e-06 3.4e-06 1.9e-06 2.25e-06 2e-06
53 1.45e-06 1.85e-06 1.4e-06 1.5e-06 2.2e-06 1.05e-06 2.6e-06 2.1e-06 1.85e-06 1.5e-06 1.75e-06 1.7e-06 1.05e-06 1.9e-06 7e-07 1.2e-06 1.2e-06 2.15e-06 2.05e-06 1.35e-06 1.75e-06 1.2e-06 1.8e-06 2.2e-06 1.2e-06 1.65e-06 1.5e-06 2.2e-06 2.1e-06 1.5e-06 1.65e-06 1.05e-06 1.5e-06 1.3e-06 9.5e-07 9.5e-07 8e-07 1.75e-06 9e-07 2.4e-06 1.7e-06 1.15e-06 1.1e-06 1.75e-06 2e-06 1.8e-06 8e-07 1.1e-06 1.9e-06 1.75e-06 1.9e-06 1.2e-06 1.9e-06 1.2e-06 1.8e-06 1.35e-06
54 8.5e-07 2.15e-06 1.25e-06 1.35e-06 1.8e-06 2e-06 1.8e-06 1.3e-06 1.8e-06 1e-06 1.7e-06 1.65e-06 1.3e-06 2.1e-06 1.85e-06 1.45e-06 2e-06 1.45e-06 2.35e-06 1.75e-06 9.5e-07 1.45e-06 1.65e-06 1.75e-06 1.45e-06 1.7e-06 2.05e-06 1.8e-06 1.7e-06 1e-06 2e-06 1.85e-06 9e-07 1.6e-06 1.8e-06 1.8e-06 1.85e-06 1.4e-06 1.85e-06 2.35e-06 1.55e-06 1.95e-06 1.35e-06 2.3e-06 1.1e-06 1.2e-06 1.85e-06 1.25e-06 1.1e-06 1.9e-06 1.2e-06 1.6e-06 2.25e-06 1.8e-06 1.2e-06 1.4e-06
55 1e-06 2.05e-06 1.15e-06 1.75e-06 1.9e-06 1.7e-06 2.15e-06 1.6e-06 1.95e-06 9e-07 1.8e-06 1.75e-06 1.2e-06 1.9e-06 1.45e-06 1.2e-06 1.45e-06 1.9e-06 2.35e-06 1.5e-06 1.7e-06 1e-06 1.4e-06 2.15e-06 1.25e-06 1.7e-06 1.95e-06 1.7e-06 1.9e-06 1.1e-06 1.75e-06 1.2e-06 9.5e-07 1.5e-06 1.5e-06 1.45e-06 1.25e-06 1.65e-06 1.05e-06 2.05e-06 1.3e-06 1.45e-06 1.25e-06 1.85e-06 1.45e-06 1.75e-06 1.15e-06 1.1e-06 1.5e-06 1.95e-06 1.35e-06 1.5e-06 2e-06 1.35e-06 1.4e-06 1.8e-06
