 slim_762051775 slim_762051755 slim_762051807 slim_762051814 slim_762051801 slim_762051771 slim_762051782 slim_762051786 slim_762051778 slim_762051757 slim_762051783 slim_762051817 slim_762051759 slim_762051762 slim_762051785 slim_762051799 slim_762051805 slim_762051768 slim_762051791 slim_762051806 slim_762051784 slim_762051794 slim_762051774 slim_762051812 slim_762051769 slim_762051766 slim_762051770 slim_762051773 slim_762051764 slim_762051756 slim_762051810 slim_762051796 slim_762051813 slim_762051754 slim_762051761 slim_762051781 slim_762051767 slim_762051779 slim_762051760 slim_762051763 slim_762051780 slim_762051758 slim_762051776 slim_762051790 slim_762051815 slim_762051811 slim_762051816 slim_762051798 slim_762051789 slim_762051802 slim_762051788 slim_762051809 slim_762051787 slim_762051804 slim_762051808 slim_762051765 slim_762051792 slim_762051803 slim_762051777 slim_762051772 slim_762051795 slim_762051797 slim_762051800 slim_762051793
0 2.6e-06 2.2e-06 1.65e-06 1.75e-06 1.8e-06 1.6e-06 2e-06 2.1e-06 1.8e-06 2.05e-06 2.15e-06 2.15e-06 1.85e-06 2.1e-06 2.15e-06 2.1e-06 1.85e-06 1.85e-06 2.15e-06 1.6e-06 1.85e-06 2.15e-06 1.6e-06 2.1e-06 2.1e-06 1.6e-06 2.2e-06 1.95e-06 1.95e-06 2.05e-06 2e-06 1.8e-06 2.2e-06 1.85e-06 1.8e-06 2.1e-06 1.6e-06 1.7e-06 1.65e-06 1.95e-06 1.7e-06 2.15e-06 1.6e-06 2.2e-06 1.6e-06 2.05e-06 1.8e-06 1.95e-06 2.15e-06 1.85e-06 2.2e-06 1.9e-06 1.95e-06 2.05e-06 2e-06 1.9e-06 1.75e-06 2.05e-06 2e-06 2e-06 1.7e-06 2.05e-06 1.8e-06 1.6e-06
1 2.2e-06 1.5e-06 1.75e-06 1.75e-06 1.75e-06 1.7e-06 1.1e-06 1.5e-06 2.15e-06 9e-07 9e-07 1.55e-06 1.45e-06 2.4e-06 1.95e-06 1.5e-06 1.45e-06 1.45e-06 1.1e-06 2.45e-06 2.25e-06 1.25e-06 1.7e-06 1.25e-06 1.15e-06 1.7e-06 1.2e-06 1.45e-06 1.55e-06 1.65e-06 9.5e-07 1.75e-06 2.2e-06 1.8e-06 2.15e-06 8e-07 1.7e-06 2e-06 1.7e-06 1.85e-06 2.5e-06 1.5e-06 1.7e-06 9e-07 1.7e-06 1.2e-06 1.4e-06 2.15e-06 1.3e-06 2.2e-06 8.5e-07 7.5e-07 9e-07 7.5e-07 1.15e-06 1.6e-06 1.9e-06 1.8e-06 2.2e-06 1.5e-06 1.8e-06 9e-07 1.4e-06 2.25e-06
2 1.65e-06 1.75e-06 2.4e-06 1.35e-06 1.6e-06 1.2e-06 1.5e-06 1.8e-06 2.1e-06 1.35e-06 1.45e-06 1.9e-06 1.6e-06 2.15e-06 2.05e-06 1.7e-06 1.6e-06 1.6e-06 1.9e-06 1.65e-06 1.6e-06 1.7e-06 1.2e-06 1.6e-06 1.6e-06 1.2e-06 1.95e-06 1.65e-06 1.8e-06 1.9e-06 1.3e-06 1.6e-06 2.15e-06 1.65e-06 1.65e-06 1.65e-06 1.2e-06 2.2e-06 1.25e-06 2e-06 1.75e-06 1.9e-06 1.2e-06 1.75e-06 1.2e-06 1.55e-06 1.55e-06 2.15e-06 1.65e-06 2.15e-06 1.7e-06 1.2e-06 1.45e-06 1.6e-06 1.5e-06 1.75e-06 1.85e-06 2e-06 2e-06 1.7e-06 1.3e-06 1.35e-06 1.8e-06 1.6e-06
3 1.75e-06 1.75e-06 1.35e-06 2.6e-06 1.75e-06 1.3e-06 1.6e-06 1.9e-06 2.2e-06 1.45e-06 1.45e-06 2e-06 1.7e-06 2.25e-06 2.15e-06 1.8e-06 1.7e-06 1.7e-06 2e-06 1.75e-06 1.75e-06 1.8e-06 1.3e-06 1.7e-06 1.7e-06 1.3e-06 2.05e-06 1.75e-06 1.9e-06 2e-06 1.4e-06 1.75e-06 2.25e-06 1.8e-06 1.75e-06 1.75e-06 1.3e-06 2.3e-06 1.35e-06 2.1e-06 1.9e-06 1.85e-06 1.3e-06 1.85e-06 1.3e-06 1.65e-06 1.65e-06 2.25e-06 1.75e-06 2.25e-06 1.8e-06 1.3e-06 1.45e-06 1.7e-06 1.6e-06 1.85e-06 1.95e-06 2.1e-06 2.1e-06 1.8e-06 1.4e-06 1.45e-06 1.9e-06 1.75e-06
4 1.8e-06 1.75e-06 1.6e-06 1.75e-06 2.8e-06 1.6e-06 2e-06 2.05e-06 2.15e-06 1.95e-06 2.05e-06 2.2e-06 1.9e-06 2.3e-06 2.15e-06 2.25e-06 1.9e-06 1.9e-06 1.8e-06 1.75e-06 1.75e-06 2.25e-06 1.6e-06 1.95e-06 2.05e-06 1.6e-06 1.7e-06 2.05e-06 2.15e-06 2.25e-06 1.9e-06 1.4e-06 2.5e-06 1.45e-06 2e-06 1.65e-06 1.6e-06 2.3e-06 1.65e-06 2.1e-06 1.9e-06 2.05e-06 1.6e-06 1.75e-06 1.6e-06 1.9e-06 1.85e-06 2.3e-06 2e-06 2.2e-06 1.75e-06 1.8e-06 2e-06 1.6e-06 1.85e-06 2.1e-06 2.2e-06 1.9e-06 2.2e-06 2.1e-06 1.7e-06 1.95e-06 2.1e-06 1.95e-06
5 1.6e-06 1.7e-06 1.2e-06 1.3e-06 1.6e-06 2.3e-06 1.45e-06 1.75e-06 2.05e-06 1.3e-06 1.4e-06 1.85e-06 1.55e-06 2.1e-06 2e-06 1.65e-06 1.55e-06 1.55e-06 1.85e-06 1.6e-06 1.6e-06 1.65e-06 1.15e-06 1.55e-06 1.55e-06 1.15e-06 1.9e-06 1.6e-06 1.75e-06 1.85e-06 1.25e-06 1.6e-06 2.1e-06 1.65e-06 1.6e-06 1.6e-06 1.15e-06 2.15e-06 1.2e-06 1.95e-06 1.75e-06 1.85e-06 1.15e-06 1.7e-06 1.15e-06 1.5e-06 1.5e-06 2.1e-06 1.6e-06 2.1e-06 1.65e-06 1.15e-06 1.4e-06 1.55e-06 1.45e-06 1.7e-06 1.8e-06 1.95e-06 1.95e-06 1.65e-06 1.25e-06 1.3e-06 1.75e-06 1.6e-06
6 2e-06 1.1e-06 1.5e-06 1.6e-06 2e-06 1.45e-06 9e-07 1.05e-06 2e-06 6e-07 7e-07 1.4e-06 1.25e-06 2.2e-06 1.9e-06 1.05e-06 1.25e-06 1.25e-06 1e-06 2.3e-06 2.15e-06 9e-07 1.45e-06 1.1e-06 7e-07 1.45e-06 1.55e-06 1.2e-06 1.3e-06 1.4e-06 6.5e-07 2e-06 1.8e-06 2.05e-06 1.9e-06 1e-06 1.45e-06 1.8e-06 1.45e-06 1.75e-06 2.3e-06 1.55e-06 1.45e-06 1.1e-06 1.45e-06 1.05e-06 1.2e-06 1.95e-06 1.15e-06 2.05e-06 1.05e-06 4.5e-07 7e-07 9.5e-07 1e-06 1.35e-06 1.55e-06 1.9e-06 2e-06 1.25e-06 1.5e-06 6e-07 1.15e-06 1.9e-06
7 2.1e-06 1.5e-06 1.8e-06 1.9e-06 2.05e-06 1.75e-06 1.05e-06 1.8e-06 2e-06 1.25e-06 1.35e-06 1.45e-06 1.55e-06 2e-06 1.5e-06 1.65e-06 1.55e-06 1.55e-06 1.3e-06 2.25e-06 1.75e-06 1.6e-06 1.75e-06 1.05e-06 1.15e-06 1.75e-06 1.25e-06 1.5e-06 1.7e-06 1.75e-06 1.2e-06 2.05e-06 2e-06 2.1e-06 2.2e-06 1.4e-06 1.75e-06 1.95e-06 1.8e-06 1.45e-06 2.4e-06 1.85e-06 1.75e-06 1.5e-06 1.75e-06 1e-06 1.5e-06 1.95e-06 1.2e-06 2.05e-06 1.45e-06 1.1e-06 1.35e-06 1.35e-06 1.05e-06 1.65e-06 1.7e-06 1.6e-06 1.8e-06 1.55e-06 1.85e-06 1.25e-06 1.6e-06 2.15e-06
8 1.8e-06 2.15e-06 2.1e-06 2.2e-06 2.15e-06 2.05e-06 2e-06 2e-06 1.3e-06 2.1e-06 2.2e-06 2e-06 1.35e-06 1.25e-06 1.55e-06 1.95e-06 1.35e-06 1.35e-06 2.05e-06 1.5e-06 2.2e-06 2.1e-06 2.05e-06 2.05e-06 1.9e-06 2.05e-06 2.05e-06 1.5e-06 1.9e-06 1.45e-06 2.15e-06 2.15e-06 1.55e-06 2.2e-06 2.15e-06 2.05e-06 2.05e-06 1.1e-06 2.05e-06 1.8e-06 1.95e-06 1.75e-06 2.05e-06 2.15e-06 2.05e-06 2e-06 1.3e-06 8.5e-07 2.1e-06 7e-07 2.15e-06 1.95e-06 2.1e-06 2e-06 1.95e-06 1.95e-06 1.45e-06 1.5e-06 1.2e-06 1.55e-06 2.15e-06 2.1e-06 1.85e-06 2.05e-06
9 2.05e-06 9e-07 1.35e-06 1.45e-06 1.95e-06 1.3e-06 6e-07 1.25e-06 2.1e-06 3e-07 4e-07 1.25e-06 1.15e-06 2.25e-06 1.85e-06 9.5e-07 1.15e-06 1.15e-06 1.2e-06 2.35e-06 2.1e-06 7e-07 1.3e-06 9e-07 6.5e-07 1.3e-06 1.45e-06 1.05e-06 1.05e-06 1.15e-06 3e-07 1.95e-06 1.85e-06 2e-06 1.8e-06 8e-07 1.3e-06 1.9e-06 1.3e-06 1.75e-06 2.35e-06 1.45e-06 1.3e-06 7.5e-07 1.3e-06 8.5e-07 1.1e-06 2e-06 8e-07 2.15e-06 8e-07 1.5e-07 4.5e-07 7.5e-07 8e-07 1.2e-06 1.55e-06 1.9e-06 2e-06 1.05e-06 1.4e-06 2e-07 1.1e-06 1.9e-06
