 slim_762134199 slim_762134200 slim_762134210 slim_762134202 slim_762134242 slim_762134196 slim_762134222 slim_762134221 slim_762134233 slim_762134216 slim_762134209 slim_762134219 slim_762134239 slim_762134237 slim_762134204 slim_762134192 slim_762134230 slim_762134218 slim_762134203 slim_762134197 slim_762134231 slim_762134207 slim_762134206 slim_762134214 slim_762134238 slim_762134241 slim_762134215 slim_762134232 slim_762134211 slim_762134193 slim_762134225 slim_762134220 slim_762134194 slim_762134208 slim_762134213 slim_762134240 slim_762134195 slim_762134201 slim_762134212 slim_762134198 slim_762134224 slim_762134235 slim_762134229 slim_762134227 slim_762134217 slim_762134223 slim_762134234 slim_762134205 slim_762134236 slim_762134228 slim_762134226
39 2.25e-06 9.5e-07 1.2e-06 1.5e-06 1.2e-06 1.65e-06 1e-06 1.1e-06 1.15e-06 1.1e-06 1.45e-06 1.15e-06 9.5e-07 1.7e-06 1.15e-06 1.15e-06 1.05e-06 2.35e-06 1.1e-06 1.05e-06 1.9e-06 1.45e-06 1.15e-06 1.25e-06 9.5e-07 1.4e-06 8.5e-07 1.5e-06 1.55e-06 9e-07 1.3e-06 9.5e-07 9.5e-07 1.1e-06 1e-06 1.05e-06 2.2e-06 2e-06 2.35e-06 1.3e-06 9.5e-07 9.5e-07 1.65e-06 1.15e-06 1.05e-06 9.5e-07 1.1e-06 1.55e-06 1.1e-06 1.25e-06 1.7e-06
40 1.8e-06 6.5e-07 8.5e-07 1.05e-06 5.5e-07 1.15e-06 7e-07 7e-07 7e-07 6.5e-07 1e-06 8.5e-07 4.5e-07 1.2e-06 7e-07 7e-07 7.5e-07 2.05e-06 8e-07 9.5e-07 1.4e-06 1.1e-06 8e-07 1.4e-06 6.5e-07 9e-07 5e-07 1.05e-06 1.1e-06 4e-07 9.5e-07 3.5e-07 6.5e-07 5e-07 6e-07 8.5e-07 1.8e-06 1.55e-06 1.95e-06 9.5e-07 7e-07 5.5e-07 1.25e-06 1.05e-06 7.5e-07 1.3e-06 1e-06 1.4e-06 5.5e-07 1e-06 1.25e-06
41 1.85e-06 4.5e-07 1.05e-06 9e-07 9e-07 1.2e-06 6e-07 9.5e-07 8.5e-07 7e-07 1.05e-06 7.5e-07 7.5e-07 1.2e-06 5.5e-07 5.5e-07 8e-07 1.95e-06 7e-07 7.5e-07 1.4e-06 1.15e-06 9e-07 1.45e-06 4.5e-07 1.05e-06 5.5e-07 9e-07 9.5e-07 4e-07 1.1e-06 5.5e-07 4.5e-07 8e-07 3e-07 8.5e-07 1.5e-06 1.7e-06 1.75e-06 9.5e-07 5.5e-07 5e-07 1.5e-06 1.15e-06 4e-07 1.3e-06 1e-06 1.35e-06 6e-07 9e-07 1.2e-06
42 1.95e-06 1.4e-06 1.3e-06 1.4e-06 1.3e-06 1.5e-06 1.35e-06 1.1e-06 1.45e-06 1.45e-06 1.25e-06 1.6e-06 1.15e-06 1.45e-06 1.5e-06 1.5e-06 1.25e-06 2.05e-06 1.45e-06 1.75e-06 1.4e-06 1.75e-06 1.45e-06 1.7e-06 1.4e-06 1.6e-06 1.25e-06 1.4e-06 1.45e-06 1.35e-06 1.15e-06 1.15e-06 1.4e-06 1.25e-06 1.5e-06 1.45e-06 2e-06 1.2e-06 2.15e-06 1.65e-06 1.25e-06 1.5e-06 2.1e-06 1.15e-06 1.5e-06 1.75e-06 1.3e-06 2.15e-06 1.25e-06 1.6e-06 1.6e-06
43 2.1e-06 1e-06 6e-07 1.55e-06 1.15e-06 1.7e-06 9.5e-07 5e-07 9e-07 1.15e-06 1.4e-06 1.2e-06 9e-07 1.65e-06 1.2e-06 1.2e-06 5.5e-07 2.2e-06 1.05e-06 1.4e-06 2.05e-06 1.4e-06 1.1e-06 1.75e-06 1e-06 1.35e-06 9e-07 1.55e-06 1.6e-06 1.05e-06 1.25e-06 1e-06 1e-06 1.05e-06 1.15e-06 1e-06 2.25e-06 1.95e-06 2.4e-06 1.15e-06 1.05e-06 1.15e-06 1.15e-06 0.0 1.1e-06 9e-07 3.5e-07 1.8e-06 1.05e-06 9.5e-07 1.75e-06
44 1.8e-06 4e-07 1.05e-06 9e-07 9.5e-07 1.3e-06 4.5e-07 9.5e-07 9e-07 8.5e-07 1.05e-06 7.5e-07 7.5e-07 1.1e-06 5.5e-07 5.5e-07 9e-07 1.75e-06 5.5e-07 7.5e-07 1.65e-06 1.05e-06 8.5e-07 1.6e-06 4e-07 1.05e-06 6.5e-07 9e-07 9.5e-07 6.5e-07 1.1e-06 7e-07 4e-07 8.5e-07 4e-07 7e-07 1.4e-06 1.75e-06 1.7e-06 1.05e-06 7.5e-07 4e-07 1.5e-06 1.1e-06 4e-07 1.4e-06 1.05e-06 1.3e-06 5e-07 9e-07 1.25e-06
45 2.55e-06 1.3e-06 1.25e-06 1.85e-06 1.55e-06 2e-06 1.35e-06 1.15e-06 1.4e-06 1.45e-06 1.8e-06 1.5e-06 1.3e-06 2.05e-06 1.5e-06 1.5e-06 1.1e-06 2.65e-06 1.45e-06 1.4e-06 2.25e-06 1.8e-06 1.5e-06 1.55e-06 1.3e-06 1.75e-06 1.2e-06 1.85e-06 1.9e-06 1.25e-06 1.65e-06 1.3e-06 1.3e-06 1.45e-06 1.35e-06 1.4e-06 2.55e-06 2.35e-06 2.7e-06 9.5e-07 1.3e-06 1.3e-06 1.75e-06 9e-07 1.4e-06 1.8e-06 9.5e-07 1.8e-06 1.45e-06 1.4e-06 2.05e-06
46 2.2e-06 9.5e-07 8e-07 1.5e-06 1.2e-06 1.65e-06 1e-06 7e-07 1.05e-06 1.1e-06 1.45e-06 1.15e-06 9.5e-07 1.7e-06 1.15e-06 1.15e-06 6.5e-07 2.25e-06 1.1e-06 1.35e-06 1.9e-06 1.45e-06 1.15e-06 1.7e-06 9.5e-07 1.4e-06 8.5e-07 1.5e-06 1.55e-06 9e-07 1.3e-06 9.5e-07 9.5e-07 1.1e-06 1e-06 1.05e-06 2.2e-06 2e-06 2.35e-06 1.1e-06 1e-06 1e-06 1.3e-06 3.5e-07 1.05e-06 9.5e-07 7e-07 1.75e-06 1.1e-06 9.5e-07 1.7e-06
47 2.65e-06 1.35e-06 1.75e-06 1.85e-06 1.55e-06 2.1e-06 1.4e-06 1.55e-06 1.6e-06 1.6e-06 1.9e-06 1.65e-06 1.4e-06 2e-06 1.45e-06 1.45e-06 1.6e-06 2.75e-06 1.5e-06 1.4e-06 2.45e-06 1.9e-06 1.65e-06 2.1e-06 1.35e-06 1.8e-06 1.4e-06 1.85e-06 1.9e-06 1.4e-06 1.9e-06 1.3e-06 1.35e-06 1.5e-06 1.35e-06 1.6e-06 2.45e-06 2.55e-06 2.7e-06 1.55e-06 1.4e-06 1.35e-06 2.15e-06 1.8e-06 1.3e-06 1.8e-06 1.75e-06 2.6e-06 1.3e-06 1.75e-06 2.15e-06
48 1.75e-06 5.5e-07 9e-07 1e-06 6e-07 1.25e-06 5e-07 7e-07 7.5e-07 7.5e-07 9.5e-07 8.5e-07 5e-07 1.05e-06 6e-07 6e-07 8.5e-07 1.85e-06 6e-07 8.5e-07 1.7e-06 1e-06 7.5e-07 1.6e-06 5.5e-07 8.5e-07 6e-07 1e-06 1.05e-06 6.5e-07 1e-06 4.5e-07 5.5e-07 5.5e-07 6e-07 7.5e-07 1.6e-06 1.6e-06 1.85e-06 1.1e-06 5.5e-07 6e-07 1.25e-06 1.05e-06 5e-07 1.45e-06 1.1e-06 1.3e-06 7e-07 1e-06 1.3e-06
49 1.8e-06 9e-07 1.1e-06 1.4e-06 1.2e-06 1.6e-06 9.5e-07 1e-06 8.5e-07 1.1e-06 1.4e-06 9e-07 1e-06 1.6e-06 1.05e-06 1.05e-06 9.5e-07 1.75e-06 1.05e-06 1.25e-06 1.9e-06 1.2e-06 1.15e-06 1.8e-06 9e-07 1.35e-06 9e-07 1.4e-06 1.45e-06 9e-07 1.35e-06 9.5e-07 9e-07 1.1e-06 9e-07 8.5e-07 1.8e-06 2e-06 1.75e-06 1.25e-06 1e-06 9e-07 1.6e-06 9.5e-07 9e-07 1.4e-06 9.5e-07 1.75e-06 1e-06 1.5e-06 1.4e-06
50 1.7e-06 1.25e-06 1.6e-06 1.15e-06 1.45e-06 1.35e-06 1.25e-06 1.55e-06 1.4e-06 1.4e-06 1.15e-06 1.2e-06 1.3e-06 1.35e-06 1.35e-06 1.35e-06 1.5e-06 1.65e-06 1.4e-06 1.5e-06 1.1e-06 1.5e-06 1.5e-06 1.65e-06 1.25e-06 1.65e-06 1.25e-06 1.15e-06 1.2e-06 1.15e-06 1.1e-06 1.25e-06 1.25e-06 1.35e-06 1.2e-06 1.2e-06 1.6e-06 1.25e-06 1.5e-06 1.7e-06 1.25e-06 1.2e-06 1.6e-06 1.75e-06 1.25e-06 2.05e-06 1.7e-06 2.15e-06 1.3e-06 1.4e-06 2.1e-06
