 slim_762003149 slim_762003160 slim_762003143 slim_762003156 slim_762003139 slim_762003131 slim_762003134 slim_762003141 slim_762003154 slim_762003148 slim_762003127 slim_762003124 slim_762003125 slim_762003147 slim_762003138 slim_762003137 slim_762003133 slim_762003117 slim_762003145 slim_762003121 slim_762003142 slim_762003165 slim_762003132 slim_762003166 slim_762003159 slim_762003130 slim_762003164 slim_762003157 slim_762003120 slim_762003167 slim_762003168 slim_762003128 slim_762003170 slim_762003135 slim_762003119 slim_762003171 slim_762003153 slim_762003150 slim_762003161 slim_762003163 slim_762003144 slim_762003169 slim_762003115 slim_762003151 slim_762003155 slim_762003116 slim_762003118 slim_762003146 slim_762003126 slim_762003152 slim_762003129 slim_762003140 slim_762003122 slim_762003123 slim_762003162 slim_762003158 slim_762003136
33 2.55e-06 1.9e-06 2.5e-06 2.6e-06 2.35e-06 2.25e-06 2.55e-06 2.35e-06 2.65e-06 2.4e-06 2.7e-06 2.1e-06 2.7e-06 2.5e-06 2.4e-06 2.5e-06 2.6e-06 2.6e-06 2.5e-06 2.8e-06 2.6e-06 2.5e-06 2.35e-06 2.2e-06 2.25e-06 2.6e-06 2.6e-06 2.75e-06 2.65e-06 2.45e-06 2.6e-06 2.25e-06 2.55e-06 3.6e-06 2.65e-06 2.55e-06 2.6e-06 2.5e-06 2.55e-06 2.5e-06 2.65e-06 2.45e-06 2.25e-06 2.1e-06 2.35e-06 2.3e-06 2.55e-06 2.15e-06 2.55e-06 2.4e-06 2.1e-06 2.45e-06 2.2e-06 2.25e-06 2.2e-06 2.7e-06 2.15e-06
34 2.3e-06 2.15e-06 1.3e-06 1.1e-06 1.05e-06 1.5e-06 1.85e-06 2.05e-06 1.95e-06 2.75e-06 5.5e-07 2.2e-06 8e-07 1.55e-06 2.75e-06 2.4e-06 2.5e-07 1.85e-06 3e-06 1.1e-06 9e-07 1.4e-06 2.6e-06 1.8e-06 1.6e-06 1.5e-06 1.05e-06 2.05e-06 1.5e-07 1.15e-06 6.5e-07 1.9e-06 1.75e-06 2.65e-06 1e-07 1.85e-06 1.35e-06 1.8e-06 1.7e-06 1.85e-06 9.5e-07 9e-07 2.65e-06 2.2e-06 2.6e-06 2.05e-06 9.5e-07 3e-06 1.8e-06 2.7e-06 2e-06 1.45e-06 1.75e-06 2.5e-06 1.35e-06 1.2e-06 1.95e-06
35 1.8e-06 2.2e-06 1.8e-06 1.6e-06 2.1e-06 1.95e-06 1.7e-06 1.95e-06 1.9e-06 2.1e-06 1.85e-06 1.85e-06 1.75e-06 1.7e-06 2.1e-06 2.1e-06 1.8e-06 1.5e-06 2.05e-06 1.8e-06 1.6e-06 1.95e-06 1.65e-06 1.8e-06 2.05e-06 1.8e-06 1.7e-06 1.7e-06 1.95e-06 1.45e-06 1.75e-06 1.6e-06 1.4e-06 2.55e-06 1.85e-06 2.8e-06 1.45e-06 1.55e-06 1.4e-06 1.8e-06 1.7e-06 1.6e-06 2.2e-06 1.85e-06 1.75e-06 2.05e-06 1.65e-06 2.4e-06 1.7e-06 1.85e-06 1.95e-06 1.85e-06 1.75e-06 2.05e-06 1.8e-06 1.7e-06 2.15e-06
36 1.3e-06 2.3e-06 1.3e-06 8.5e-07 1.9e-06 1.65e-06 1.45e-06 1.65e-06 1.45e-06 2e-06 1.3e-06 2.25e-06 9.5e-07 1.75e-06 2e-06 1.9e-06 1.25e-06 1.7e-06 2.65e-06 1.1e-06 8e-07 1.65e-06 2.25e-06 1.7e-06 1.6e-06 1.15e-06 1.9e-06 1.8e-06 1.45e-06 7.5e-07 1.15e-06 1.7e-06 1.25e-06 2.6e-06 1.35e-06 1.45e-06 1e-06 1.4e-06 1.45e-06 1.25e-06 1.75e-06 8.5e-07 2.3e-06 2.25e-06 1.85e-06 1.65e-06 1.2e-06 2.35e-06 1.75e-06 2.15e-06 2.45e-06 2.2e-06 1.35e-06 1.6e-06 1.35e-06 9.5e-07 1.9e-06
37 1.8e-06 2.15e-06 1.7e-06 1.6e-06 2.05e-06 1.9e-06 1.6e-06 1.9e-06 1.8e-06 2.05e-06 1.8e-06 1.8e-06 1.65e-06 1.65e-06 2.05e-06 2.05e-06 1.75e-06 1.55e-06 2e-06 1.8e-06 1.5e-06 1.9e-06 1.6e-06 1.75e-06 1.95e-06 1.7e-06 1.75e-06 1.65e-06 1.9e-06 1.45e-06 1.7e-06 1.55e-06 1.45e-06 2.5e-06 1.8e-06 1.55e-06 1.4e-06 2.7e-06 1.4e-06 1.7e-06 1.7e-06 1.5e-06 2.15e-06 1.7e-06 1.7e-06 2.05e-06 1.6e-06 2.35e-06 1.65e-06 1.75e-06 2e-06 1.9e-06 1.75e-06 2.05e-06 1.7e-06 1.7e-06 2.1e-06
38 1.9e-06 2.15e-06 1.8e-06 1.6e-06 2e-06 1.95e-06 1.55e-06 2e-06 1.85e-06 2.25e-06 1.65e-06 1.7e-06 1.7e-06 1.55e-06 2.25e-06 2.15e-06 1.7e-06 1.2e-06 1.8e-06 1.75e-06 1.45e-06 1.95e-06 1.4e-06 1.75e-06 2e-06 1.75e-06 1.55e-06 1.4e-06 1.8e-06 1.4e-06 1.6e-06 1.45e-06 1.2e-06 2.55e-06 1.7e-06 1.4e-06 1.45e-06 1.4e-06 1.9e-06 1.85e-06 1.4e-06 1.6e-06 2.15e-06 1.7e-06 1.7e-06 2.05e-06 1.4e-06 2.5e-06 1.45e-06 1.8e-06 1.85e-06 1.7e-06 1.75e-06 2.1e-06 1.75e-06 1.7e-06 2.1e-06
39 1.3e-06 2.4e-06 1.3e-06 1.5e-06 2.2e-06 1.95e-06 1.6e-06 1.4e-06 1.45e-06 1.25e-06 1.85e-06 2.25e-06 1.55e-06 1.95e-06 1.2e-06 1.25e-06 1.75e-06 2e-06 2.3e-06 1.75e-06 1.45e-06 1.5e-06 2e-06 1.8e-06 2e-06 1.25e-06 2.1e-06 2e-06 1.95e-06 1.4e-06 1.7e-06 1.75e-06 1.7e-06 2.5e-06 1.85e-06 1.8e-06 1.25e-06 1.7e-06 1.85e-06 2.4e-06 2.05e-06 1.35e-06 2e-06 2.25e-06 1.55e-06 2.1e-06 1.75e-06 1.85e-06 2e-06 1.7e-06 2.45e-06 2.3e-06 1.8e-06 1.85e-06 1.75e-06 1.6e-06 2e-06
40 2.5e-06 2.15e-06 1.55e-06 1.7e-06 1.5e-06 1.9e-06 1.85e-06 2.2e-06 2.1e-06 2.75e-06 1.2e-06 1.9e-06 1.4e-06 1.65e-06 2.75e-06 2.35e-06 1.1e-06 1.6e-06 2.5e-06 1.75e-06 1.3e-06 1.85e-06 2.1e-06 1.95e-06 1.8e-06 1.65e-06 1.15e-06 1.95e-06 1.05e-06 1.6e-06 1.25e-06 1.75e-06 1.55e-06 2.65e-06 9.5e-07 1.7e-06 1.75e-06 1.7e-06 1.4e-06 2.05e-06 1.9e-06 1.4e-06 2.6e-06 1.9e-06 2.3e-06 2.25e-06 1.5e-06 3e-06 1.7e-06 2.4e-06 1.65e-06 1.35e-06 1.95e-06 2.7e-06 1.55e-06 1.8e-06 2.2e-06
41 1.8e-06 2.15e-06 1.05e-06 9.5e-07 1.45e-06 1.6e-06 1.5e-06 1.55e-06 1.55e-06 2.25e-06 9.5e-07 2.15e-06 6.5e-07 1.6e-06 2.25e-06 1.9e-06 7.5e-07 1.75e-06 2.8e-06 1.25e-06 6.5e-07 1.55e-06 2.45e-06 1.55e-06 1.35e-06 1e-06 1.45e-06 2.15e-06 1e-06 9.5e-07 7.5e-07 1.6e-06 1.5e-06 2.45e-06 9e-07 1.6e-06 8.5e-07 1.5e-06 1.6e-06 1.35e-06 1.4e-06 9e-07 2.5e-06 2.15e-06 2.2e-06 1.8e-06 1.2e-06 2.55e-06 1.75e-06 2.4e-06 2e-06 1.75e-06 1.5e-06 2.05e-06 1.1e-06 1.05e-06 1.8e-06
42 1.75e-06 1.6e-06 2.25e-06 2.35e-06 2.35e-06 1.95e-06 2.15e-06 1.9e-06 1.9e-06 1.4e-06 2.7e-06 1.75e-06 2.75e-06 2.15e-06 1.4e-06 1.8e-06 2.65e-06 2.2e-06 1.85e-06 2.5e-06 2.6e-06 2e-06 1.6e-06 1.9e-06 2.45e-06 2.4e-06 2.55e-06 2.1e-06 2.65e-06 2.15e-06 2.65e-06 1.95e-06 2.2e-06 2.25e-06 2.65e-06 2.2e-06 2.3e-06 2.15e-06 2.15e-06 2e-06 2.6e-06 2.5e-06 2.4e-06 1.75e-06 1.6e-06 2.2e-06 2.25e-06 1.9e-06 2.2e-06 1.55e-06 2.25e-06 2.4e-06 1.9e-06 2.2e-06 2.2e-06 2.45e-06 2.4e-06
43 2.3e-06 1.25e-06 2.2e-06 2.25e-06 1.8e-06 1.75e-06 2.05e-06 2.2e-06 2.3e-06 2.25e-06 2.25e-06 1.25e-06 2.35e-06 1.8e-06 2.25e-06 2.35e-06 2.2e-06 1.75e-06 1.9e-06 2.4e-06 2.2e-06 2.2e-06 1.5e-06 1.75e-06 1.95e-06 2.35e-06 1.85e-06 2e-06 2.2e-06 2.05e-06 2.2e-06 1.65e-06 1.85e-06 2.1e-06 2.2e-06 1.85e-06 2.25e-06 1.7e-06 1.7e-06 2.25e-06 1.9e-06 2.15e-06 1.75e-06 2.3e-06 1.85e-06 2e-06 2.05e-06 2.5e-06 1.8e-06 1.75e-06 1.45e-06 1.65e-06 1.7e-06 2.5e-06 1.7e-06 2.35e-06 2.35e-06
44 1.2e-06 2.35e-06 2e-06 1.9e-06 2.7e-06 2.1e-06 1.75e-06 1.45e-06 1.75e-06 8.5e-07 2.6e-06 1.85e-06 2.4e-06 1.75e-06 8.5e-07 1.2e-06 2.45e-06 1.85e-06 1.4e-06 2.2e-06 2.35e-06 1.7e-06 1.1e-06 1.8e-06 2.65e-06 1.9e-06 2.35e-06 1.25e-06 2.7e-06 1.85e-06 2.4e-06 1.5e-06 1.65e-06 2.35e-06 2.6e-06 1.75e-06 1.85e-06 1.7e-06 1.7e-06 1.55e-06 2.3e-06 2.2e-06 1.6e-06 1.85e-06 1.5e-06 2.3e-06 2.1e-06 1.35e-06 1.85e-06 1e-06 2.45e-06 2.4e-06 2e-06 1.65e-06 2.4e-06 2e-06 2.1e-06
45 2.05e-06 1.7e-06 2.1e-06 1.8e-06 1.95e-06 1.8e-06 2.2e-06 2.25e-06 2.25e-06 2.5e-06 2.05e-06 2e-06 1.95e-06 2.2e-06 2.5e-06 2.5e-06 2e-06 2.2e-06 2.85e-06 1.95e-06 1.8e-06 2.25e-06 2.45e-06 2e-06 1.65e-06 2.1e-06 2.3e-06 2.45e-06 2.05e-06 1.65e-06 1.95e-06 2.1e-06 1.95e-06 2.3e-06 2.05e-06 2.05e-06 1.65e-06 2.05e-06 2.05e-06 2.1e-06 2.25e-06 1.8e-06 2.2e-06 2e-06 2.3e-06 3.2e-06 1.95e-06 2.8e-06 2.2e-06 2.45e-06 2e-06 2.25e-06 1.6e-06 2.35e-06 1.65e-06 1.85e-06 2.45e-06
46 1.8e-06 2.2e-06 1.65e-06 1.15e-06 1.65e-06 1.65e-06 1.65e-06 1.9e-06 1.8e-06 2.3e-06 1.15e-06 2.05e-06 1.25e-06 1.55e-06 2.3e-06 2.3e-06 1e-06 1.55e-06 2.3e-06 1.25e-06 1.2e-06 1.6e-06 1.95e-06 1.65e-06 1.9e-06 1.75e-06 1.55e-06 1.65e-06 1.05e-06 1.1e-06 1.15e-06 1.65e-06 1.55e-06 2.55e-06 9.5e-07 1.65e-06 1.2e-06 1.6e-06 1.4e-06 1.75e-06 1.5e-06 1.2e-06 2.25e-06 2.05e-06 2.1e-06 1.95e-06 1.8e-06 2.5e-06 1.65e-06 2.15e-06 2.25e-06 1.9e-06 1.65e-06 1.95e-06 1.65e-06 1.25e-06 1.9e-06
47 1.5e-06 2.85e-06 2.3e-06 2.35e-06 3.15e-06 2.55e-06 2.2e-06 1.55e-06 2.05e-06 9e-07 3.05e-06 2.5e-06 2.85e-06 2.35e-06 9.5e-07 1.4e-06 2.85e-06 2.55e-06 1.7e-06 2.65e-06 2.85e-06 1.95e-06 1.7e-06 2.1e-06 3.15e-06 2.3e-06 2.95e-06 2.05e-06 3.1e-06 2.3e-06 2.85e-06 2e-06 2.4e-06 2.15e-06 3e-06 2.4e-06 2.35e-06 2.35e-06 2.5e-06 1.85e-06 3e-06 2.55e-06 1.9e-06 2.5e-06 1.35e-06 2.8e-06 2.5e-06 1.7e-06 2.5e-06 1.45e-06 3.1e-06 3.05e-06 2.5e-06 1.4e-06 2.9e-06 2.45e-06 1.85e-06
48 2.05e-06 2.15e-06 1.95e-06 1.8e-06 2.05e-06 2e-06 1.8e-06 2.05e-06 2.05e-06 2.25e-06 1.6e-06 1.8e-06 1.9e-06 1.7e-06 2.25e-06 2.25e-06 1.8e-06 1.6e-06 2e-06 1.95e-06 1.55e-06 2e-06 1.6e-06 1.8e-06 2.15e-06 2e-06 1.75e-06 1.7e-06 1.9e-06 1.6e-06 1.6e-06 1.5e-06 1.6e-06 2.55e-06 1.8e-06 1.7e-06 1.75e-06 1.65e-06 1.45e-06 2e-06 1.7e-06 1.75e-06 2.2e-06 1.8e-06 1.85e-06 2.2e-06 1.65e-06 2.5e-06 2.7e-06 1.9e-06 2e-06 1.9e-06 1.9e-06 2.25e-06 1.9e-06 1.9e-06 2.15e-06
49 1.35e-06 2.35e-06 2.15e-06 2.15e-06 2.75e-06 2.2e-06 1.8e-06 1.6e-06 1.85e-06 9e-07 2.75e-06 1.8e-06 2.65e-06 1.8e-06 8.5e-07 1.35e-06 2.6e-06 1.85e-06 1.25e-06 2.4e-06 2.6e-06 1.75e-06 9.5e-07 1.8e-06 2.8e-06 2.2e-06 2.35e-06 1.45e-06 2.8e-06 2.05e-06 2.6e-06 1.55e-06 1.85e-06 2.4e-06 2.7e-06 1.85e-06 2.15e-06 1.75e-06 1.8e-06 1.7e-06 2.4e-06 2.4e-06 1.55e-06 1.75e-06 1e-06 2.45e-06 2.15e-06 1.45e-06 1.9e-06 1.7e-06 2.4e-06 2.4e-06 2.15e-06 1.85e-06 2.55e-06 2.25e-06 2.2e-06
50 2.9e-06 1.35e-06 2e-06 2.5e-06 1.6e-06 1.95e-06 2.25e-06 2.45e-06 2.5e-06 2.85e-06 2.05e-06 1.45e-06 2.2e-06 2.05e-06 2.85e-06 2.6e-06 2.05e-06 1.85e-06 2.5e-06 2.6e-06 2e-06 2.4e-06 2.1e-06 2e-06 1.55e-06 2.2e-06 1.55e-06 2.6e-06 2e-06 2.25e-06 2.05e-06 1.9e-06 2e-06 2.1e-06 2e-06 1.95e-06 2.45e-06 2e-06 1.85e-06 2.45e-06 1.65e-06 2e-06 2.25e-06 1.45e-06 2.45e-06 2e-06 2.25e-06 3.1e-06 2e-06 2.4e-06 1.9e-06 1.35e-06 1.9e-06 3.1e-06 1.5e-06 2.6e-06 2.55e-06
51 2.75e-06 1.7e-06 1.85e-06 2.1e-06 1.5e-06 1.85e-06 2.05e-06 2.4e-06 2.35e-06 2.8e-06 1.65e-06 1.65e-06 1.8e-06 1.8e-06 2.8e-06 2.5e-06 1.5e-06 1.75e-06 2.45e-06 2.2e-06 1.75e-06 2.1e-06 2.05e-06 2.15e-06 1.8e-06 2e-06 1.3e-06 2.05e-06 1.45e-06 2e-06 1.65e-06 1.9e-06 1.85e-06 2.45e-06 1.45e-06 1.85e-06 2.2e-06 1.9e-06 1.7e-06 2.3e-06 1.35e-06 1.75e-06 2.4e-06 1.65e-06 2.4e-06 2.25e-06 1.9e-06 3.05e-06 1.9e-06 2.4e-06 1.35e-06 2e-06 1.95e-06 2.95e-06 1.55e-06 2.2e-06 2.4e-06
52 1.8e-06 1.4e-06 1.8e-06 1.5e-06 1.65e-06 1.5e-06 1.9e-06 1.95e-06 1.95e-06 2.2e-06 1.75e-06 1.7e-06 1.65e-06 1.9e-06 2.2e-06 2.2e-06 1.7e-06 1.9e-06 2.55e-06 1.7e-06 1.5e-06 1.95e-06 2.15e-06 1.7e-06 1.6e-06 1.8e-06 2e-06 2.15e-06 1.75e-06 1.35e-06 1.65e-06 1.8e-06 1.65e-06 2.2e-06 1.75e-06 1.75e-06 1.35e-06 1.75e-06 1.75e-06 1.8e-06 1.95e-06 1.5e-06 1.9e-06 1.7e-06 2e-06 1.6e-06 1.65e-06 2.5e-06 1.9e-06 2.15e-06 1.9e-06 1.95e-06 2.6e-06 2.05e-06 1.35e-06 1.6e-06 2.15e-06
53 1.45e-06 2.75e-06 2.3e-06 1.7e-06 2.85e-06 2.25e-06 2e-06 1.85e-06 2.05e-06 1.65e-06 2.5e-06 2.5e-06 2.25e-06 2.15e-06 1.65e-06 2e-06 2.35e-06 2.25e-06 2e-06 2e-06 2.2e-06 2.05e-06 1.9e-06 2e-06 2.75e-06 2.2e-06 2.75e-06 1.85e-06 2.6e-06 1.65e-06 2.3e-06 1.95e-06 1.95e-06 2.25e-06 2.5e-06 2.05e-06 1.6e-06 2.05e-06 2.1e-06 1.85e-06 2.7e-06 2.05e-06 2.2e-06 2.5e-06 1.65e-06 2.35e-06 1.95e-06 1.4e-06 2.25e-06 1.85e-06 3.1e-06 2.95e-06 2.05e-06 2.3e-06 2.5e-06 1.8e-06 1.75e-06
54 2.25e-06 1.3e-06 1.35e-06 1.6e-06 1.25e-06 1.5e-06 1.85e-06 2e-06 1.9e-06 2.6e-06 1.35e-06 1.7e-06 1.25e-06 1.95e-06 2.6e-06 2.25e-06 1.35e-06 1.9e-06 2.95e-06 1.75e-06 1.05e-06 1.95e-06 2.55e-06 1.75e-06 1.15e-06 1.4e-06 1.6e-06 2.55e-06 1.35e-06 1.4e-06 1.3e-06 1.85e-06 1.7e-06 2.2e-06 1.35e-06 1.8e-06 1.35e-06 1.7e-06 1.75e-06 1.75e-06 1.55e-06 1.1e-06 2.2e-06 1.7e-06 2.4e-06 1.65e-06 1.65e-06 2.9e-06 1.9e-06 2.55e-06 1.5e-06 1.55e-06 1.35e-06 2.5e-06 1.8e-06 1.7e-06 2.15e-06
55 1.5e-06 2.45e-06 1.7e-06 8.5e-07 1.9e-06 1.65e-06 1.75e-06 1.8e-06 1.8e-06 2.15e-06 1.35e-06 2.35e-06 1.05e-06 1.6e-06 2.15e-06 2.1e-06 1e-06 1.9e-06 2.7e-06 1.15e-06 1.2e-06 1.65e-06 2.3e-06 1.75e-06 1.95e-06 1.55e-06 1.9e-06 1.75e-06 1.3e-06 1e-06 1.1e-06 1.8e-06 1.55e-06 2.7e-06 1.2e-06 1.7e-06 9.5e-07 1.7e-06 1.7e-06 1.6e-06 1.8e-06 1.05e-06 2.45e-06 2.35e-06 2e-06 1.85e-06 1.25e-06 2.45e-06 1.9e-06 2.25e-06 2.6e-06 2.2e-06 1.6e-06 1.8e-06 1.7e-06 1.7e-06 2e-06
56 2.05e-06 2.5e-06 2e-06 1.9e-06 2.3e-06 2.2e-06 2.05e-06 1.95e-06 2.15e-06 2.1e-06 2e-06 2.35e-06 2e-06 2.1e-06 2.1e-06 2.15e-06 1.9e-06 2.2e-06 2.3e-06 2.1e-06 1.9e-06 2e-06 2.15e-06 1.95e-06 2.4e-06 2.05e-06 2.2e-06 2.2e-06 2.05e-06 1.7e-06 1.9e-06 1.95e-06 2.1e-06 2.15e-06 1.95e-06 2.15e-06 1.9e-06 2.1e-06 2.1e-06 2e-06 2.2e-06 1.8e-06 2.4e-06 2.35e-06 2.1e-06 2.45e-06 1.9e-06 1.85e-06 2.15e-06 2.2e-06 2.55e-06 2.4e-06 2.15e-06 1.75e-06 2.15e-06 2e-06 3e-06
