 slim_762491410 slim_762491391 slim_762491420 slim_762491395 slim_762491426 slim_762491440 slim_762491424 slim_762491390 slim_762491422 slim_762491414 slim_762491397 slim_762491421 slim_762491396 slim_762491415 slim_762491433 slim_762491404 slim_762491401 slim_762491409 slim_762491412 slim_762491417 slim_762491405 slim_762491407 slim_762491416 slim_762491413 slim_762491423 slim_762491394 slim_762491388 slim_762491400 slim_762491436 slim_762491439 slim_762491419 slim_762491432 slim_762491393 slim_762491438 slim_762491434 slim_762491392 slim_762491431 slim_762491387 slim_762491398 slim_762491429 slim_762491411 slim_762491437 slim_762491402 slim_762491435 slim_762491430 slim_762491399 slim_762491425 slim_762491418 slim_762491408 slim_762491389 slim_762491427 slim_762491403 slim_762491428 slim_762491406
36 1.7e-06 1.5e-06 1.25e-06 1.55e-06 1.7e-06 2.5e-06 2.25e-06 3e-06 1.6e-06 2.5e-06 1.7e-06 2.8e-06 2.25e-06 1.45e-06 2.25e-06 2.5e-06 3.05e-06 2.4e-06 1.9e-06 2.4e-06 1.65e-06 1.6e-06 1.7e-06 1.85e-06 1.9e-06 2.2e-06 1.35e-06 3.25e-06 2.4e-06 2.45e-06 1.3e-06 2.1e-06 1.9e-06 2.35e-06 1.6e-06 1.5e-06 1.7e-06 2.2e-06 8.5e-07 2.45e-06 1.7e-06 1.6e-06 2.1e-06 1.95e-06 1.95e-06 1.9e-06 2.1e-06 1.6e-06 2.1e-06 2.45e-06 3.3e-06 2.25e-06 2.2e-06 2.5e-06
37 2e-06 1.85e-06 2.3e-06 1.85e-06 2e-06 2.4e-06 1.8e-06 2.6e-06 1.8e-06 2.4e-06 2e-06 2e-06 2.3e-06 1.9e-06 1.9e-06 2.4e-06 2.45e-06 2.3e-06 2e-06 2.2e-06 1.95e-06 1.95e-06 1.9e-06 2.05e-06 2.05e-06 2.2e-06 1.85e-06 2.65e-06 2.2e-06 2.25e-06 1.9e-06 1.95e-06 2.05e-06 2.35e-06 2.2e-06 1.9e-06 2.2e-06 3.5e-06 1.85e-06 2.25e-06 1.95e-06 1.9e-06 2.3e-06 1.9e-06 2.1e-06 2.1e-06 2.3e-06 1.8e-06 2.1e-06 2.25e-06 2.7e-06 2.15e-06 2.05e-06 2.3e-06
38 1.45e-06 1.3e-06 1.55e-06 1.3e-06 1.45e-06 2.4e-06 1.9e-06 3.1e-06 1.35e-06 2.4e-06 1.45e-06 2.6e-06 2e-06 9.5e-07 1.9e-06 2.4e-06 3.1e-06 2.3e-06 1.75e-06 2.3e-06 1.4e-06 1.35e-06 1.45e-06 1.6e-06 1.55e-06 2.1e-06 8.5e-07 3.3e-06 2.3e-06 2.35e-06 7.5e-07 2e-06 1.55e-06 2.25e-06 1.35e-06 1.3e-06 8.5e-07 1.85e-06 0.0 2.35e-06 1.4e-06 1.35e-06 1.7e-06 1.5e-06 1.55e-06 1.65e-06 1.7e-06 1.35e-06 2.05e-06 2.35e-06 3.35e-06 2.05e-06 2.1e-06 2.45e-06
39 1.7e-06 1.65e-06 2.15e-06 1.55e-06 1.7e-06 1.65e-06 2.3e-06 1.85e-06 1.5e-06 1.6e-06 1.7e-06 2.35e-06 1.85e-06 2e-06 2.4e-06 1.65e-06 1.55e-06 1.55e-06 1.75e-06 1.45e-06 1.65e-06 1.65e-06 1.6e-06 1.75e-06 2e-06 1.55e-06 1.95e-06 1.45e-06 1.45e-06 1.45e-06 2e-06 1.5e-06 2e-06 1.8e-06 2.35e-06 1.7e-06 2.45e-06 2.25e-06 2.35e-06 2.9e-06 1.95e-06 1.6e-06 1.95e-06 2.05e-06 2.5e-06 1.8e-06 1.95e-06 1.5e-06 1.8e-06 1.5e-06 1.5e-06 2.1e-06 1.6e-06 1.75e-06
40 1.45e-06 1.3e-06 1.75e-06 1.3e-06 1.45e-06 2.1e-06 2e-06 2.6e-06 1.25e-06 2.1e-06 1.45e-06 2.5e-06 2e-06 1.4e-06 2.1e-06 2.1e-06 2.45e-06 2e-06 1.3e-06 1.9e-06 1.4e-06 1.4e-06 1.35e-06 1.5e-06 1.85e-06 1.9e-06 1.35e-06 2.6e-06 1.9e-06 1.95e-06 1.4e-06 1.7e-06 1.85e-06 2.1e-06 1.65e-06 1.35e-06 1.7e-06 1.95e-06 1.4e-06 1.95e-06 2.4e-06 1.35e-06 2.05e-06 1.8e-06 2.1e-06 1.55e-06 2.05e-06 1.25e-06 1.85e-06 1.95e-06 2.65e-06 1.8e-06 1.8e-06 2.05e-06
41 4e-07 4.5e-07 1.1e-06 2.5e-07 4e-07 1.65e-06 1.95e-06 2.95e-06 2.5e-07 1.65e-06 4e-07 2.95e-06 1.85e-06 8.5e-07 1.95e-06 1.75e-06 2.65e-06 1.55e-06 1e-06 1.55e-06 4e-07 4.5e-07 4e-07 5.5e-07 1.85e-06 1.65e-06 8.5e-07 2.85e-06 1.55e-06 1.6e-06 9e-07 1.25e-06 1.85e-06 1.5e-06 1.4e-06 5e-07 1.6e-06 1.9e-06 1.35e-06 1.6e-06 1.35e-06 5e-07 2.15e-06 1.7e-06 2.4e-06 5.5e-07 2.15e-06 2.5e-07 1.6e-06 1.55e-06 2.9e-06 2.4e-06 1.35e-06 1.6e-06
42 2.25e-06 2.2e-06 2.35e-06 2.1e-06 2.25e-06 2e-06 2.35e-06 1.95e-06 2.15e-06 2e-06 2.25e-06 2.2e-06 1.9e-06 2.15e-06 2.35e-06 2e-06 1.75e-06 1.9e-06 2.15e-06 1.9e-06 2.2e-06 2.15e-06 2.25e-06 2.4e-06 1.9e-06 1.85e-06 2.05e-06 1.7e-06 1.9e-06 1.95e-06 2e-06 1.95e-06 1.9e-06 2.2e-06 2.4e-06 2.2e-06 2.1e-06 2.3e-06 1.7e-06 1.95e-06 2.05e-06 2.15e-06 3.4e-06 2e-06 2.1e-06 2.45e-06 1.7e-06 2.15e-06 2.1e-06 1.95e-06 1.7e-06 1.95e-06 2.05e-06 2.25e-06
43 1.8e-06 1.7e-06 2.1e-06 1.65e-06 1.8e-06 2.15e-06 1.95e-06 2.3e-06 1.65e-06 2.15e-06 1.8e-06 2.1e-06 2.05e-06 1.75e-06 2e-06 2.15e-06 2.2e-06 2.05e-06 1.8e-06 2e-06 1.75e-06 1.7e-06 1.75e-06 1.9e-06 1.85e-06 1.95e-06 1.7e-06 2.4e-06 2e-06 2.05e-06 1.65e-06 1.75e-06 1.85e-06 2.15e-06 2.1e-06 1.7e-06 1.95e-06 1.9e-06 1.5e-06 2.05e-06 1.8e-06 1.7e-06 2e-06 3e-06 2e-06 1.95e-06 2e-06 1.65e-06 1.85e-06 2.05e-06 2.45e-06 1.95e-06 1.85e-06 2.1e-06
44 2.5e-06 2.3e-06 2.4e-06 2.35e-06 2.5e-06 2.55e-06 2.15e-06 2.45e-06 2.4e-06 2.55e-06 2.5e-06 2.15e-06 2.3e-06 2.2e-06 2.15e-06 2.55e-06 2.5e-06 2.45e-06 2.35e-06 2.45e-06 2.45e-06 2.4e-06 2.5e-06 2.65e-06 2.1e-06 2.25e-06 2.1e-06 2.55e-06 2.45e-06 2.5e-06 2.05e-06 2.35e-06 2.1e-06 2.55e-06 2.35e-06 2.3e-06 1.95e-06 2.1e-06 1.55e-06 2.5e-06 2.1e-06 2.4e-06 2.1e-06 2e-06 3.1e-06 2.7e-06 2.1e-06 2.4e-06 2.3e-06 2.5e-06 2.6e-06 2.15e-06 2.45e-06 2.7e-06
45 6e-07 5.5e-07 1.5e-06 5.5e-07 5.5e-07 2.05e-06 2.15e-06 3.25e-06 3.5e-07 2.05e-06 5.5e-07 3.25e-06 2.25e-06 9e-07 2.35e-06 2.05e-06 2.95e-06 1.95e-06 1.3e-06 1.75e-06 6.5e-07 7e-07 4e-07 4e-07 2e-06 1.95e-06 9e-07 3.15e-06 1.75e-06 1.8e-06 1.1e-06 1.45e-06 2e-06 1.8e-06 1.6e-06 6.5e-07 1.9e-06 2.1e-06 1.65e-06 1.8e-06 1.55e-06 5.5e-07 2.45e-06 1.95e-06 2.7e-06 7e-07 2.45e-06 3.5e-07 1.8e-06 1.75e-06 3.2e-06 2.7e-06 1.45e-06 1.7e-06
46 2.25e-06 2.2e-06 2.35e-06 2.1e-06 2.25e-06 2e-06 2.35e-06 1.95e-06 2.15e-06 2e-06 2.25e-06 2.2e-06 1.9e-06 2.15e-06 2.35e-06 2e-06 1.75e-06 1.9e-06 2.15e-06 1.9e-06 2.2e-06 2.15e-06 2.25e-06 2.4e-06 1.9e-06 1.85e-06 2.05e-06 1.7e-06 1.9e-06 1.95e-06 2e-06 1.95e-06 1.9e-06 2.2e-06 2.4e-06 2.2e-06 2.1e-06 2.3e-06 1.7e-06 1.95e-06 2.05e-06 2.15e-06 1.7e-06 2e-06 2.1e-06 2.45e-06 3.4e-06 2.15e-06 2.1e-06 1.95e-06 1.7e-06 1.95e-06 2.05e-06 2.25e-06
47 4e-07 2.5e-07 1.2e-06 2.5e-07 4e-07 1.75e-06 1.85e-06 2.95e-06 5e-08 1.75e-06 4e-07 2.95e-06 1.95e-06 7e-07 2.05e-06 1.75e-06 2.65e-06 1.65e-06 1e-06 1.45e-06 3.5e-07 4e-07 2e-07 3.5e-07 1.8e-06 1.65e-06 7e-07 2.85e-06 1.45e-06 1.5e-06 8e-07 1.15e-06 1.8e-06 1.5e-06 1.3e-06 3.5e-07 1.6e-06 1.8e-06 1.35e-06 1.5e-06 1.25e-06 2.5e-07 2.15e-06 1.65e-06 2.4e-06 3.5e-07 2.15e-06 1e-07 1.5e-06 1.45e-06 2.9e-06 2.4e-06 1.25e-06 1.5e-06
48 1.7e-06 1.5e-06 1.95e-06 1.55e-06 1.7e-06 1.95e-06 2.15e-06 1.8e-06 1.5e-06 1.95e-06 1.7e-06 2.15e-06 2e-06 1.85e-06 2.25e-06 1.95e-06 1.8e-06 1.85e-06 1.75e-06 1.75e-06 1.65e-06 1.65e-06 1.6e-06 1.75e-06 1.8e-06 1.7e-06 1.8e-06 2.05e-06 1.75e-06 1.8e-06 1.85e-06 1.45e-06 1.8e-06 1.95e-06 2.15e-06 1.55e-06 2.1e-06 2.1e-06 2.05e-06 1.8e-06 1.85e-06 1.6e-06 2.1e-06 1.85e-06 2.3e-06 1.8e-06 2.1e-06 1.5e-06 2.9e-06 1.8e-06 2.1e-06 1.9e-06 1.55e-06 1.8e-06
49 1.7e-06 1.65e-06 2.15e-06 1.55e-06 1.7e-06 1.65e-06 2.3e-06 1.85e-06 1.45e-06 1.65e-06 1.7e-06 2.35e-06 1.85e-06 2e-06 2.4e-06 1.65e-06 1.55e-06 1.55e-06 1.75e-06 1.45e-06 1.65e-06 1.65e-06 1.6e-06 1.75e-06 2e-06 1.6e-06 1.95e-06 1.45e-06 1.45e-06 1.5e-06 2e-06 1.5e-06 2e-06 1.8e-06 2.35e-06 1.7e-06 2.45e-06 2.25e-06 2.35e-06 1.5e-06 1.95e-06 1.55e-06 1.95e-06 2.05e-06 2.5e-06 1.75e-06 1.95e-06 1.45e-06 1.8e-06 2.9e-06 1.5e-06 2.1e-06 1.6e-06 1.75e-06
50 3e-06 3.05e-06 3.1e-06 2.85e-06 3e-06 1.55e-06 2.75e-06 7.5e-07 2.9e-06 1.55e-06 3e-06 1.75e-06 1.75e-06 3.3e-06 2.75e-06 1.55e-06 4e-07 1.45e-06 2.5e-06 1.45e-06 2.95e-06 2.9e-06 3e-06 3.15e-06 2.2e-06 1.55e-06 3.2e-06 5e-08 1.45e-06 1.5e-06 3.2e-06 1.85e-06 2.2e-06 2.1e-06 3.4e-06 3.05e-06 3.3e-06 2.7e-06 3.35e-06 1.5e-06 2.65e-06 2.9e-06 1.7e-06 2.45e-06 2.6e-06 3.2e-06 1.7e-06 2.9e-06 2.1e-06 1.5e-06 1e-07 1.8e-06 1.95e-06 2e-06
51 2.5e-06 2.45e-06 2.45e-06 2.35e-06 2.5e-06 2.15e-06 2.2e-06 1.65e-06 2.4e-06 2.15e-06 2.5e-06 1.6e-06 2.05e-06 2.4e-06 2.2e-06 2.15e-06 1.5e-06 2.05e-06 1.85e-06 2.05e-06 2.45e-06 2.4e-06 2.5e-06 2.65e-06 1.7e-06 1.8e-06 2.3e-06 1.75e-06 2.05e-06 2.1e-06 2.3e-06 1.75e-06 1.7e-06 2.35e-06 2.4e-06 2.45e-06 2.25e-06 2.15e-06 2.05e-06 2.1e-06 1.8e-06 2.4e-06 1.95e-06 1.95e-06 2.15e-06 2.7e-06 1.95e-06 2.4e-06 1.9e-06 2.1e-06 1.8e-06 2.3e-06 1.85e-06 2.25e-06
52 1.4e-06 1.4e-06 1.9e-06 1.3e-06 1.35e-06 1.75e-06 2.1e-06 1.95e-06 1.25e-06 1.75e-06 1.35e-06 2.1e-06 1.95e-06 1.65e-06 2.2e-06 1.75e-06 1.65e-06 1.65e-06 1.55e-06 1.55e-06 1.4e-06 1.4e-06 1.35e-06 1.35e-06 1.6e-06 1.5e-06 1.6e-06 1.9e-06 1.55e-06 1.6e-06 1.75e-06 1.2e-06 1.6e-06 1.7e-06 2.1e-06 1.45e-06 2.2e-06 2.05e-06 2.1e-06 1.6e-06 1.8e-06 1.35e-06 2.05e-06 1.85e-06 2.45e-06 1.45e-06 2.05e-06 1.25e-06 1.55e-06 1.6e-06 1.95e-06 1.85e-06 2.4e-06 1.65e-06
53 1.6e-06 1.55e-06 2.15e-06 1.55e-06 1.6e-06 1.9e-06 2.35e-06 2.1e-06 1.5e-06 1.9e-06 1.6e-06 2.5e-06 2.05e-06 1.95e-06 2.45e-06 1.9e-06 1.9e-06 1.8e-06 1.8e-06 1.7e-06 1.65e-06 1.65e-06 1.55e-06 1.6e-06 2.1e-06 1.95e-06 1.95e-06 1.95e-06 1.7e-06 1.75e-06 2.05e-06 1.6e-06 2.1e-06 2.05e-06 2.35e-06 1.6e-06 2.5e-06 2.3e-06 2.45e-06 1.75e-06 2.05e-06 1.6e-06 2.25e-06 2.1e-06 2.7e-06 1.7e-06 2.25e-06 1.5e-06 1.8e-06 1.75e-06 2e-06 2.25e-06 1.65e-06 2.9e-06
