 slim_762184333 slim_762184330 slim_762184334 slim_762184293 slim_762184302 slim_762184299 slim_762184318 slim_762184290 slim_762184326 slim_762184314 slim_762184327 slim_762184297 slim_762184306 slim_762184337 slim_762184289 slim_762184313 slim_762184316 slim_762184320 slim_762184298 slim_762184336 slim_762184301 slim_762184328 slim_762184291 slim_762184303 slim_762184319 slim_762184321 slim_762184311 slim_762184308 slim_762184329 slim_762184296 slim_762184322 slim_762184295 slim_762184310 slim_762184312 slim_762184304 slim_762184323 slim_762184305 slim_762184294 slim_762184332 slim_762184287 slim_762184300 slim_762184324 slim_762184325 slim_762184335 slim_762184315 slim_762184292 slim_762184331 slim_762184307 slim_762184309 slim_762184288 slim_762184317
37 2e-06 2.15e-06 1.9e-06 1.75e-06 1.6e-06 1.9e-06 1.9e-06 2.4e-06 2.1e-06 2.25e-06 2.05e-06 2.15e-06 1.9e-06 2.1e-06 2.3e-06 1.75e-06 2e-06 2.2e-06 1.8e-06 2.5e-06 2.25e-06 2.25e-06 2.35e-06 2e-06 1.6e-06 2.1e-06 2e-06 1.8e-06 2.05e-06 2.2e-06 2.55e-06 1.95e-06 1.9e-06 1.8e-06 1.75e-06 1.75e-06 1.85e-06 3e-06 1.5e-06 1.75e-06 2.3e-06 2.6e-06 1.85e-06 2.05e-06 1.75e-06 1.75e-06 2.15e-06 1.7e-06 2.1e-06 1.9e-06 1.85e-06
38 1.9e-06 1.9e-06 1.65e-06 1.85e-06 1.55e-06 1.8e-06 1.8e-06 2.15e-06 2e-06 2e-06 2e-06 1.9e-06 1.65e-06 2e-06 2.15e-06 1.5e-06 1.9e-06 1.95e-06 1.55e-06 2.45e-06 2.15e-06 2e-06 2.25e-06 1.85e-06 1.5e-06 1.85e-06 1.9e-06 1.7e-06 1.8e-06 2.25e-06 2.3e-06 1.75e-06 1.65e-06 1.75e-06 1.5e-06 1.5e-06 1.75e-06 1.5e-06 2.5e-06 1.65e-06 2.2e-06 2.35e-06 1.85e-06 1.95e-06 1.5e-06 1.7e-06 2.2e-06 1.45e-06 1.85e-06 1.65e-06 1.65e-06
39 1.9e-06 2.25e-06 2.05e-06 2e-06 1.8e-06 1.95e-06 2.1e-06 2.65e-06 1.95e-06 2.55e-06 2.5e-06 1.85e-06 1.9e-06 1.55e-06 2.5e-06 2.2e-06 2e-06 2.35e-06 1.95e-06 2.3e-06 2.3e-06 2.4e-06 2.5e-06 1.8e-06 1.5e-06 2.05e-06 1.95e-06 1.7e-06 2.2e-06 2.15e-06 2.4e-06 2.15e-06 1.9e-06 1.6e-06 1.9e-06 1.9e-06 1.75e-06 1.75e-06 1.65e-06 2.5e-06 2.1e-06 2.65e-06 2.25e-06 1.7e-06 1.85e-06 1.9e-06 2.2e-06 1.6e-06 2.15e-06 1.95e-06 1.7e-06
40 2.4e-06 2.75e-06 2.05e-06 2e-06 2.4e-06 1.45e-06 2e-06 2.2e-06 1.95e-06 2.4e-06 1.9e-06 2.65e-06 2.85e-06 2.25e-06 2.25e-06 2.1e-06 2.55e-06 2.35e-06 2.5e-06 2.45e-06 2.75e-06 1.7e-06 1.65e-06 2.4e-06 2.15e-06 1.65e-06 1.85e-06 2e-06 1.95e-06 2.2e-06 1.8e-06 2.2e-06 2.85e-06 2.35e-06 2.45e-06 2.45e-06 2.3e-06 2.3e-06 2.2e-06 2.1e-06 2.5e-06 2.6e-06 1.9e-06 1.6e-06 1.9e-06 2.45e-06 1.9e-06 2.2e-06 1.65e-06 2.3e-06 1.95e-06
41 2.7e-06 2.7e-06 2.2e-06 2.25e-06 2.75e-06 2.1e-06 2.5e-06 2.7e-06 2.75e-06 1.9e-06 2.2e-06 3e-06 3.2e-06 2.8e-06 2.25e-06 2e-06 2.9e-06 3.1e-06 2.45e-06 2.25e-06 3.25e-06 2.45e-06 2.35e-06 2.85e-06 2.65e-06 2.65e-06 2.55e-06 2.7e-06 2.85e-06 2.85e-06 2.6e-06 2.6e-06 3.2e-06 2.45e-06 2.4e-06 2.35e-06 2.8e-06 2.6e-06 2.35e-06 2.65e-06 2.6e-06 3e-06 2.75e-06 2.55e-06 2.7e-06 2.8e-06 2.55e-06 2.5e-06 2.8e-06 3e-06 2.55e-06
42 2.3e-06 2.45e-06 1.8e-06 1.75e-06 1.9e-06 1.6e-06 1.6e-06 2.1e-06 1.75e-06 2.15e-06 1.7e-06 2.55e-06 2.55e-06 2.5e-06 2.1e-06 1.5e-06 2.3e-06 1.85e-06 2.15e-06 2.6e-06 2.4e-06 1.55e-06 1.95e-06 2.35e-06 1.95e-06 1.7e-06 1.65e-06 2.1e-06 1.55e-06 2e-06 2.1e-06 1.7e-06 2.55e-06 2.45e-06 2.1e-06 2.1e-06 2.15e-06 1.85e-06 1.85e-06 2.25e-06 1.9e-06 2.75e-06 2e-06 1.55e-06 1.4e-06 2e-06 1.85e-06 2e-06 1e-06 1.95e-06 1.9e-06
43 2.1e-06 2.5e-06 1.85e-06 1.75e-06 2.15e-06 1.4e-06 1.75e-06 2.3e-06 1.5e-06 2.4e-06 1.9e-06 2.35e-06 2.7e-06 1.85e-06 2.05e-06 1.9e-06 2.25e-06 2.1e-06 2.25e-06 2.35e-06 2.6e-06 1.6e-06 1.85e-06 2.1e-06 1.8e-06 1.75e-06 1.5e-06 1.95e-06 1.8e-06 1.9e-06 1.85e-06 2e-06 2.7e-06 2e-06 2.2e-06 2.2e-06 2e-06 2.05e-06 1.95e-06 1.7e-06 1.6e-06 2.55e-06 1.55e-06 2.2e-06 1.6e-06 2.2e-06 1.65e-06 1.85e-06 1.1e-06 2.1e-06 1.65e-06
44 1.95e-06 2.1e-06 1.7e-06 2.15e-06 1.75e-06 1.65e-06 1.8e-06 1.8e-06 1.75e-06 2.05e-06 2.05e-06 1.75e-06 1.55e-06 2.15e-06 2.4e-06 1.7e-06 1.8e-06 1.3e-06 1.8e-06 2.5e-06 1.9e-06 1.35e-06 2.1e-06 1.95e-06 1.5e-06 1.55e-06 1.5e-06 1.75e-06 1.1e-06 2.15e-06 1.9e-06 1.55e-06 1.55e-06 2.15e-06 1.75e-06 1.75e-06 1.8e-06 1.75e-06 1.5e-06 1.85e-06 1.9e-06 2.7e-06 1.4e-06 1.6e-06 1.3e-06 1.85e-06 2.2e-06 1.35e-06 8.5e-07 1.35e-06 1.4e-06
45 2.25e-06 2.1e-06 2.05e-06 1.95e-06 1.65e-06 2.15e-06 2.1e-06 2.45e-06 2.35e-06 2.4e-06 2.3e-06 2e-06 1.85e-06 2.05e-06 2.5e-06 1.95e-06 1.95e-06 2.15e-06 2e-06 2.6e-06 2.1e-06 2.45e-06 2.6e-06 2.15e-06 1.8e-06 2.2e-06 2.15e-06 2e-06 2.05e-06 2.3e-06 2.7e-06 2.05e-06 1.85e-06 2.05e-06 1.95e-06 1.95e-06 2.05e-06 1.75e-06 1.7e-06 1.9e-06 2.45e-06 2.8e-06 2e-06 2.2e-06 1.85e-06 3.1e-06 2.4e-06 1.9e-06 2.25e-06 2.05e-06 2e-06
46 1.75e-06 2.8e-06 2.15e-06 1.35e-06 2.3e-06 1.05e-06 1.1e-06 2.5e-06 1.6e-06 2.45e-06 1.6e-06 3.3e-06 3.25e-06 2.4e-06 1.65e-06 1.85e-06 2.4e-06 2.7e-06 2.5e-06 2.7e-06 2.85e-06 2e-06 1.5e-06 2.3e-06 2e-06 2.55e-06 1.8e-06 2e-06 2.35e-06 1.25e-06 2.6e-06 2.55e-06 3.25e-06 2.05e-06 2.45e-06 2.45e-06 1.65e-06 2.15e-06 2.2e-06 2.2e-06 1.9e-06 2.55e-06 1.85e-06 1.65e-06 2.2e-06 2.4e-06 1e-07 2.3e-06 2.05e-06 2.8e-06 2.2e-06
47 1.9e-06 2.1e-06 1.9e-06 2.15e-06 1.75e-06 1.65e-06 2.05e-06 2.2e-06 1.95e-06 2.2e-06 2.25e-06 1.85e-06 1.6e-06 1.95e-06 2.45e-06 1.95e-06 1.9e-06 1.85e-06 1.75e-06 2.45e-06 2.2e-06 1.9e-06 2.3e-06 1.85e-06 1.45e-06 2e-06 1.85e-06 1.7e-06 1.75e-06 2.35e-06 2.25e-06 2e-06 1.6e-06 1.75e-06 1.7e-06 1.7e-06 1.75e-06 1.7e-06 1.45e-06 1.6e-06 2.2e-06 2.5e-06 2e-06 1.85e-06 1.35e-06 1.9e-06 2.3e-06 2.3e-06 1.65e-06 1.65e-06 1.5e-06
48 2.2e-06 2.45e-06 1.7e-06 2.2e-06 2.15e-06 1.5e-06 1.75e-06 1.75e-06 1.35e-06 2.2e-06 1.85e-06 2.15e-06 2.3e-06 2.35e-06 2.3e-06 1.7e-06 2.25e-06 1.25e-06 2.15e-06 2.65e-06 2.4e-06 9.5e-07 1.85e-06 2.25e-06 1.85e-06 1.4e-06 1.35e-06 2.05e-06 1e-06 2.2e-06 1.55e-06 1.6e-06 2.3e-06 2.5e-06 2.1e-06 2.1e-06 2.1e-06 2.1e-06 1.85e-06 2.15e-06 1.65e-06 2.8e-06 1e-06 1.1e-06 8.5e-07 2.25e-06 2.05e-06 1.65e-06 0.0 1.55e-06 1.45e-06
49 2.2e-06 2.3e-06 2e-06 2.55e-06 1.9e-06 2.3e-06 2.25e-06 2.05e-06 2.15e-06 2.4e-06 2.4e-06 1.85e-06 1.6e-06 2.3e-06 2.85e-06 2.05e-06 2.15e-06 1.75e-06 1.95e-06 2.75e-06 2.2e-06 1.85e-06 2.55e-06 2.15e-06 1.8e-06 1.8e-06 2.05e-06 2e-06 1.55e-06 2.65e-06 2.1e-06 1.85e-06 1.6e-06 2.3e-06 1.9e-06 1.9e-06 2.05e-06 1.9e-06 1.65e-06 1.95e-06 2.3e-06 3e-06 1.95e-06 2.1e-06 1.35e-06 2.05e-06 2.8e-06 1.65e-06 1.55e-06 2.5e-06 1.75e-06
50 2e-06 2.2e-06 1.8e-06 1.95e-06 1.95e-06 1.7e-06 2.1e-06 2.15e-06 1.85e-06 2.35e-06 2.1e-06 1.85e-06 1.95e-06 1.85e-06 2.4e-06 2.05e-06 1.9e-06 1.9e-06 1.95e-06 2.5e-06 2.25e-06 1.7e-06 2.15e-06 2e-06 1.6e-06 1.9e-06 1.6e-06 1.85e-06 1.7e-06 2.2e-06 1.95e-06 1.95e-06 1.95e-06 1.65e-06 1.9e-06 1.9e-06 1.9e-06 1.85e-06 1.65e-06 1.7e-06 1.95e-06 2.55e-06 1.9e-06 1.65e-06 1.4e-06 2e-06 2.2e-06 1.5e-06 1.45e-06 1.75e-06 2.5e-06
