 slim_762133504 slim_762133513 slim_762133506 slim_762133525 slim_762133501 slim_762133543 slim_762133510 slim_762133521 slim_762133515 slim_762133536 slim_762133548 slim_762133505 slim_762133522 slim_762133516 slim_762133546 slim_762133547 slim_762133550 slim_762133529 slim_762133520 slim_762133517 slim_762133509 slim_762133552 slim_762133544 slim_762133539 slim_762133532 slim_762133512 slim_762133542 slim_762133507 slim_762133533 slim_762133538 slim_762133508 slim_762133545 slim_762133549 slim_762133551 slim_762133541 slim_762133502 slim_762133499 slim_762133524 slim_762133526 slim_762133514 slim_762133500 slim_762133540 slim_762133503 slim_762133519 slim_762133535 slim_762133518 slim_762133523 slim_762133534 slim_762133554 slim_762133553 slim_762133531 slim_762133537 slim_762133527 slim_762133511 slim_762133528 slim_762133530
34 1.5e-06 1.1e-06 2.2e-06 9e-07 1.65e-06 1.4e-06 2.8e-06 1.4e-06 9e-07 1.45e-06 1.15e-06 1.5e-06 2.2e-06 1.45e-06 1.25e-06 1.55e-06 1.4e-06 1.45e-06 1.4e-06 1.5e-06 1.5e-06 1.65e-06 1.75e-06 1.8e-06 1.55e-06 1.6e-06 1.4e-06 1.8e-06 1.65e-06 9.5e-07 1.9e-06 1.45e-06 1.65e-06 1e-06 1.8e-06 1.7e-06 2e-06 1.8e-06 1.3e-06 1.4e-06 2.35e-06 1.5e-06 1.55e-06 1.4e-06 2.1e-06 9.5e-07 1.25e-06 1.45e-06 1.6e-06 2.4e-06 1.5e-06 1.5e-06 1.4e-06 1.75e-06 1.35e-06 1.2e-06
35 9e-07 1.65e-06 2.4e-06 1.05e-06 1.35e-06 1.2e-06 3.05e-06 1.85e-06 1.7e-06 1.05e-06 2.25e-06 1.1e-06 2.95e-06 1.55e-06 1.7e-06 1.15e-06 1.35e-06 9e-07 1.5e-06 1.45e-06 9.5e-07 1.5e-06 9.5e-07 8e-07 1.1e-06 1.2e-06 1.5e-06 1e-06 1.7e-06 1.25e-06 2.15e-06 1e-06 1.75e-06 1.3e-06 1.7e-06 7e-07 2.35e-06 1.65e-06 2e-06 2e-06 2.6e-06 1.5e-06 1.35e-06 9.5e-07 2.25e-06 1.25e-06 1.8e-06 1.05e-06 1.2e-06 2.9e-06 2.55e-06 1e-06 8.5e-07 1.95e-06 7.5e-07 1.8e-06
36 2.15e-06 2.2e-06 2.8e-06 1.55e-06 2.4e-06 2.2e-06 2.2e-06 2.3e-06 2e-06 2.15e-06 2.35e-06 2.4e-06 3.1e-06 2.6e-06 2.2e-06 2.45e-06 2.35e-06 2.3e-06 2.55e-06 2.6e-06 2.2e-06 2.45e-06 2.55e-06 2.35e-06 2.35e-06 2.6e-06 2.55e-06 2.6e-06 2.65e-06 1.8e-06 2.9e-06 2.15e-06 2.6e-06 1.85e-06 2e-06 2.35e-06 3.1e-06 2.6e-06 2.3e-06 2.6e-06 3.15e-06 2.45e-06 2.5e-06 2.1e-06 2.75e-06 1.8e-06 2e-06 2.15e-06 2.5e-06 3.25e-06 2.55e-06 2.3e-06 2.1e-06 2.45e-06 2e-06 2.15e-06
37 1.9e-06 1.7e-06 2.9e-06 1.7e-06 1.6e-06 1.75e-06 3.2e-06 1.8e-06 1.8e-06 1.7e-06 1.6e-06 1.85e-06 2.85e-06 1.8e-06 1.55e-06 2e-06 1.9e-06 1.85e-06 1.6e-06 1.9e-06 1.75e-06 1.55e-06 1.7e-06 1.7e-06 1.75e-06 1.65e-06 1.75e-06 1.75e-06 1.85e-06 1.85e-06 2.15e-06 1.65e-06 1.95e-06 1.9e-06 1.8e-06 1.65e-06 2.6e-06 2.8e-06 1.9e-06 1.7e-06 3.05e-06 1.8e-06 1.6e-06 1.75e-06 2.75e-06 1.85e-06 1.6e-06 1.7e-06 1.95e-06 2.85e-06 1.8e-06 1.7e-06 1.65e-06 2.45e-06 1.75e-06 1.65e-06
38 1.9e-06 1.4e-06 2.7e-06 1.4e-06 1.7e-06 1.6e-06 3e-06 1.5e-06 1.3e-06 1.9e-06 1.2e-06 1.85e-06 2.25e-06 1.7e-06 1.55e-06 1.9e-06 1.85e-06 1.75e-06 1.65e-06 1.7e-06 1.85e-06 1.75e-06 1.95e-06 2e-06 1.75e-06 1.75e-06 1.65e-06 2e-06 1.65e-06 1.45e-06 1.9e-06 1.9e-06 1.8e-06 1.5e-06 1.3e-06 2e-06 2.3e-06 1.9e-06 2.2e-06 1.45e-06 2.75e-06 1.55e-06 1.8e-06 1.85e-06 2.45e-06 1.45e-06 1.5e-06 1.9e-06 1.95e-06 2.75e-06 1.3e-06 1.65e-06 1.75e-06 2.15e-06 1.75e-06 1.35e-06
39 2.2e-06 1.55e-06 3.15e-06 2e-06 1.5e-06 2.1e-06 3.2e-06 1.55e-06 1.4e-06 2.1e-06 8e-07 2.1e-06 2.35e-06 1.5e-06 1.75e-06 2.15e-06 2.2e-06 2e-06 1.45e-06 1.5e-06 2.15e-06 1.55e-06 2.15e-06 1.75e-06 2e-06 1.6e-06 1.45e-06 2.2e-06 1.55e-06 2e-06 1.9e-06 2.2e-06 1.4e-06 2.05e-06 1.4e-06 2e-06 2.6e-06 1.7e-06 1.45e-06 1.4e-06 3.15e-06 1.45e-06 1.7e-06 2.15e-06 2.95e-06 2e-06 1.6e-06 2.1e-06 2.2e-06 2.8e-06 1e-06 2.05e-06 2.05e-06 2.6e-06 2.05e-06 1.4e-06
40 2.55e-06 2.2e-06 1.9e-06 1.95e-06 2.95e-06 2.45e-06 3.45e-06 2.55e-06 2.35e-06 2.45e-06 2.85e-06 2.35e-06 2.5e-06 2.8e-06 2.5e-06 2.4e-06 2.35e-06 2.3e-06 2.7e-06 2.85e-06 2.45e-06 2.95e-06 2.75e-06 2.85e-06 2.55e-06 2.9e-06 2.75e-06 2.8e-06 3e-06 1.9e-06 3e-06 2.45e-06 2.9e-06 1.9e-06 2.35e-06 2.6e-06 3.15e-06 3.05e-06 2.75e-06 3.15e-06 3.5e-06 2.8e-06 2.75e-06 2.45e-06 2.05e-06 1.9e-06 2.65e-06 2.45e-06 2.4e-06 2.25e-06 3.2e-06 2.55e-06 2.35e-06 2.2e-06 2.4e-06 2.4e-06
41 1.8e-06 1.55e-06 2.8e-06 1.55e-06 1.65e-06 1.8e-06 3.1e-06 1.65e-06 1.5e-06 1.8e-06 1.45e-06 1.65e-06 2.45e-06 1.6e-06 1.8e-06 1.75e-06 1.75e-06 1.6e-06 1.55e-06 1.65e-06 1.7e-06 1.65e-06 1.8e-06 1.5e-06 1.8e-06 1.7e-06 1.55e-06 1.85e-06 1.55e-06 1.55e-06 1.9e-06 1.75e-06 1.7e-06 1.6e-06 1.5e-06 1.5e-06 2.45e-06 1.8e-06 1.55e-06 1.45e-06 2.8e-06 2.7e-06 1.7e-06 1.7e-06 2.65e-06 1.55e-06 1.7e-06 1.8e-06 1.75e-06 2.9e-06 1.55e-06 1.7e-06 1.6e-06 2.2e-06 1.65e-06 1.5e-06
42 1.6e-06 1.35e-06 2.55e-06 1.35e-06 1.55e-06 1.5e-06 3.1e-06 1.8e-06 1.55e-06 1.5e-06 1.6e-06 1.4e-06 2.75e-06 1.4e-06 1.3e-06 1.7e-06 1.7e-06 1.6e-06 1.5e-06 1.7e-06 1.25e-06 1.3e-06 1.3e-06 1.6e-06 1.5e-06 1.4e-06 1.35e-06 1.35e-06 1.6e-06 1.55e-06 1.95e-06 1.45e-06 1.9e-06 1.6e-06 1.55e-06 1.35e-06 2.5e-06 1.6e-06 1.8e-06 1.7e-06 2.75e-06 1.7e-06 2.1e-06 1.25e-06 2.4e-06 1.55e-06 1.6e-06 1.5e-06 1.5e-06 2.45e-06 1.95e-06 1.2e-06 1.15e-06 2.15e-06 1.45e-06 1.6e-06
43 1.05e-06 1.5e-06 2.1e-06 7e-07 1.7e-06 1.1e-06 2.95e-06 1.9e-06 1.4e-06 9.5e-07 2.15e-06 1e-06 2.8e-06 1.45e-06 1.4e-06 1.3e-06 1.2e-06 1.2e-06 1.55e-06 1.75e-06 8e-07 1.45e-06 9.5e-07 1.25e-06 1.15e-06 1.45e-06 1.4e-06 1e-06 1.65e-06 9.5e-07 2.05e-06 9e-07 1.9e-06 1e-06 1.4e-06 9.5e-07 2.1e-06 1.75e-06 1.85e-06 2.15e-06 2.45e-06 1.7e-06 1.25e-06 1.4e-06 2e-06 9.5e-07 1.55e-06 9.5e-07 1.1e-06 2.7e-06 2.5e-06 8.5e-07 7e-07 1.8e-06 9e-07 1.7e-06
44 2.1e-06 2.15e-06 1.75e-06 1.45e-06 2.6e-06 1.75e-06 3.2e-06 2.55e-06 2.1e-06 2.05e-06 2.7e-06 2.25e-06 2.25e-06 2.6e-06 2.1e-06 2.2e-06 2.3e-06 2.2e-06 2.55e-06 2.65e-06 2e-06 2.6e-06 2.3e-06 2.55e-06 2e-06 2.45e-06 2.55e-06 2.35e-06 2.8e-06 1.75e-06 3.05e-06 2.05e-06 2.8e-06 1.8e-06 2.1e-06 2.25e-06 2.75e-06 2.75e-06 2.45e-06 2.95e-06 2.05e-06 2.65e-06 2.4e-06 2e-06 2.7e-06 1.75e-06 2.25e-06 2.05e-06 2.35e-06 2.25e-06 3.05e-06 2.05e-06 1.9e-06 2.2e-06 1.95e-06 2.35e-06
45 1.05e-06 1e-06 1.8e-06 4e-07 1.75e-06 1e-06 2.65e-06 1.4e-06 9.5e-07 9.5e-07 1.75e-06 1e-06 2.35e-06 1.55e-06 1.2e-06 1.05e-06 9e-07 9.5e-07 1.45e-06 1.6e-06 1.05e-06 1.75e-06 1.35e-06 1.5e-06 1.15e-06 1.6e-06 1.5e-06 1.4e-06 1.75e-06 4e-07 2e-06 9.5e-07 1.65e-06 4.5e-07 9.5e-07 1.25e-06 1.8e-06 1.85e-06 1.45e-06 2e-06 1.9e-06 1.55e-06 1.55e-06 9.5e-07 1.75e-06 8e-07 1.3e-06 9.5e-07 1.1e-06 2.45e-06 2.1e-06 1.15e-06 9.5e-07 1.25e-06 9e-07 1.2e-06
46 1.6e-06 1.35e-06 2.3e-06 1.05e-06 1.5e-06 1.55e-06 2.75e-06 1.45e-06 1.25e-06 1.6e-06 1.25e-06 1.85e-06 2.4e-06 1.8e-06 1.3e-06 1.9e-06 1.8e-06 1.75e-06 1.75e-06 1.8e-06 1.65e-06 1.55e-06 1.9e-06 1.8e-06 1.7e-06 1.75e-06 1.75e-06 1.95e-06 1.85e-06 1.3e-06 2.05e-06 1.6e-06 1.85e-06 1.35e-06 1.25e-06 1.8e-06 2e-06 1.6e-06 1.5e-06 1.6e-06 2.65e-06 1.7e-06 1.6e-06 1.55e-06 2.25e-06 1.3e-06 2.1e-06 1.6e-06 1.95e-06 2.4e-06 1.45e-06 1.65e-06 1.55e-06 2.05e-06 1.45e-06 1.3e-06
47 1.1e-06 1.5e-06 2.15e-06 7.5e-07 1.75e-06 1.05e-06 3e-06 1.9e-06 1.45e-06 7.5e-07 2.2e-06 1.2e-06 2.85e-06 1.7e-06 1.3e-06 1.3e-06 1.15e-06 1.2e-06 1.5e-06 1.8e-06 1.05e-06 1.7e-06 1.1e-06 1.25e-06 1e-06 1.4e-06 1.65e-06 1.15e-06 1.9e-06 9.5e-07 2.25e-06 8.5e-07 1.7e-06 1e-06 1.45e-06 1.05e-06 2.15e-06 1.7e-06 1.9e-06 2.1e-06 2.45e-06 1.8e-06 1.5e-06 9.5e-07 2.05e-06 9.5e-07 1.6e-06 1.5e-06 1.3e-06 2.75e-06 2.55e-06 1.1e-06 9.5e-07 1.8e-06 9.5e-07 1.7e-06
48 1.45e-06 1.5e-06 2.5e-06 1.15e-06 1.95e-06 1.4e-06 3.2e-06 1.85e-06 1.6e-06 1.3e-06 2.2e-06 1e-06 2.9e-06 1.5e-06 1.7e-06 1.3e-06 1.25e-06 1.2e-06 1.55e-06 1.8e-06 1.05e-06 1.7e-06 1.2e-06 1.5e-06 1.4e-06 1.7e-06 1.45e-06 1.2e-06 1.7e-06 1.1e-06 2.05e-06 1.25e-06 1.9e-06 1.1e-06 1.6e-06 1.2e-06 2.5e-06 1.95e-06 1.95e-06 2.2e-06 2.4e-06 1.75e-06 1.5e-06 1.1e-06 2.35e-06 1.1e-06 1.95e-06 1.3e-06 1.9e-06 3e-06 2.55e-06 1.15e-06 1e-06 1.8e-06 1.3e-06 1.7e-06
49 2.8e-06 2.2e-06 2.05e-06 2.25e-06 2.7e-06 2.7e-06 3.5e-06 2.65e-06 2.4e-06 2.75e-06 2.4e-06 2.9e-06 2.5e-06 2.85e-06 2.2e-06 2.95e-06 2.9e-06 2.85e-06 2.8e-06 2.9e-06 2.75e-06 2.7e-06 3e-06 3.1e-06 2.8e-06 2.75e-06 2.8e-06 3.05e-06 3.05e-06 2.45e-06 3e-06 2.75e-06 3.05e-06 2.5e-06 2.4e-06 2.9e-06 3.25e-06 2.85e-06 2.75e-06 2.8e-06 2.25e-06 2.9e-06 2.45e-06 2.7e-06 2.25e-06 2.45e-06 2.4e-06 2.75e-06 3e-06 3.6e-06 2.75e-06 2.75e-06 2.65e-06 2.7e-06 2.65e-06 2.45e-06
50 2.5e-06 1.55e-06 3.2e-06 2.1e-06 1.55e-06 2.35e-06 3.1e-06 1.35e-06 1.5e-06 2.55e-06 6.5e-07 2.45e-06 2.2e-06 1.85e-06 1.75e-06 2.5e-06 2.45e-06 2.3e-06 1.8e-06 1.8e-06 2.5e-06 1.65e-06 2.65e-06 2.3e-06 2.45e-06 2.1e-06 1.8e-06 2.7e-06 1.65e-06 2.1e-06 1.85e-06 2.55e-06 1.8e-06 2.15e-06 1.5e-06 2.55e-06 2.55e-06 1.8e-06 1.3e-06 1e-06 3.2e-06 1.55e-06 1.95e-06 2.5e-06 3.05e-06 2.1e-06 1.45e-06 2.55e-06 2.55e-06 2.75e-06 1e-06 2.4e-06 2.4e-06 2.65e-06 2.35e-06 1.25e-06
51 1.2e-06 1.5e-06 2.3e-06 9e-07 1.65e-06 1e-06 3.05e-06 1.9e-06 1.5e-06 1.1e-06 2.05e-06 1.05e-06 2.8e-06 1.4e-06 1.4e-06 1.35e-06 1.35e-06 1.25e-06 1.5e-06 1.7e-06 8.5e-07 1.4e-06 8.5e-07 1.3e-06 1.05e-06 1.3e-06 1.35e-06 9e-07 1.6e-06 1.15e-06 2e-06 1.05e-06 1.9e-06 1.2e-06 1.5e-06 1e-06 2.3e-06 1.7e-06 1.65e-06 2.05e-06 2.55e-06 1.7e-06 1.2e-06 8.5e-07 2.05e-06 1.15e-06 1.65e-06 1.1e-06 1.15e-06 2.75e-06 2.4e-06 1.4e-06 7.5e-07 1.9e-06 1.05e-06 1.7e-06
52 1.05e-06 1.4e-06 2.1e-06 7e-07 1.6e-06 1e-06 2.85e-06 1.8e-06 1.4e-06 9.5e-07 2.05e-06 9e-07 2.7e-06 1.35e-06 1.35e-06 1.2e-06 1.2e-06 1.1e-06 1.45e-06 1.65e-06 7e-07 1.35e-06 8.5e-07 1.15e-06 1.05e-06 1.35e-06 1.3e-06 9e-07 1.55e-06 9.5e-07 1.95e-06 9e-07 1.8e-06 1e-06 1.4e-06 8.5e-07 2.1e-06 1.65e-06 1.75e-06 2.05e-06 2.35e-06 1.6e-06 1.15e-06 7e-07 1.9e-06 9.5e-07 1.55e-06 9.5e-07 1e-06 2.65e-06 2.4e-06 7.5e-07 1.2e-06 1.7e-06 9e-07 1.6e-06
53 1.9e-06 1.6e-06 2.25e-06 1.3e-06 2.35e-06 1.8e-06 2.3e-06 2e-06 1.75e-06 1.8e-06 2.3e-06 1.7e-06 2.7e-06 2.2e-06 1.9e-06 1.75e-06 1.7e-06 1.65e-06 2.1e-06 2.25e-06 1.8e-06 2.35e-06 2.1e-06 2.2e-06 1.9e-06 2.3e-06 2.15e-06 2.15e-06 2.4e-06 1.25e-06 2.6e-06 1.8e-06 2.3e-06 1.3e-06 1.75e-06 1.95e-06 2.45e-06 2.45e-06 2.15e-06 2.6e-06 2.2e-06 2.2e-06 2.15e-06 1.8e-06 2.2e-06 1.25e-06 2.05e-06 1.8e-06 1.8e-06 2.7e-06 2.65e-06 1.9e-06 1.7e-06 2.2e-06 1.75e-06 1.8e-06
54 8e-07 1.45e-06 2.05e-06 6.5e-07 1.4e-06 1.05e-06 2.85e-06 1.65e-06 1.35e-06 9.5e-07 2.05e-06 1.2e-06 2.7e-06 1.65e-06 1.4e-06 1.2e-06 1.25e-06 9.5e-07 1.6e-06 1.5e-06 1e-06 1.6e-06 1.15e-06 1.2e-06 1.1e-06 1.35e-06 1.6e-06 1.2e-06 1.8e-06 9e-07 2.15e-06 9.5e-07 1.8e-06 9.5e-07 1.35e-06 7.5e-07 2e-06 1.75e-06 1.75e-06 2.05e-06 2.4e-06 1.65e-06 1.45e-06 9e-07 1.95e-06 9e-07 1.45e-06 9.5e-07 1.3e-06 2.65e-06 2.35e-06 1.05e-06 9e-07 1.75e-06 1.3e-06 1.6e-06
55 1.75e-06 1.1e-06 2.45e-06 1.25e-06 1.5e-06 1.6e-06 2.75e-06 1.2e-06 1.2e-06 1.7e-06 1.05e-06 1.6e-06 2.25e-06 1.6e-06 1.35e-06 1.65e-06 1.6e-06 1.5e-06 1.5e-06 1.6e-06 1.7e-06 1.55e-06 1.9e-06 1.8e-06 1.7e-06 1.75e-06 1.55e-06 1.95e-06 1.65e-06 1.2e-06 1.85e-06 1.7e-06 1.6e-06 1.25e-06 1.2e-06 1.8e-06 2.15e-06 1.65e-06 1.35e-06 1.4e-06 2.4e-06 1.5e-06 1.6e-06 1.7e-06 2.35e-06 1.2e-06 1.3e-06 1.7e-06 1.7e-06 2.45e-06 1.25e-06 1.7e-06 1.6e-06 1.8e-06 1.6e-06 2.1e-06
