 slim_762501143 slim_762501158 slim_762501137 slim_762501119 slim_762501155 slim_762501126 slim_762501151 slim_762501125 slim_762501097 slim_762501113 slim_762501124 slim_762501154 slim_762501103 slim_762501120 slim_762501112 slim_762501122 slim_762501130 slim_762501149 slim_762501133 slim_762501132 slim_762501116 slim_762501156 slim_762501140 slim_762501106 slim_762501121 slim_762501148 slim_762501123 slim_762501141 slim_762501105 slim_762501127 slim_762501144 slim_762501109 slim_762501142 slim_762501114 slim_762501152 slim_762501131 slim_762501110 slim_762501134 slim_762501096 slim_762501099 slim_762501104 slim_762501118 slim_762501147 slim_762501135 slim_762501139 slim_762501115 slim_762501146 slim_762501128 slim_762501100 slim_762501102 slim_762501138 slim_762501136 slim_762501159 slim_762501129 slim_762501145 slim_762501111 slim_762501108 slim_762501153 slim_762501101 slim_762501157 slim_762501117 slim_762501098 slim_762501150 slim_762501107
0 1.2e-06 1.8e-06 1.3e-06 2.1e-06 1.7e-06 1.3e-06 1.7e-06 1.95e-06 1.5e-06 1.05e-06 1.7e-06 2.05e-06 2e-06 6.5e-07 7.5e-07 1.85e-06 1.7e-06 2e-06 1.05e-06 1.8e-06 1.3e-06 1.85e-06 1.85e-06 2.25e-06 1.5e-06 1.65e-06 1.4e-06 1.1e-06 1e-06 2.15e-06 1.6e-06 1.65e-06 1.1e-06 1.85e-06 1.55e-06 2.1e-06 1.3e-06 1.35e-06 1.55e-06 1.45e-06 2.3e-06 1.75e-06 1.5e-06 1.9e-06 1.75e-06 1.5e-06 1.7e-06 1.65e-06 1.75e-06 1.6e-06 1.9e-06 1.95e-06 1.65e-06 1.9e-06 1.5e-06 1.85e-06 1.95e-06 1.8e-06 1.4e-06 1.2e-06 1.5e-06 1e-06 1.35e-06 1.55e-06
1 1.8e-06 1.6e-06 1.8e-06 1.7e-06 2.05e-06 1.75e-06 1e-06 1.45e-06 2.1e-06 1.65e-06 1.1e-06 1.85e-06 1.45e-06 2.05e-06 2.05e-06 2.2e-06 2e-06 1.8e-06 1.8e-06 2.25e-06 1.4e-06 1.45e-06 1.35e-06 1.6e-06 1.25e-06 1.45e-06 1.05e-06 1.8e-06 1.7e-06 2e-06 1.6e-06 1.25e-06 1.8e-06 1.15e-06 1.3e-06 1.9e-06 1.75e-06 1.55e-06 1.05e-06 1.45e-06 2.15e-06 1.15e-06 2.05e-06 1.2e-06 1.15e-06 1.2e-06 1.5e-06 1.4e-06 1.45e-06 1.35e-06 1.4e-06 1.45e-06 1.6e-06 1.45e-06 1.8e-06 1.05e-06 2.35e-06 1.6e-06 1.4e-06 1.5e-06 1.3e-06 1.7e-06 1.45e-06 2.05e-06
2 1.3e-06 1.8e-06 2.1e-06 2.15e-06 1.95e-06 1.25e-06 1.75e-06 1.9e-06 1.8e-06 1.45e-06 1.7e-06 2.1e-06 2.05e-06 1.1e-06 1.15e-06 2.1e-06 2.05e-06 2.1e-06 1.3e-06 1.9e-06 1.5e-06 1.3e-06 1.8e-06 2.1e-06 1.65e-06 1.6e-06 1.45e-06 1.35e-06 1.3e-06 2.05e-06 1.7e-06 1.65e-06 1.4e-06 1.8e-06 1.65e-06 2.05e-06 1.25e-06 1.85e-06 1.7e-06 1.6e-06 2.2e-06 1.75e-06 1.6e-06 1.95e-06 1.5e-06 1.65e-06 1.65e-06 1.7e-06 1.85e-06 1.7e-06 1.95e-06 1.9e-06 1.6e-06 1.45e-06 1.95e-06 1.9e-06 2.1e-06 1.75e-06 1.55e-06 1.4e-06 1.45e-06 1.3e-06 1.75e-06 1.75e-06
3 2.1e-06 1.7e-06 2.15e-06 2.4e-06 2.15e-06 2.1e-06 1.3e-06 1.45e-06 2.25e-06 1.65e-06 1.6e-06 1.9e-06 1.35e-06 2.25e-06 2.2e-06 2.3e-06 2.25e-06 1.9e-06 1.9e-06 2.45e-06 1.65e-06 1.95e-06 1.6e-06 1.9e-06 1.35e-06 1.45e-06 1.45e-06 1.95e-06 1.85e-06 2.05e-06 1.65e-06 1.5e-06 1.9e-06 1.65e-06 1.5e-06 2e-06 2.15e-06 1.65e-06 1.2e-06 1.55e-06 2.2e-06 1.45e-06 2.05e-06 1.65e-06 1.7e-06 1.6e-06 1.5e-06 1.45e-06 1.4e-06 1.4e-06 1.4e-06 1.45e-06 1.75e-06 1.7e-06 1.6e-06 1.85e-06 2.6e-06 1.75e-06 1.5e-06 1.95e-06 1.5e-06 1.85e-06 2e-06 1.75e-06
4 1.7e-06 2.05e-06 1.95e-06 2.15e-06 2.6e-06 1.9e-06 1.9e-06 1.85e-06 1.5e-06 1.7e-06 2e-06 1.5e-06 1.5e-06 1.55e-06 1.6e-06 1.45e-06 2.05e-06 1.95e-06 1.65e-06 1.9e-06 1.6e-06 2.25e-06 2.15e-06 1.95e-06 1.9e-06 1.95e-06 1.7e-06 1.7e-06 1.6e-06 2e-06 1.95e-06 1.75e-06 1.7e-06 2.3e-06 1.65e-06 1.95e-06 1.95e-06 1.75e-06 2.05e-06 1.75e-06 2.15e-06 1.65e-06 2e-06 1.95e-06 2.25e-06 2e-06 2e-06 1.55e-06 1.65e-06 1.5e-06 1.4e-06 1.85e-06 2e-06 1.85e-06 1.95e-06 2.45e-06 1.9e-06 2.1e-06 1.7e-06 2.05e-06 2e-06 1.6e-06 2.15e-06 1.8e-06
5 1.3e-06 1.75e-06 1.25e-06 2.1e-06 1.9e-06 2e-06 1.7e-06 1.85e-06 1.75e-06 1.35e-06 1.65e-06 2.05e-06 2e-06 1.15e-06 1.2e-06 2.05e-06 2e-06 2.05e-06 1.3e-06 1.8e-06 1.4e-06 1.05e-06 1.75e-06 2.05e-06 1.6e-06 1.55e-06 1.4e-06 1.35e-06 1.3e-06 2e-06 1.65e-06 1.6e-06 1.4e-06 1.75e-06 1.6e-06 2e-06 1.25e-06 1.8e-06 1.65e-06 1.55e-06 2.15e-06 1.7e-06 1.55e-06 1.9e-06 1.5e-06 1.6e-06 1.6e-06 1.65e-06 1.8e-06 1.65e-06 1.9e-06 1.85e-06 1.55e-06 1.6e-06 1.9e-06 1.85e-06 2.05e-06 1.7e-06 1.5e-06 1.25e-06 1.4e-06 1.3e-06 1.7e-06 1.75e-06
6 1.7e-06 1e-06 1.75e-06 1.3e-06 1.9e-06 1.7e-06 9e-07 1.1e-06 1.95e-06 1.35e-06 8.5e-07 1.7e-06 1.25e-06 1.9e-06 1.9e-06 2.05e-06 1.95e-06 1.4e-06 1.65e-06 2.15e-06 1.15e-06 1.5e-06 9.5e-07 1.45e-06 8.5e-07 1.1e-06 8.5e-07 1.6e-06 1.55e-06 1.9e-06 1.35e-06 1e-06 1.65e-06 9.5e-07 1.15e-06 1.8e-06 1.75e-06 1.4e-06 4.5e-07 1.3e-06 2.05e-06 9.5e-07 1.85e-06 1.2e-06 1e-06 1.05e-06 1.15e-06 1.2e-06 1.25e-06 1.2e-06 1.25e-06 1.1e-06 1.5e-06 1.4e-06 1.65e-06 1.1e-06 2.15e-06 1.4e-06 1.25e-06 1.5e-06 9e-07 1.55e-06 1.4e-06 1.85e-06
7 1.95e-06 1.45e-06 1.9e-06 1.45e-06 1.85e-06 1.85e-06 1.1e-06 1.9e-06 2.1e-06 1.55e-06 1.35e-06 1.65e-06 1.1e-06 2e-06 2e-06 2e-06 2.2e-06 1.8e-06 1.7e-06 2.25e-06 1.4e-06 1.7e-06 1.4e-06 1.75e-06 1.3e-06 1.15e-06 1.2e-06 1.75e-06 1.7e-06 1.95e-06 1.5e-06 1.25e-06 1.8e-06 1.45e-06 1.35e-06 1.95e-06 1.9e-06 1.55e-06 1.15e-06 1.5e-06 2.15e-06 1.05e-06 1.95e-06 1.4e-06 1.5e-06 1.5e-06 1.2e-06 1.2e-06 1.3e-06 1.2e-06 1.05e-06 1.05e-06 1.6e-06 1.4e-06 1.7e-06 1.7e-06 2.35e-06 1.6e-06 1.45e-06 1.8e-06 1.35e-06 1.7e-06 1.9e-06 1.75e-06
8 1.5e-06 2.1e-06 1.8e-06 2.25e-06 1.5e-06 1.75e-06 1.95e-06 2.1e-06 2.2e-06 1.55e-06 1.95e-06 1.55e-06 2.1e-06 1.35e-06 1.3e-06 1.65e-06 1.85e-06 1.65e-06 1.35e-06 1.6e-06 1.6e-06 2.15e-06 2.05e-06 1.9e-06 1.55e-06 1.7e-06 1.5e-06 1.35e-06 1.2e-06 1.7e-06 1.6e-06 1.65e-06 1.3e-06 2.2e-06 1.35e-06 1.55e-06 1.8e-06 1.95e-06 1.95e-06 1.15e-06 1.8e-06 1.95e-06 1.65e-06 2.2e-06 2.15e-06 1.7e-06 1.75e-06 1.6e-06 1.65e-06 1.5e-06 2e-06 2.1e-06 1.55e-06 2.1e-06 2.05e-06 2.35e-06 1.75e-06 1.75e-06 1.1e-06 1.9e-06 1.9e-06 1.2e-06 2e-06 1.9e-06
9 1.05e-06 1.65e-06 1.45e-06 1.65e-06 1.7e-06 1.35e-06 1.35e-06 1.55e-06 1.55e-06 1.5e-06 1.5e-06 1.85e-06 1.75e-06 1.1e-06 1.2e-06 1.85e-06 1.7e-06 1.7e-06 1.15e-06 1.8e-06 1.1e-06 1.7e-06 1.5e-06 1.9e-06 1.2e-06 1.25e-06 1.25e-06 1.25e-06 1.15e-06 1.8e-06 1.35e-06 1.4e-06 1.25e-06 1.6e-06 1.35e-06 1.8e-06 1.45e-06 1.45e-06 1.15e-06 1.3e-06 2e-06 1.55e-06 1.35e-06 1.75e-06 1.65e-06 1.4e-06 1.3e-06 1.45e-06 1.55e-06 1.4e-06 1.65e-06 1.55e-06 1.45e-06 1.7e-06 1.5e-06 1.8e-06 1.95e-06 1.5e-06 1.25e-06 1.35e-06 1.2e-06 1.15e-06 1.4e-06 1.55e-06
