 slim_762352955 slim_762352972 slim_762352986 slim_762352958 slim_762352977 slim_762352974 slim_762352987 slim_762352997 slim_762352989 slim_762352965 slim_762352961 slim_762352978 slim_762353004 slim_762353007 slim_762352998 slim_762353001 slim_762352988 slim_762352973 slim_762352991 slim_762352966 slim_762353005 slim_762352980 slim_762352963 slim_762352956 slim_762352984 slim_762353000 slim_762352979 slim_762352999 slim_762352983 slim_762352981 slim_762352953 slim_762352976 slim_762352962 slim_762352971 slim_762352994 slim_762352960 slim_762352954 slim_762352967 slim_762352985 slim_762352982 slim_762352959 slim_762353002 slim_762352969 slim_762353008 slim_762352957 slim_762352996 slim_762352990 slim_762353003 slim_762352992 slim_762352968 slim_762353006 slim_762352952 slim_762352964 slim_762352993 slim_762352995 slim_762352975 slim_762352970
33 1.7e-06 1.45e-06 1.95e-06 2.3e-06 1.75e-06 1.8e-06 1.9e-06 1.95e-06 1.75e-06 1.45e-06 2.05e-06 1.9e-06 1.85e-06 2.3e-06 2.2e-06 2.05e-06 1.7e-06 1.7e-06 1.65e-06 1.9e-06 1.9e-06 1.75e-06 1.9e-06 2.05e-06 1.75e-06 1.8e-06 1.9e-06 1.5e-06 1.8e-06 2.15e-06 1.75e-06 2.2e-06 1.95e-06 1.5e-06 1.55e-06 2.3e-06 1.95e-06 1.55e-06 2.35e-06 1.95e-06 1.5e-06 1.95e-06 1.55e-06 1.95e-06 2.4e-06 2.75e-06 1.75e-06 1.9e-06 1.9e-06 1.55e-06 1.8e-06 2.45e-06 1.85e-06 2.65e-06 1.8e-06 2.25e-06 1.35e-06
34 2.15e-06 2.15e-06 2.75e-06 2.4e-06 1.8e-06 3.05e-06 7e-07 2.3e-06 2.15e-06 1.7e-06 1e-06 2.7e-06 1.7e-06 1.4e-06 2.1e-06 2.85e-06 2.7e-06 1.65e-06 1.5e-06 2e-06 2.05e-06 1.8e-06 1.85e-06 2.4e-06 2.65e-06 1.7e-06 2e-06 1.35e-06 2.35e-06 2.25e-06 2.1e-06 1.55e-06 1e-06 1.55e-06 2e-07 3.1e-06 1.85e-06 1.5e-07 2.6e-06 2.45e-06 2.15e-06 1.15e-06 1e-07 2.05e-06 1.75e-06 2e-06 2.75e-06 2.7e-06 1.85e-06 1.1e-06 1.7e-06 2.3e-06 2.15e-06 1.9e-06 1.6e-06 2.5e-06 2.5e-06
35 2.25e-06 2e-06 1.45e-06 1.9e-06 2.35e-06 1.6e-06 3.35e-06 1.85e-06 2.1e-06 2.2e-06 2.85e-06 1.95e-06 2.55e-06 2.85e-06 2.5e-06 1.55e-06 1.6e-06 2.2e-06 2.4e-06 2.25e-06 2.65e-06 2.15e-06 2.25e-06 2e-06 1.8e-06 2.65e-06 2.15e-06 2.4e-06 1.8e-06 1.8e-06 2.45e-06 2.8e-06 2.85e-06 2.3e-06 3.1e-06 2.2e-06 2.35e-06 3.1e-06 2.1e-06 1.55e-06 1.95e-06 2.65e-06 3.1e-06 2.2e-06 2.6e-06 2.8e-06 1.65e-06 1.9e-06 2.25e-06 2.65e-06 2.2e-06 2.2e-06 2e-06 2.9e-06 2.1e-06 2.35e-06 1.65e-06
36 1.6e-06 1.8e-06 1.7e-06 2e-06 2e-06 2.35e-06 2.2e-06 1.95e-06 1.9e-06 1.4e-06 1.7e-06 2e-06 1.85e-06 1.95e-06 1.95e-06 1.8e-06 1.9e-06 2.2e-06 1.9e-06 1.25e-06 2.25e-06 1.1e-06 1.7e-06 1.9e-06 2.4e-06 1.8e-06 1.95e-06 1.5e-06 2.15e-06 1.8e-06 1.75e-06 2.1e-06 1.6e-06 1.95e-06 1.85e-06 2.35e-06 2.1e-06 1.85e-06 2.2e-06 2.4e-06 2.4e-06 1.75e-06 1.85e-06 2.45e-06 1.4e-06 1.6e-06 1.95e-06 2e-06 1.7e-06 2e-06 1.2e-06 2.1e-06 1.35e-06 1.65e-06 2.15e-06 1.9e-06 2.15e-06
37 2.15e-06 2.15e-06 2.75e-06 2.4e-06 1.8e-06 3.05e-06 7e-07 2.3e-06 2.15e-06 1.7e-06 1e-06 2.7e-06 1.7e-06 1.4e-06 2.1e-06 2.85e-06 2.7e-06 1.65e-06 1.5e-06 2e-06 2.05e-06 1.8e-06 1.85e-06 2.4e-06 2.65e-06 1.7e-06 2e-06 1.35e-06 2.35e-06 2.25e-06 2.1e-06 1.55e-06 1e-06 1.55e-06 1.5e-07 3.1e-06 1.85e-06 2e-07 2.6e-06 2.45e-06 2.15e-06 1.15e-06 1e-07 2.05e-06 1.75e-06 2e-06 2.75e-06 2.7e-06 1.85e-06 1.1e-06 1.7e-06 2.3e-06 2.15e-06 1.9e-06 1.6e-06 2.5e-06 2.5e-06
38 2.25e-06 2.25e-06 2.3e-06 1.8e-06 2.35e-06 1.95e-06 2.85e-06 2e-06 2.3e-06 2.25e-06 2.15e-06 2.2e-06 2.1e-06 2e-06 2.15e-06 2.4e-06 2e-06 2.15e-06 2.2e-06 2.35e-06 2.55e-06 2.2e-06 2.1e-06 2.1e-06 2.05e-06 2.6e-06 2.2e-06 2.3e-06 2.45e-06 2.05e-06 2.35e-06 2.55e-06 2.5e-06 2.35e-06 2.6e-06 2.1e-06 2.2e-06 2.6e-06 3.6e-06 2.4e-06 2.2e-06 2.2e-06 2.6e-06 2e-06 2.05e-06 1.95e-06 2.05e-06 2.1e-06 2.1e-06 2.45e-06 2.15e-06 1.8e-06 2.05e-06 2.1e-06 2.25e-06 2.05e-06 2e-06
39 2.25e-06 2.2e-06 1.55e-06 2.2e-06 2.1e-06 1.9e-06 2.8e-06 2.25e-06 1.7e-06 2.4e-06 2.55e-06 2.15e-06 2.25e-06 2.7e-06 2.65e-06 1.65e-06 2e-06 2.15e-06 2.5e-06 2.55e-06 2.45e-06 2.45e-06 2.5e-06 2.4e-06 2.2e-06 2.55e-06 2.35e-06 2.3e-06 1.45e-06 2.45e-06 2.45e-06 2.65e-06 2.7e-06 1.95e-06 2.45e-06 1.55e-06 2.4e-06 2.45e-06 2.4e-06 2.1e-06 2.05e-06 2.6e-06 2.45e-06 2.3e-06 2.8e-06 2.85e-06 2.05e-06 2e-06 2.5e-06 2.45e-06 2.2e-06 2.5e-06 2.4e-06 2.85e-06 2.05e-06 2.4e-06 1.95e-06
40 2.2e-06 2e-06 2.2e-06 2.15e-06 2.2e-06 1.7e-06 2.5e-06 1.95e-06 2.05e-06 2.1e-06 2.45e-06 2.15e-06 2.25e-06 2.55e-06 2.55e-06 2.3e-06 1.65e-06 1.75e-06 2.05e-06 2.3e-06 2.35e-06 2.2e-06 2.05e-06 2.05e-06 1.75e-06 2.3e-06 2.3e-06 2.05e-06 2.2e-06 1.95e-06 2.15e-06 2.65e-06 2.4e-06 1.5e-06 2.15e-06 1.95e-06 2.4e-06 2.15e-06 2.2e-06 2.05e-06 2.7e-06 2.35e-06 2.15e-06 1.85e-06 2.7e-06 2.95e-06 1.7e-06 1.95e-06 2.05e-06 2.1e-06 2.3e-06 2.35e-06 2.1e-06 3e-06 1.8e-06 2.5e-06 1.55e-06
41 2e-06 1.7e-06 2.4e-06 2e-06 1.8e-06 2.6e-06 1.55e-06 1.95e-06 2.4e-06 1.55e-06 1.2e-06 1.95e-06 1.75e-06 1.15e-06 1.65e-06 2.5e-06 2.45e-06 2e-06 1.55e-06 1.75e-06 2.05e-06 1.55e-06 1.65e-06 2.15e-06 2.35e-06 1.9e-06 1.5e-06 1.55e-06 2.45e-06 1.9e-06 2.15e-06 1.55e-06 1.35e-06 1.95e-06 1.15e-06 2.65e-06 1.75e-06 1.15e-06 2.2e-06 2.6e-06 2.35e-06 1.9e-06 1.15e-06 1.95e-06 1.35e-06 1.5e-06 2.5e-06 2.65e-06 1.65e-06 1.45e-06 1.55e-06 1.9e-06 1.6e-06 1.6e-06 2e-06 1.9e-06 2.35e-06
42 2.15e-06 2.15e-06 2.75e-06 2.4e-06 1.8e-06 3.05e-06 6.5e-07 2.3e-06 2.15e-06 1.7e-06 1e-06 2.7e-06 1.7e-06 1.4e-06 2.1e-06 2.85e-06 2.7e-06 1.65e-06 1.5e-06 2e-06 2.05e-06 1.8e-06 1.85e-06 2.4e-06 2.65e-06 1.7e-06 2e-06 1.35e-06 2.35e-06 2.25e-06 2.1e-06 1.55e-06 9.5e-07 1.55e-06 1e-07 3.1e-06 1.85e-06 1e-07 2.6e-06 2.45e-06 2.15e-06 1.15e-06 0.0 2.05e-06 1.75e-06 2e-06 2.75e-06 2.7e-06 1.85e-06 1.05e-06 1.7e-06 2.3e-06 2.15e-06 1.9e-06 1.55e-06 2.5e-06 2.5e-06
43 2.35e-06 2.15e-06 2.5e-06 1.95e-06 2.2e-06 1.9e-06 2.4e-06 1.95e-06 2.35e-06 2.15e-06 2.1e-06 2.25e-06 2.15e-06 1.95e-06 2.25e-06 2.6e-06 1.95e-06 1.8e-06 2e-06 2.4e-06 2.4e-06 2.25e-06 2.05e-06 2.05e-06 1.85e-06 2.45e-06 2.1e-06 2.15e-06 2.45e-06 2e-06 2.3e-06 2.4e-06 2.25e-06 1.95e-06 2.05e-06 2.2e-06 2.45e-06 2.05e-06 2e-06 2.3e-06 1.85e-06 1.95e-06 2.05e-06 3.3e-06 2.3e-06 2.4e-06 2e-06 2.25e-06 2.05e-06 2.05e-06 2.4e-06 1.95e-06 2.1e-06 2.55e-06 1.9e-06 2.3e-06 1.8e-06
44 1.95e-06 1.95e-06 2.2e-06 1.85e-06 2.1e-06 2.75e-06 2.05e-06 2.1e-06 2.4e-06 1.55e-06 1.3e-06 2.15e-06 1.75e-06 1.25e-06 1.6e-06 2.3e-06 2.4e-06 2.35e-06 1.75e-06 1.5e-06 2.35e-06 1.3e-06 1.6e-06 2.05e-06 2.55e-06 2e-06 1.75e-06 1.65e-06 2.55e-06 1.8e-06 2.05e-06 1.85e-06 1.5e-06 2.4e-06 1.75e-06 2.6e-06 1.4e-06 1.75e-06 2.05e-06 2.8e-06 2.7e-06 1.35e-06 1.75e-06 2.3e-06 1.9e-06 1.1e-06 2.45e-06 2.5e-06 1.6e-06 1.9e-06 1.45e-06 1.75e-06 1.4e-06 1.2e-06 2.35e-06 1.8e-06 2.55e-06
45 1.8e-06 2.35e-06 2.65e-06 1.75e-06 2.4e-06 3.25e-06 2.25e-06 2.7e-06 2.35e-06 2.3e-06 1.05e-06 2.5e-06 1.45e-06 7e-07 1.3e-06 2.75e-06 3.1e-06 2.75e-06 2e-06 2.4e-06 2.65e-06 2.2e-06 1.85e-06 2.8e-06 2.95e-06 2.5e-06 2.1e-06 2.15e-06 2.65e-06 2.45e-06 2.6e-06 2.15e-06 2.1e-06 2.75e-06 2e-06 2.8e-06 1.6e-06 2e-06 1.95e-06 2.85e-06 2.95e-06 1.5e-06 2e-06 2.4e-06 1.1e-06 2e-07 3.15e-06 2.7e-06 1.85e-06 2.15e-06 1.7e-06 1.65e-06 1.95e-06 6.5e-07 2.75e-06 1.55e-06 3.1e-06
46 2.1e-06 1.75e-06 1.5e-06 2e-06 2.1e-06 1.15e-06 3.05e-06 1.45e-06 2.05e-06 1.65e-06 2.85e-06 1.7e-06 2.5e-06 3.05e-06 2.65e-06 1.55e-06 9.5e-07 1.8e-06 2.15e-06 1.45e-06 2.3e-06 1.45e-06 1.9e-06 1.45e-06 1.5e-06 2.05e-06 2.05e-06 1.9e-06 2.1e-06 1.55e-06 1.75e-06 2.65e-06 2.35e-06 1.75e-06 2.75e-06 1.65e-06 1.95e-06 2.75e-06 2.05e-06 2.05e-06 1.7e-06 2.5e-06 2.75e-06 2e-06 2.45e-06 3.15e-06 1.9e-06 1.6e-06 1.9e-06 2.4e-06 1.95e-06 2.2e-06 1.45e-06 3.1e-06 1.85e-06 2.3e-06 1.2e-06
47 2.05e-06 2.1e-06 1.8e-06 2.05e-06 2.25e-06 1.6e-06 3e-06 1.9e-06 1.75e-06 2.1e-06 2.6e-06 2.05e-06 2.25e-06 2.8e-06 2.6e-06 1.9e-06 1.55e-06 2.05e-06 2.4e-06 2.1e-06 2.45e-06 2e-06 2.3e-06 1.85e-06 1.95e-06 2.4e-06 2.4e-06 2.15e-06 2.05e-06 2.1e-06 2.05e-06 2.8e-06 2.6e-06 1.9e-06 2.7e-06 1.9e-06 2e-06 2.7e-06 2.1e-06 2e-06 1.95e-06 2.65e-06 2.7e-06 2.25e-06 2.5e-06 2.7e-06 1.6e-06 2.8e-06 2.3e-06 2.55e-06 1.85e-06 2.25e-06 2.05e-06 2.65e-06 2.1e-06 2.25e-06 1.65e-06
48 1.9e-06 1.7e-06 2e-06 1.9e-06 1.95e-06 2.25e-06 2.1e-06 1.95e-06 2.25e-06 1.55e-06 1.75e-06 1.95e-06 1.85e-06 1.75e-06 1.85e-06 2.1e-06 1.85e-06 2.05e-06 1.45e-06 1.5e-06 2.2e-06 1.4e-06 1.2e-06 1.95e-06 2.05e-06 1.8e-06 1.75e-06 1.55e-06 2.3e-06 1.65e-06 1.75e-06 2e-06 1.75e-06 1.9e-06 1.85e-06 2.25e-06 1.7e-06 1.85e-06 2.1e-06 2.5e-06 2.05e-06 1.65e-06 1.85e-06 2.05e-06 1.6e-06 1.85e-06 1.9e-06 2.3e-06 2.3e-06 1.8e-06 1.75e-06 2e-06 1.25e-06 1.95e-06 2e-06 2.05e-06 2e-06
49 1.7e-06 1.5e-06 2.45e-06 2.25e-06 1.9e-06 2.6e-06 1.5e-06 2.15e-06 2.25e-06 1.55e-06 1.55e-06 2.05e-06 1.9e-06 1.7e-06 1.65e-06 2.55e-06 2.35e-06 1.9e-06 1.25e-06 1.95e-06 2.15e-06 1.8e-06 1.8e-06 2.25e-06 1.9e-06 1.9e-06 1.45e-06 1.6e-06 2.35e-06 2.05e-06 2.2e-06 1.85e-06 1.5e-06 1.55e-06 1.1e-06 2.65e-06 2e-06 1.1e-06 2.45e-06 2.45e-06 2.1e-06 1.45e-06 1.05e-06 2.05e-06 1.9e-06 2.15e-06 2.4e-06 2.55e-06 1.8e-06 2.1e-06 1.85e-06 2.35e-06 1.9e-06 2.2e-06 1.8e-06 2.35e-06 2.05e-06
50 1.6e-06 1.55e-06 1.6e-06 1.95e-06 1.75e-06 2.15e-06 2.05e-06 1.75e-06 1.7e-06 1.4e-06 1.6e-06 1.65e-06 1.75e-06 1.9e-06 1.9e-06 1.7e-06 1.9e-06 2.1e-06 1.8e-06 1.35e-06 2e-06 1.2e-06 1.75e-06 1.95e-06 2.3e-06 1.75e-06 1.7e-06 1.45e-06 1.95e-06 1.85e-06 1.75e-06 1.85e-06 1.6e-06 1.8e-06 1.7e-06 2.2e-06 1.2e-06 1.7e-06 2.15e-06 2.2e-06 2.3e-06 1.55e-06 1.7e-06 2.4e-06 1.45e-06 1.7e-06 1.95e-06 1.85e-06 1.75e-06 1.85e-06 1.8e-06 2.05e-06 1.45e-06 1.6e-06 2.05e-06 1.75e-06 2.05e-06
51 2.35e-06 2.3e-06 2.4e-06 1.7e-06 2.3e-06 2.15e-06 2.55e-06 1.95e-06 2.4e-06 2.1e-06 1.85e-06 2.35e-06 2.05e-06 1.7e-06 2.05e-06 2.5e-06 2.15e-06 2.1e-06 2.1e-06 2.25e-06 2.5e-06 2.05e-06 2e-06 2.05e-06 2.2e-06 2.5e-06 2.1e-06 2.15e-06 2.5e-06 1.95e-06 2.25e-06 2.25e-06 2.25e-06 2.45e-06 2.3e-06 2.2e-06 2.1e-06 2.3e-06 1.8e-06 2.5e-06 2.35e-06 1.9e-06 2.3e-06 1.95e-06 1.75e-06 1.65e-06 2.2e-06 2.25e-06 2e-06 2.35e-06 2.05e-06 3e-06 1.95e-06 1.8e-06 2.2e-06 2e-06 2.1e-06
52 1.75e-06 1.4e-06 1.45e-06 1.85e-06 1.9e-06 1.9e-06 2.45e-06 1.65e-06 2.2e-06 1.15e-06 1.95e-06 1.55e-06 2e-06 1.95e-06 1.85e-06 1.55e-06 1.4e-06 2.1e-06 1.7e-06 9e-07 2.15e-06 8e-07 1.25e-06 1.55e-06 1.9e-06 1.65e-06 1.55e-06 1.4e-06 2.2e-06 1.35e-06 1.55e-06 2.05e-06 1.65e-06 1.85e-06 2.15e-06 2e-06 1.35e-06 2.15e-06 2.05e-06 2.4e-06 2.1e-06 1.6e-06 2.15e-06 2.1e-06 1.4e-06 1.95e-06 1.45e-06 2.05e-06 1.25e-06 1.9e-06 1.45e-06 1.95e-06 1.3e-06 2.05e-06 2.05e-06 1.85e-06 1.75e-06
53 2e-06 2.4e-06 2.6e-06 1.9e-06 2.35e-06 3.25e-06 1.95e-06 2.65e-06 2.3e-06 2.2e-06 1.15e-06 2.6e-06 1.55e-06 1e-06 1.6e-06 2.7e-06 3.05e-06 2.7e-06 2.05e-06 2.3e-06 2.45e-06 2.1e-06 1.95e-06 2.75e-06 3.05e-06 2.25e-06 2.2e-06 2.05e-06 2.6e-06 2.5e-06 2.55e-06 1.95e-06 2e-06 2.65e-06 1.9e-06 2.9e-06 1.65e-06 1.9e-06 2.1e-06 2.85e-06 3e-06 1.6e-06 1.9e-06 2.55e-06 1.2e-06 6.5e-07 3.1e-06 2.65e-06 1.95e-06 2.2e-06 1.6e-06 1.8e-06 2.05e-06 1e-06 2.7e-06 1.8e-06 3.05e-06
54 2.2e-06 2.05e-06 2.2e-06 2.05e-06 2e-06 2e-06 2e-06 1.85e-06 2.05e-06 1.9e-06 2.1e-06 2.3e-06 2.2e-06 2.35e-06 2.45e-06 2.3e-06 1.8e-06 1.65e-06 1.85e-06 2.05e-06 2.3e-06 1.95e-06 2e-06 1.95e-06 1.9e-06 2.1e-06 2.05e-06 1.85e-06 2.2e-06 1.85e-06 2.1e-06 2.2e-06 1.85e-06 1.8e-06 1.6e-06 2.1e-06 2.15e-06 1.6e-06 2.25e-06 2.05e-06 1.8e-06 2e-06 1.55e-06 1.9e-06 2.35e-06 2.75e-06 1.85e-06 2.1e-06 2e-06 1.8e-06 2.05e-06 2.2e-06 2.05e-06 2.7e-06 2.9e-06 2.55e-06 1.75e-06
55 2e-06 1.95e-06 2.1e-06 2e-06 2e-06 2e-06 2.75e-06 2.1e-06 2.25e-06 2.1e-06 1.95e-06 1.65e-06 1.9e-06 1.8e-06 1.95e-06 2.2e-06 2.25e-06 2.45e-06 2.2e-06 2.15e-06 2.15e-06 2e-06 2.05e-06 2.3e-06 2.35e-06 2.45e-06 1.85e-06 2.15e-06 2.3e-06 2.3e-06 2.3e-06 2.2e-06 2.35e-06 2.25e-06 2.5e-06 2.35e-06 1.9e-06 2.5e-06 2.05e-06 2.4e-06 2.5e-06 1.9e-06 2.5e-06 2.3e-06 1.8e-06 1.55e-06 2.3e-06 2.25e-06 2.05e-06 2.35e-06 1.75e-06 2e-06 1.85e-06 1.8e-06 2.55e-06 3e-06 2.3e-06
56 1.95e-06 1.5e-06 1.75e-06 1.95e-06 1.95e-06 1.15e-06 2.75e-06 1.45e-06 2e-06 1.5e-06 2.7e-06 1.75e-06 2.35e-06 2.85e-06 2.4e-06 1.85e-06 1.15e-06 1.65e-06 1.85e-06 1.85e-06 2.15e-06 1.7e-06 2e-06 1.55e-06 1.25e-06 2.15e-06 1.8e-06 1.85e-06 1.95e-06 1.65e-06 1.85e-06 2.45e-06 2.4e-06 1.35e-06 2.5e-06 1.65e-06 2.15e-06 2.5e-06 2e-06 1.95e-06 1.55e-06 2.35e-06 2.5e-06 1.8e-06 2.55e-06 3.1e-06 1.2e-06 1.65e-06 2e-06 2.05e-06 2.05e-06 2.1e-06 1.75e-06 3.05e-06 1.75e-06 2.3e-06 1.8e-06
