 slim_762082950 slim_762082937 slim_762082920 slim_762082917 slim_762082924 slim_762082938 slim_762082931 slim_762082952 slim_762082940 slim_762082900 slim_762082923 slim_762082939 slim_762082953 slim_762082929 slim_762082944 slim_762082935 slim_762082915 slim_762082922 slim_762082907 slim_762082914 slim_762082926 slim_762082947 slim_762082932 slim_762082898 slim_762082930 slim_762082913 slim_762082910 slim_762082925 slim_762082919 slim_762082921 slim_762082951 slim_762082903 slim_762082933 slim_762082943 slim_762082942 slim_762082911 slim_762082927 slim_762082945 slim_762082912 slim_762082936 slim_762082905 slim_762082946 slim_762082901 slim_762082948 slim_762082902 slim_762082908 slim_762082916 slim_762082899 slim_762082906 slim_762082949 slim_762082909 slim_762082904 slim_762082941 slim_762082934 slim_762082928 slim_762082918
33 9e-07 1.5e-06 1.95e-06 7.5e-07 1.7e-06 1.4e-06 2.05e-06 1.8e-06 2.2e-06 2.75e-06 2.4e-06 3.15e-06 1.05e-06 1.85e-06 1.3e-06 9.5e-07 2.05e-06 1.5e-06 1.55e-06 1.7e-06 1.05e-06 1.8e-06 1.75e-06 1.2e-06 1.85e-06 1.85e-06 1.2e-06 7e-07 1.9e-06 1.8e-06 2.25e-06 1.55e-06 1.6e-06 0.0 2.4e-06 2.3e-06 1.65e-06 2.45e-06 1.35e-06 1.85e-06 1.05e-06 2.2e-06 1.25e-06 1.2e-06 1.2e-06 1.75e-06 2.1e-06 1.85e-06 7.5e-07 1.95e-06 2.25e-06 1.5e-06 7e-07 9e-07 2.1e-06 2.1e-06
34 2.05e-06 1.85e-06 3.2e-06 2.15e-06 1.55e-06 2.15e-06 1.65e-06 2.05e-06 1.65e-06 3.6e-06 2.1e-06 2.6e-06 2.15e-06 2.15e-06 1.95e-06 1.95e-06 1.6e-06 2.45e-06 1.55e-06 2.9e-06 2.45e-06 1.95e-06 1.9e-06 1.8e-06 1.8e-06 2.6e-06 1.95e-06 2.1e-06 3e-06 2.4e-06 1.55e-06 1.9e-06 2.7e-06 2.4e-06 2.6e-06 1.4e-06 1.8e-06 1.45e-06 2.25e-06 1.8e-06 2.2e-06 1.85e-06 1.9e-06 2e-06 1.85e-06 2e-06 1.6e-06 2.35e-06 2.2e-06 1.6e-06 1.6e-06 2.15e-06 2.1e-06 2.15e-06 1.7e-06 1.6e-06
35 2.1e-06 1.6e-06 3.1e-06 2e-06 1.25e-06 2.05e-06 1.25e-06 2.2e-06 1.55e-06 3.5e-06 2.45e-06 2.95e-06 2.05e-06 1.8e-06 2.2e-06 1.6e-06 1.9e-06 2.3e-06 1.1e-06 2.7e-06 2.5e-06 1.8e-06 1.6e-06 1.5e-06 1.3e-06 2.6e-06 2e-06 2.15e-06 2.9e-06 2.4e-06 2.05e-06 1.4e-06 2.75e-06 2.3e-06 1.4e-06 1e-06 2.05e-06 1.3e-06 2.5e-06 1.3e-06 2.25e-06 1.5e-06 1.4e-06 2.05e-06 1.9e-06 2.45e-06 2.15e-06 2.2e-06 2.1e-06 1.3e-06 1.6e-06 2.15e-06 2.15e-06 2.25e-06 1.3e-06 2e-06
36 1.55e-06 1.75e-06 2.5e-06 1.7e-06 1.7e-06 1.7e-06 1.75e-06 1.6e-06 1.8e-06 3.05e-06 2e-06 2.55e-06 1.25e-06 2.1e-06 1.65e-06 1.6e-06 1.6e-06 1.95e-06 1.6e-06 2.35e-06 1.9e-06 1.7e-06 1.8e-06 1.5e-06 1.75e-06 2.1e-06 1.5e-06 1.55e-06 2.4e-06 2e-06 1.5e-06 1.8e-06 2.05e-06 1.65e-06 1.8e-06 2.05e-06 2.1e-06 1.55e-06 1.65e-06 1.75e-06 1.55e-06 2e-06 1.8e-06 1.3e-06 1.35e-06 1.35e-06 1.55e-06 2e-06 1.4e-06 1.75e-06 1.7e-06 1.75e-06 1.55e-06 1.35e-06 1.8e-06 1.25e-06
37 2.1e-06 2e-06 3.1e-06 2.15e-06 1.65e-06 2.05e-06 1.4e-06 2e-06 1.45e-06 3.5e-06 2.05e-06 2.5e-06 2.1e-06 2.05e-06 1.9e-06 2.15e-06 1.5e-06 2.4e-06 1.35e-06 2.85e-06 2.45e-06 1.8e-06 1.7e-06 1.65e-06 1.5e-06 2.5e-06 1.9e-06 2.1e-06 2.95e-06 2.35e-06 1.5e-06 1.7e-06 2.7e-06 2.45e-06 1.45e-06 1.3e-06 1.55e-06 1.9e-06 2.25e-06 1.5e-06 2.15e-06 1.6e-06 2.05e-06 2e-06 1.8e-06 1.75e-06 1.55e-06 2.25e-06 2.3e-06 1.4e-06 1.35e-06 2.05e-06 2.1e-06 2.25e-06 1.45e-06 1.35e-06
38 1.25e-06 1.55e-06 2.5e-06 1.4e-06 1.55e-06 1.55e-06 1.85e-06 1.15e-06 1.6e-06 3.05e-06 2.3e-06 2.9e-06 1.55e-06 1.8e-06 1.7e-06 1.65e-06 1.75e-06 1.95e-06 1.9e-06 2.3e-06 1.5e-06 1.65e-06 1.75e-06 1.7e-06 2.15e-06 1.8e-06 1.15e-06 1.1e-06 2.35e-06 1.65e-06 1.65e-06 2.05e-06 1.7e-06 1.35e-06 2.25e-06 2.5e-06 1.65e-06 2.25e-06 1.7e-06 2.15e-06 1.2e-06 2.05e-06 1.85e-06 1.2e-06 1.1e-06 1.4e-06 1.5e-06 2.4e-06 1.5e-06 1.75e-06 1.65e-06 1.5e-06 1.1e-06 1.15e-06 1.9e-06 1.5e-06
39 1.9e-06 1.75e-06 2.4e-06 1.85e-06 1.7e-06 1.75e-06 1.35e-06 1.85e-06 1.8e-06 2.95e-06 2.3e-06 2.6e-06 1.35e-06 2.05e-06 1.9e-06 1.65e-06 1.9e-06 2.1e-06 1.25e-06 2.25e-06 2.25e-06 1.65e-06 1.55e-06 1.4e-06 1.05e-06 2.15e-06 1.85e-06 1.9e-06 2.55e-06 2.3e-06 2e-06 1.35e-06 2.35e-06 1.85e-06 1.8e-06 1.3e-06 1.75e-06 1.5e-06 2.15e-06 2.1e-06 1.85e-06 1.75e-06 1.6e-06 1.8e-06 1.6e-06 2.05e-06 2.05e-06 2e-06 1.65e-06 1.55e-06 1.85e-06 2.05e-06 1.9e-06 1.8e-06 1.4e-06 1.95e-06
40 1.2e-06 1.5e-06 2.3e-06 1.25e-06 1.6e-06 1.45e-06 1.75e-06 1.3e-06 1.85e-06 2.9e-06 2.25e-06 2.9e-06 1.25e-06 1.7e-06 1.6e-06 1.4e-06 1.8e-06 1.7e-06 1.65e-06 2.05e-06 1.4e-06 1.6e-06 1.65e-06 1.4e-06 1.85e-06 1.9e-06 1.2e-06 1.1e-06 2.15e-06 1.75e-06 1.8e-06 1.75e-06 1.65e-06 1.05e-06 2.2e-06 2.25e-06 1.55e-06 2.15e-06 1.2e-06 1.85e-06 1.9e-06 2e-06 1.6e-06 1.2e-06 1.05e-06 1.5e-06 1.75e-06 2.1e-06 1.2e-06 1.8e-06 1.9e-06 1.3e-06 1.1e-06 1.05e-06 1.8e-06 1.65e-06
41 1.9e-06 2e-06 2.9e-06 1.85e-06 1.5e-06 2.1e-06 1.5e-06 1.85e-06 1.35e-06 3.25e-06 2.3e-06 2.85e-06 2.15e-06 1.4e-06 2.05e-06 1.95e-06 1.7e-06 2.15e-06 1.4e-06 2.75e-06 1.9e-06 1.8e-06 1.85e-06 1.6e-06 1.75e-06 2.35e-06 1.55e-06 1.8e-06 2.6e-06 2.05e-06 1.8e-06 1.85e-06 2.55e-06 2.2e-06 1.85e-06 1.5e-06 2e-06 1.6e-06 2.05e-06 1.75e-06 2e-06 2.6e-06 2.05e-06 1.8e-06 1.6e-06 2.2e-06 1.75e-06 2.4e-06 2.25e-06 1.4e-06 1.5e-06 1.45e-06 1.8e-06 2.2e-06 1.55e-06 1.75e-06
42 1.5e-06 1.3e-06 2.5e-06 1.5e-06 1.45e-06 1.65e-06 1.65e-06 1.75e-06 2.05e-06 3.1e-06 2.55e-06 3.05e-06 1.35e-06 2e-06 1.9e-06 1.2e-06 2.15e-06 2e-06 1.5e-06 2.15e-06 1.9e-06 1.75e-06 1.65e-06 1.5e-06 1.6e-06 2.2e-06 1.75e-06 1.55e-06 2.5e-06 2.2e-06 2.2e-06 1.45e-06 2.05e-06 1.25e-06 1.9e-06 1.4e-06 1.8e-06 2.05e-06 1.85e-06 1.6e-06 1.6e-06 2.05e-06 2.1e-06 1.6e-06 1.5e-06 2e-06 2.3e-06 2.05e-06 1.2e-06 1.8e-06 2.1e-06 2e-06 1.55e-06 1.35e-06 1.7e-06 2.05e-06
43 1.15e-06 1.55e-06 2.2e-06 1.2e-06 1.3e-06 1.55e-06 1.65e-06 1.25e-06 1.55e-06 2.8e-06 2.05e-06 2.8e-06 1.05e-06 1.55e-06 1.6e-06 1.2e-06 1.6e-06 1.5e-06 1.45e-06 2.05e-06 1.4e-06 1.5e-06 1.75e-06 1.25e-06 1.8e-06 1.7e-06 9.5e-07 1e-06 1.95e-06 1.45e-06 1.6e-06 1.75e-06 1.7e-06 1.2e-06 2e-06 2.05e-06 1.3e-06 2e-06 1.2e-06 1.8e-06 1.2e-06 1.8e-06 1.6e-06 1.6e-06 9.5e-07 1.6e-06 1.5e-06 1.95e-06 1.15e-06 1.5e-06 1.6e-06 1.25e-06 1e-06 1.1e-06 1.7e-06 1.45e-06
44 1e-06 1.45e-06 2.1e-06 1.1e-06 1.2e-06 1.5e-06 1.3e-06 7.5e-07 1.4e-06 2.7e-06 1.85e-06 2.6e-06 1.15e-06 1.35e-06 1.5e-06 1.3e-06 1.4e-06 1.3e-06 1.25e-06 2e-06 1.3e-06 1.25e-06 1.6e-06 1.15e-06 1.6e-06 1.55e-06 8e-07 9.5e-07 1.85e-06 1.3e-06 1.35e-06 1.6e-06 1.55e-06 1.2e-06 1.85e-06 1.9e-06 1.35e-06 1.8e-06 1.1e-06 1.6e-06 1.05e-06 1.6e-06 1.5e-06 9.5e-07 1.2e-06 1.45e-06 1.35e-06 1.9e-06 1.2e-06 1.35e-06 1.45e-06 1.05e-06 9.5e-07 1.15e-06 1.35e-06 1.2e-06
45 1.6e-06 1.7e-06 2.75e-06 1.85e-06 1.9e-06 1.65e-06 1.9e-06 1.45e-06 1.8e-06 3.25e-06 2.2e-06 2.6e-06 1.65e-06 2.3e-06 1.7e-06 2e-06 1.7e-06 2.35e-06 2e-06 2.55e-06 1.95e-06 1.8e-06 1.75e-06 1.9e-06 2.05e-06 2.2e-06 1.7e-06 1.6e-06 2.75e-06 2.2e-06 1.5e-06 2.05e-06 2e-06 1.75e-06 2e-06 2.45e-06 1.35e-06 1.75e-06 1.4e-06 2.05e-06 1.5e-06 2.2e-06 2e-06 1.6e-06 1.45e-06 2.1e-06 1.55e-06 2.4e-06 1.7e-06 1.95e-06 1.7e-06 1.95e-06 1.6e-06 1.35e-06 1.95e-06 1.25e-06
46 1.65e-06 2.05e-06 2.9e-06 1.8e-06 1.55e-06 2e-06 1.7e-06 1.5e-06 1.3e-06 3.35e-06 1.75e-06 2.4e-06 2.05e-06 1.85e-06 1.6e-06 2.1e-06 1.2e-06 2.1e-06 1.65e-06 2.75e-06 1.9e-06 1.75e-06 1.95e-06 1.7e-06 2.05e-06 2.05e-06 1.25e-06 1.5e-06 2.6e-06 1.75e-06 1.1e-06 2.15e-06 2.3e-06 2.1e-06 1.6e-06 2.15e-06 1.55e-06 1.55e-06 1.5e-06 2.05e-06 1.75e-06 1.75e-06 2.3e-06 1.5e-06 1.35e-06 1.55e-06 1.8e-06 2.35e-06 2.15e-06 1.45e-06 1.25e-06 1.55e-06 1.5e-06 1.9e-06 1.75e-06 1.15e-06
47 1.95e-06 2.25e-06 2.35e-06 2.05e-06 2.15e-06 2.2e-06 2.15e-06 2.35e-06 2.4e-06 3.1e-06 2.5e-06 2.85e-06 1.75e-06 2.6e-06 2.1e-06 1.85e-06 2.3e-06 2.05e-06 1.8e-06 2.3e-06 2.35e-06 2.2e-06 2.25e-06 1.75e-06 2e-06 2.1e-06 2e-06 2e-06 2.65e-06 2.4e-06 2.25e-06 2e-06 2.5e-06 1.85e-06 2.35e-06 2.2e-06 2e-06 2.25e-06 2.4e-06 2e-06 2.1e-06 2.4e-06 2.05e-06 1.95e-06 1.9e-06 2.4e-06 2.35e-06 2.7e-06 1.7e-06 2.15e-06 2.45e-06 2.25e-06 2e-06 1.9e-06 2.2e-06 2.2e-06
48 1.15e-06 1.4e-06 2e-06 1.25e-06 1.7e-06 1.35e-06 1.85e-06 1.55e-06 2.25e-06 2.75e-06 2.35e-06 2.95e-06 7.5e-07 2.1e-06 1.6e-06 9e-07 2.1e-06 1.65e-06 1.6e-06 1.75e-06 1.55e-06 1.6e-06 1.7e-06 1.25e-06 1.65e-06 1.9e-06 1.45e-06 1.2e-06 2.05e-06 1.95e-06 2.05e-06 1.4e-06 1.65e-06 7.5e-07 2.2e-06 2.1e-06 1.4e-06 2.3e-06 1.5e-06 1.65e-06 1.2e-06 2.25e-06 1.2e-06 1.15e-06 1.2e-06 1.7e-06 2.15e-06 1.7e-06 9e-07 2e-06 2.3e-06 1.75e-06 1.2e-06 7.5e-07 1.9e-06 1.9e-06
49 1.65e-06 1.75e-06 2.75e-06 1.6e-06 1.2e-06 1.85e-06 1.3e-06 1.6e-06 1.15e-06 3.2e-06 2.05e-06 2.7e-06 1.9e-06 1.5e-06 1.8e-06 1.7e-06 1.45e-06 1.9e-06 1.15e-06 2.5e-06 1.9e-06 1.55e-06 1.65e-06 1.35e-06 1.55e-06 2.05e-06 1.3e-06 1.5e-06 2.45e-06 1.75e-06 1.55e-06 1.65e-06 2.3e-06 1.95e-06 1.6e-06 1.3e-06 1.75e-06 1.4e-06 1.75e-06 1.55e-06 1.8e-06 1.4e-06 1.8e-06 1.5e-06 1.35e-06 1.95e-06 1.45e-06 2.15e-06 2e-06 2.1e-06 1.2e-06 1.55e-06 1.5e-06 1.95e-06 1.35e-06 1.5e-06
50 1.75e-06 1.85e-06 3e-06 1.8e-06 1.3e-06 1.95e-06 1.45e-06 1.55e-06 1.05e-06 3.35e-06 2.05e-06 2.6e-06 2.2e-06 1.6e-06 1.9e-06 2e-06 1.35e-06 2.2e-06 1.45e-06 2.75e-06 2e-06 1.65e-06 1.75e-06 1.65e-06 1.85e-06 2.15e-06 1.4e-06 1.6e-06 2.7e-06 1.85e-06 1.35e-06 1.95e-06 2.4e-06 2.25e-06 1.6e-06 1.6e-06 1.7e-06 1.35e-06 1.65e-06 1.85e-06 1.9e-06 1.5e-06 2.1e-06 1.6e-06 1.45e-06 1.7e-06 1.25e-06 2.45e-06 2.3e-06 1.2e-06 1.9e-06 1.65e-06 1.6e-06 2.05e-06 1.5e-06 1.25e-06
51 1.35e-06 1.95e-06 2.45e-06 1.3e-06 1.4e-06 2e-06 1.75e-06 1.45e-06 1.5e-06 2.9e-06 2.15e-06 2.95e-06 1.75e-06 1.05e-06 1.8e-06 1.6e-06 1.6e-06 1.55e-06 1.5e-06 2.35e-06 1.2e-06 1.75e-06 2.05e-06 1.4e-06 2.05e-06 1.95e-06 9e-07 1.15e-06 2e-06 1.5e-06 1.7e-06 2.05e-06 2.05e-06 1.5e-06 2.15e-06 2.15e-06 1.75e-06 2.05e-06 1.5e-06 2.05e-06 1.3e-06 1.45e-06 2e-06 1.25e-06 1.05e-06 1.95e-06 1.55e-06 2.25e-06 1.75e-06 1.55e-06 1.65e-06 1.4e-06 1.15e-06 1.7e-06 1.8e-06 1.55e-06
52 9.5e-07 1.55e-06 2.15e-06 9e-07 1.3e-06 1.55e-06 1.75e-06 1.35e-06 1.55e-06 2.8e-06 2.1e-06 2.9e-06 1.35e-06 1.45e-06 1.4e-06 1.2e-06 1.6e-06 1.45e-06 1.45e-06 1.95e-06 1.1e-06 1.6e-06 1.75e-06 1.25e-06 1.9e-06 1.65e-06 8.5e-07 7e-07 1.9e-06 1.4e-06 1.7e-06 1.75e-06 1.65e-06 7e-07 2.1e-06 2.15e-06 1.55e-06 2.1e-06 1.1e-06 1.9e-06 1.1e-06 1.8e-06 1.55e-06 1e-06 9.5e-07 1.6e-06 1.5e-06 2e-06 1.2e-06 1.5e-06 1.6e-06 1.15e-06 1.4e-06 1.15e-06 1.8e-06 1.55e-06
53 1.1e-06 1.25e-06 2.15e-06 1.3e-06 1.65e-06 1.2e-06 1.85e-06 1.35e-06 2e-06 2.8e-06 2.3e-06 2.85e-06 9e-07 2.05e-06 1.55e-06 1.05e-06 1.95e-06 1.8e-06 1.75e-06 1.95e-06 1.5e-06 1.55e-06 1.55e-06 1.4e-06 1.8e-06 1.9e-06 1.4e-06 1.15e-06 2.15e-06 1.9e-06 1.8e-06 1.65e-06 1.5e-06 9e-07 2.15e-06 2.25e-06 1.35e-06 2.25e-06 1.15e-06 1.8e-06 1.05e-06 2.2e-06 1.35e-06 1.1e-06 1.15e-06 1.35e-06 1.9e-06 1.9e-06 7.5e-07 1.95e-06 2.05e-06 1.7e-06 1.15e-06 1.2e-06 1.9e-06 1.65e-06
54 1.75e-06 1.7e-06 2.75e-06 1.85e-06 1.45e-06 1.8e-06 1.1e-06 1.3e-06 1.45e-06 3.2e-06 2.2e-06 2.65e-06 1.75e-06 1.75e-06 1.95e-06 1.8e-06 1.7e-06 2.1e-06 1.3e-06 2.5e-06 2.15e-06 1.45e-06 1.55e-06 1.5e-06 1.4e-06 2.15e-06 1.65e-06 1.8e-06 2.65e-06 2.05e-06 1.65e-06 1.5e-06 2.3e-06 2.1e-06 1.7e-06 1.3e-06 1.8e-06 1.45e-06 1.9e-06 1.4e-06 1.8e-06 1.55e-06 1.7e-06 1.7e-06 1.35e-06 1.95e-06 1.75e-06 2.2e-06 1.9e-06 1.35e-06 1.5e-06 1.8e-06 1.8e-06 1.9e-06 2.2e-06 1.6e-06
55 1.4e-06 1.8e-06 2.8e-06 1.8e-06 1.45e-06 1.9e-06 1.55e-06 1.2e-06 1.35e-06 3.25e-06 1.85e-06 2.45e-06 1.85e-06 1.85e-06 1.7e-06 1.9e-06 1.3e-06 2.05e-06 1.65e-06 2.65e-06 1.9e-06 1.6e-06 1.85e-06 1.7e-06 1.95e-06 2.05e-06 1.35e-06 1.55e-06 2.55e-06 1.8e-06 9.5e-07 2.05e-06 2.15e-06 2.1e-06 1.6e-06 2e-06 1.25e-06 1.35e-06 1.5e-06 1.95e-06 1.65e-06 1.75e-06 2.05e-06 1.45e-06 1.2e-06 1.25e-06 1.15e-06 2.2e-06 1.9e-06 1.5e-06 1.25e-06 1.55e-06 1.55e-06 1.65e-06 1.6e-06 1.4e-06
