 slim_762469757 slim_762469771 slim_762469763 slim_762469749 slim_762469779 slim_762469741 slim_762469761 slim_762469777 slim_762469768 slim_762469788 slim_762469770 slim_762469783 slim_762469772 slim_762469780 slim_762469743 slim_762469762 slim_762469781 slim_762469750 slim_762469776 slim_762469740 slim_762469756 slim_762469754 slim_762469773 slim_762469767 slim_762469739 slim_762469752 slim_762469744 slim_762469759 slim_762469785 slim_762469766 slim_762469742 slim_762469753 slim_762469786 slim_762469758 slim_762469755 slim_762469764 slim_762469774 slim_762469748 slim_762469782 slim_762469789 slim_762469784 slim_762469746 slim_762469751 slim_762469787 slim_762469775 slim_762469745 slim_762469765 slim_762469747 slim_762469760 slim_762469769 slim_762469778
37 1.8e-06 1.85e-06 2e-06 1.7e-06 2.3e-06 1.9e-06 2.05e-06 2.2e-06 1.7e-06 1.75e-06 1.95e-06 1.75e-06 1.8e-06 1.7e-06 1.85e-06 1.65e-06 1.65e-06 2.05e-06 1.95e-06 2e-06 2.1e-06 2.05e-06 1.95e-06 2e-06 1.9e-06 2.05e-06 2.1e-06 2.05e-06 1.65e-06 1.8e-06 2.05e-06 2.05e-06 2.2e-06 1.7e-06 2e-06 2.2e-06 1.9e-06 3.1e-06 1.65e-06 1.6e-06 1.7e-06 1.85e-06 1.85e-06 1.65e-06 1.95e-06 2.15e-06 1.95e-06 1.6e-06 2.05e-06 2.1e-06 1.95e-06
38 1.2e-06 1.45e-06 1.6e-06 1.25e-06 1.85e-06 1.4e-06 1.65e-06 1.8e-06 1.25e-06 2.05e-06 1.5e-06 1.25e-06 1.2e-06 1.25e-06 1.4e-06 1.25e-06 1.15e-06 1.8e-06 1.5e-06 1.55e-06 1.7e-06 1.6e-06 1.75e-06 1.8e-06 1.75e-06 1.5e-06 1.65e-06 1.55e-06 1.65e-06 1.4e-06 1.5e-06 1.65e-06 2.05e-06 1.25e-06 1.55e-06 1.8e-06 1.45e-06 1.65e-06 2.1e-06 1.6e-06 1.3e-06 1.7e-06 1.4e-06 1.65e-06 1.55e-06 2e-06 1.45e-06 1.25e-06 1.55e-06 1.7e-06 1.6e-06
39 2.15e-06 2.85e-06 2.3e-06 1.7e-06 2.4e-06 1.85e-06 2.4e-06 1.65e-06 1.95e-06 1.55e-06 1.95e-06 7e-07 2.3e-06 2.65e-06 2.6e-06 7e-07 2.55e-06 1.8e-06 2.7e-06 1.3e-06 2.45e-06 1.15e-06 1.95e-06 1.8e-06 2.7e-06 1.4e-06 2.2e-06 1.8e-06 7e-07 2.6e-06 1.65e-06 2.35e-06 2.35e-06 1.65e-06 2.3e-06 1.85e-06 2.05e-06 1.6e-06 1.6e-06 1.1e-06 2.7e-06 1.8e-06 9e-07 7e-07 2.3e-06 2.25e-06 2.65e-06 2.65e-06 1.8e-06 1.5e-06 2.35e-06
40 1.05e-06 3.5e-07 1.2e-06 1.25e-06 1.75e-06 1.5e-06 1.2e-06 2.25e-06 1.05e-06 2.25e-06 1.5e-06 2.35e-06 8.5e-07 3e-07 6.5e-07 2.3e-06 3e-07 2.1e-06 8e-07 2.25e-06 1.25e-06 2.55e-06 1.75e-06 2.05e-06 9e-07 2.3e-06 1.6e-06 1.9e-06 2.7e-06 7e-07 2.1e-06 1.4e-06 1.85e-06 1.25e-06 1.25e-06 2.2e-06 1.3e-06 1.7e-06 1.3e-06 2.7e-06 3e-07 1.65e-06 2.35e-06 2.7e-06 1.2e-06 1.95e-06 8.5e-07 2.5e-07 1.9e-06 2.3e-06 1.25e-06
41 1.8e-06 1.9e-06 1.9e-06 1.7e-06 2.3e-06 1.95e-06 2e-06 1.75e-06 1.75e-06 1.85e-06 1.95e-06 1.7e-06 1.85e-06 1.8e-06 1.95e-06 1.6e-06 1.8e-06 2e-06 2.05e-06 1.9e-06 1.95e-06 1.8e-06 1.6e-06 1.9e-06 1.8e-06 2.05e-06 2.1e-06 2.1e-06 1.75e-06 1.95e-06 2e-06 2.1e-06 2.1e-06 1.6e-06 2e-06 2.15e-06 1.85e-06 1.85e-06 1.7e-06 1.8e-06 1.65e-06 2.4e-06 1.65e-06 1.7e-06 2e-06 2.15e-06 2.1e-06 1.7e-06 2.1e-06 1.75e-06 2.05e-06
42 1.95e-06 2.55e-06 1.9e-06 1.45e-06 2.1e-06 1.65e-06 2.05e-06 1.25e-06 1.7e-06 2e-06 1.7e-06 5.5e-07 2.05e-06 2.4e-06 2.35e-06 6e-07 2.35e-06 1.75e-06 2.45e-06 1.1e-06 2.1e-06 9e-07 1.9e-06 1.8e-06 2.6e-06 1.15e-06 1.95e-06 1.6e-06 1e-06 2.35e-06 1.5e-06 2.15e-06 2.25e-06 1.4e-06 2.05e-06 1.65e-06 1.8e-06 1.85e-06 1.4e-06 9e-07 2.35e-06 1.65e-06 7e-07 1e-06 2e-06 2.3e-06 2.45e-06 2.35e-06 1.6e-06 1.25e-06 2.05e-06
43 2.15e-06 2.85e-06 2.4e-06 1.75e-06 2.4e-06 1.9e-06 2.4e-06 1.55e-06 2e-06 1.6e-06 2e-06 8.5e-07 2.35e-06 2.65e-06 2.6e-06 7e-07 2.55e-06 1.85e-06 2.7e-06 1.45e-06 2.5e-06 1.1e-06 1.95e-06 1.8e-06 2.7e-06 1.45e-06 2.25e-06 1.85e-06 7e-07 2.6e-06 1.7e-06 2.4e-06 2.35e-06 1.75e-06 2.35e-06 1.95e-06 2.05e-06 1.65e-06 1.65e-06 7e-07 2.7e-06 1.7e-06 1e-06 1.3e-06 2.3e-06 2.3e-06 2.65e-06 2.65e-06 1.85e-06 1.45e-06 2.35e-06
44 1.55e-06 1.3e-06 1.75e-06 1.55e-06 1.35e-06 1.8e-06 1.15e-06 1.55e-06 1.45e-06 2.4e-06 1.75e-06 1.95e-06 1.6e-06 1.25e-06 1.3e-06 1.9e-06 1.25e-06 2e-06 1.35e-06 2.05e-06 1.8e-06 2.1e-06 1.95e-06 2.1e-06 1.65e-06 1.5e-06 1.75e-06 1.85e-06 2.3e-06 1.3e-06 2.2e-06 1.9e-06 1.6e-06 1.55e-06 1.75e-06 2.3e-06 1.5e-06 1.95e-06 1.55e-06 2.3e-06 1.2e-06 2e-06 2e-06 2.3e-06 2.1e-06 2.3e-06 1.45e-06 1.15e-06 1.85e-06 2.25e-06 1.1e-06
45 1.9e-06 2.05e-06 2.15e-06 2.05e-06 2.75e-06 2e-06 2.4e-06 2.65e-06 1.95e-06 2e-06 2.25e-06 2.2e-06 2.1e-06 1.95e-06 2.2e-06 2.15e-06 1.9e-06 2.35e-06 2.25e-06 2.25e-06 2.25e-06 2.3e-06 2.25e-06 2e-06 1.8e-06 2.5e-06 2.35e-06 2.25e-06 2.3e-06 2.2e-06 1.75e-06 1.75e-06 2.25e-06 2.05e-06 2.15e-06 1.85e-06 2.25e-06 2.15e-06 2e-06 2.25e-06 1.95e-06 2.15e-06 2.3e-06 2.3e-06 2.3e-06 3e-06 2.15e-06 1.9e-06 2.25e-06 1.95e-06 2.35e-06
46 1.05e-06 1e-06 1.65e-06 1.55e-06 1.5e-06 1.55e-06 1.55e-06 2.4e-06 1.5e-06 2.5e-06 1.8e-06 2.3e-06 1.05e-06 8e-07 7e-07 2.25e-06 7e-07 1.95e-06 8e-07 2.3e-06 1.7e-06 2.45e-06 2e-06 2.25e-06 1.45e-06 2.25e-06 1.4e-06 1.45e-06 2.65e-06 7e-07 2.05e-06 1.65e-06 2.1e-06 1.55e-06 1.55e-06 2.25e-06 1.55e-06 1.95e-06 1.45e-06 2.65e-06 8.5e-07 2.1e-06 2.45e-06 2.65e-06 1.45e-06 2.15e-06 1.2e-06 8e-07 1.45e-06 2.4e-06 1.5e-06
47 1e-06 4e-07 1.25e-06 1.25e-06 1.75e-06 1.5e-06 1.25e-06 2.3e-06 1e-06 2.25e-06 1.5e-06 2.3e-06 8.5e-07 3e-07 6.5e-07 2.25e-06 3e-07 2.05e-06 7.5e-07 2.2e-06 1.3e-06 2.5e-06 1.75e-06 2e-06 9e-07 2.25e-06 1.55e-06 1.85e-06 2.65e-06 6e-07 2.05e-06 1.35e-06 1.85e-06 1.25e-06 1.25e-06 2.15e-06 1.3e-06 1.6e-06 1.25e-06 2.65e-06 2.5e-07 1.7e-06 2.35e-06 2.65e-06 1.15e-06 1.9e-06 8e-07 2e-07 1.85e-06 2.3e-06 1.15e-06
48 1.55e-06 2.05e-06 2e-06 1.65e-06 1.7e-06 1.55e-06 1.95e-06 1.9e-06 1.85e-06 2.4e-06 1.9e-06 1.45e-06 1.7e-06 1.85e-06 1.55e-06 1.45e-06 1.75e-06 1.8e-06 1.65e-06 1.75e-06 2.1e-06 1.65e-06 2.1e-06 2.15e-06 2.3e-06 1.7e-06 1.6e-06 1.25e-06 1.85e-06 1.55e-06 1.7e-06 1.95e-06 2.3e-06 1.65e-06 1.95e-06 1.9e-06 1.8e-06 2.05e-06 1.55e-06 1.8e-06 1.9e-06 2.1e-06 1.6e-06 1.85e-06 1.85e-06 2.25e-06 1.45e-06 1.85e-06 2.5e-06 1.8e-06 1.9e-06
49 1.9e-06 2.5e-06 2.15e-06 1.75e-06 2.5e-06 1.7e-06 2.3e-06 1.65e-06 1.85e-06 2.3e-06 2e-06 1.2e-06 2.25e-06 2.35e-06 2.45e-06 1.1e-06 2.3e-06 2.2e-06 2.55e-06 1.6e-06 2.25e-06 1.25e-06 2.15e-06 2.1e-06 2.6e-06 1.75e-06 2.25e-06 1.8e-06 1.5e-06 2.45e-06 1.25e-06 1.75e-06 2.55e-06 1.7e-06 2.2e-06 1.45e-06 2.05e-06 2.1e-06 1.7e-06 1.5e-06 2.3e-06 1.75e-06 1.25e-06 1.45e-06 2.25e-06 1.95e-06 2.4e-06 2.3e-06 1.8e-06 2e-06 2.3e-06
50 1.6e-06 1.35e-06 1.8e-06 1.6e-06 1.4e-06 1.85e-06 1.2e-06 1.6e-06 1.5e-06 2.45e-06 1.8e-06 2e-06 1.65e-06 1.3e-06 1.35e-06 1.95e-06 1.3e-06 2.05e-06 1.4e-06 2.1e-06 1.85e-06 2.15e-06 2e-06 2.15e-06 1.7e-06 1.55e-06 1.8e-06 1.9e-06 2.35e-06 1.3e-06 2.25e-06 1.95e-06 1.65e-06 1.6e-06 1.8e-06 2.35e-06 1.55e-06 1.95e-06 1.6e-06 2.35e-06 1.25e-06 2.05e-06 2.05e-06 2.35e-06 1.1e-06 2.35e-06 1.5e-06 1.15e-06 1.9e-06 2.3e-06 2.2e-06
