 slim_762252698 slim_762252681 slim_762252697 slim_762252682 slim_762252670 slim_762252706 slim_762252684 slim_762252692 slim_762252703 slim_762252667 slim_762252673 slim_762252694 slim_762252666 slim_762252687 slim_762252688 slim_762252708 slim_762252674 slim_762252683 slim_762252711 slim_762252699 slim_762252678 slim_762252689 slim_762252696 slim_762252704 slim_762252701 slim_762252714 slim_762252665 slim_762252679 slim_762252668 slim_762252693 slim_762252705 slim_762252713 slim_762252702 slim_762252709 slim_762252677 slim_762252671 slim_762252695 slim_762252710 slim_762252664 slim_762252686 slim_762252676 slim_762252669 slim_762252680 slim_762252672 slim_762252712 slim_762252700 slim_762252691 slim_762252685 slim_762252707 slim_762252675 slim_762252690
37 1.15e-06 1.8e-06 1.2e-06 1.3e-06 1.45e-06 1.8e-06 1.55e-06 1.5e-06 1.5e-06 1.7e-06 1.7e-06 1.55e-06 1.7e-06 1.75e-06 1.75e-06 1.65e-06 1.75e-06 1.5e-06 1.2e-06 1.5e-06 1.65e-06 1.3e-06 9e-07 1.5e-06 1.25e-06 1.7e-06 1.7e-06 1.85e-06 2.1e-06 1.55e-06 1.5e-06 2.1e-06 1.35e-06 1.35e-06 1.45e-06 1.4e-06 1.1e-06 1.2e-06 2.1e-06 1.6e-06 1.5e-06 1.2e-06 1.3e-06 1.4e-06 1.35e-06 1.3e-06 1.1e-06 1.95e-06 1.1e-06 1.5e-06 1.55e-06
38 2.1e-06 1.85e-06 2.25e-06 2.15e-06 2.2e-06 1.7e-06 1.45e-06 2.3e-06 2.25e-06 2.25e-06 2.35e-06 1.55e-06 1.6e-06 1.2e-06 1.65e-06 1.85e-06 2.55e-06 1.55e-06 2.15e-06 2.3e-06 2.25e-06 2.05e-06 2.15e-06 2.2e-06 2.15e-06 2.2e-06 1.7e-06 1.75e-06 1.55e-06 1.75e-06 1.7e-06 1.9e-06 2.05e-06 2.2e-06 2.3e-06 2.2e-06 2.05e-06 2.1e-06 1.6e-06 1.75e-06 2.25e-06 1.55e-06 2.15e-06 1.55e-06 2.15e-06 2.2e-06 1.7e-06 1.15e-06 2.2e-06 2.3e-06 2.2e-06
39 1.75e-06 1.4e-06 1.4e-06 1.7e-06 1.55e-06 1.8e-06 1.35e-06 2.05e-06 1.15e-06 1.95e-06 1.85e-06 1.25e-06 1.7e-06 1.3e-06 1.65e-06 1.45e-06 2.25e-06 1.4e-06 1.85e-06 1.95e-06 1.7e-06 1.25e-06 1.65e-06 1.85e-06 1.55e-06 1.8e-06 1.75e-06 1.85e-06 2.15e-06 1.55e-06 1.1e-06 1.9e-06 1.2e-06 1.45e-06 1.9e-06 1.55e-06 1.4e-06 1.6e-06 1.75e-06 2.1e-06 1.55e-06 1.3e-06 1.4e-06 1.2e-06 1.15e-06 1.65e-06 1.3e-06 1.5e-06 1.65e-06 2.05e-06 1.6e-06
40 1.55e-06 1.7e-06 1.4e-06 1e-06 1.5e-06 1.55e-06 1.5e-06 9.5e-07 1.1e-06 1.6e-06 1.85e-06 1.55e-06 1.6e-06 1.95e-06 1.7e-06 1.65e-06 2.05e-06 1.4e-06 1.15e-06 1.8e-06 1.65e-06 1.1e-06 1.45e-06 1.95e-06 1.7e-06 1.85e-06 1.3e-06 2.15e-06 2.15e-06 1.5e-06 1.6e-06 2.25e-06 1.25e-06 1.5e-06 1.9e-06 1e-06 1.2e-06 1.5e-06 2.25e-06 1.55e-06 1.9e-06 1.65e-06 1.15e-06 1.55e-06 1.1e-06 1.6e-06 1.8e-06 1.85e-06 1.7e-06 9.5e-07 1.35e-06
41 1.45e-06 1.55e-06 1.5e-06 1.45e-06 1.8e-06 1.55e-06 1.25e-06 1.6e-06 1.75e-06 1.85e-06 2.1e-06 1.4e-06 1.35e-06 1e-06 1.35e-06 1.45e-06 2.2e-06 1.4e-06 1.25e-06 1.65e-06 2e-06 1.45e-06 1.2e-06 1.85e-06 1.55e-06 2e-06 1.4e-06 1.7e-06 1.9e-06 1.2e-06 1.25e-06 1.85e-06 1.45e-06 1.7e-06 1.85e-06 1.6e-06 1.25e-06 1.2e-06 1.55e-06 1.3e-06 1.65e-06 1.6e-06 1.55e-06 1e-06 1.65e-06 1.45e-06 9e-07 1.35e-06 1.45e-06 1.6e-06 1.7e-06
42 1.1e-06 1.55e-06 1.25e-06 1.2e-06 1.25e-06 1.8e-06 1.3e-06 1.6e-06 8.5e-07 1.65e-06 1.6e-06 1.35e-06 1.7e-06 2e-06 1.7e-06 1.75e-06 2e-06 1.4e-06 1.4e-06 1.65e-06 1.4e-06 8.5e-07 1.1e-06 1.7e-06 1.5e-06 1.7e-06 1.75e-06 2e-06 2.1e-06 1.8e-06 1.45e-06 2.2e-06 1e-06 1.3e-06 1.65e-06 1.2e-06 1.05e-06 1.3e-06 2.15e-06 1.4e-06 1.15e-06 1.55e-06 1.4e-06 1.4e-06 9e-07 1.3e-06 1.75e-06 1.9e-06 1.6e-06 1.6e-06 1.25e-06
43 1.5e-06 1.45e-06 1.4e-06 1.3e-06 1.65e-06 1.45e-06 9.5e-07 1.65e-06 1.5e-06 1.8e-06 1.9e-06 1.3e-06 1.4e-06 1.1e-06 1.35e-06 1.4e-06 2.05e-06 1.35e-06 1.45e-06 1.7e-06 1.8e-06 1.15e-06 1.3e-06 1.65e-06 1.4e-06 1.9e-06 1.45e-06 1.65e-06 1.85e-06 1.25e-06 1.15e-06 1.7e-06 1.2e-06 1.55e-06 1.6e-06 1.5e-06 1.35e-06 1.4e-06 1.55e-06 1.2e-06 1.55e-06 1e-06 1.4e-06 1.7e-06 1.45e-06 1.35e-06 1.05e-06 1.25e-06 1.45e-06 1.65e-06 1.55e-06
44 1.4e-06 1.2e-06 8.5e-07 1.4e-06 9e-07 1.85e-06 1.35e-06 1.85e-06 3e-07 1.4e-06 1.2e-06 9e-07 1.8e-06 1.95e-06 1.8e-06 1.4e-06 1.9e-06 1.3e-06 1.7e-06 1.7e-06 1.2e-06 6e-07 1.45e-06 1.55e-06 1.25e-06 1.2e-06 1.85e-06 2e-06 2.15e-06 1.85e-06 1.05e-06 1.95e-06 7e-07 8e-07 1.6e-06 1e-06 8e-07 1.35e-06 2.15e-06 1.15e-06 1.1e-06 1.65e-06 9e-07 1.45e-06 3e-07 1.4e-06 1.65e-06 1.9e-06 1.45e-06 1.85e-06 9.5e-07
45 1e-06 1.85e-06 1.4e-06 1.35e-06 1.25e-06 1.8e-06 1.25e-06 1.8e-06 1.45e-06 1.7e-06 1.85e-06 1.5e-06 1.7e-06 1.9e-06 1.75e-06 1.85e-06 2e-06 1.7e-06 1.5e-06 1.2e-06 1.75e-06 1.15e-06 1.2e-06 1.6e-06 1.1e-06 1.85e-06 1.9e-06 2.05e-06 2.1e-06 1.8e-06 1.6e-06 1.95e-06 1.2e-06 1.25e-06 1.55e-06 1.55e-06 1.3e-06 1.3e-06 2.2e-06 1.65e-06 1.6e-06 1.45e-06 1.3e-06 1.35e-06 1.4e-06 1.8e-06 1.5e-06 1.9e-06 1.2e-06 1.8e-06 1.5e-06
46 1.65e-06 1.65e-06 1.4e-06 1.6e-06 1.8e-06 1.7e-06 1.4e-06 1.8e-06 1.8e-06 1.95e-06 2e-06 1.45e-06 1.55e-06 1.05e-06 1.55e-06 1.4e-06 2e-06 1.5e-06 1.5e-06 1.7e-06 1.95e-06 1.55e-06 1.25e-06 1.65e-06 1.35e-06 1.9e-06 1.6e-06 1.7e-06 2.05e-06 1.25e-06 1.2e-06 1.8e-06 1.45e-06 1.6e-06 1.65e-06 1.7e-06 1.4e-06 1.1e-06 1.7e-06 1.3e-06 1.8e-06 9e-07 1.75e-06 1.05e-06 1.65e-06 1.5e-06 1.4e-06 1.5e-06 1.25e-06 1.8e-06 1.8e-06
47 1.9e-06 1.6e-06 2e-06 1.7e-06 1.95e-06 1.3e-06 1.05e-06 1.8e-06 1.95e-06 1.95e-06 2.45e-06 1.3e-06 1.3e-06 9.5e-07 1.4e-06 1.5e-06 2.6e-06 1.15e-06 1.8e-06 2.05e-06 2.35e-06 1.7e-06 1.95e-06 2.3e-06 1.95e-06 2.2e-06 1.3e-06 1.9e-06 1.7e-06 1.4e-06 1.45e-06 1.5e-06 1.75e-06 2e-06 2.35e-06 1.8e-06 1.85e-06 1.95e-06 1.15e-06 1.5e-06 1.85e-06 1.35e-06 1.9e-06 1.25e-06 1.9e-06 1.9e-06 1.5e-06 1.2e-06 2.05e-06 1.8e-06 1.9e-06
48 1.35e-06 1.95e-06 1.15e-06 1.5e-06 1.4e-06 1.9e-06 1.55e-06 1.8e-06 1.6e-06 1.7e-06 1.8e-06 1.65e-06 1.85e-06 1.9e-06 1.85e-06 1.75e-06 1.8e-06 1.8e-06 1.6e-06 1.35e-06 1.75e-06 1.4e-06 1.25e-06 1.5e-06 9e-07 1.7e-06 1.9e-06 2e-06 2.15e-06 1.7e-06 1.55e-06 1.9e-06 1.35e-06 1.1e-06 1.45e-06 1.6e-06 1.4e-06 1.1e-06 2.2e-06 1.65e-06 1.7e-06 1.45e-06 1.6e-06 1.45e-06 1.45e-06 1.2e-06 1.25e-06 2.05e-06 1.4e-06 1.8e-06 1.6e-06
49 1.65e-06 2.15e-06 1.85e-06 6.5e-07 2e-06 1.2e-06 1.7e-06 0.0 2e-06 1.6e-06 2.35e-06 2.05e-06 1.4e-06 1.9e-06 1.6e-06 1.65e-06 2e-06 1.45e-06 6e-07 1.8e-06 2.2e-06 1.6e-06 1.4e-06 2.2e-06 1.95e-06 2.25e-06 7e-07 2.25e-06 2.05e-06 1.05e-06 2.05e-06 2.4e-06 1.8e-06 2e-06 2.1e-06 9.5e-07 1.45e-06 1.5e-06 2.3e-06 2.05e-06 9.5e-07 1.6e-06 1.6e-06 1.65e-06 1.85e-06 1.8e-06 1.8e-06 1.8e-06 1.8e-06 0.0 1.65e-06
50 1.5e-06 1.6e-06 1.3e-06 1.35e-06 1.4e-06 1.75e-06 1.35e-06 1.65e-06 1e-06 1e-06 1.75e-06 1.3e-06 1.45e-06 2.05e-06 1.5e-06 1.75e-06 2.15e-06 1.6e-06 1.55e-06 1.45e-06 1.7e-06 1e-06 1.5e-06 1.9e-06 1.55e-06 1.6e-06 1.75e-06 2.2e-06 1.8e-06 1.85e-06 1.55e-06 1.8e-06 1.2e-06 1.3e-06 1.85e-06 1.3e-06 1.15e-06 1.55e-06 2.2e-06 1.6e-06 1.35e-06 1.7e-06 1.25e-06 1.55e-06 9.5e-07 1.5e-06 1.8e-06 1.9e-06 1.6e-06 1.65e-06 1.9e-06
