 slim_762026808 slim_762026801 slim_762026819 slim_762026792 slim_762026811 slim_762026806 slim_762026797 slim_762026818 slim_762026796 slim_762026826 slim_762026823 slim_762026787 slim_762026829 slim_762026827 slim_762026821 slim_762026798 slim_762026793 slim_762026805 slim_762026836 slim_762026817 slim_762026835 slim_762026822 slim_762026825 slim_762026828 slim_762026830 slim_762026785 slim_762026803 slim_762026815 slim_762026813 slim_762026799 slim_762026814 slim_762026786 slim_762026812 slim_762026809 slim_762026820 slim_762026802 slim_762026804 slim_762026788 slim_762026795 slim_762026800 slim_762026807 slim_762026833 slim_762026790 slim_762026794 slim_762026816 slim_762026831 slim_762026810 slim_762026789 slim_762026791 slim_762026834 slim_762026832 slim_762026824
36 2.45e-06 1.9e-06 2.8e-06 2.65e-06 2.2e-06 2.7e-06 2.25e-06 1.85e-06 2.35e-06 2.45e-06 2.05e-06 1.8e-06 2.65e-06 2.85e-06 1.95e-06 2.5e-06 2.65e-06 1.7e-06 2.15e-06 2.1e-06 3e-06 2.2e-06 2.8e-06 1.95e-06 2.45e-06 2.85e-06 2.65e-06 2.75e-06 2e-06 2.35e-06 2.35e-06 1.35e-06 3.1e-06 2.3e-06 1.95e-06 2.2e-06 2.2e-06 2.9e-06 2.65e-06 2.5e-06 2.1e-06 2.55e-06 1.8e-06 2.4e-06 1.95e-06 2.1e-06 1.95e-06 2.35e-06 1.85e-06 2e-06 2.4e-06 2.25e-06
37 1.85e-06 2.45e-06 2.7e-06 2.45e-06 2.55e-06 1.85e-06 2.4e-06 2.9e-06 2e-06 2.35e-06 2.55e-06 2e-06 2.1e-06 2.2e-06 2.2e-06 1.95e-06 2.5e-06 3.1e-06 1.6e-06 2e-06 1.75e-06 2.95e-06 2.5e-06 2.05e-06 1.5e-06 1.7e-06 2.1e-06 1.9e-06 2.3e-06 1.9e-06 2.75e-06 3.25e-06 2.45e-06 1.85e-06 2.55e-06 2.2e-06 2.9e-06 2.8e-06 2.2e-06 2.3e-06 2.4e-06 2.25e-06 2.75e-06 2.35e-06 2.2e-06 2.6e-06 2.65e-06 2.25e-06 2.35e-06 2.45e-06 2.7e-06 2.15e-06
38 1.5e-06 2.65e-06 2.05e-06 1.75e-06 2.4e-06 1.75e-06 2.4e-06 2.25e-06 1.6e-06 2.15e-06 2.7e-06 2.5e-06 2.4e-06 2.2e-06 2.45e-06 2.5e-06 1.45e-06 2.65e-06 2.15e-06 2.05e-06 1.2e-06 2.5e-06 2.8e-06 2.25e-06 1.85e-06 1.45e-06 2.25e-06 1.85e-06 2.15e-06 1.4e-06 2.65e-06 2.6e-06 2.2e-06 1.35e-06 2.65e-06 2.3e-06 2.65e-06 2.2e-06 1.3e-06 2.45e-06 2.2e-06 1.9e-06 2.55e-06 1.3e-06 2.45e-06 2.75e-06 2.25e-06 1.35e-06 2.05e-06 2.35e-06 1.95e-06 2.1e-06
39 2.15e-06 2.45e-06 2.4e-06 1.8e-06 2.6e-06 2.35e-06 2.2e-06 2.35e-06 1.7e-06 2.2e-06 2.65e-06 2.15e-06 2.25e-06 2.1e-06 2.3e-06 1.6e-06 2.35e-06 2.95e-06 1.9e-06 2.25e-06 2.5e-06 2.9e-06 1.35e-06 2.2e-06 1.9e-06 2.25e-06 2.35e-06 2.25e-06 2.35e-06 2.05e-06 2.55e-06 2.8e-06 2.15e-06 2e-06 1.75e-06 2.45e-06 2.5e-06 2.3e-06 2.45e-06 2.6e-06 2.45e-06 1.85e-06 2.15e-06 2e-06 2.3e-06 2.7e-06 2.3e-06 1.8e-06 1.85e-06 2.4e-06 2.25e-06 1.35e-06
40 1.9e-06 2.05e-06 2.3e-06 2.35e-06 2.05e-06 2.25e-06 2.45e-06 2e-06 2e-06 1.85e-06 2.35e-06 1.85e-06 2.15e-06 2.25e-06 2e-06 2.15e-06 2.15e-06 2.35e-06 1.7e-06 2.25e-06 2.65e-06 2.55e-06 2.75e-06 1.7e-06 2.25e-06 2.35e-06 2.1e-06 2.35e-06 1.6e-06 1.7e-06 2.8e-06 2.15e-06 2.7e-06 2e-06 2.3e-06 1.9e-06 2.1e-06 2.4e-06 2.2e-06 2.45e-06 3e-06 2.25e-06 2.35e-06 1.95e-06 2e-06 2.4e-06 2.05e-06 2e-06 1.85e-06 1.8e-06 2e-06 2.15e-06
41 1.85e-06 2.6e-06 2.1e-06 2.4e-06 2.4e-06 1.95e-06 2.45e-06 1.85e-06 1.35e-06 1.8e-06 2.7e-06 2.2e-06 2.15e-06 1.75e-06 2.2e-06 2.4e-06 1.95e-06 2.85e-06 1.95e-06 2.05e-06 2e-06 2.9e-06 2.85e-06 2.25e-06 1.95e-06 2e-06 2.35e-06 2.2e-06 2.05e-06 1.9e-06 2.95e-06 2.75e-06 2.45e-06 1.7e-06 2.5e-06 2.3e-06 2.55e-06 2.25e-06 1.9e-06 1.85e-06 2.25e-06 1.4e-06 2e-06 1.3e-06 2.2e-06 2.75e-06 2.1e-06 1.35e-06 1.55e-06 2.3e-06 1.9e-06 8.5e-07
42 2.35e-06 2.1e-06 2.4e-06 2.55e-06 2.5e-06 2.65e-06 2.55e-06 2.1e-06 2e-06 2.25e-06 2.15e-06 2.15e-06 2.4e-06 2.5e-06 2.3e-06 2.4e-06 2.4e-06 2e-06 2.05e-06 2.4e-06 2.85e-06 2.3e-06 2.7e-06 2.1e-06 2.35e-06 2.7e-06 2.55e-06 2.6e-06 2.25e-06 2.25e-06 2.35e-06 2e-06 2.8e-06 2.2e-06 2.3e-06 2.35e-06 1.8e-06 2.75e-06 2.55e-06 2.15e-06 2.35e-06 2e-06 3.2e-06 2.05e-06 2.3e-06 2.2e-06 2.15e-06 2e-06 1.75e-06 2.3e-06 2.2e-06 1.65e-06
43 1.6e-06 2.4e-06 1.8e-06 1.85e-06 2.25e-06 2e-06 2.4e-06 1.8e-06 1.3e-06 1.7e-06 2.65e-06 2.15e-06 2.05e-06 2e-06 2.3e-06 2.3e-06 1.4e-06 2.7e-06 1.75e-06 2.2e-06 2.05e-06 2.45e-06 2.75e-06 2.05e-06 2.05e-06 1.9e-06 1.95e-06 2.05e-06 1.9e-06 1.35e-06 2.75e-06 2.35e-06 2.25e-06 1.55e-06 2.45e-06 2.25e-06 2.4e-06 2.35e-06 1.3e-06 2e-06 1.95e-06 1.3e-06 2.05e-06 1.8e-06 2.3e-06 2.7e-06 1.95e-06 1.05e-06 1.6e-06 2e-06 1.55e-06 1.25e-06
44 1.85e-06 2.15e-06 2.95e-06 2.65e-06 1.75e-06 2.4e-06 2.2e-06 2.1e-06 1.85e-06 2.2e-06 2e-06 1.5e-06 2.35e-06 2.25e-06 1.25e-06 2.1e-06 2.7e-06 2.6e-06 1.7e-06 1.85e-06 2.5e-06 2.9e-06 2.8e-06 1.9e-06 1.9e-06 2.25e-06 2.25e-06 2.45e-06 1.9e-06 1.9e-06 2.95e-06 2.45e-06 3.05e-06 1.8e-06 2.05e-06 1.95e-06 1.95e-06 2.2e-06 2.45e-06 2.3e-06 2e-06 2.2e-06 2.3e-06 2.3e-06 2.5e-06 2.05e-06 2.1e-06 2.1e-06 1.95e-06 1.9e-06 2.6e-06 1.8e-06
45 2.2e-06 1.95e-06 2.75e-06 2.75e-06 2.2e-06 2.85e-06 3e-06 2.8e-06 2.55e-06 2.5e-06 1.65e-06 2.25e-06 2.4e-06 2.65e-06 2.05e-06 2.25e-06 2.75e-06 1.95e-06 1.85e-06 2.7e-06 2.9e-06 2.45e-06 2.75e-06 1.95e-06 2.4e-06 2.75e-06 2.5e-06 2.6e-06 2.4e-06 2.25e-06 2.6e-06 2.25e-06 3.15e-06 2.15e-06 2.6e-06 2.05e-06 2.1e-06 2.6e-06 2.75e-06 2.7e-06 2.4e-06 2.75e-06 2.2e-06 2.7e-06 2.05e-06 3.3e-06 2.6e-06 2.7e-06 2.3e-06 2.35e-06 2.6e-06 2.7e-06
46 2.25e-06 2.35e-06 1.55e-06 2.45e-06 2.3e-06 2.35e-06 2.3e-06 1.85e-06 2e-06 2.15e-06 2.55e-06 2e-06 2.1e-06 2.45e-06 2.1e-06 2.45e-06 1.9e-06 2.4e-06 2.1e-06 2.1e-06 2.6e-06 2.6e-06 2.8e-06 2.05e-06 2.2e-06 2.5e-06 2.5e-06 2.45e-06 2.05e-06 2.05e-06 2.75e-06 2.15e-06 2.3e-06 2.1e-06 2.2e-06 2.25e-06 1.95e-06 2.65e-06 2.25e-06 2.3e-06 2.05e-06 2.1e-06 2.15e-06 1.95e-06 2.1e-06 2.6e-06 3.1e-06 1.9e-06 1.75e-06 2.1e-06 2.1e-06 1.8e-06
47 1.6e-06 2.45e-06 1.95e-06 1.8e-06 2.25e-06 2e-06 2.2e-06 1.75e-06 1.1e-06 1.75e-06 2.65e-06 2e-06 2.15e-06 1.85e-06 2.1e-06 2.2e-06 1.55e-06 2.85e-06 1.85e-06 2e-06 2e-06 2.6e-06 2.6e-06 2.1e-06 1.85e-06 1.75e-06 2e-06 2.05e-06 1.95e-06 1.35e-06 2.75e-06 2.5e-06 2.25e-06 1.5e-06 2.25e-06 2.3e-06 2.35e-06 2.25e-06 1.35e-06 1.8e-06 2e-06 1.35e-06 2e-06 1.05e-06 2.1e-06 2.7e-06 1.9e-06 1.9e-06 1.55e-06 2.05e-06 1.7e-06 1e-06
48 1.85e-06 2e-06 1.9e-06 2.2e-06 2.2e-06 2.15e-06 2.2e-06 1.65e-06 1.55e-06 1.7e-06 2.25e-06 1.85e-06 2e-06 2.05e-06 1.95e-06 2.1e-06 1.9e-06 2.05e-06 1.75e-06 2e-06 2.35e-06 2.45e-06 2.45e-06 1.6e-06 1.95e-06 2.2e-06 2.25e-06 2.25e-06 1.8e-06 1.8e-06 2.5e-06 2.1e-06 2.35e-06 1.75e-06 2.05e-06 1.85e-06 1.85e-06 2.35e-06 2.05e-06 1.85e-06 1.85e-06 1.55e-06 1.75e-06 1.6e-06 1.95e-06 2.3e-06 1.75e-06 1.55e-06 2.4e-06 2e-06 1.8e-06 1.25e-06
49 2e-06 2.05e-06 2.55e-06 2.4e-06 1.8e-06 2.5e-06 2.35e-06 2.05e-06 2.05e-06 2e-06 2.3e-06 1.75e-06 2.25e-06 2.2e-06 1.9e-06 2.1e-06 2.35e-06 2.5e-06 1.65e-06 2.25e-06 2.8e-06 2.35e-06 2.7e-06 1.85e-06 2.3e-06 2.5e-06 1.9e-06 2.25e-06 1.85e-06 1.75e-06 2.75e-06 1.9e-06 2.8e-06 2.05e-06 2.2e-06 1.95e-06 2e-06 2.45e-06 2.35e-06 2.4e-06 1.8e-06 2.3e-06 2.3e-06 2e-06 1.9e-06 2.35e-06 2.1e-06 2.05e-06 2e-06 2.9e-06 1.95e-06 2.1e-06
50 2.2e-06 2.35e-06 1.7e-06 2.05e-06 2.15e-06 2.35e-06 2.75e-06 1.8e-06 2.1e-06 1.65e-06 2.55e-06 2.45e-06 2.25e-06 2.05e-06 2.6e-06 2.35e-06 1.8e-06 2.4e-06 1.95e-06 2.65e-06 2.65e-06 2.1e-06 2.6e-06 2e-06 2.35e-06 2.6e-06 1.95e-06 1.95e-06 2.2e-06 1.8e-06 2.7e-06 1.95e-06 2.35e-06 2.05e-06 2.55e-06 2.3e-06 2.4e-06 2.7e-06 1.95e-06 2.25e-06 2e-06 1.9e-06 2.2e-06 1.55e-06 2.6e-06 2.6e-06 2.1e-06 1.7e-06 1.8e-06 1.95e-06 2e-06 1.95e-06
51 1.85e-06 2.45e-06 2.15e-06 2.3e-06 2.3e-06 2.1e-06 2e-06 1.6e-06 9e-07 1.7e-06 2.65e-06 1.7e-06 2.05e-06 1.7e-06 1.8e-06 2.1e-06 2.05e-06 3.1e-06 1.75e-06 1.8e-06 2.25e-06 2.9e-06 2.6e-06 2.15e-06 1.7e-06 2e-06 2.15e-06 2.25e-06 1.95e-06 1.75e-06 2.85e-06 2.75e-06 2.35e-06 1.7e-06 2.05e-06 2.35e-06 2.25e-06 2.15e-06 2.1e-06 1.35e-06 2.15e-06 8.5e-07 1.65e-06 1.25e-06 1.8e-06 2.7e-06 1.8e-06 1e-06 1.25e-06 2.1e-06 1.95e-06 1e-07
