 slim_761988700 slim_761988686 slim_761988736 slim_761988710 slim_761988719 slim_761988732 slim_761988725 slim_761988718 slim_761988706 slim_761988698 slim_761988693 slim_761988697 slim_761988717 slim_761988711 slim_761988690 slim_761988701 slim_761988712 slim_761988688 slim_761988723 slim_761988692 slim_761988729 slim_761988722 slim_761988713 slim_761988724 slim_761988720 slim_761988703 slim_761988702 slim_761988687 slim_761988704 slim_761988695 slim_761988727 slim_761988721 slim_761988726 slim_761988735 slim_761988707 slim_761988708 slim_761988696 slim_761988691 slim_761988709 slim_761988731 slim_761988694 slim_761988728 slim_761988738 slim_761988733 slim_761988739 slim_761988730 slim_761988734 slim_761988716 slim_761988737 slim_761988715 slim_761988689 slim_761988714 slim_761988705 slim_761988699
35 1.7e-06 2.05e-06 2.55e-06 2.1e-06 1.9e-06 2.3e-06 2.3e-06 1.85e-06 1.6e-06 1.9e-06 2.3e-06 2.05e-06 1.75e-06 1.65e-06 2.35e-06 1.95e-06 1.8e-06 2.2e-06 2e-06 2.3e-06 1.3e-06 1.7e-06 2.2e-06 1.6e-06 1.4e-06 2.15e-06 1.2e-06 1.6e-06 2.2e-06 1.4e-06 1.65e-06 2.15e-06 2.25e-06 2.35e-06 1.45e-06 1.3e-06 2.5e-06 1.35e-06 2.3e-06 1.55e-06 1.8e-06 1.75e-06 1.75e-06 2.25e-06 2.25e-06 1.75e-06 1.55e-06 1.9e-06 2.2e-06 2.05e-06 1.7e-06 2.05e-06 1.5e-06 2.1e-06
36 2.25e-06 1.8e-06 1.5e-06 1.95e-06 1.65e-06 2.45e-06 1.6e-06 1.85e-06 2.05e-06 1.35e-06 1.85e-06 1.6e-06 2.3e-06 1.9e-06 1.45e-06 1.75e-06 1.95e-06 1.7e-06 2.45e-06 1.5e-06 2.4e-06 2.2e-06 2.15e-06 2.2e-06 2.2e-06 1.75e-06 2.15e-06 1.85e-06 1.85e-06 1.95e-06 1.75e-06 1.75e-06 1.9e-06 1.85e-06 1.75e-06 2.5e-06 2.2e-06 2.2e-06 1.95e-06 2.25e-06 1.75e-06 1.95e-06 1.55e-06 2.5e-06 1.85e-06 1.65e-06 2.15e-06 2.2e-06 1.85e-06 2.15e-06 2.2e-06 1.9e-06 2.15e-06 2.1e-06
37 2.05e-06 1.75e-06 2.65e-06 2.4e-06 1.85e-06 2.05e-06 2.4e-06 1.9e-06 1.75e-06 1.15e-06 1.85e-06 1.45e-06 1.75e-06 1.6e-06 2.45e-06 1.9e-06 1.5e-06 2.3e-06 1.45e-06 2.45e-06 1.95e-06 1.95e-06 1.95e-06 1.75e-06 1.75e-06 2.35e-06 1.6e-06 1.7e-06 2.4e-06 1.55e-06 1.55e-06 1.7e-06 2.2e-06 2e-06 1.5e-06 1.35e-06 2.2e-06 1.5e-06 2.2e-06 1.55e-06 1.25e-06 1.45e-06 1.75e-06 2.05e-06 1.9e-06 1.5e-06 1.7e-06 1.8e-06 1.85e-06 2.1e-06 2.2e-06 1.6e-06 1.65e-06 2.3e-06
38 1.9e-06 2e-06 1.4e-06 1.2e-06 2e-06 2.2e-06 1.15e-06 1.65e-06 1.95e-06 1.75e-06 1.5e-06 1.4e-06 2.3e-06 1.6e-06 1.2e-06 1.5e-06 1.8e-06 1.65e-06 2.25e-06 1.4e-06 1.75e-06 1.4e-06 1.1e-06 1.9e-06 1.5e-06 1.5e-06 2e-06 1.9e-06 1e-06 2.2e-06 1.8e-06 1.85e-06 1.15e-06 1.65e-06 1.8e-06 2.3e-06 1.95e-06 2.2e-06 2e-06 1.85e-06 1.95e-06 1.7e-06 2e-06 2.25e-06 1.05e-06 1.4e-06 1.85e-06 1.65e-06 1e-06 1.45e-06 1.9e-06 1.45e-06 1.85e-06 1.5e-06
39 2.05e-06 1.85e-06 2.25e-06 1.85e-06 1.95e-06 2.1e-06 2e-06 1.85e-06 1.85e-06 1.85e-06 1.8e-06 1.7e-06 2.1e-06 1.55e-06 2.05e-06 1.95e-06 1.5e-06 2.15e-06 1.7e-06 2.05e-06 1.5e-06 1.45e-06 1.6e-06 1.8e-06 1.55e-06 2.15e-06 1.8e-06 1.8e-06 1.95e-06 1.85e-06 1.65e-06 1.95e-06 1.8e-06 1.85e-06 1.65e-06 1.55e-06 2.25e-06 1.55e-06 1.85e-06 2.4e-06 1.6e-06 1.65e-06 1.7e-06 2.05e-06 1.6e-06 1.7e-06 1.75e-06 1.8e-06 1.55e-06 1.9e-06 1.8e-06 1.75e-06 1.75e-06 2.1e-06
40 2e-06 1.45e-06 2.2e-06 2.05e-06 1.6e-06 1.85e-06 1.95e-06 1.4e-06 1.85e-06 9.5e-07 1.55e-06 1.3e-06 1.75e-06 1.5e-06 2e-06 1.4e-06 1.55e-06 1.95e-06 1.25e-06 1.85e-06 2.15e-06 2e-06 1.9e-06 1.8e-06 1.9e-06 2e-06 1.5e-06 1.6e-06 2.05e-06 1.6e-06 1.5e-06 1.5e-06 1.9e-06 1.55e-06 1.5e-06 1.8e-06 1.75e-06 1.25e-06 1.95e-06 1.6e-06 1.6e-06 1.45e-06 1.6e-06 1.85e-06 1.7e-06 1.35e-06 1.75e-06 1.55e-06 1.65e-06 1.95e-06 2.2e-06 1.55e-06 1.75e-06 2.05e-06
41 1.4e-06 1.7e-06 2.1e-06 2e-06 1.5e-06 1.75e-06 1.85e-06 1.8e-06 1.95e-06 1.5e-06 1.65e-06 1.35e-06 1.45e-06 1.7e-06 1.9e-06 1.8e-06 1.45e-06 1.65e-06 1.7e-06 1.75e-06 1.6e-06 1.65e-06 1.5e-06 1.9e-06 1.5e-06 2e-06 1.75e-06 1.7e-06 2e-06 1.75e-06 1.6e-06 1.6e-06 1.7e-06 1.65e-06 1.55e-06 1.75e-06 1.95e-06 1.45e-06 1.7e-06 1.65e-06 1.45e-06 2.3e-06 1.7e-06 1.8e-06 1.3e-06 1.5e-06 1.85e-06 1.85e-06 1.25e-06 1.8e-06 2.05e-06 1.65e-06 1.85e-06 1.8e-06
42 2e-06 1.65e-06 2.1e-06 2.05e-06 1.5e-06 2.25e-06 1.85e-06 1.85e-06 2e-06 1.5e-06 1.9e-06 1.6e-06 2.05e-06 1.7e-06 1.9e-06 1.9e-06 1.55e-06 1.9e-06 2.1e-06 1.55e-06 1.85e-06 1.75e-06 2.05e-06 1.95e-06 1.75e-06 1.9e-06 1.8e-06 1.65e-06 2.1e-06 1.6e-06 1.4e-06 1.7e-06 1.95e-06 1.8e-06 1.5e-06 1.75e-06 1.55e-06 1.75e-06 2e-06 1.7e-06 1.6e-06 1.7e-06 2.3e-06 2.25e-06 1.75e-06 1.65e-06 1.9e-06 2.1e-06 1.7e-06 2.15e-06 1.85e-06 1.95e-06 1.9e-06 2.15e-06
43 1.7e-06 2e-06 2.6e-06 2.4e-06 2.05e-06 1.6e-06 2.35e-06 2.2e-06 2.4e-06 2.1e-06 2.15e-06 2e-06 1.75e-06 2.15e-06 2.4e-06 2.2e-06 2.1e-06 1.95e-06 1.75e-06 2.4e-06 2.1e-06 2.15e-06 2.05e-06 2.35e-06 2.1e-06 2.3e-06 2.2e-06 2.25e-06 2.4e-06 2.1e-06 2.2e-06 2.05e-06 2.2e-06 1.85e-06 2.1e-06 2.25e-06 2.5e-06 2.05e-06 2.25e-06 2.05e-06 1.85e-06 1.8e-06 2.25e-06 3.1e-06 1.95e-06 2e-06 2.3e-06 2.2e-06 1.9e-06 2e-06 2.35e-06 2.15e-06 2.3e-06 2e-06
44 1.9e-06 1.7e-06 1.7e-06 1.95e-06 1.9e-06 1.9e-06 1.5e-06 2.15e-06 2.3e-06 1.95e-06 1.4e-06 1.1e-06 2.3e-06 1.9e-06 1.55e-06 2.05e-06 1.1e-06 1.55e-06 1.75e-06 1.3e-06 1.9e-06 1.2e-06 7.5e-07 2.25e-06 1.1e-06 2e-06 2.15e-06 1.8e-06 1.85e-06 2.25e-06 1.65e-06 1.55e-06 1.15e-06 1.3e-06 1.7e-06 2.25e-06 1.85e-06 1.9e-06 1.05e-06 1.6e-06 1.7e-06 1.3e-06 1.75e-06 1.95e-06 4e-07 1.6e-06 2.2e-06 1.9e-06 2e-07 1.6e-06 2.15e-06 1.6e-06 2.2e-06 1.95e-06
45 1.65e-06 1.7e-06 1.5e-06 1.15e-06 1.6e-06 1.95e-06 1.25e-06 1.15e-06 1.5e-06 7.5e-07 1.4e-06 1.15e-06 1.7e-06 1.05e-06 1.3e-06 1.05e-06 1.75e-06 1.6e-06 1.9e-06 1.45e-06 1.65e-06 1.65e-06 1.55e-06 1.45e-06 1.65e-06 1.35e-06 1.45e-06 1.5e-06 1.05e-06 1.6e-06 1.35e-06 1.6e-06 1.35e-06 1.55e-06 1.45e-06 1.75e-06 1.65e-06 1.5e-06 1.4e-06 1.7e-06 1.35e-06 1.5e-06 1.65e-06 2e-06 1.6e-06 1.4e-06 1.4e-06 1.45e-06 1.55e-06 1.5e-06 1.75e-06 1.15e-06 1.4e-06 1.4e-06
46 1.85e-06 2.05e-06 1.9e-06 1.4e-06 1.9e-06 2.3e-06 1.55e-06 1.45e-06 1.55e-06 1.45e-06 1.85e-06 1.8e-06 1.9e-06 1.4e-06 1.7e-06 1.4e-06 2.05e-06 2e-06 2.15e-06 1.95e-06 1.55e-06 1.75e-06 1.95e-06 1.35e-06 1.85e-06 1.65e-06 1.55e-06 1.7e-06 1.35e-06 1.65e-06 1.7e-06 2.05e-06 1.7e-06 2.1e-06 1.6e-06 1.55e-06 2.15e-06 1.7e-06 1.85e-06 1.75e-06 1.75e-06 1.85e-06 1.9e-06 2.3e-06 2.2e-06 1.4e-06 2.6e-06 1.65e-06 2.15e-06 1.75e-06 1.75e-06 1.6e-06 1.45e-06 1.7e-06
47 1.95e-06 1.95e-06 1.9e-06 1.45e-06 2.05e-06 2.2e-06 1.65e-06 1.4e-06 1.75e-06 1.55e-06 1.75e-06 1.7e-06 2.05e-06 1.5e-06 1.7e-06 1.3e-06 2.1e-06 2e-06 1.8e-06 2.05e-06 1.8e-06 1.75e-06 1.65e-06 1.7e-06 1.85e-06 1.65e-06 1.6e-06 1.9e-06 1.3e-06 1.85e-06 1.9e-06 1.95e-06 1.65e-06 2e-06 1.8e-06 1.9e-06 2.2e-06 1.8e-06 1.65e-06 1.8e-06 1.55e-06 1.85e-06 2.1e-06 2.2e-06 1.9e-06 1.45e-06 1.65e-06 2.6e-06 1.85e-06 1.6e-06 1.9e-06 1.5e-06 1.65e-06 1.65e-06
48 1.85e-06 1.65e-06 1.7e-06 1.9e-06 1.85e-06 1.85e-06 1.45e-06 2.1e-06 2.25e-06 1.9e-06 1.35e-06 1.05e-06 2.25e-06 1.85e-06 1.5e-06 2e-06 1.1e-06 1.55e-06 1.7e-06 1.3e-06 1.85e-06 1.15e-06 7e-07 2.2e-06 1.05e-06 1.95e-06 2.1e-06 1.8e-06 1.8e-06 2.2e-06 1.6e-06 1.5e-06 1.1e-06 1.25e-06 1.65e-06 2.2e-06 1.85e-06 1.85e-06 1e-06 1.55e-06 1.65e-06 1.25e-06 1.7e-06 1.9e-06 2e-07 1.55e-06 2.15e-06 1.85e-06 3e-07 1.55e-06 2.1e-06 1.55e-06 2.15e-06 1.9e-06
49 1.45e-06 1.85e-06 1.65e-06 1.2e-06 2e-06 1.95e-06 1.4e-06 1.55e-06 1.85e-06 1.85e-06 1.75e-06 1.7e-06 1.8e-06 1.65e-06 1.45e-06 1.45e-06 2.15e-06 1.5e-06 2.2e-06 1.85e-06 1.6e-06 1.5e-06 1.3e-06 1.8e-06 1.65e-06 1.3e-06 1.8e-06 2e-06 1.15e-06 1.8e-06 2e-06 1.8e-06 1.4e-06 2e-06 1.85e-06 2.05e-06 2.15e-06 2.1e-06 1.45e-06 1.9e-06 1.95e-06 1.8e-06 2.15e-06 2e-06 1.6e-06 1.5e-06 1.75e-06 1.6e-06 1.55e-06 2e-06 1.6e-06 1.45e-06 1.75e-06 1.25e-06
50 1.6e-06 1.9e-06 2e-06 1.4e-06 1.85e-06 2.35e-06 1.75e-06 1.6e-06 1.85e-06 2.1e-06 2.2e-06 2.1e-06 1.95e-06 1.65e-06 1.8e-06 1.7e-06 2.25e-06 1.85e-06 2.55e-06 2e-06 1.3e-06 1.7e-06 1.95e-06 1.8e-06 1.75e-06 1.3e-06 1.7e-06 2e-06 1.5e-06 1.5e-06 1.95e-06 1.95e-06 1.85e-06 2.35e-06 1.85e-06 1.7e-06 2.2e-06 2.2e-06 1.9e-06 1.8e-06 2.2e-06 2.05e-06 1.85e-06 2.35e-06 2.15e-06 1.75e-06 1.75e-06 1.9e-06 2.1e-06 1.6e-06 2.3e-06 1.95e-06 1.75e-06 1.6e-06
51 1.95e-06 1.85e-06 1.65e-06 1.25e-06 1.9e-06 2.1e-06 1.4e-06 1.45e-06 1.7e-06 1.1e-06 1.45e-06 1.3e-06 2e-06 1.35e-06 1.45e-06 1.3e-06 1.9e-06 1.85e-06 1.9e-06 1.8e-06 1.85e-06 1.6e-06 1.35e-06 1.65e-06 1.8e-06 1.55e-06 1.8e-06 1.8e-06 1.15e-06 1.9e-06 1.65e-06 1.75e-06 1.4e-06 1.75e-06 1.7e-06 2.05e-06 1.9e-06 1.6e-06 1.45e-06 1.75e-06 1.55e-06 1.65e-06 1.95e-06 2.15e-06 1.6e-06 1.15e-06 1.6e-06 1.5e-06 1.55e-06 1.45e-06 1.95e-06 2.2e-06 1.6e-06 1.6e-06
52 1.85e-06 2.05e-06 1.9e-06 1.4e-06 1.9e-06 2.3e-06 1.65e-06 1.45e-06 1.5e-06 1.45e-06 1.85e-06 1.8e-06 1.9e-06 1.4e-06 1.7e-06 1.4e-06 2.05e-06 2e-06 2.15e-06 1.95e-06 1.55e-06 1.75e-06 1.95e-06 1.5e-06 1.8e-06 1.65e-06 1.5e-06 1.7e-06 1.35e-06 1.65e-06 1.7e-06 2.05e-06 1.8e-06 2.1e-06 1.55e-06 1.5e-06 2.15e-06 1.65e-06 1.85e-06 1.75e-06 1.75e-06 1.85e-06 1.9e-06 2.3e-06 2.2e-06 1.4e-06 1.45e-06 1.65e-06 2.15e-06 1.75e-06 1.75e-06 1.6e-06 2.6e-06 1.7e-06
53 1.1e-06 2e-06 1.55e-06 1.1e-06 1.8e-06 1.95e-06 1.3e-06 1.4e-06 1.8e-06 1.7e-06 1.85e-06 1.8e-06 1.45e-06 1.55e-06 1.35e-06 1.3e-06 2.35e-06 1.3e-06 2.55e-06 1.7e-06 1.45e-06 1.75e-06 1.7e-06 1.75e-06 1.85e-06 1.2e-06 1.75e-06 1.95e-06 9.5e-07 1.8e-06 1.95e-06 1.95e-06 1.5e-06 2.1e-06 1.85e-06 2.1e-06 2.1e-06 2.3e-06 1.5e-06 2.1e-06 2.05e-06 1.8e-06 2.15e-06 2e-06 1.95e-06 1.4e-06 1.7e-06 1.65e-06 1.9e-06 1.25e-06 1.6e-06 1.6e-06 1.7e-06 1.9e-06
