 slim_762183382 slim_762183370 slim_762183399 slim_762183394 slim_762183404 slim_762183402 slim_762183400 slim_762183363 slim_762183381 slim_762183376 slim_762183378 slim_762183384 slim_762183353 slim_762183368 slim_762183362 slim_762183365 slim_762183367 slim_762183390 slim_762183393 slim_762183369 slim_762183387 slim_762183372 slim_762183366 slim_762183391 slim_762183374 slim_762183356 slim_762183401 slim_762183375 slim_762183373 slim_762183392 slim_762183357 slim_762183364 slim_762183359 slim_762183396 slim_762183403 slim_762183360 slim_762183361 slim_762183380 slim_762183383 slim_762183358 slim_762183354 slim_762183388 slim_762183371 slim_762183395 slim_762183352 slim_762183397 slim_762183377 slim_762183355 slim_762183385 slim_762183351 slim_762183386 slim_762183398 slim_762183389 slim_762183379
35 1.35e-06 1.45e-06 1.95e-06 1.35e-06 1.25e-06 1.2e-06 1.6e-06 1.15e-06 1.4e-06 1.4e-06 1.45e-06 1.4e-06 1.25e-06 1.15e-06 1.15e-06 1.1e-06 1.35e-06 1.65e-06 1.85e-06 1.8e-06 1.35e-06 1.35e-06 1.2e-06 1.3e-06 1.75e-06 1.55e-06 1.55e-06 1.25e-06 1.55e-06 2.25e-06 1.95e-06 1.2e-06 1.4e-06 1.6e-06 2e-06 1.9e-06 1.8e-06 1.4e-06 1.35e-06 1.65e-06 1.75e-06 1.3e-06 1.45e-06 2e-06 1.6e-06 1.45e-06 2.35e-06 1.6e-06 1.45e-06 1.55e-06 1.55e-06 1.5e-06 1.5e-06 1.75e-06
36 1.8e-06 1.95e-06 1.6e-06 1.6e-06 1.5e-06 1.6e-06 1.9e-06 1.55e-06 1.9e-06 1.9e-06 1.95e-06 1.95e-06 1.75e-06 1.6e-06 1.7e-06 1.55e-06 1.8e-06 1.95e-06 1.75e-06 1.85e-06 1.65e-06 1.85e-06 1.5e-06 1.85e-06 1.65e-06 1.75e-06 1.75e-06 1.75e-06 1.75e-06 1.6e-06 1.95e-06 1.75e-06 1.7e-06 2.15e-06 1.9e-06 1.8e-06 2.6e-06 1.65e-06 1.95e-06 2.1e-06 1.8e-06 1.85e-06 1.85e-06 2e-06 1.75e-06 1.75e-06 1.45e-06 1.7e-06 1.85e-06 1.7e-06 1.6e-06 1.75e-06 2.1e-06 1.4e-06
37 1.25e-06 1.35e-06 2.15e-06 8.5e-07 8e-07 7.5e-07 1.45e-06 1.1e-06 6.5e-07 1.3e-06 1.25e-06 1.55e-06 1e-06 7.5e-07 1.35e-06 1.05e-06 1.55e-06 2.3e-06 2e-06 1.4e-06 9.5e-07 1.3e-06 8e-07 9e-07 1.9e-06 1.35e-06 1.35e-06 1.15e-06 1.35e-06 2.4e-06 1.45e-06 1.5e-06 9e-07 1.55e-06 2.15e-06 1.4e-06 1.65e-06 1e-06 1.15e-06 1.35e-06 1.65e-06 1.3e-06 1.45e-06 2.1e-06 1.35e-06 1.1e-06 2.55e-06 1.3e-06 1e-06 1.35e-06 1.9e-06 6.5e-07 1.5e-06 1.3e-06
38 1.2e-06 1.15e-06 2e-06 1e-06 1.3e-06 1.05e-06 1.4e-06 1.4e-06 9e-07 1.1e-06 1.1e-06 1.55e-06 8e-07 9.5e-07 1.35e-06 1.35e-06 1.5e-06 2.25e-06 1.8e-06 1.35e-06 1.1e-06 1e-06 1e-06 9.5e-07 1.85e-06 1.3e-06 1.3e-06 1.05e-06 1.3e-06 2.3e-06 1.75e-06 1.35e-06 1.1e-06 1.4e-06 2e-06 1.35e-06 1.95e-06 1.15e-06 1.5e-06 1.55e-06 1.65e-06 1.15e-06 1.1e-06 2.1e-06 1.45e-06 1.35e-06 2.45e-06 1.25e-06 1.15e-06 1.15e-06 1.95e-06 1.25e-06 1.3e-06 1.85e-06
39 1.4e-06 1.45e-06 2.35e-06 1.35e-06 1.2e-06 1.3e-06 1.6e-06 1.5e-06 1.35e-06 1.5e-06 1.15e-06 1.3e-06 1.35e-06 1.3e-06 1.55e-06 1.45e-06 1.4e-06 2.15e-06 2.1e-06 1.95e-06 1.45e-06 1.45e-06 1.35e-06 1.3e-06 1.8e-06 1.55e-06 1.55e-06 1.1e-06 1.55e-06 2.65e-06 1.45e-06 1.65e-06 1.05e-06 1.55e-06 2.25e-06 1.65e-06 2.1e-06 1.35e-06 1.55e-06 1.2e-06 1.95e-06 1.45e-06 1.7e-06 1.9e-06 1.2e-06 1.45e-06 2.8e-06 1.6e-06 1.4e-06 1.7e-06 1.75e-06 1.45e-06 1.5e-06 1.9e-06
40 1.55e-06 1.85e-06 1.9e-06 1.65e-06 1.8e-06 1.4e-06 1.9e-06 1.7e-06 1.35e-06 1.8e-06 1.9e-06 1.75e-06 1.55e-06 1.5e-06 1.5e-06 1.65e-06 1.8e-06 1.85e-06 1.7e-06 1.7e-06 1.85e-06 1.75e-06 1.75e-06 1.2e-06 1.65e-06 1.35e-06 1.35e-06 1.6e-06 1.35e-06 1.5e-06 1.7e-06 1.7e-06 1.75e-06 1.85e-06 1.85e-06 1.75e-06 1.8e-06 1.65e-06 1.65e-06 1.95e-06 2.2e-06 1.5e-06 1.95e-06 1.8e-06 1.45e-06 1.85e-06 1.75e-06 1.5e-06 1.6e-06 1.5e-06 1.8e-06 1.75e-06 1.8e-06 1.8e-06
41 6e-07 1.05e-06 1.75e-06 1.15e-06 1.2e-06 1.1e-06 1.1e-06 1.35e-06 1.1e-06 1e-06 1.4e-06 1.1e-06 1.05e-06 1.05e-06 1.05e-06 1.3e-06 1.25e-06 2e-06 1.45e-06 1.65e-06 1.35e-06 8.5e-07 1.25e-06 1e-06 1.65e-06 1e-06 1e-06 1.1e-06 1e-06 2.2e-06 1.65e-06 1.2e-06 1.35e-06 8e-07 1.6e-06 1.3e-06 1.85e-06 1.3e-06 1.15e-06 1.45e-06 1.5e-06 1.1e-06 1.15e-06 1.65e-06 1.25e-06 1.1e-06 2.4e-06 1.4e-06 9e-07 1.3e-06 1.65e-06 1.4e-06 7.5e-07 1.95e-06
42 1.1e-06 1.1e-06 1.4e-06 1e-06 1.35e-06 1.35e-06 1.4e-06 1.45e-06 1.5e-06 1.05e-06 1.15e-06 1.5e-06 9e-07 1.25e-06 1.3e-06 1.4e-06 1.05e-06 2.15e-06 1.55e-06 1.5e-06 1.1e-06 8e-07 1e-06 1.4e-06 1.55e-06 1.5e-06 1.5e-06 1.05e-06 1.5e-06 2.15e-06 2e-06 1.1e-06 1.15e-06 1.4e-06 1.8e-06 1.45e-06 1.85e-06 1.45e-06 1.1e-06 1.7e-06 1.95e-06 1.15e-06 9e-07 2.05e-06 1.65e-06 1.4e-06 2.25e-06 1.35e-06 1.35e-06 1.15e-06 1.75e-06 1.55e-06 1.35e-06 1.95e-06
43 1.55e-06 1.8e-06 2e-06 2.05e-06 1.95e-06 2e-06 1.95e-06 1.95e-06 2.05e-06 1.75e-06 2.05e-06 1.5e-06 1.9e-06 1.95e-06 1.75e-06 1.9e-06 1.8e-06 1.7e-06 1.65e-06 2.05e-06 2.15e-06 1.7e-06 2.05e-06 1.95e-06 1.55e-06 1.55e-06 1.55e-06 1.85e-06 1.55e-06 1.75e-06 1.85e-06 1.85e-06 2e-06 1.4e-06 1.8e-06 2e-06 2e-06 2.1e-06 2.1e-06 1.9e-06 1.8e-06 1.65e-06 2.05e-06 2.8e-06 1.6e-06 1.75e-06 1.95e-06 1.95e-06 1.7e-06 1.85e-06 1.8e-06 2.2e-06 1.45e-06 2.1e-06
44 1.25e-06 1.4e-06 1.95e-06 1.35e-06 1.25e-06 1.2e-06 1.5e-06 1.5e-06 1.25e-06 1.4e-06 1.45e-06 1.35e-06 1.3e-06 1.25e-06 1.45e-06 1.45e-06 1.5e-06 1.9e-06 1.65e-06 1.55e-06 1.45e-06 1.35e-06 1.35e-06 1.15e-06 1.55e-06 1e-06 1e-06 1.25e-06 1e-06 1.85e-06 1.25e-06 1.6e-06 1.3e-06 1.4e-06 1.8e-06 1.6e-06 1.75e-06 1.35e-06 1.45e-06 1.2e-06 1.45e-06 1.25e-06 1.65e-06 1.6e-06 1.7e-06 1.4e-06 2.05e-06 1.2e-06 1.25e-06 1.2e-06 1.8e-06 1.45e-06 1.35e-06 1.6e-06
45 1e-06 1.15e-06 2.1e-06 1.1e-06 9.5e-07 1.05e-06 1.3e-06 1.25e-06 1.25e-06 1.05e-06 1.4e-06 1.25e-06 1.15e-06 1e-06 1.4e-06 1.25e-06 1.55e-06 2.25e-06 1.75e-06 1.7e-06 1.2e-06 1.05e-06 1.05e-06 1.2e-06 1.9e-06 1.25e-06 1.25e-06 1.3e-06 1.25e-06 2.45e-06 1.7e-06 1.5e-06 1.2e-06 8.5e-07 1.9e-06 1.45e-06 1.75e-06 1.1e-06 1.35e-06 1.45e-06 1.85e-06 1.1e-06 1.4e-06 1.75e-06 1.4e-06 1.7e-06 2.6e-06 1.5e-06 9.5e-07 1.45e-06 1.9e-06 1.2e-06 9e-07 1.6e-06
46 2.35e-06 2.45e-06 1.4e-06 2.3e-06 2.45e-06 2.45e-06 2.45e-06 2.25e-06 2.6e-06 2.4e-06 2.5e-06 2.4e-06 2.25e-06 2.45e-06 2.1e-06 2.2e-06 2.2e-06 1.75e-06 1.55e-06 1.95e-06 2.35e-06 2.3e-06 2.25e-06 2.5e-06 1.55e-06 2e-06 2e-06 2.35e-06 2e-06 7.5e-07 2.2e-06 2.1e-06 2.45e-06 2.7e-06 1.7e-06 2.35e-06 1.45e-06 2.55e-06 2.45e-06 2.8e-06 1.75e-06 2.4e-06 2.25e-06 1.95e-06 2.05e-06 2.6e-06 9e-07 1.95e-06 2.55e-06 1.85e-06 1.65e-06 2.65e-06 2.65e-06 1.75e-06
47 1.4e-06 1.45e-06 1.8e-06 9e-07 1.35e-06 1.15e-06 1.6e-06 1.55e-06 1.2e-06 1.4e-06 1.3e-06 1.75e-06 1.1e-06 1.15e-06 1.55e-06 1.5e-06 1.65e-06 2.15e-06 1.6e-06 1.35e-06 1.3e-06 1.3e-06 1.2e-06 1.1e-06 1.65e-06 1.1e-06 1.1e-06 1.2e-06 1.1e-06 1.7e-06 1.6e-06 1.55e-06 1.1e-06 1.65e-06 1.85e-06 1.6e-06 1.7e-06 1.3e-06 1.25e-06 1.6e-06 1.5e-06 1.4e-06 1.35e-06 1.95e-06 1.2e-06 1.5e-06 1.95e-06 1.6e-06 1.35e-06 1e-06 2.05e-06 1.4e-06 1.6e-06 1.55e-06
48 8e-07 1.05e-06 2.05e-06 1e-06 1.1e-06 1e-06 1.15e-06 1.3e-06 9e-07 1e-06 1.35e-06 1.15e-06 1e-06 9.5e-07 1.25e-06 1.25e-06 1.5e-06 2.15e-06 1.6e-06 1.5e-06 1.25e-06 9e-07 1.15e-06 9.5e-07 1.85e-06 1e-06 1e-06 1.25e-06 1e-06 2.3e-06 1.5e-06 1.4e-06 1.15e-06 7.5e-07 1.75e-06 1.45e-06 1.85e-06 1e-06 1.15e-06 1.4e-06 1.6e-06 9e-07 1.35e-06 1.7e-06 1.25e-06 9.5e-07 2.55e-06 1.35e-06 1.2e-06 1.3e-06 1.85e-06 1.1e-06 7e-07 1.75e-06
49 1.3e-06 1.3e-06 1.75e-06 1.1e-06 1.4e-06 1.2e-06 1.5e-06 1.55e-06 1.25e-06 1.25e-06 1.3e-06 1.65e-06 1e-06 1.15e-06 1.5e-06 1.5e-06 1.6e-06 2.05e-06 1.55e-06 1.25e-06 1.25e-06 1.05e-06 1.15e-06 1.15e-06 1.6e-06 1.05e-06 1.05e-06 1.25e-06 1.05e-06 1.7e-06 1.6e-06 1.5e-06 1.25e-06 1.5e-06 1.75e-06 1.55e-06 1.7e-06 1.35e-06 1.15e-06 1.7e-06 1.5e-06 1.3e-06 1.15e-06 1.85e-06 1.2e-06 1.45e-06 1.85e-06 1e-06 1.3e-06 1.7e-06 2e-06 1.45e-06 1.45e-06 1.6e-06
50 1.6e-06 1.85e-06 1.55e-06 1.8e-06 1.75e-06 1.8e-06 1.8e-06 1.45e-06 1.95e-06 1.85e-06 1.85e-06 1.35e-06 1.75e-06 1.8e-06 1.25e-06 1.4e-06 1.2e-06 1.5e-06 1.7e-06 2.15e-06 1.85e-06 1.75e-06 1.75e-06 1.85e-06 1.45e-06 1.95e-06 1.95e-06 1.55e-06 1.95e-06 1.75e-06 2e-06 1.3e-06 1.75e-06 1.95e-06 1.85e-06 1.55e-06 1.6e-06 1.9e-06 1.95e-06 1.75e-06 1.8e-06 1.65e-06 1.75e-06 1.8e-06 1.8e-06 1.9e-06 1.65e-06 2.05e-06 1.85e-06 2e-06 1.6e-06 2e-06 1.9e-06 1.95e-06
51 1.35e-06 1.45e-06 2.25e-06 9.5e-07 9e-07 8.5e-07 1.55e-06 1.2e-06 7.5e-07 1.4e-06 1.35e-06 1.65e-06 1.1e-06 8.5e-07 1.45e-06 1.15e-06 1.65e-06 2.4e-06 2.1e-06 1.5e-06 9.5e-07 1.4e-06 9e-07 1e-06 2e-06 1.45e-06 1.45e-06 1.25e-06 1.45e-06 2.5e-06 1.55e-06 1.6e-06 1e-06 1.65e-06 2.25e-06 1.5e-06 1.75e-06 6.5e-07 1.25e-06 1.45e-06 1.75e-06 1.4e-06 1.55e-06 2.2e-06 1.45e-06 1.2e-06 2.65e-06 1.4e-06 1.1e-06 1.45e-06 2e-06 1.2e-06 1.6e-06 1.3e-06
52 6e-07 8.5e-07 2.05e-06 1.35e-06 1.35e-06 1.4e-06 1.05e-06 1.55e-06 1.35e-06 7.5e-07 1.45e-06 9e-07 1.1e-06 1.25e-06 1.3e-06 1.5e-06 1.55e-06 2.1e-06 1.4e-06 1.7e-06 1.55e-06 7e-07 1.45e-06 1.25e-06 1.9e-06 9.5e-07 9.5e-07 1.4e-06 9.5e-07 2.4e-06 1.7e-06 1.4e-06 1.5e-06 1.5e-07 1.55e-06 1.5e-06 2.1e-06 1.5e-06 1.3e-06 1.5e-06 1.8e-06 7.5e-07 1.35e-06 1.45e-06 1.35e-06 9e-07 2.65e-06 1.6e-06 7e-07 1.45e-06 1.9e-06 1.6e-06 2e-07 2.2e-06
53 1.9e-06 1.9e-06 2e-06 1.4e-06 1.1e-06 1.25e-06 2.05e-06 1.45e-06 1.7e-06 1.85e-06 1.8e-06 2.05e-06 1.65e-06 1.3e-06 1.85e-06 1.4e-06 1.95e-06 2.15e-06 1.95e-06 1.75e-06 1.25e-06 1.9e-06 1.15e-06 1.65e-06 1.8e-06 1.7e-06 1.7e-06 1.7e-06 1.7e-06 1.75e-06 1.8e-06 1.95e-06 1.45e-06 2.25e-06 2.1e-06 1.75e-06 1.4e-06 1.3e-06 1.85e-06 1.9e-06 1.8e-06 1.95e-06 1.95e-06 2.1e-06 1.6e-06 1.6e-06 1.75e-06 1.55e-06 1.75e-06 1.6e-06 1.95e-06 1.3e-06 2.2e-06 1.6e-06
