 slim_762025180 slim_762025186 slim_762025163 slim_762025155 slim_762025176 slim_762025145 slim_762025191 slim_762025168 slim_762025166 slim_762025185 slim_762025147 slim_762025193 slim_762025177 slim_762025189 slim_762025174 slim_762025142 slim_762025162 slim_762025157 slim_762025152 slim_762025172 slim_762025181 slim_762025160 slim_762025183 slim_762025169 slim_762025150 slim_762025144 slim_762025188 slim_762025192 slim_762025178 slim_762025195 slim_762025161 slim_762025190 slim_762025175 slim_762025159 slim_762025184 slim_762025167 slim_762025151 slim_762025153 slim_762025170 slim_762025187 slim_762025158 slim_762025143 slim_762025146 slim_762025173 slim_762025182 slim_762025164 slim_762025154 slim_762025196 slim_762025148 slim_762025171 slim_762025165 slim_762025149 slim_762025156 slim_762025179 slim_762025194
34 1.25e-06 2.65e-06 2e-06 2.3e-06 2.35e-06 1.85e-06 1.5e-06 2.45e-06 1.2e-06 2.45e-06 1.7e-06 1.45e-06 2.2e-06 1.85e-06 1.95e-06 2e-06 1.35e-06 2.1e-06 2.15e-06 2.4e-06 1.1e-06 1.85e-06 1.5e-06 1.25e-06 1.3e-06 1.6e-06 2.3e-06 2.35e-06 2.2e-06 2.55e-06 1.15e-06 1.5e-06 1.75e-06 2.35e-06 1.9e-06 1.65e-06 1.25e-06 2e-06 1.45e-06 1.1e-06 1.05e-06 1.65e-06 1.5e-06 2.2e-06 1.15e-06 2.25e-06 1.4e-06 1.65e-06 1.05e-06 1.55e-06 1.65e-06 1.8e-06 1.8e-06 1.6e-06 2.25e-06
35 1.85e-06 2.7e-06 2.15e-06 2.65e-06 2.3e-06 1.6e-06 1.25e-06 2.3e-06 1.15e-06 2.15e-06 1.85e-06 1.55e-06 1.8e-06 2.2e-06 1.75e-06 1.95e-06 1.65e-06 2.25e-06 2e-06 2.55e-06 1.25e-06 1.55e-06 1.25e-06 1.2e-06 1.85e-06 1e-06 2.4e-06 2e-06 2.25e-06 2.65e-06 1.45e-06 1.7e-06 2.2e-06 1.75e-06 1.65e-06 1.9e-06 1.25e-06 1.95e-06 1.65e-06 1.85e-06 1.5e-06 1.55e-06 1.6e-06 2.25e-06 1.25e-06 2.25e-06 1.35e-06 1.9e-06 1.4e-06 2e-06 1e-06 2.15e-06 1.85e-06 1.55e-06 2.35e-06
36 1.45e-06 2.45e-06 1.65e-06 2.35e-06 2e-06 1.4e-06 1.35e-06 2.15e-06 8e-07 2.2e-06 1.4e-06 1.25e-06 1.8e-06 1.8e-06 1.6e-06 1.75e-06 1.35e-06 2e-06 1.85e-06 2.15e-06 9.5e-07 1.65e-06 1.35e-06 7.5e-07 1.5e-06 1.2e-06 2.2e-06 2.1e-06 1.8e-06 2.45e-06 1.05e-06 1.3e-06 1.75e-06 2e-06 1.25e-06 1.25e-06 1.3e-06 1.8e-06 1.4e-06 1.45e-06 1.1e-06 1.25e-06 1.3e-06 1.8e-06 9.5e-07 1.9e-06 1e-06 1.45e-06 1.1e-06 1.55e-06 1.25e-06 1.8e-06 1.75e-06 1.2e-06 2.1e-06
37 1.8e-06 2.3e-06 1.55e-06 2.2e-06 1.8e-06 1.9e-06 2.1e-06 1.75e-06 1.65e-06 2.5e-06 1.55e-06 1.55e-06 2.05e-06 2.15e-06 1.75e-06 1.95e-06 1.85e-06 2e-06 1.75e-06 1.95e-06 1.7e-06 1.95e-06 2.1e-06 1.5e-06 1.95e-06 1.9e-06 2.65e-06 2.4e-06 1.55e-06 2.6e-06 1.65e-06 1.55e-06 1.8e-06 2.15e-06 2e-06 1.95e-06 1.8e-06 2.7e-06 1.6e-06 2e-06 1.75e-06 1.45e-06 1.6e-06 1.55e-06 1.5e-06 1.9e-06 1.5e-06 1.7e-06 1.8e-06 1.8e-06 1.95e-06 2.1e-06 2.05e-06 1.45e-06 1.85e-06
38 1.65e-06 2.8e-06 2e-06 2.3e-06 2.35e-06 1.9e-06 1.55e-06 2.5e-06 1.3e-06 2.5e-06 1.6e-06 1.55e-06 2.1e-06 2e-06 2e-06 2.05e-06 1.75e-06 2e-06 1.75e-06 2.5e-06 1.2e-06 1.9e-06 1.55e-06 1.1e-06 1.6e-06 1.6e-06 2.45e-06 2.45e-06 2.15e-06 2.7e-06 1.2e-06 1.5e-06 2.1e-06 2.35e-06 1.45e-06 1.65e-06 1.4e-06 1.6e-06 2e-06 1.5e-06 1.2e-06 1.65e-06 1.6e-06 2.15e-06 1.2e-06 2.3e-06 1.4e-06 1.7e-06 1.5e-06 1.9e-06 1.65e-06 2.1e-06 1.7e-06 1.6e-06 2.35e-06
39 1e-06 2.8e-06 2.25e-06 2.3e-06 2.55e-06 2.05e-06 1.8e-06 2.65e-06 1.45e-06 2.6e-06 1.8e-06 1.4e-06 2.4e-06 2.1e-06 2.15e-06 2.2e-06 1.4e-06 2.05e-06 2.1e-06 2.6e-06 1.45e-06 1.75e-06 1.8e-06 1.45e-06 1.1e-06 1.8e-06 2.15e-06 2.5e-06 2.45e-06 2.45e-06 1.1e-06 1.8e-06 1.8e-06 2.5e-06 1.1e-06 1.85e-06 1.45e-06 2e-06 1.5e-06 1.6e-06 1.1e-06 1.9e-06 1.45e-06 2.45e-06 1.1e-06 2.4e-06 1.65e-06 1.55e-06 1.1e-06 1.6e-06 1.85e-06 1.85e-06 1.8e-06 1.85e-06 2.15e-06
40 1.2e-06 2.5e-06 1.7e-06 2.05e-06 2.1e-06 1.7e-06 1.35e-06 2.2e-06 9e-07 2.3e-06 1.35e-06 1.05e-06 1.95e-06 1.65e-06 1.7e-06 1.75e-06 1.4e-06 1.8e-06 2.05e-06 2.2e-06 8e-07 1.6e-06 1.35e-06 1.05e-06 1.3e-06 1.45e-06 2e-06 2.3e-06 1.9e-06 2.25e-06 7.5e-07 1.2e-06 1.8e-06 2.25e-06 1.05e-06 1.5e-06 1.1e-06 1.75e-06 1.2e-06 1.1e-06 1.3e-06 1.35e-06 1.1e-06 1.9e-06 7.5e-07 1.9e-06 1.1e-06 1.25e-06 1.15e-06 1.6e-06 1.5e-06 1.95e-06 1.5e-06 1.3e-06 1.9e-06
41 1.7e-06 1.85e-06 9e-07 2.05e-06 1.25e-06 1.4e-06 1.75e-06 1.2e-06 9.5e-07 2.15e-06 1.05e-06 1.1e-06 1.6e-06 1.6e-06 1.15e-06 1.4e-06 1.45e-06 1.85e-06 2.05e-06 1.4e-06 1e-06 1.85e-06 1.75e-06 1e-06 2e-06 1.5e-06 2.4e-06 2.15e-06 9e-07 2.35e-06 1.25e-06 9e-07 1.45e-06 1.9e-06 1.65e-06 1.55e-06 1.25e-06 1.45e-06 1.65e-06 1.9e-06 1.35e-06 1.4e-06 1.15e-06 9e-07 1.05e-06 1.35e-06 8e-07 1.3e-06 1.4e-06 1.45e-06 1.55e-06 1.9e-06 1.9e-06 7.5e-07 1.55e-06
42 1.2e-06 2.25e-06 1.4e-06 2.05e-06 1.8e-06 1.7e-06 1.8e-06 1.7e-06 1.05e-06 2.35e-06 1.25e-06 8.5e-07 1.95e-06 1.85e-06 1.45e-06 1.7e-06 1.3e-06 1.85e-06 2.15e-06 1.9e-06 1.15e-06 1.5e-06 1.8e-06 1.2e-06 1.5e-06 1.55e-06 2.15e-06 2.3e-06 1.55e-06 2.1e-06 1.05e-06 1.3e-06 1.55e-06 2.1e-06 1.5e-06 1.6e-06 1.3e-06 1.6e-06 1.6e-06 1.45e-06 1.1e-06 1.15e-06 1.7e-06 1.55e-06 8.5e-07 1.75e-06 1.2e-06 1.2e-06 1.25e-06 1.55e-06 1.6e-06 1.9e-06 1.75e-06 1.15e-06 1.45e-06
43 2.1e-06 1.35e-06 4.5e-07 2e-06 6.5e-07 1.75e-06 2.3e-06 9e-07 1.6e-06 2.15e-06 1.05e-06 1.5e-06 1.45e-06 1.6e-06 1.4e-06 1.5e-06 1.95e-06 1.85e-06 2.25e-06 9e-07 1.65e-06 2.15e-06 2.3e-06 1.55e-06 2.6e-06 2.2e-06 2.75e-06 2.2e-06 2.5e-07 2.4e-06 1.8e-06 9e-07 1.2e-06 2.05e-06 2.2e-06 2.25e-06 1.8e-06 1.55e-06 2.15e-06 2.45e-06 1.9e-06 9e-07 1.55e-06 4e-07 1.75e-06 9.5e-07 1.1e-06 1.4e-06 2.1e-06 1.4e-06 2.25e-06 2.1e-06 2.35e-06 8.5e-07 1.4e-06
44 1.05e-06 2.45e-06 1.6e-06 2.05e-06 2e-06 1.45e-06 1.45e-06 1.9e-06 6.5e-07 2.25e-06 1.2e-06 8e-07 1.85e-06 1.75e-06 1.35e-06 1.6e-06 1.15e-06 1.75e-06 1.9e-06 2.1e-06 7.5e-07 1.5e-06 1.45e-06 8e-07 1.2e-06 1.2e-06 1.9e-06 2.25e-06 1.75e-06 2.15e-06 6.5e-07 1.2e-06 1.7e-06 2.05e-06 1.15e-06 1.25e-06 9.5e-07 1.5e-06 1.2e-06 1.1e-06 7.5e-07 1.05e-06 8.5e-07 1.75e-06 9e-07 1.8e-06 8.5e-07 1.15e-06 9e-07 1.5e-06 1.25e-06 1.8e-06 1.45e-06 1.05e-06 1.7e-06
45 2.1e-06 1.7e-06 1.1e-06 1.95e-06 1.2e-06 1.6e-06 2.3e-06 1.4e-06 1.75e-06 2.25e-06 1.6e-06 1.7e-06 1.75e-06 1.85e-06 1.7e-06 1.8e-06 2.1e-06 2e-06 2.05e-06 1.4e-06 1.85e-06 2.15e-06 2.3e-06 1.8e-06 2.45e-06 2.2e-06 2.35e-06 2.25e-06 9.5e-07 2.2e-06 1.85e-06 1.35e-06 1.6e-06 2.15e-06 2.25e-06 2.25e-06 1.9e-06 1.9e-06 2.3e-06 2.4e-06 1.9e-06 1.35e-06 1.75e-06 9.5e-07 1.8e-06 1.8e-06 1.4e-06 1.65e-06 2.15e-06 1.7e-06 2.25e-06 2.3e-06 2.15e-06 1.3e-06 1.7e-06
46 1.7e-06 2.05e-06 1.15e-06 2.15e-06 1.4e-06 1.3e-06 1.5e-06 1.5e-06 7e-07 2.1e-06 1.1e-06 1.15e-06 1.5e-06 1.55e-06 1.2e-06 1.4e-06 1.45e-06 1.8e-06 1.95e-06 1.65e-06 7.5e-07 1.9e-06 1.5e-06 7.5e-07 1.8e-06 1.3e-06 2.25e-06 2.15e-06 1.1e-06 2.45e-06 1e-06 9e-07 1.6e-06 1.95e-06 1.4e-06 1.35e-06 1e-06 1.5e-06 1.4e-06 1.65e-06 1.1e-06 8e-07 1.2e-06 1.1e-06 8.5e-07 1.4e-06 1e-06 1.3e-06 1.2e-06 1.4e-06 1.35e-06 1.9e-06 1.75e-06 7.5e-07 1.85e-06
47 1.4e-06 2.15e-06 1.2e-06 2.1e-06 1.65e-06 1.85e-06 1.95e-06 1.8e-06 1.3e-06 2.35e-06 1.15e-06 1.15e-06 1.9e-06 1.85e-06 1.7e-06 1.8e-06 1.6e-06 1.85e-06 2.15e-06 1.8e-06 1.4e-06 1.7e-06 1.95e-06 1.35e-06 1.7e-06 1.85e-06 2.2e-06 2.35e-06 1.4e-06 2.2e-06 1.2e-06 1.3e-06 1.55e-06 2.25e-06 1.65e-06 1.9e-06 1.45e-06 1.7e-06 1.7e-06 1.55e-06 1.25e-06 1.3e-06 1.2e-06 1.4e-06 1.15e-06 1.65e-06 1.3e-06 2.1e-06 1.55e-06 1.55e-06 1.9e-06 2e-06 1.9e-06 1.25e-06 1.6e-06
48 1.1e-06 2.65e-06 1.95e-06 2.35e-06 2.3e-06 1.6e-06 1.6e-06 2.2e-06 1e-06 2.45e-06 1.6e-06 1.2e-06 2.15e-06 2e-06 1.65e-06 1.9e-06 1.1e-06 2.1e-06 2e-06 2.35e-06 1.1e-06 1.7e-06 1.6e-06 1.05e-06 1.15e-06 1.35e-06 2.2e-06 2.3e-06 2.1e-06 2.45e-06 1.1e-06 1.55e-06 1.65e-06 2.15e-06 1.05e-06 1.4e-06 1.1e-06 1.8e-06 1.5e-06 1.1e-06 1.15e-06 1.4e-06 1.25e-06 2.1e-06 9e-07 2.15e-06 1.2e-06 1.55e-06 1.6e-06 1.45e-06 1.4e-06 1.65e-06 1.8e-06 1.4e-06 2.05e-06
49 1.4e-06 2.05e-06 1.4e-06 2.2e-06 1.6e-06 1.85e-06 2.05e-06 1.8e-06 1.55e-06 2.35e-06 1.5e-06 1.5e-06 1.95e-06 1.9e-06 1.8e-06 1.9e-06 1.5e-06 2e-06 2.1e-06 1.75e-06 1.65e-06 1.9e-06 2.05e-06 1.5e-06 1.65e-06 1.95e-06 2.45e-06 2.25e-06 1.4e-06 2.4e-06 1.55e-06 1.45e-06 1.3e-06 2.2e-06 1.55e-06 2e-06 1.55e-06 1.8e-06 1.9e-06 1.6e-06 1.6e-06 1.45e-06 1.55e-06 1.4e-06 1.5e-06 1.7e-06 1.4e-06 1.55e-06 1.45e-06 2.6e-06 2e-06 1.75e-06 2.15e-06 1.4e-06 1.8e-06
50 1.85e-06 2.7e-06 2.15e-06 2.65e-06 2.3e-06 1.6e-06 1.25e-06 2.3e-06 1.15e-06 2.15e-06 1.85e-06 1.55e-06 1.8e-06 2.2e-06 1.75e-06 1.95e-06 1.65e-06 2.25e-06 2e-06 2.55e-06 1.25e-06 1.55e-06 1.2e-06 1.2e-06 1.85e-06 9.5e-07 2.35e-06 1.95e-06 2.25e-06 2.6e-06 1.45e-06 1.7e-06 2.2e-06 1.75e-06 1.65e-06 1e-06 1.25e-06 1.95e-06 1.65e-06 1.85e-06 1.5e-06 1.55e-06 1.6e-06 2.25e-06 1.25e-06 2.25e-06 1.35e-06 1.9e-06 1.4e-06 2e-06 1.9e-06 2.15e-06 1.85e-06 1.55e-06 2.35e-06
51 1.6e-06 2.65e-06 2e-06 2.6e-06 2.3e-06 2.1e-06 2.25e-06 2.35e-06 1.9e-06 2.8e-06 1.95e-06 1.85e-06 2.5e-06 2.4e-06 2.2e-06 2.35e-06 1.7e-06 2.45e-06 2.2e-06 2.35e-06 2e-06 2.1e-06 2.25e-06 1.75e-06 1.75e-06 2.1e-06 2.75e-06 2.55e-06 2.1e-06 2.75e-06 1.9e-06 1.95e-06 1.75e-06 2.45e-06 1.8e-06 2.15e-06 1.8e-06 2.1e-06 2.1e-06 1.85e-06 1.95e-06 1.9e-06 1.9e-06 2.1e-06 1.8e-06 2.3e-06 1.9e-06 2e-06 1.65e-06 1.75e-06 2.15e-06 2.8e-06 2.35e-06 1.9e-06 2.25e-06
52 1.8e-06 2.45e-06 2.25e-06 1.95e-06 2.15e-06 1.9e-06 1.8e-06 2.45e-06 1.6e-06 2.35e-06 1.9e-06 1.7e-06 2.1e-06 2.2e-06 2.05e-06 2.05e-06 1.95e-06 1.8e-06 2e-06 2.55e-06 1.55e-06 1.95e-06 1.8e-06 1.65e-06 1.75e-06 1.8e-06 2.3e-06 2.45e-06 2.35e-06 2.45e-06 1.45e-06 1.85e-06 2.25e-06 2.3e-06 1.8e-06 1.85e-06 1.75e-06 2.05e-06 1.7e-06 1.8e-06 1.5e-06 1.9e-06 1.75e-06 2.35e-06 1.45e-06 2.15e-06 1.75e-06 1.9e-06 1.8e-06 2.15e-06 1.85e-06 2.35e-06 2.2e-06 1.85e-06 2.25e-06
53 1.7e-06 1.75e-06 8.5e-07 2e-06 1.15e-06 1.4e-06 1.7e-06 1.2e-06 9e-07 2.05e-06 1e-06 1.1e-06 1.5e-06 1.5e-06 1.15e-06 1.35e-06 1.45e-06 1.75e-06 2.05e-06 1.35e-06 9.5e-07 1.85e-06 1.7e-06 9.5e-07 2e-06 1.5e-06 2.35e-06 2.1e-06 8.5e-07 2.3e-06 1.2e-06 8.5e-07 1.4e-06 1.9e-06 1.6e-06 1.55e-06 1.2e-06 1.45e-06 1.6e-06 1.85e-06 1.3e-06 7.5e-07 1.15e-06 8.5e-07 1.05e-06 1.3e-06 7.5e-07 1.25e-06 1.4e-06 1.4e-06 1.55e-06 1.9e-06 1.85e-06 1.4e-06 1.55e-06
54 1.7e-06 1.6e-06 1.35e-06 1.9e-06 1.45e-06 2.15e-06 2.5e-06 1.1e-06 1.95e-06 2.25e-06 1.65e-06 1.4e-06 2.15e-06 1.85e-06 1.4e-06 1.7e-06 1.9e-06 1.9e-06 2.45e-06 1.45e-06 2.05e-06 1.85e-06 2.5e-06 2.1e-06 2.15e-06 2.3e-06 2.6e-06 2.2e-06 1.4e-06 2.25e-06 1.85e-06 1.65e-06 1.6e-06 1.85e-06 2.25e-06 2.35e-06 2.1e-06 1.85e-06 2.35e-06 2.15e-06 1.9e-06 1.55e-06 1.45e-06 1.4e-06 1.7e-06 1.7e-06 1.85e-06 1.6e-06 2.05e-06 1.8e-06 2.35e-06 2.25e-06 2.25e-06 1.55e-06 2e-06
